0: [[39, 10, 3, 69], [15, 41, 5, 14], [59, 8, 6, 4], [1, 24], [2, 23, 13], [7, 25, 9, 27], [12, 22, 16], [11, 17, 21, 20], [30, 26, 19, 18], [28, 29, 31], [50, 34, 33, 45], [32, 40, 35, 36], [54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65], [68, 75, 71], [78, 72], [74, 77, 86, 81], [79, 82], [80, 83], [85, 84, 87, 88]]
153: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29], [31, 50, 34, 33], [45, 32, 40, 35], [36, 54, 37, 42], [38, 46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58], [62, 57, 63], [67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
154: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
155: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46], [43, 49, 60], [44, 47, 56], [52, 48], [61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75, 71], [78, 72, 74], [77, 86], [81, 79, 82, 80, 83, 85, 84, 87, 88]]
156: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28], [29, 31, 50], [34, 33, 45], [32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
157: [[39, 10, 3], [69, 15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51], [55, 53, 58], [62, 57, 63], [67, 76], [64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
158: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25], [9, 27], [12, 22, 16], [11, 17], [21, 20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33], [45, 32, 40, 35, 36, 54, 37, 42, 38, 46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
159: [[39, 10, 3], [69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23], [13, 7, 25], [9, 27, 12], [22, 16, 11], [17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35, 36], [54, 37, 42, 38], [46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58], [62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
160: [[39, 10, 3], [69, 15, 41], [5, 14], [59, 8], [6, 4, 1], [24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17], [21, 20, 30, 26, 19, 18, 28, 29, 31], [50, 34, 33, 45, 32, 40, 35, 36, 54, 37, 42, 38, 46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
161: [[39, 10, 3, 69], [15, 41, 5], [14, 59, 8], [6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27, 12, 22, 16, 11, 17, 21, 20], [30, 26, 19, 18, 28, 29, 31, 50, 34, 33, 45, 32, 40, 35, 36, 54, 37, 42, 38, 46, 43], [49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
162: [[39, 10, 3], [69, 15], [41, 5, 14], [59, 8, 6], [4, 1], [24, 2, 23], [13, 7], [25, 9], [27, 12, 22], [16, 11, 17], [21, 20], [30, 26, 19], [18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70], [73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
163: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1], [24, 2, 23, 13], [7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26], [19, 18, 28], [29, 31], [50, 34, 33], [45, 32, 40, 35], [36, 54, 37, 42, 38, 46, 43, 49, 60], [44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77], [86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
164: [[39, 10, 3, 69], [15, 41], [5, 14], [59, 8, 6, 4], [1, 24, 2, 23, 13, 7, 25, 9, 27, 12, 22, 16, 11, 17, 21, 20, 30, 26, 19, 18, 28], [29, 31, 50, 34, 33, 45, 32, 40, 35, 36, 54, 37, 42, 38, 46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
165: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2, 23], [13, 7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26], [19, 18], [28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71], [78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
166: [[39, 10, 3], [69, 15], [41, 5, 14], [59, 8, 6], [4, 1], [24, 2, 23], [13, 7, 25], [9, 27, 12], [22, 16, 11], [17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35, 36], [54, 37, 42], [38, 46], [43, 49, 60, 44, 47, 56, 52, 48, 61], [51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
167: [[39, 10, 3], [69, 15, 41], [5, 14], [59, 8], [6, 4, 1], [24, 2, 23], [13, 7], [25, 9, 27], [12, 22], [16, 11, 17], [21, 20], [30, 26], [19, 18, 28], [29, 31], [50, 34], [33, 45, 32, 40, 35, 36, 54, 37, 42], [38], [46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81], [79, 82, 80, 83, 85, 84, 87, 88]]
168: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23], [13, 7, 25, 9, 27, 12, 22, 16, 11, 17, 21, 20, 30, 26, 19, 18, 28, 29, 31, 50, 34, 33, 45, 32, 40, 35, 36, 54, 37, 42, 38], [46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
169: [[39, 10], [3, 69], [15, 41, 5, 14], [59, 8], [6, 4, 1], [24, 2, 23, 13, 7, 25, 9, 27, 12, 22, 16, 11, 17, 21, 20, 30, 26, 19, 18, 28, 29, 31, 50, 34, 33, 45, 32, 40, 35, 36, 54, 37, 42, 38, 46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
170: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19, 18, 28, 29, 31, 50, 34, 33, 45, 32, 40, 35, 36, 54, 37, 42, 38, 46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
171: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12], [22, 16, 11], [17, 21], [20, 30, 26], [19, 18], [28, 29, 31, 50, 34, 33, 45, 32, 40, 35, 36, 54, 37, 42, 38, 46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53], [58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
172: [[39, 10, 3], [69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28], [29, 31, 50, 34, 33, 45, 32, 40, 35, 36, 54, 37, 42, 38, 46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62], [57, 63], [67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
173: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6], [4, 1, 24], [2, 23, 13], [7, 25], [9, 27, 12, 22, 16, 11, 17, 21, 20, 30, 26, 19, 18, 28, 29, 31, 50, 34, 33, 45, 32, 40, 35, 36, 54, 37, 42, 38, 46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
174: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2, 23, 13, 7, 25, 9, 27, 12, 22, 16, 11, 17, 21, 20, 30, 26, 19, 18, 28, 29, 31, 50, 34, 33, 45, 32, 40, 35, 36, 54, 37], [42, 38, 46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
175: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24], [2, 23], [13, 7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26], [19, 18, 28], [29, 31, 50], [34, 33], [45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52, 48], [61, 51, 55], [53, 58], [62, 57, 63, 67, 76, 64, 66, 70, 73], [65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
