0: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4], [1, 6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44, 32], [45, 47, 56], [37, 46, 54], [49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58], [64, 70], [65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
153: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13, 27], [25, 16, 17], [21, 11, 18], [23, 24, 19], [50, 20, 29], [28, 36, 31], [30, 33, 35], [40, 53, 39], [34, 44, 32], [45, 47, 56], [37, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84], [81, 87, 82], [80, 83], [86, 85, 88]]
154: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24, 19, 50, 20, 29, 28, 36, 31, 30, 33, 35, 40, 53, 39, 34, 44], [32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51], [48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
155: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10, 12], [22, 13, 27], [25, 16, 17], [21, 11, 18], [23, 24, 19], [50, 20, 29], [28, 36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [47, 56, 37], [46, 54, 49], [63, 43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74], [72, 79, 78, 77], [76, 84, 81, 87], [82, 80, 83], [86, 85, 88]]
156: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23], [24, 19, 50], [20, 29], [28, 36, 31], [30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
157: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4], [1, 6, 8], [7, 9, 26], [10, 12, 22], [13, 27, 25], [16, 17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
158: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23], [24, 19, 50, 20, 29, 28, 36, 31, 30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
159: [[38, 5], [42, 41, 68], [2, 15, 14], [67, 3, 4], [1, 6, 8], [7, 9, 26], [10, 12, 22], [13, 27, 25], [16, 17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84], [81, 87, 82], [80, 83], [86, 85, 88]]
160: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20, 29, 28, 36, 31, 30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
161: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25], [16, 17, 21], [11, 18, 23], [24, 19, 50], [20, 29], [28, 36, 31, 30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48], [52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
162: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22], [13, 27, 25, 16, 17, 21, 11, 18, 23, 24, 19, 50, 20, 29, 28, 36, 31, 30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 47, 56, 37, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
163: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1, 6], [8, 7, 9], [26, 10, 12], [22, 13, 27], [25, 16], [17, 21], [11, 18, 23, 24, 19, 50, 20, 29, 28, 36, 31, 30, 33, 35], [40, 53, 39, 34, 44, 32, 45, 37, 56], [47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
164: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11, 18, 23, 24], [19, 50, 20, 29, 28, 36, 31, 30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
165: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16, 17, 21, 11], [18, 23, 24, 19, 50, 20, 29, 28, 36, 31, 30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
166: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4], [1, 6], [8, 7, 9], [26, 10, 12, 22, 13, 27, 25, 16, 17], [21, 11, 18], [23, 24, 19, 50, 20, 29, 28, 36, 31], [30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
167: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22], [13, 27], [25, 16, 17], [21, 11, 18, 23, 24, 19, 50, 20, 29, 28, 36, 31, 30, 33, 35, 40, 53, 39], [34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43], [60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
168: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10, 12], [22, 13, 27], [25, 16, 17], [21, 11, 18], [23, 24, 19], [50, 20, 29], [28, 36, 31], [30, 33, 35], [40, 53, 39], [34, 44, 32], [45, 37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
169: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1, 6], [8, 7, 9], [26, 10, 12], [22, 13, 27], [25, 16, 17], [21, 11, 18], [23, 24, 19], [50, 20], [29, 28, 36, 31], [30, 33, 35], [40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
170: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7, 9, 26, 10, 12, 22, 13, 27, 25, 16, 17, 21, 11, 18, 23, 24, 19, 50, 20, 29, 28, 36, 31, 30, 33, 35, 40, 53, 39, 34, 44, 32], [45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
171: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1, 6], [8, 7, 9], [26, 10, 12], [22, 13, 27], [25, 16, 17], [21, 11, 18], [23, 24, 19], [50, 20, 29], [28, 36, 31], [30, 33, 35], [40, 53, 39], [34, 44, 32], [45, 37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69], [73, 74, 72], [79, 78, 77], [76, 84, 81], [87, 82], [80, 83], [86, 85, 88]]
172: [[38, 5, 42], [41, 68], [2, 15, 14], [67, 3, 4], [1, 6, 8], [7, 9], [26, 10], [12, 22, 13], [27, 25, 16, 17, 21, 11, 18, 23, 24, 19, 50, 20], [29, 28, 36, 31, 30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
173: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1, 6], [8, 7, 9], [26, 10, 12], [22, 13, 27], [25, 16, 17], [21, 11, 18], [23, 24, 19], [50, 20, 29], [28, 36, 31], [30, 33, 35], [40, 53, 39], [34, 44, 32], [45, 37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76], [84, 81], [87, 82, 80, 83], [86, 85, 88]]
174: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10, 12], [22, 13, 27], [25, 16, 17], [21, 11, 18], [23, 24, 19], [50, 20, 29, 28, 36, 31], [30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62], [58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
175: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8], [7, 9], [26, 10, 12, 22, 13, 27, 25, 16, 17, 21, 11, 18, 23, 24, 19, 50, 20, 29, 28, 36, 31, 30, 33, 35, 40, 53, 39, 34, 44, 32, 45, 37, 56, 47, 46, 54, 49, 63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
