0: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
153: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
154: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
155: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
156: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
157: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
158: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
159: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
160: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
161: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
162: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
163: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
164: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
165: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
166: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
167: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
168: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
169: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
170: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
171: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
172: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
173: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
174: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
175: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
