0: [[38, 5, 7], [2, 43, 12, 22], [3, 4, 1], [6, 9, 8], [24, 30, 11], [27, 15, 14], [18, 21, 16, 17], [50, 51, 19], [20, 25, 26, 13, 23], [60, 61, 48], [37, 49], [28, 35, 29], [33, 42], [36, 40, 47, 34, 31], [44, 32, 39, 10], [53, 41, 52], [56, 45, 57, 55], [59, 54, 46, 58, 63, 62, 68, 66], [64, 67, 69, 65, 70, 76, 78], [71, 74, 72, 73, 75, 77], [79, 81, 86, 82], [83, 84, 80, 87, 85, 88]]
153: [[38, 5, 7, 2, 12, 22, 1, 3, 4, 10, 6], [8, 26, 15, 9, 11, 29, 14, 18, 19, 17, 20, 13, 23, 51, 25, 16, 55, 24, 27, 61, 30, 21, 28, 31, 33, 39, 54, 34, 36, 40, 37, 45, 56, 35, 47, 41, 42, 48, 49, 62, 63, 32, 44, 58, 52, 43, 53, 46, 50, 59, 57, 60, 65, 70, 64, 66, 69, 67, 71, 68, 73, 78, 72, 77, 74, 75], [79, 76, 82, 81, 86, 80, 84, 87, 85, 83, 88]]
154: [[38, 5, 7], [2, 14, 12], [1, 6, 4], [3, 10, 9, 8, 11, 15, 13, 24, 22, 19, 20, 17, 16, 18, 30, 21], [26, 23, 25, 31, 27], [28, 41, 57], [62, 32, 45], [34, 36, 29, 33, 35, 37, 43, 44, 40, 46, 50, 39, 48, 49, 54, 42, 53, 52, 47, 51, 55, 56, 59, 58, 60, 61, 63, 73, 64, 66, 67, 68, 65, 75, 77, 71, 72, 69, 76, 70, 78, 74, 79, 81, 80, 86, 82, 85, 83, 84, 87], [88]]
155: [[38, 5, 7, 2, 12, 22, 1, 3, 4, 9], [6, 8, 27, 10], [13, 15, 21, 11, 14, 18, 23, 56, 16], [19, 29, 24, 31, 17, 53, 20, 57, 28, 50, 25, 49, 42, 26, 35, 30, 39, 37, 46, 33, 32, 34, 40, 43, 41, 63, 52, 48, 44, 45, 47, 60, 51, 36, 61, 54, 55, 62, 58, 88, 72, 64, 70, 65, 67, 77, 69, 71, 68, 73, 74, 59, 78, 66, 79, 75, 82, 80, 86, 81, 87, 83, 76, 84, 85]]
156: [[38, 5, 7], [2, 9], [16, 1, 6], [4, 10, 14, 3], [11, 26], [12, 15, 13], [24, 17, 23], [22, 29], [8, 18, 52, 28, 19, 20, 21, 30, 31], [25, 27, 35], [32, 49], [36, 42, 48, 41, 47, 40, 34, 37, 43, 33, 39, 44, 57, 45, 60, 51, 46, 54, 53], [50, 61, 55, 56, 58, 62, 59, 63, 69, 64], [65, 70, 66, 79, 68, 67, 71, 75, 73, 72, 74, 77, 76, 78, 81, 85, 80, 82, 83, 86, 84, 87, 88]]
157: [[38, 5, 7], [2, 12, 22], [1, 3, 4, 6, 11], [8, 9, 13, 15, 14, 19], [21, 18, 10, 49], [20, 16, 30, 24, 56], [27, 17, 25, 26, 29, 53], [31, 60, 23], [37, 57, 40, 28, 41], [39, 35, 34, 32, 36], [42, 45, 58, 33, 46], [43, 61, 44], [47, 51], [55], [48, 62, 52, 59, 50, 63, 54, 68, 64, 66, 65, 73, 69, 71, 67, 78, 72, 76, 77, 70, 74, 79, 75, 88, 81, 80, 85, 82, 86, 83, 87, 84]]
158: [[38, 5, 7], [2, 20, 14], [3, 1, 4, 6, 10, 9], [11, 8, 15, 12], [30, 13], [21, 24, 53, 32, 16], [18, 17, 29, 19, 28], [26, 23, 52], [42, 22, 63, 33, 35], [40, 25, 34], [45, 27], [43, 31, 47, 41, 54, 36, 56, 37, 39, 46, 44, 49, 59, 57, 51, 55, 48, 50, 62, 58, 60, 61, 65, 68], [66, 64, 67, 71, 78, 75, 70, 69, 74, 79, 77, 73, 76, 72, 83, 80, 82, 81, 86, 85, 84, 87, 88]]
159: [[38, 5, 7], [2, 14, 12], [1, 4, 6, 10, 9, 8, 24, 3], [11, 15, 16, 18, 29, 27, 19, 17, 21, 25, 13], [20, 23, 28, 45, 30, 26, 59, 31], [42, 56, 22], [50, 33, 47, 34], [39, 32, 40, 35, 44, 41, 36, 43, 37], [46, 53, 48], [49, 52, 51], [55, 58, 62, 63, 54, 61, 57, 60, 65, 66, 67, 64, 79, 70, 75], [78, 69, 76, 68, 74], [73, 71, 72, 77, 83, 80, 81, 82, 87, 86, 85, 84, 88]]
160: [[38, 5, 7, 2], [12, 22, 1, 3, 4, 6, 8, 19, 14, 9, 10, 23, 26], [11, 62, 16, 29, 17, 13], [21, 18, 25], [31, 20, 54, 27, 24, 28, 61, 32, 44, 40, 30, 37, 33, 15, 36, 43, 35, 39, 41, 45, 58, 42, 34, 46, 55, 47, 49, 48, 50, 51, 52, 53], [59, 56, 57, 60, 63, 72, 66, 68, 64, 69, 65, 67, 78, 74, 70, 71, 75, 76, 73, 77, 79, 82, 80, 87, 81, 85, 83, 84, 86, 88]]
161: [[38, 5, 7, 2], [12, 22, 1, 3], [4, 6], [10, 9, 8, 11, 14, 15, 13, 17, 28], [19, 16, 21], [20, 26, 18], [25, 49, 27], [50, 24, 61], [29, 31, 62], [32, 39, 23], [52, 37, 41, 44, 34, 30, 35, 60, 33, 36, 40, 47, 45, 42, 43], [59, 46, 55, 48, 51, 54, 53, 57, 56, 58, 63, 72, 66, 64, 69, 71, 67, 68, 70, 65], [79, 73, 76, 78, 77, 74, 86, 75, 80, 82, 85, 81, 83, 84, 87, 88]]
162: [[38, 5, 7, 2, 12, 22, 1, 3, 4, 6, 10, 8, 24], [9, 14, 25, 15, 28, 19, 20, 50, 21, 11, 30, 13, 17, 16, 18, 49, 31, 27, 23, 26, 29, 43, 44, 32, 33, 36, 37, 34, 41, 35, 39, 56, 40, 46, 42, 47, 48, 54, 45, 51, 58, 52, 61, 53, 57, 55, 59, 60, 63, 62, 73, 66, 64, 68, 71, 65, 69, 70, 74, 67, 72, 79], [75, 77, 76, 85, 86, 84, 80, 82, 78, 81, 83, 87, 88]]
163: [[38, 5, 7], [2, 1, 30], [4, 3, 6], [8, 14, 10], [24, 17, 28, 16], [9, 15], [22, 19, 21, 11, 27, 12, 18], [31, 29, 25], [58, 20, 23], [26, 56, 37], [41, 39, 35, 32, 36, 13, 34, 33, 43, 40, 44, 47, 46, 42, 45, 50, 48, 49, 55], [53, 60, 54], [51, 57, 52, 62], [63, 61, 59, 73, 66, 64, 65, 68, 67, 70, 69, 78, 79, 71, 72, 74, 75, 77, 76, 86, 80, 81, 82, 85, 83, 87, 88, 84]]
164: [[38, 5, 7], [2, 12, 30], [1, 3, 4], [6, 9], [8, 18, 14, 15, 10], [31, 13, 17, 19], [16, 11, 21], [28, 55, 22, 50], [24, 27, 20, 59, 62, 57, 23, 25], [53, 32, 45, 26, 44, 41, 33], [35, 29, 48, 42, 34, 36], [46, 47, 54, 51], [37, 61, 39, 52, 40, 43], [49, 58, 56, 60, 63, 65, 66, 64, 67, 71], [69, 68, 70, 76, 74, 75, 72, 73, 79, 77, 82, 83, 80, 81, 78, 85, 84, 86, 87, 88]]
165: [[38, 5, 7], [2, 12, 22], [1, 3, 4, 6, 8], [9, 26, 25, 11], [10, 29, 15, 13, 30], [16], [17, 14], [23, 18, 57, 19, 21, 48, 55], [53, 20], [24, 27, 56, 60, 37], [35, 32, 28], [34, 46, 31, 33], [63, 41, 42], [36, 39, 40, 50, 47], [49, 43, 44], [51, 54], [62, 52, 45], [58, 59, 61], [72, 68, 66, 65, 64], [67, 70, 69], [74, 71, 73, 79], [75, 78], [77, 76, 84, 88, 81], [82, 83], [86, 87, 80, 85]]
166: [[38, 5, 7], [2, 8, 30, 1, 3, 4], [10, 13, 6], [9, 11, 12, 28], [19, 25], [22, 14, 20, 15, 18, 16], [21, 27, 17], [57, 59, 23], [24, 29, 58, 46], [48, 51, 36, 26, 43, 32, 35, 33, 31, 44], [37, 40, 42], [39, 41, 47], [45, 50, 49], [52, 62, 53], [34, 54, 55], [56, 60, 61], [63, 72, 70], [64, 65, 68, 67, 77, 73, 74, 69, 71, 66, 75, 78, 76, 79, 82, 80, 85, 81], [83, 84, 86, 87, 88]]
167: [[38, 5, 7], [2, 12, 4, 29, 18], [1, 3], [6, 11], [24, 16, 14], [9, 30, 15, 10, 22, 8], [13, 26], [27, 49, 62, 17, 19, 20], [21, 23, 25, 57], [28, 37, 31, 36, 50, 33], [35, 40, 32, 46, 45, 34, 43, 42, 39, 44, 41, 47, 59, 53, 48, 52, 51, 58, 56, 54, 55, 60, 61, 63, 74, 64, 70, 65, 68, 71, 67, 78, 69, 66, 77, 73, 72, 76, 75, 79, 82, 80, 86, 83, 81, 84, 85], [87, 88]]
168: [[38, 5, 7, 2], [12, 22, 21, 3, 4, 1, 10, 8, 28, 19, 11, 18, 30], [6, 31, 14], [13, 16, 17], [15, 27, 20], [26, 24, 25], [29, 32, 23, 57], [36, 41], [37, 33, 34, 40, 39, 44, 47], [35, 46, 9, 43, 48, 42], [51, 45, 61, 59], [53, 49, 56, 62, 50, 54], [52, 55, 58, 60, 63, 72, 66, 68, 69, 64, 65, 67, 70, 74, 71, 79, 75, 76, 73, 78, 77, 82, 80, 86, 83, 81, 84, 85, 87, 88]]
169: [[38, 5], [7, 2, 1], [28, 3, 18], [4, 6, 14], [11, 9, 8, 15, 10, 20, 12, 25, 21, 23, 17, 16, 52, 13, 27, 31, 19, 26, 22], [29, 24, 54, 41, 44, 48, 57, 34, 40, 46, 45, 36, 35, 30, 59, 32, 42, 51, 33, 49], [37, 39, 43], [47, 50, 53, 63, 55, 56, 62, 60, 58, 61, 72, 64, 70, 65], [69, 66, 73, 78, 67, 71, 68, 77, 75, 76, 74, 79, 86, 80, 82, 81, 83, 85, 84, 87, 88]]
170: [[38, 5, 7, 2, 12, 22, 1, 3, 4, 14], [6, 10, 11, 13, 8, 24, 26, 29, 9, 18], [21, 19, 49, 15, 16, 20, 17, 28, 31, 34, 27, 44, 23, 25, 40, 61, 39, 33, 32, 36, 47, 30, 52, 37, 35, 41, 43, 59, 42, 53, 45, 46, 48, 57, 51, 54, 58, 63], [50, 60, 56, 55, 62, 65, 67, 64, 68, 69, 72, 71, 66, 70, 78, 74, 75, 73, 76, 77, 79, 81, 80, 82, 85, 83, 86, 87, 88, 84]]
171: [[38, 5, 7, 2, 12, 22, 1, 3, 4, 6, 10, 8, 25, 9, 13, 11, 31, 15, 18], [23, 19, 17, 16, 21, 52, 33, 39, 20, 28, 30, 53, 27, 56, 29, 41, 26, 24, 35, 34, 42, 37, 36, 46, 43, 61, 14], [32, 60, 44, 59, 47, 40, 45, 48, 51, 58, 54, 49, 62, 50, 63, 57, 55, 65, 70, 66, 64, 68, 67, 75, 72, 69, 78, 73, 71, 74, 76, 77, 79, 80, 85, 82, 81, 83, 86, 84, 87, 88]]
172: [[38, 5, 7], [2, 12, 22, 1, 3, 4, 10, 8], [6, 26, 14, 11, 15, 9, 16, 20], [19, 17, 18], [23, 21, 25], [59, 27, 13], [28, 24, 57], [31, 56, 29, 43], [37, 52], [30, 34, 49, 32, 35], [36, 33], [39, 40, 47, 41, 62, 42, 61, 44, 48, 45, 46, 50, 51, 54, 53, 55, 63, 58, 60, 72, 64, 70, 65, 67, 78, 68, 66, 74, 71, 73, 77, 79, 75, 69, 76, 81, 80, 83, 86, 82, 85, 84, 87, 88]]
173: [[38], [5, 7, 2, 9, 24, 11, 3, 4, 6, 1], [10, 26, 8, 13, 12, 31, 14, 15, 19, 16, 21, 17, 20, 25, 62, 50, 18, 23, 29, 22, 61, 27, 42, 59, 45, 52, 33, 30, 36, 28, 32, 34, 44, 35, 47, 37, 39, 48, 55, 40, 51, 53, 41, 43, 56, 46, 57, 49, 58, 54, 60, 63, 65, 66, 64, 67, 70, 71, 68, 79, 69, 73, 72, 78, 74, 75, 76, 77, 82, 80, 86, 81, 87, 83, 85, 84, 88]]
174: [[38, 5, 7, 2, 12], [22, 1, 3], [4, 10, 6, 8, 25, 9, 14, 31, 11, 15, 18, 13, 49, 19, 16, 21], [20, 29, 17, 24, 63], [54, 48, 23, 57, 26, 41, 27, 28, 37, 30, 33, 35, 34, 32, 43, 36, 42], [47, 39, 40, 44], [51, 46, 45, 62, 56, 53, 50, 52, 60, 55, 58, 61, 59, 72, 66, 67, 64, 68, 71, 65, 70, 69, 77], [73, 74, 78, 76, 75, 79], [86, 81, 82, 80, 83, 85, 87, 84, 88]]
175: [[38, 5, 7, 2, 12, 22, 4, 3, 1, 10, 6, 8, 25, 15, 11, 19, 9, 21], [13, 16, 17, 28, 18, 26, 30, 27, 20, 23, 31, 24, 29, 56, 61, 36, 32, 46, 14, 52, 35, 33, 34, 40], [39, 44, 37, 42, 41, 47, 43, 45, 48, 57, 54, 49, 50, 51, 53, 55, 58, 60, 62, 63, 59, 69, 66, 65, 72, 64, 67, 68, 70, 73, 74, 71, 76, 79, 75, 77, 78, 84, 81, 85, 80, 82, 83, 86, 87, 88]]
176: [[38], [5, 7, 2, 12, 22, 1, 3, 4, 10, 14, 6, 26, 9, 13, 8, 31, 11, 29, 17, 15, 32, 25, 18, 48, 16, 23, 28, 20, 19, 21, 24, 27, 63, 58, 37, 43, 49, 30, 33, 34, 35, 36, 44, 41, 56, 62, 42, 39, 40, 61, 52, 45, 59, 46, 47, 53, 50, 51, 54, 55, 57, 60, 68, 66, 72, 64, 69, 67, 71, 70, 75, 76, 73, 79, 78, 74, 88, 65, 82, 77, 81, 80, 83, 85, 84, 87, 86]]
177: [[38, 5, 7], [2], [15, 4, 1], [3, 8, 6], [11, 9, 10], [12, 14, 29, 18], [30, 20, 17], [22, 16, 23], [27, 33, 19], [28, 25, 21], [13, 57, 56, 60], [24, 37, 26], [42, 32, 31, 35, 36], [51, 39, 59], [34, 43], [44, 41, 46], [48, 47], [40, 49, 52, 55, 50], [45, 58, 54, 53, 61, 63, 62, 68, 70], [66, 64, 69, 65, 72, 75, 78, 71, 67, 73, 77, 74, 76, 79, 81, 83, 86, 80, 82, 84, 85, 87, 88]]
