0: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29], [58, 31, 62, 28, 43], [33, 30], [51, 32, 35], [34, 39, 44, 37], [40, 36, 42], [41, 45, 46, 60], [55, 53, 61, 48, 47, 63], [57, 49, 50, 52, 54, 56, 59], [68, 65, 67, 64, 74, 69], [66, 76, 77, 70, 71, 73], [72, 75, 78], [79, 81, 82], [84], [80, 87], [83, 85, 86, 88]]
153: [[23, 22, 1, 2, 13], [12, 5, 7, 3, 38], [4, 6, 10, 9], [8, 11, 16, 15, 14], [27, 17, 18], [19, 21], [24, 25, 20, 26, 29], [58, 31], [62, 28], [43, 33, 30, 51, 32], [35, 34, 39, 44, 37], [36, 41], [42, 40, 45, 46, 47, 57], [49, 53, 48], [54, 50, 56, 59, 63], [55, 52, 61, 60], [68, 65, 67, 64], [74, 69, 66, 76, 77], [70, 71, 73, 72], [75, 78, 79, 81, 82, 84], [80, 87, 83, 85, 86, 88]]
154: [[23, 22, 1, 2, 13], [12, 5], [7, 3, 38, 4], [6, 10], [9, 8, 11, 16, 15], [14, 27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28], [43, 33, 30, 51, 32, 35], [34, 39], [44, 37, 36, 41, 42], [40, 45], [46, 47, 49, 53, 48, 54], [50, 52, 61, 56, 55, 59], [60, 57, 63, 68, 65], [67, 64, 74, 69, 66, 76], [77, 70, 71, 73], [72, 75, 78, 79, 81], [82, 84, 80, 87], [83, 85], [86, 88]]
155: [[23, 22, 1, 2, 13], [12, 5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18], [19, 21], [24, 25, 20, 26, 29], [58, 31], [62, 28, 43, 33, 30], [51, 32, 35, 34], [39, 44, 37, 36, 40], [42, 41, 45, 46], [63, 52, 56], [47, 50, 53, 49, 54, 48], [55, 60, 59], [61, 57], [68, 65, 67, 64, 74, 69], [66, 76, 77, 70, 71], [73, 72, 75, 78], [79, 81], [82, 84, 80, 87], [83, 85, 86, 88]]
156: [[23, 22, 1, 2, 13, 12], [5, 7], [3, 38, 4, 6], [10, 9, 8, 11, 16, 15, 14, 27, 17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 47, 49, 54, 48, 52, 50, 53, 55, 60, 56, 57, 63, 59, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
157: [[23, 22, 1, 2, 13], [12, 5], [7, 3, 38], [4, 6, 10, 9, 8, 11], [16, 15, 14, 27, 17], [18, 19, 21, 24, 25], [20, 26, 29, 58, 31], [62, 28, 43, 33], [30, 51], [32, 35, 34, 39, 44], [37, 36, 45, 42, 40, 41], [46, 47], [53, 56, 48, 49, 54], [52, 61, 50], [55, 57, 60, 63, 59], [68, 65, 67, 64], [74, 69, 66, 76, 77], [70, 71, 73, 72, 75], [78, 79], [81, 82, 84], [80, 87, 83, 85, 86, 88]]
158: [[23, 22, 1, 2, 13, 12, 5, 7, 3, 38], [4, 6, 10, 9, 8, 11, 16, 15, 14, 27, 17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40], [47, 46, 45, 57, 49, 50, 52, 53, 54, 48, 56, 55, 60, 63, 59, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
159: [[23, 22, 1, 2, 13], [12, 5, 7, 3, 38, 4], [6, 10, 9], [8, 11, 16, 15], [14, 27, 17, 18], [19, 21, 24, 25, 20, 26], [29, 58, 31, 62, 28], [43, 33], [30, 51, 32], [35, 34, 39, 44, 37, 36], [41, 42, 40], [45, 46, 47, 55, 61, 49], [48, 54, 60], [50, 52, 53, 57, 56], [63, 59, 68, 65, 67, 64], [74, 69], [66, 76], [77, 70, 71, 73, 72, 75], [78, 79, 81, 82, 84, 80], [87, 83, 85, 86, 88]]
160: [[23, 22, 1, 2, 13, 12], [5, 7, 3], [38, 4, 6], [10, 9, 8, 11, 16, 15], [14, 27, 17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 47, 48, 60, 56, 50, 55, 49, 53, 63, 57, 61, 52, 59, 54, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
161: [[23, 22, 1, 2, 13], [12, 5, 7, 3, 38], [4, 6, 10], [9, 8, 11, 16, 15], [14, 27, 17], [18, 19], [21, 24, 25, 20, 26], [29, 58], [31, 62, 28, 43], [33, 30, 51, 32, 35], [34, 39, 44, 37, 36, 41, 42, 40, 45, 46], [47, 49, 48, 50, 53, 55], [54, 52, 56, 60], [57, 59, 63, 61, 68], [65, 67, 64, 74], [69, 66, 76], [77, 70, 71], [73, 72, 75, 78, 79], [81, 82, 84, 80, 87, 83, 85, 86, 88]]
162: [[23, 22, 1, 2, 13], [12, 5, 7, 3, 38, 4], [6, 10], [9, 8, 11, 16], [15, 14, 27, 17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 47, 48, 50, 54, 52, 49, 53, 55, 56, 57, 60, 63, 59, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
163: [[23, 22, 1, 2, 13], [12, 5], [7, 3, 38, 4, 6], [10, 9, 8, 11, 16, 15], [14, 27, 17], [18, 19, 21, 24, 25, 20], [26, 29, 58], [31, 62, 28], [43, 33, 30, 51, 32, 35], [34, 39, 44, 37, 36, 41], [42, 40, 45, 46, 63, 49], [47, 48, 52, 50, 53], [55, 56, 57, 54], [61, 60, 59, 68, 65, 67], [64, 74, 69, 66, 76], [77, 70, 71], [73, 72, 75, 78, 79], [81, 82, 84, 80, 87, 83], [85, 86, 88]]
164: [[23, 22, 1], [2, 13, 12, 5, 7, 3], [38, 4], [6, 10, 9, 8, 11], [16, 15], [14, 27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58, 31], [62], [28, 43, 33, 30, 51], [32, 35, 34, 39], [44, 37, 36, 41, 42, 40, 45], [46, 47, 49, 48, 50, 54, 53, 55, 52, 57, 56, 61, 59, 60, 63, 68], [65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
165: [[23, 22, 1], [2, 13, 12, 5, 7, 3], [38, 4], [6, 10, 9, 8, 11], [16, 15], [14, 27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58, 31], [62], [28, 43, 33, 30, 51], [32, 35, 34, 39], [44, 37, 36, 41, 42, 40, 45], [46, 47, 57, 56, 49, 48, 54, 50, 52, 55, 53, 61, 59, 60, 63, 68], [65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
166: [[23, 22, 1, 2, 13], [12, 5, 7, 3, 38, 4], [6, 10], [9, 8, 11, 16, 15, 14], [27, 17], [18, 19], [21, 24], [25, 20, 26, 29], [58, 31, 62, 28], [43, 33], [30, 51, 32, 35, 34, 39], [44, 37, 36, 40, 42, 41], [45, 47, 46], [53, 49, 50, 52], [57, 48, 54, 55, 56, 59], [61, 63], [60, 68], [65, 67, 64, 74, 69, 66], [76, 77, 70, 71], [73, 72], [75, 78, 79, 81], [82, 84, 80, 87], [83, 85, 86, 88]]
167: [[23, 22, 1, 2, 13], [12, 5, 7, 3], [38, 4, 6, 10], [9, 8, 11, 16, 15, 14, 27, 17, 18, 19, 21, 24, 25, 20], [26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45], [46, 47, 61, 48, 50, 52, 54, 57, 49, 53, 56, 55, 60, 59, 63, 68, 65, 67, 64, 74, 69], [66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
168: [[23, 22, 1, 2, 13], [12, 5, 7], [3, 38, 4], [6], [10, 9], [8, 11, 16, 15], [14, 27, 17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 40, 45, 42, 36, 41, 46, 63, 60, 56, 55, 48, 49, 47, 50, 61, 52, 53, 54, 57], [59, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
169: [[23, 22, 1, 2, 13, 12], [5, 7, 3], [38, 4, 6, 10, 9], [8, 11, 16, 15], [14, 27, 17, 18], [19, 21], [24, 25, 20, 26], [29, 58, 31], [62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41], [42, 40, 45, 47, 46], [53, 52, 48], [50, 55, 49, 57, 61, 56, 54, 60, 59, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
170: [[23, 22], [1, 2], [13, 12, 5, 7, 3], [38, 4, 6, 10], [9, 8, 11, 16], [15, 14, 27, 17], [18, 19, 21], [24, 25, 20], [26, 29], [58, 31, 62], [28, 43, 33, 30, 51, 32], [35, 34], [39, 44, 37, 36, 40, 42], [41, 45, 46, 47, 48, 56], [57, 49, 54], [52, 61], [63, 53, 59, 50, 60, 55], [68, 65, 67, 64, 74, 69], [66, 76, 77], [70, 71, 73], [72, 75, 78, 79], [81, 82, 84, 80, 87, 83], [85, 86, 88]]
171: [[23, 22, 1, 2, 13, 12, 5, 7, 3, 38, 4, 6, 10, 9, 8, 11, 16, 15, 14, 27, 17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30], [51, 32, 35, 34, 39, 44, 37, 36, 45, 42, 40, 41, 46, 47, 57, 49], [54, 50, 48, 53, 60, 59, 52, 55, 56, 61, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
172: [[23, 22, 1], [2, 13, 12, 5, 7, 3], [38, 4, 6, 10, 9], [8, 11, 16], [15, 14, 27, 17, 18], [19, 21, 24, 25, 20], [26, 29], [58, 31], [62, 28], [43, 33, 30, 51, 32], [35, 34, 39], [44, 37, 36, 40], [42, 41, 45], [46, 63, 53, 60, 48, 54], [52, 47], [59, 55, 57, 61, 49, 50], [56, 68], [65, 67, 64, 74, 69], [66, 76, 77], [70, 71, 73, 72, 75], [78, 79, 81, 82, 84], [80, 87, 83, 85, 86, 88]]
173: [[23, 22, 1], [2, 13], [12, 5, 7, 3, 38], [4, 6], [10, 9, 8], [11, 16, 15, 14], [27, 17, 18], [19, 21, 24, 25], [20, 26, 29, 58], [31, 62, 28], [43, 33, 30, 51, 32], [35, 34, 39, 44], [37, 40, 36], [42, 41, 45], [46, 60, 55, 49], [47, 52], [63, 53], [57, 54, 50, 48, 56], [59, 61], [68, 65, 67, 64, 74], [69, 66, 76], [77, 70, 71, 73], [72, 75, 78], [79, 81, 82, 84, 80], [87, 83, 85, 86, 88]]
174: [[23, 22, 1, 2, 13], [12, 5, 7, 3], [38, 4], [6, 10, 9, 8], [11, 16, 15], [14, 27, 17, 18], [19, 21, 24, 25, 20, 26, 29, 58, 31, 62], [28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 47, 46, 45, 53, 49, 50, 52, 48, 57, 54, 56, 55, 60, 61, 59, 63, 68, 65, 67, 64, 74, 69], [66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
175: [[23, 22, 1, 2, 13], [12, 5], [7, 3, 38, 4, 6, 10], [9, 8, 11, 16, 15, 14], [27, 17], [18, 19, 21, 24, 25], [20, 26], [29, 58, 31], [62, 28, 43, 33, 30, 51], [32, 35, 34, 39, 44, 37], [36, 41, 42, 40], [45, 46, 47, 48], [57, 50, 52, 53, 49], [59, 54, 55], [56, 61, 60, 63], [68, 65, 67, 64, 74, 69], [66, 76], [77, 70, 71, 73], [72, 75, 78, 79], [81, 82, 84], [80, 87, 83, 85, 86, 88]]
