0: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62, 52], [33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42], [41, 40, 45, 47, 46, 59], [48, 61, 49], [51, 55], [50, 53, 54], [56, 57, 60, 63], [64, 65, 71, 66], [67, 69, 77, 68], [70, 75, 72, 73], [74, 76, 78], [79, 81, 86, 82], [80, 87, 83, 84, 85, 88]]
153: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27, 15], [14, 18, 11, 17], [21, 20, 19, 24], [16, 23, 29, 25], [28, 58, 26], [62, 52, 33, 31], [30, 32, 35], [34, 37, 36, 43], [38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80], [87, 83, 84, 85, 88]]
154: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18, 11, 17, 21, 20, 19, 24, 16, 23, 29, 25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
155: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20], [19, 24, 16], [23, 29, 25], [28, 58, 26, 62], [52, 33, 31], [30, 32, 35, 34], [37, 36, 43], [38, 42, 41, 40], [45, 47], [46, 59, 48], [61, 49, 51], [55, 50, 53], [54, 56, 57], [60, 63, 64, 65], [71, 66, 67], [69, 77], [68, 70, 75, 72], [73, 74, 76, 78], [79, 81, 86, 82], [80, 87], [83, 84, 85, 88]]
156: [[39, 44], [3, 4], [10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19, 24], [16, 23, 29, 25], [28, 58, 26], [62, 52, 33, 31], [30, 32, 35, 34], [37, 36, 43, 38], [42, 41, 40], [45, 47, 46], [59, 48, 61], [49, 51, 55], [50, 53, 54], [56, 57, 60, 63], [64, 65], [71, 66, 67], [69, 77, 68], [70, 75, 72, 73], [74, 76], [78, 79, 81, 86], [82, 80, 87], [83, 84, 85, 88]]
157: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23, 29], [25, 28, 58, 26], [62, 52, 33, 31], [30, 32], [35, 34, 37], [36, 43, 38], [42, 41, 40], [45, 47, 46, 59], [48, 61, 49], [51, 55, 50], [53, 54], [56, 57, 60], [63, 64, 65, 71], [66, 67, 69, 77], [68, 70, 75, 72], [73, 74, 76], [78, 79, 81, 86], [82, 80, 87], [83, 84, 85, 88]]
158: [[39, 44, 3], [4, 10, 2], [1, 22], [13, 12, 7], [5, 6, 8], [9, 27, 15], [14, 18, 11], [17, 21, 20, 19], [24, 16, 23], [29, 25, 28, 58], [26, 62, 52], [33, 31], [30, 32, 35], [34, 37, 36], [43, 38, 42], [41, 40, 45, 47], [46, 59, 48, 61], [49, 51, 55], [50, 53, 54], [56, 57, 60], [63, 64], [65, 71, 66], [67, 69, 77], [68, 70, 75, 72, 73], [74, 76, 78], [79, 81, 86], [82, 80, 87], [83, 84, 85, 88]]
159: [[39, 44, 3, 4], [10, 2, 1], [22, 13, 12, 7], [5, 6, 8, 9], [27, 15, 14, 18, 11, 17], [21, 20, 19, 24, 16, 23, 29, 25, 28, 58, 26, 62, 52], [33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70], [75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
160: [[39, 44, 3, 4, 10], [2, 1, 22], [13, 12, 7], [5, 6, 8, 9, 27, 15, 14, 18, 11, 17, 21, 20], [19, 24, 16, 23, 29], [25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
161: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17, 21], [20, 19, 24, 16, 23], [29, 25, 28, 58], [26, 62, 52, 33], [31, 30, 32], [35, 34, 37], [36, 43, 38], [42, 41, 40, 45], [47, 46, 59, 48], [61, 49, 51], [55, 50, 53, 54], [56, 57, 60], [63, 64, 65, 71], [66, 67, 69], [77, 68, 70, 75], [72, 73, 74], [76, 78, 79], [81, 86, 82], [80, 87, 83], [84, 85, 88]]
162: [[39, 44, 3, 4], [10, 2, 1, 22, 13, 12, 7], [5, 6, 8, 9, 27, 15, 14, 18, 11, 17, 21, 20, 19], [24, 16, 23, 29, 25, 28, 58, 26], [62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
163: [[39, 44, 3, 4, 10], [2, 1, 22, 13], [12, 7, 5], [6, 8, 9, 27, 15, 14, 18, 11, 17, 21, 20, 19, 24, 16, 23, 29, 25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34], [37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
164: [[39, 44, 3, 4, 10], [2, 1, 22], [13, 12, 7], [5, 6, 8, 9, 27, 15], [14, 18, 11], [17, 21, 20], [19, 24, 16], [23, 29, 25], [28, 58], [26, 62, 52], [33, 31, 30], [32, 35, 34, 37], [36, 43, 38], [42, 41, 40], [45, 47, 46], [59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69], [77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
165: [[39, 44, 3, 4], [10, 2, 1], [22, 13], [12, 7, 5], [6, 8, 9], [27, 15], [14, 18, 11, 17], [21, 20, 19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52], [33, 31, 30], [32, 35, 34], [37, 36], [43, 38, 42], [41, 40, 45], [47, 46, 59], [48, 61, 49, 51], [55, 50, 53, 54], [56, 57, 60, 63], [64, 65, 71], [66, 67, 69], [77, 68, 70], [75, 72, 73], [74, 76, 78], [79, 81, 86], [82, 80, 87], [83, 84, 85, 88]]
166: [[39, 44], [3, 4], [10, 2], [1, 22, 13, 12, 7, 5, 6, 8, 9, 27, 15, 14, 18], [11, 17, 21, 20, 19, 24, 16, 23, 29, 25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37], [36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
167: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5, 6], [8, 9, 27, 15], [14, 18, 11, 17], [21, 20, 19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52], [33, 31, 30], [32, 35, 34, 37], [36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49], [51, 55, 50], [53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
168: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5, 6, 8], [9, 27, 15], [14, 18, 11, 17], [21, 20, 19, 24], [16, 23, 29], [25, 28, 58], [26], [62, 52, 33, 31], [30, 32], [35, 34, 37, 36], [43, 38, 42], [41, 40, 45], [47, 46, 59], [48, 61, 49, 51], [55, 50, 53, 54], [56, 57, 60, 63], [64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
169: [[39, 44, 3], [4, 10], [2, 1, 22, 13, 12, 7, 5], [6, 8, 9, 27, 15, 14, 18], [11, 17, 21, 20, 19, 24, 16, 23, 29, 25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
170: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5, 6, 8], [9, 27, 15, 14], [18, 11, 17], [21, 20, 19, 24, 16], [23, 29, 25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53], [54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72], [73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
171: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5], [6, 8], [9, 27, 15], [14, 18, 11], [17, 21, 20], [19, 24], [16, 23, 29], [25, 28, 58, 26, 62], [52, 33, 31], [30, 32, 35], [34, 37, 36], [43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57], [60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
172: [[39, 44], [3, 4, 10], [2, 1, 22], [13, 12, 7], [5, 6, 8], [9, 27], [15, 14, 18, 11, 17, 21, 20, 19, 24, 16, 23, 29, 25, 28, 58, 26, 62, 52, 33], [31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56], [57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
173: [[39, 44, 3], [4, 10, 2, 1, 22, 13, 12, 7, 5, 6, 8, 9], [27, 15, 14, 18, 11, 17, 21, 20, 19, 24, 16, 23, 29, 25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
174: [[39, 44, 3, 4, 10, 2, 1, 22, 13, 12, 7], [5, 6, 8, 9, 27, 15, 14, 18, 11, 17, 21, 20, 19, 24, 16, 23, 29, 25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46], [59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
175: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7], [5, 6, 8], [9, 27, 15], [14, 18, 11, 17], [21, 20, 19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52, 33], [31, 30, 32], [35, 34, 37], [36, 43, 38], [42, 41, 40], [45, 47, 46], [59, 48, 61], [49, 51, 55], [50, 53, 54], [56, 57, 60, 63], [64, 65, 71, 66], [67, 69], [77, 68, 70, 75], [72, 73, 74], [76, 78, 79, 81], [86, 82, 80, 87], [83, 84, 85, 88]]
