0: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59], [37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47], [33, 34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43, 87], [32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61], [77, 69, 78, 82, 81, 64, 88]]
153: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10], [39, 16, 17], [21, 20, 25], [28, 4, 18], [23, 36, 27], [47, 33, 34, 74], [26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73], [60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
154: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7], [40, 52, 10], [39, 16, 17], [21, 20, 25], [28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53, 75], [45, 56, 58], [62, 43, 87], [32, 63, 41], [73, 60, 68], [65, 66, 83], [51, 71, 48], [61, 77, 69], [78, 82, 81], [64, 88]]
155: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39, 16, 17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
156: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
157: [[72, 49, 85, 86], [29, 6, 50], [76, 19, 9], [59, 37, 67, 24], [2, 3, 31], [1, 84, 46], [30, 11, 14, 15, 5, 8], [38, 13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57, 79, 44, 80], [55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
158: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16, 17], [21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
159: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16, 17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
160: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30, 11], [14, 15, 5], [8, 38, 13, 12], [22, 35, 7], [40, 52, 10], [39, 16, 17], [21, 20, 25], [28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
161: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22, 35, 7, 40, 52, 10, 39, 16, 17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
162: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22, 35, 7, 40, 52, 10, 39, 16, 17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
163: [[72, 49], [85, 86], [29, 6, 50], [76, 19, 9], [59, 37, 67], [24, 2, 3, 31], [1, 84, 46], [30, 11, 14], [15, 5, 8], [38, 13, 12], [22, 35, 7], [40, 52, 10], [39, 16, 17], [21, 20, 25], [28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
164: [[72, 49, 85], [86, 29], [6, 50, 76], [19, 9, 59], [37, 67, 24], [2, 3, 31], [1, 84, 46], [30, 11, 14], [15, 5, 8], [38, 13, 12], [22, 35, 7], [40, 52, 10], [39, 16, 17], [21, 20, 25], [28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
165: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46], [30, 11, 14], [15, 5, 8], [38, 13, 12], [22, 35, 7], [40, 52, 10], [39, 16, 17], [21, 20, 25], [28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53, 75], [45, 56, 58], [62, 43, 87], [32, 63, 41], [73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
166: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1, 84], [46, 30, 11], [14, 15, 5, 8], [38, 13, 12], [22, 35, 7], [40, 52, 10], [39, 16, 17], [21, 20, 25], [28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
167: [[72, 49, 85], [86, 29], [6, 50, 76], [19, 9, 59], [37, 67, 24], [2, 3, 31], [1, 84, 46], [30, 11, 14], [15, 5, 8], [38, 13, 12], [22, 35, 7], [40, 52, 10], [39, 16, 17], [21, 20, 25], [28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53, 75], [45, 56, 58], [62, 43, 87], [32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
168: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59], [37, 67, 24], [2, 3, 31], [1, 84, 46], [30, 11, 14, 15, 5, 8, 38, 13, 12, 22, 35, 7, 40], [52, 10, 39, 16, 17, 21, 20, 25], [28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
169: [[72, 49, 85, 86], [29, 6, 50], [76, 19, 9], [59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35, 7], [40, 52, 10], [39, 16, 17], [21, 20, 25], [28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53, 75], [45, 56, 58], [62, 43, 87], [32, 63, 41], [73, 60, 68], [65, 66, 83], [51, 71, 48], [61, 77, 69], [78, 82, 81, 64, 88]]
170: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24], [2, 3, 31], [1, 84, 46], [30, 11, 14], [15, 5], [8, 38, 13, 12, 22, 35, 7], [40, 52, 10, 39, 16, 17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
171: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15, 5, 8, 38, 13, 12, 22, 35, 7, 40, 52, 10, 39, 16, 17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
172: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15, 5, 8, 38, 13, 12, 22, 35, 7, 40, 52, 10, 39, 16, 17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
173: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15, 5, 8, 38, 13, 12, 22, 35, 7, 40, 52, 10, 39, 16, 17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
174: [[72, 49, 85], [86, 29, 6], [50, 76], [19, 9, 59], [37, 67, 24], [2, 3, 31], [1, 84, 46], [30, 11, 14], [15, 5, 8], [38, 13, 12], [22, 35, 7], [40, 52, 10], [39, 16, 17], [21, 20, 25], [28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53, 75], [45, 56, 58], [62, 43, 87, 32], [63, 41, 73], [60, 68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
175: [[72, 49, 85], [86, 29, 6], [50, 76, 19, 9, 59, 37, 67, 24, 2, 3, 31, 1, 84, 46, 30], [11, 14, 15, 5, 8, 38, 13, 12, 22, 35, 7, 40, 52, 10, 39, 16, 17, 21, 20, 25, 28, 4, 18, 23, 36, 27, 47, 33, 34, 74, 26, 54, 42, 57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
