0: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16, 18, 21, 20], [24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40, 47], [45, 56], [51, 50, 52, 48], [54, 49], [53, 55, 59, 57], [58, 62], [61, 67, 68, 65], [72, 66], [64, 69, 79], [70, 78], [71, 73, 75, 74, 77, 76], [85, 81, 82], [80, 83, 84, 86, 87, 88]]
153: [[7, 43, 22], [13, 2, 1], [12, 3], [4, 5], [6, 10, 9], [8, 11, 15], [14, 26], [17, 19], [16, 18, 21], [20, 24], [23, 25], [27, 31, 63], [29, 28], [30, 36], [35, 33], [32, 34], [39, 37], [46, 38, 42], [41, 60, 44], [40, 47, 45], [56, 51, 50], [52, 48], [54, 49], [53, 55, 59, 57], [58, 61], [62, 67, 68, 65], [72, 66], [64, 69, 79, 70], [78, 71], [73, 75, 74, 77], [76, 85], [81, 82, 80], [83, 84], [86, 87, 88]]
154: [[7, 43], [22, 13], [2, 1], [12, 3, 4, 5], [6, 10], [9, 8], [11, 15], [14, 26, 17, 19], [16, 18], [21, 20, 24, 23], [25, 27], [31, 63, 29, 28], [30, 36], [35, 33, 32], [34, 39], [37, 46, 38], [42, 41, 60, 44, 40, 47, 45], [56, 51, 50, 52, 48], [54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
155: [[7, 43, 22], [13, 2], [1, 12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 26], [17, 19, 16], [18, 21], [20, 24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39, 37], [46, 38], [42, 41, 60, 44], [40, 47], [45, 56, 51], [50, 52, 48], [54, 49, 53], [55, 59], [57, 58], [61, 62], [67, 68], [65, 72], [66, 64], [69, 79, 70, 78], [71, 73], [75, 74, 77, 76], [85, 81], [82, 80], [83, 84], [86, 87, 88]]
156: [[7, 43], [22, 13], [2, 1, 12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 26], [17, 19], [16, 18], [21, 20], [24, 23], [25, 27], [31, 63, 29], [28, 30, 36], [35, 33], [32, 34, 39], [37, 46, 38], [42, 41], [60, 44], [40, 47, 45], [56, 51, 50], [52, 48], [54, 49, 53, 55], [59, 57], [58, 61, 62], [67, 68], [65, 72], [66, 64], [69, 79, 70, 78], [71, 73], [75, 74, 77, 76], [85, 81], [82, 80], [83, 84], [86, 87, 88]]
157: [[7, 43, 22, 13], [2, 1], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 26, 17, 19, 16, 18, 21], [20, 24], [23, 25], [27, 31, 63], [29, 28], [30, 36, 35], [33, 32, 34], [39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49], [53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71], [73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
158: [[7, 43, 22, 13], [2, 1], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 26], [17, 19], [16, 18], [21, 20], [24, 23], [25, 27, 31], [63, 29, 28, 30, 36], [35, 33, 32, 34, 39], [37, 46, 38], [42, 41], [60, 44], [40, 47], [45, 56, 51, 50, 52, 48, 54], [49, 53, 55], [59, 57], [58, 61, 62], [67, 68], [65, 72], [66, 64, 69], [79, 70], [78, 71, 73, 75, 74, 77, 76], [85, 81, 82, 80, 83], [84, 86, 87, 88]]
159: [[7, 43], [22, 13], [2, 1], [12, 3, 4], [5, 6], [10, 9], [8, 11, 15], [14, 26], [17, 19, 16], [18, 21, 20], [24, 23], [25, 27], [31, 63], [29, 28], [30, 36, 35], [33, 32], [34, 39, 37], [46, 38], [42, 41], [60, 44, 40], [47, 45], [56, 51], [50, 52, 48], [54, 49], [53, 55], [59, 57], [58, 61, 62], [67, 68, 65, 72], [66, 64], [69, 79, 70], [78, 71], [73, 75], [74, 77], [76, 85], [81, 82], [80, 83], [84, 86, 87, 88]]
160: [[7, 43], [22, 13], [2, 1, 12, 3], [4, 5], [6, 10, 9, 8], [11, 15], [14, 26, 17, 19], [16, 18, 21, 20], [24, 23, 25], [27, 31], [63, 29], [28, 30], [36, 35], [33, 32], [34, 39, 37], [46, 38, 42, 41, 60, 44, 40, 47], [45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
161: [[7, 43], [22, 13, 2], [1, 12, 3], [4, 5], [6, 10, 9], [8, 11, 15], [14, 26], [17, 19, 16], [18, 21], [20, 24, 23], [25, 27, 31], [63, 29, 28, 30, 36, 35], [33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59], [57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70], [78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
162: [[7, 43], [22, 13], [2, 1], [12, 3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18], [21, 20, 24], [23, 25], [27, 31], [63, 29], [28, 30, 36, 35], [33, 32, 34], [39, 37], [46, 38, 42, 41], [60, 44], [40, 47, 45], [56, 51], [50, 52, 48, 54], [49, 53, 55], [59, 57, 58], [61, 62, 67, 68], [65, 72, 66], [64, 69, 79, 70], [78, 71, 73], [75, 74, 77, 76], [85, 81, 82], [80, 83], [84, 86, 87, 88]]
163: [[7, 43, 22, 13], [2, 1, 12, 3, 4, 5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16], [18, 21, 20], [24, 23], [25, 27, 31], [63, 29], [28, 30], [36, 35, 33], [32, 34], [39, 37], [46, 38], [42, 41], [60, 44, 40], [47, 45], [56, 51, 50, 52], [48, 54], [49, 53, 55, 59], [57, 58, 61], [62, 67, 68, 65], [72, 66], [64, 69, 79], [70, 78], [71, 73, 75, 74, 77, 76], [85, 81, 82], [80, 83, 84, 86, 87, 88]]
164: [[7, 43, 22, 13], [2, 1], [12, 3], [4, 5, 6], [10, 9, 8, 11, 15, 14, 26], [17, 19], [16, 18], [21, 20, 24, 23, 25, 27, 31], [63, 29, 28], [30, 36, 35, 33, 32, 34], [39, 37, 46, 38], [42, 41], [60, 44], [40, 47, 45], [56, 51], [50, 52], [48, 54, 49], [53, 55, 59, 57], [58, 61], [62, 67, 68, 65, 72], [66, 64], [69, 79], [70, 78], [71, 73, 75], [74, 77], [76, 85], [81, 82], [80, 83, 84], [86, 87, 88]]
165: [[7, 43, 22, 13, 2, 1], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 26], [17, 19], [16, 18, 21], [20, 24, 23, 25], [27, 31], [63, 29], [28, 30, 36], [35, 33, 32], [34, 39, 37], [46, 38], [42, 41], [60, 44], [40, 47, 45, 56, 51, 50, 52], [48, 54, 49, 53, 55], [59, 57], [58, 61], [62, 67], [68, 65, 72], [66, 64], [69, 79], [70, 78, 71], [73, 75], [74, 77, 76], [85, 81, 82], [80, 83, 84], [86, 87, 88]]
166: [[7, 43], [22, 13], [2, 1], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15, 14], [26, 17], [19, 16], [18, 21], [20, 24], [23, 25], [27, 31, 63], [29, 28, 30], [36, 35, 33], [32, 34], [39, 37, 46], [38, 42, 41], [60, 44], [40, 47, 45], [56, 51, 50], [52, 48], [54, 49, 53], [55, 59, 57], [58, 61], [62, 67], [68, 65], [72, 66], [64, 69, 79], [70, 78], [71, 73], [75, 74], [77, 76], [85, 81, 82], [80, 83], [84, 86], [87, 88]]
167: [[7, 43], [22, 13], [2, 1], [12, 3], [4, 5], [6, 10, 9, 8, 11, 15, 14], [26, 17], [19, 16], [18, 21], [20, 24], [23, 25], [27, 31], [63, 29, 28], [30, 36, 35, 33, 32, 34, 39, 37, 46, 38], [42, 41, 60, 44, 40, 47], [45, 56], [51, 50, 52], [48, 54], [49, 53, 55, 59], [57, 58, 61], [62, 67, 68, 65], [72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81], [82, 80, 83, 84, 86, 87, 88]]
168: [[7, 43], [22, 13, 2], [1, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15], [14, 26, 17], [19, 16], [18, 21], [20, 24], [23, 25], [27, 31, 63], [29, 28, 30], [36, 35], [33, 32], [34, 39, 37], [46, 38], [42, 41], [60, 44, 40, 47], [45, 56, 51, 50], [52, 48], [54, 49, 53], [55], [59, 57], [58, 61], [62, 67], [68, 65], [72, 66, 64], [69, 79, 70], [78, 71, 73], [75, 74], [77, 76], [85, 81], [82, 80, 83], [84, 86, 87, 88]]
169: [[7, 43, 22, 13, 2], [1, 12], [3, 4, 5, 6, 10, 9, 8], [11, 15], [14, 26], [17, 19, 16], [18, 21], [20, 24], [23, 25, 27, 31, 63], [29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60], [44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57], [58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79], [70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
170: [[7, 43], [22, 13], [2, 1], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 26], [17, 19], [16, 18], [21, 20, 24], [23, 25], [27, 31, 63], [29, 28], [30, 36, 35], [33, 32, 34], [39, 37, 46], [38, 42, 41], [60, 44], [40, 47, 45], [56, 51], [50, 52], [48, 54, 49], [53, 55], [59, 57], [58, 61, 62], [67, 68, 65, 72], [66, 64], [69, 79, 70], [78, 71, 73], [75, 74], [77, 76], [85, 81], [82, 80, 83], [84, 86, 87, 88]]
171: [[7, 43, 22], [13, 2], [1, 12], [3, 4, 5], [6, 10], [9, 8], [11, 15], [14, 26], [17, 19], [16, 18, 21], [20, 24], [23, 25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32, 34], [39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52], [48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
172: [[7, 43, 22], [13, 2, 1], [12, 3], [4, 5], [6, 10, 9], [8, 11], [15], [14, 26], [17, 19, 16], [18, 21], [20, 24, 23], [25, 27], [31, 63, 29, 28, 30, 36, 35, 33, 32, 34], [39, 37, 46, 38], [42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
173: [[7, 43], [22, 13], [2, 1, 12, 3, 4], [5, 6, 10, 9, 8, 11], [15], [14, 26], [17, 19, 16], [18, 21], [20, 24, 23, 25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68], [65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
174: [[7, 43, 22], [13, 2], [1, 12, 3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 26, 17], [19, 16], [18, 21], [20, 24, 23, 25], [27, 31], [63, 29], [28, 30], [36, 35, 33], [32, 34], [39, 37], [46, 38], [42, 41, 60], [44, 40], [47, 45], [56, 51], [50, 52, 48, 54], [49, 53], [55, 59], [57, 58, 61], [62, 67, 68], [65, 72], [66, 64, 69, 79], [70, 78], [71, 73, 75, 74], [77, 76], [85, 81], [82, 80], [83, 84], [86, 87, 88]]
175: [[7, 43, 22], [13, 2], [1, 12], [3, 4, 5], [6, 10], [9, 8], [11, 15], [14, 26], [17, 19], [16, 18, 21], [20, 24], [23, 25, 27], [31, 63, 29, 28, 30, 36], [35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55], [59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79], [70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
