0: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17, 18], [16, 24, 20, 23], [59, 27], [25, 28, 31, 29], [30, 34, 32, 35, 33], [36, 43, 45], [37, 38, 42, 40], [41, 60, 46], [44, 47, 50], [61, 48], [53, 51, 49, 52, 54], [63, 57, 55], [58, 56, 62], [83, 64, 74, 71], [65, 67, 68], [77, 70, 69], [66, 72, 75, 73, 78], [76], [79, 87, 80, 81, 82], [84, 85], [86, 88]]
153: [[39, 3, 10], [4, 9, 1, 6], [2, 22, 13], [12, 5, 7], [26, 8, 11], [14, 15, 19, 21], [17, 18, 16, 24, 20], [23, 59, 27, 25], [28, 31, 29, 30], [34, 32, 35], [33, 36, 43], [45, 37], [38, 42, 40], [41, 60, 46], [44, 47, 50, 61], [48, 53, 51, 49], [52, 54, 63], [57, 55, 58, 56], [62, 83, 64, 74], [71, 65, 67, 68], [77, 70, 69], [66, 72, 75, 73], [78, 76, 79, 87], [80, 81, 82, 84], [85, 86, 88]]
154: [[39, 3, 10, 4, 9], [1, 6], [2, 22, 13], [12, 5, 7], [26, 8, 11, 14], [15, 19, 21, 17], [18, 16, 24, 20], [23, 59, 27], [25, 28, 31, 29, 30], [34, 32, 35, 33, 36, 43], [45, 37, 38], [42, 40, 41], [60, 46, 44], [47, 50], [61, 48, 53], [51, 49, 52], [54, 63], [57, 55, 58, 56], [62, 83], [64, 74, 71], [65, 67, 68], [77, 70, 69, 66], [72, 75, 73], [78, 76], [79, 87, 80], [81, 82, 84], [85, 86, 88]]
155: [[39, 3, 10, 4], [9, 1, 6], [2, 22, 13], [12, 5, 7], [26, 8], [11, 14], [15, 19], [21, 17, 18, 16], [24, 20, 23, 59], [27, 25, 28], [31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49], [52, 54], [63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
156: [[39, 3, 10], [4, 9], [1, 6, 2, 22], [13, 12, 5], [7, 26, 8], [11, 14], [15, 19, 21], [17, 18], [16, 24, 20], [23, 59], [27, 25, 28], [31, 29, 30], [34, 32, 35, 33], [36, 43, 45, 37], [38, 42, 40], [41, 60, 46, 44], [47, 50, 61], [48, 53, 51, 49], [52, 54, 63], [57, 55, 58, 56], [62, 83, 64], [74, 71, 65], [67, 68, 77], [70, 69, 66, 72], [75, 73, 78, 76], [79, 87, 80], [81, 82, 84], [85, 86, 88]]
157: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13], [12, 5, 7], [26, 8, 11, 14, 15], [19, 21, 17, 18, 16, 24, 20, 23, 59, 27, 25, 28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
158: [[39, 3, 10, 4], [9, 1, 6], [2, 22], [13, 12], [5, 7, 26], [8, 11, 14], [15, 19, 21], [17, 18, 16], [24, 20, 23], [59, 27, 25], [28, 31, 29], [30, 34, 32], [35, 33, 36, 43, 45], [37, 38, 42, 40, 41], [60, 46, 44], [47, 50, 61], [48, 53, 51], [49, 52, 54, 63], [57, 55], [58, 56], [62, 83, 64], [74, 71, 65, 67], [68, 77, 70, 69], [66, 72, 75], [73, 78, 76, 79, 87], [80, 81, 82], [84, 85], [86, 88]]
159: [[39, 3, 10, 4], [9, 1, 6, 2, 22, 13, 12, 5, 7, 26, 8, 11, 14, 15, 19, 21, 17, 18, 16, 24, 20, 23, 59, 27, 25, 28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60], [46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
160: [[39, 3, 10], [4, 9, 1], [6, 2], [22, 13], [12, 5], [7, 26, 8], [11, 14], [15, 19, 21], [17, 18, 16], [24, 20, 23, 59], [27, 25, 28], [31, 29, 30], [34, 32, 35, 33], [36, 43, 45, 37, 38], [42, 40, 41, 60], [46, 44, 47], [50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
161: [[39, 3], [10, 4], [9, 1], [6, 2, 22], [13, 12, 5, 7], [26, 8, 11, 14], [15, 19, 21], [17], [18, 16, 24], [20, 23, 59], [27, 25, 28, 31], [29, 30, 34], [32, 35, 33], [36, 43, 45, 37], [38, 42, 40], [41, 60, 46, 44, 47], [50, 61, 48, 53, 51], [49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
162: [[39, 3, 10], [4, 9, 1], [6, 2, 22, 13], [12, 5, 7, 26], [8, 11, 14], [15, 19, 21], [17, 18, 16, 24], [20, 23, 59], [27, 25, 28, 31], [29, 30, 34], [32, 35, 33], [36, 43, 45, 37], [38, 42, 40, 41], [60, 46, 44], [47, 50, 61, 48], [53, 51, 49, 52], [54, 63], [57, 55], [58, 56, 62], [83, 64, 74], [71, 65], [67, 68, 77], [70, 69, 66], [72, 75, 73], [78, 76], [79, 87], [80, 81, 82], [84, 85, 86, 88]]
163: [[39, 3, 10, 4, 9], [1, 6, 2], [22, 13, 12, 5, 7, 26, 8, 11, 14, 15, 19, 21, 17, 18, 16, 24, 20, 23, 59, 27, 25, 28, 31, 29, 30, 34, 32], [35], [33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47], [50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
164: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12, 5, 7, 26, 8, 11, 14, 15, 19, 21, 17, 18, 16, 24, 20, 23, 59, 27, 25, 28, 31, 29], [30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44], [47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
165: [[39, 3, 10], [4, 9], [1, 6, 2, 22], [13, 12], [5, 7, 26, 8], [11, 14], [15, 19, 21], [17, 18, 16], [24, 20], [23, 59, 27], [25, 28, 31], [29, 30, 34, 32], [35, 33], [36, 43, 45], [37, 38, 42, 40, 41], [60, 46], [44, 47, 50, 61], [48, 53, 51], [49, 52, 54], [63, 57, 55], [58, 56], [62, 83, 64], [74, 71, 65], [67, 68, 77, 70], [69, 66, 72], [75, 73], [78], [76, 79, 87, 80, 81], [82, 84], [85, 86, 88]]
166: [[39, 3, 10], [4, 9, 1, 6], [2, 22, 13], [12, 5], [7, 26, 8], [11, 14, 15, 19, 21, 17, 18, 16, 24, 20, 23, 59, 27, 25, 28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50], [61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
167: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12, 5, 7, 26, 8, 11, 14], [15, 19, 21], [17], [18, 16, 24], [20, 23, 59], [27, 25, 28], [31, 29, 30], [34, 32], [35, 33, 36], [43, 45, 37, 38], [42, 40, 41], [60, 46, 44, 47], [50, 61, 48], [53, 51, 49], [52, 54, 63, 57], [55, 58, 56], [62, 83, 64, 74], [71, 65, 67], [68, 77, 70, 69], [66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
168: [[39, 3, 10], [4, 9], [1, 6], [2, 22], [13, 12, 5], [7], [26, 8, 11, 14], [15, 19, 21, 17], [18, 16, 24], [20, 23, 59], [27, 25, 28, 31], [29, 30, 34, 32], [35, 33, 36, 43], [45, 37, 38], [42, 40, 41], [60, 46, 44], [47, 50, 61], [48, 53, 51], [49, 52, 54], [63, 57, 55], [58, 56, 62, 83], [64, 74, 71], [65, 67], [68, 77, 70], [69, 66, 72, 75], [73, 78, 76], [79, 87, 80], [81, 82, 84], [85, 86, 88]]
169: [[39, 3, 10], [4, 9], [1, 6, 2, 22], [13, 12, 5, 7, 26, 8, 11, 14, 15, 19, 21, 17, 18, 16, 24, 20, 23, 59, 27, 25, 28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
170: [[39, 3, 10], [4, 9, 1, 6], [2, 22, 13], [12, 5], [7, 26], [8, 11, 14], [15, 19, 21], [17, 18, 16], [24, 20, 23], [59, 27, 25], [28, 31], [29, 30, 34], [32, 35, 33, 36], [43, 45, 37], [38, 42], [40, 41], [60, 46, 44], [47, 50, 61], [48, 53], [51, 49, 52, 54], [63], [57, 55, 58], [56, 62, 83], [64, 74, 71, 65], [67, 68, 77], [70, 69, 66], [72, 75, 73, 78], [76, 79, 87], [80, 81, 82], [84, 85, 86, 88]]
171: [[39, 3, 10], [4, 9, 1, 6], [2, 22, 13], [12, 5, 7], [26, 8, 11, 14], [15, 19, 21], [17, 18, 16, 24, 20], [23, 59, 27, 25, 28], [31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55], [58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
172: [[39, 3, 10], [4, 9, 1, 6], [2, 22, 13], [12, 5, 7], [26, 8, 11, 14], [15, 19, 21], [17, 18, 16], [24], [20, 23, 59, 27], [25, 28, 31], [29, 30, 34, 32], [35, 33, 36], [43, 45, 37], [38, 42, 40, 41], [60, 46, 44], [47, 50, 61, 48], [53, 51], [49, 52, 54], [63], [57, 55, 58], [56, 62], [83, 64, 74], [71, 65, 67], [68, 77, 70, 69], [66, 72, 75, 73], [78, 76, 79], [87, 80, 81], [82], [84, 85, 86, 88]]
173: [[39, 3, 10], [4, 9, 1], [6, 2, 22, 13], [12, 5], [7, 26], [8, 11, 14], [15, 19, 21], [17, 18], [16, 24, 20], [23, 59, 27], [25, 28, 31], [29, 30, 34, 32], [35, 33, 36, 43, 45], [37, 38, 42, 40, 41, 60], [46, 44, 47], [50, 61], [48, 53], [51, 49, 52], [54, 63, 57], [55, 58, 56], [62, 83, 64, 74, 71], [65, 67, 68, 77, 70, 69], [66, 72, 75], [73, 78, 76], [79, 87, 80], [81, 82], [84, 85], [86, 88]]
174: [[39, 3, 10, 4], [9, 1, 6, 2, 22, 13], [12, 5, 7], [26, 8], [11, 14], [15, 19, 21], [17, 18, 16], [24, 20, 23], [59, 27, 25, 28], [31, 29, 30, 34, 32, 35], [33, 36, 43], [45, 37, 38], [42, 40, 41], [60, 46], [44, 47], [50, 61], [48, 53], [51, 49, 52, 54], [63, 57, 55, 58], [56, 62, 83], [64, 74, 71], [65, 67, 68, 77], [70, 69, 66, 72, 75], [73, 78, 76, 79, 87], [80, 81, 82, 84], [85, 86, 88]]
175: [[39, 3], [10, 4], [9, 1, 6, 2], [22, 13], [12, 5, 7], [26, 8, 11, 14], [15, 19, 21, 17], [18, 16, 24], [20, 23, 59], [27, 25, 28], [31, 29, 30, 34], [32], [35, 33, 36], [43, 45], [37, 38, 42, 40], [41, 60, 46, 44], [47, 50, 61], [48, 53, 51, 49], [52, 54, 63], [57, 55, 58], [56, 62, 83, 64], [74, 71, 65, 67], [68, 77, 70], [69, 66], [72, 75, 73], [78, 76, 79, 87], [80, 81, 82, 84], [85, 86, 88]]
