0: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9], [41, 15, 14], [11, 13, 23], [25, 19, 16], [17, 20, 21], [28, 31, 43], [27], [26, 62, 29, 34], [30, 44, 39, 8], [35, 37, 32], [47, 36, 40], [42], [45, 61], [56, 58, 46], [50, 51], [49, 54, 55], [52, 53, 48], [59, 57], [60, 63, 68], [64, 66], [71, 67, 70], [69, 73, 77, 10], [72, 76, 74], [75, 78], [79, 82], [85, 80, 81], [87, 84, 86], [83, 88]]
153: [[33, 65], [4, 3, 1, 24], [18, 2], [14, 6, 38, 5, 9, 43, 7, 8, 11, 13, 30, 12, 10, 15, 16, 19, 27, 23, 21, 20, 26, 17, 59, 29, 42, 47, 58, 50, 39, 28, 22, 25, 36, 45, 31, 32, 46, 34, 35, 60, 48, 44, 37, 40, 51, 52, 41, 54, 53, 55, 49, 56, 63], [57, 61, 62, 66, 64, 67, 69, 70, 71, 72, 68, 78, 74, 73, 76, 79, 77, 75, 81, 84, 80, 83, 82, 87, 85, 86, 88]]
154: [[33, 65], [4, 3, 1, 24, 18, 2, 12, 28, 38], [5, 7, 6, 9, 8, 26, 11, 10, 29, 14, 17, 16, 59, 25, 21, 58, 23, 15, 31, 62, 19, 20, 13, 27, 30, 22, 34, 37, 39, 32, 35, 36, 40, 43, 44, 42, 41, 56, 45, 46, 53, 48, 50, 47, 49, 52, 54, 55, 57, 51, 60, 63, 61, 66, 64, 70, 81, 72, 71], [68, 69, 75], [67, 73, 74, 77, 78, 79, 80, 76, 83, 82, 87, 86, 84, 85, 88]]
155: [[33, 65], [4, 3, 1], [24, 18, 2], [12, 22, 38], [5, 7, 6], [9, 8, 14], [11, 15, 10, 23, 29, 13, 20, 19, 21, 50, 17, 16, 31, 28, 26, 30, 42, 27, 35, 54, 44], [60, 25, 34], [41, 36, 37], [53, 47, 45], [39, 40, 43], [46, 55, 61], [32, 58, 49, 51, 56, 48, 52, 57, 59, 62, 63, 66, 64, 68, 85, 76], [67, 75, 70, 78], [73, 69, 74, 71, 79, 72, 81, 77, 80, 87, 83, 82, 86, 84, 88]]
156: [[33, 65], [4, 3, 1, 24, 18, 2, 12, 22, 38, 5, 7, 6, 9, 10, 8, 15], [43, 11, 13, 17], [14, 28, 40, 21, 16, 56, 23, 53, 20, 27, 25, 29, 30, 36, 31, 35, 34, 58], [19, 42, 46, 41, 32, 37, 47, 45, 44, 48, 49, 39, 52, 26, 54], [50, 51, 57, 60, 62, 59, 55, 63, 61, 64, 68, 67, 71, 66, 77, 69, 74, 75, 70, 79, 73, 72, 85, 78, 83, 76, 80, 82, 84, 87, 81, 86, 88]]
157: [[33, 65], [4, 3], [1, 24, 18, 2], [12, 22, 38], [5, 7, 6], [9, 40], [10, 8, 27], [15, 30, 20], [13, 19, 28], [21, 14, 61], [25, 17, 16], [42], [23, 11, 60, 26], [52, 29, 36, 35], [37, 34, 47], [54, 31, 56, 39], [41, 45, 32], [48, 59, 43, 44], [46, 53, 49], [50, 55, 51, 57], [62, 58, 70, 64, 68, 71, 67], [66, 76, 63, 77, 69, 72, 74, 73, 79, 78, 75, 83, 85, 80, 81, 82, 84, 86, 87, 88]]
158: [[33, 65], [4, 3], [1, 24], [18, 2, 12], [22, 38, 5], [7, 6, 9], [40, 8, 31], [15, 13], [23, 25, 16], [10, 17, 11], [21, 14, 28], [27, 59, 29], [30], [19, 20, 54, 60], [32, 26, 35], [34, 42, 47], [52, 44], [36, 37, 61], [41, 57, 45], [50, 39], [53, 43, 55], [46, 49, 48], [51, 56], [58, 63, 62], [64, 66], [71, 68, 76], [67, 72, 77, 74], [69, 70, 79], [75, 78], [73, 82], [83, 80, 81], [87, 84, 85], [86, 88]]
159: [[33, 65], [4, 3], [1, 24, 18, 2], [12, 22, 38, 5, 7], [6, 9, 10], [8, 15, 27], [13], [16, 19, 14, 17, 29, 25, 20, 30, 21, 58], [31, 26], [56, 28, 62, 23, 11], [35, 34, 36], [37, 43, 49], [45, 39, 51, 44], [40, 41, 42], [32, 46, 47, 48, 52, 63], [50, 54], [53, 55, 59], [57, 60, 61], [64, 66, 67, 84], [70, 76], [68, 77, 71, 74, 72, 73], [69, 75, 78, 82], [79, 81], [85, 80, 86, 87, 83, 88]]
160: [[33, 65], [4, 3], [1, 24, 18], [2, 12], [22, 38], [5, 7], [6, 15, 10, 8], [9, 14, 19], [13, 11], [16, 50], [25, 30, 17, 27, 20, 31, 58, 23, 21, 26, 29, 32, 44], [28, 45, 34, 52, 35, 37, 48, 36, 43, 42, 61, 39, 40, 47, 41, 46, 51, 54, 49, 53, 57, 55, 60, 56, 63, 59, 62, 64, 66, 70, 84], [76, 71, 72, 68, 78, 74, 73, 79, 75, 67, 69, 81, 77, 80, 85, 82, 86, 83, 87, 88]]
161: [[33, 65], [4, 3], [1, 24, 18], [2, 38, 6], [22, 5, 7], [12, 9, 11, 8], [10, 15], [13, 23, 31], [21, 16, 14, 19], [25, 26, 27], [17, 30, 29, 28, 39], [58, 20, 45, 32, 44, 47, 35, 34, 41, 37, 36, 59, 46, 40, 54], [42, 43, 48, 50, 49, 51, 52, 53, 56, 57, 55, 62, 60, 61, 63, 66, 64, 70, 69, 68, 77, 72, 67, 78, 71, 73, 79, 74, 75, 76, 81, 80, 82], [83, 84, 86, 87, 85, 88]]
162: [[33, 65], [4, 3], [1, 24], [18, 2], [36, 21], [7, 6, 15], [9, 14, 8], [11, 10, 45], [12, 19, 25], [48, 23, 13, 16], [17, 56, 30, 60, 27, 28, 55, 26, 29], [43, 52], [20, 46, 31, 34], [5], [35, 40, 38], [22, 42, 39, 62, 41, 37], [44, 47], [57, 53, 49], [50, 58], [61, 54, 51, 63, 59, 32, 66, 64, 70, 81, 76, 68], [73, 69, 71, 72, 74, 79, 75, 77, 67, 78], [85, 80], [82, 86, 84, 83, 87, 88]]
163: [[33, 65], [4, 3, 1, 24, 18, 2], [12, 22, 38, 5, 7, 6], [9, 40, 10, 8, 11, 15, 14, 29, 16, 17, 25, 20, 53, 49, 19, 21, 23, 26, 31, 58, 27, 37, 52, 43, 28, 50, 35], [13, 46, 32, 63, 30, 44, 34, 41, 42, 36, 45, 54, 47, 51], [55, 57, 39, 48, 59, 56], [60, 61, 62], [64, 68, 67, 69, 66, 71, 70, 74, 79], [78, 72, 76, 77, 73, 87, 81, 75, 80, 86, 82, 83, 84, 85, 88]]
164: [[33], [65, 4, 3], [1, 24, 18, 2, 12], [22, 38, 5], [7, 6, 13, 10], [8, 15, 53], [9, 11], [14, 20, 16], [19, 23], [17, 21, 25, 61, 30], [62, 26, 59, 28, 54, 27, 45, 29, 48, 34, 39], [35, 31, 46, 41, 42, 44, 32, 36, 37, 52, 47, 40, 43, 50, 55, 51, 56, 49, 60, 57, 63, 58, 66, 64, 70, 80, 69, 67, 76, 72, 73, 75, 74, 77, 79, 82, 71, 83, 68, 81, 85, 84, 87, 78, 86, 88]]
165: [[33, 65], [4, 3, 1], [24, 18, 2, 12], [22, 38], [5, 7], [6, 9, 8, 10], [14, 50], [25, 31, 21], [13, 15, 29], [16, 11, 19, 17, 54, 20, 23, 61, 55, 26, 27, 44, 46, 36, 30, 28, 32, 45, 34, 49, 39, 35, 37, 60, 40, 47, 53, 43, 41, 58, 48, 42, 62, 57, 51, 52, 56, 59, 63, 64, 80, 70, 83, 72, 77, 67, 73, 68, 71, 78, 75, 66, 76, 79, 74, 86, 81, 69], [87, 82, 85, 84, 88]]
166: [[33, 65], [4, 3], [1, 24, 18], [2, 38], [6, 7, 5], [8, 9, 27], [10, 14, 11], [30, 15, 17], [12, 20], [13, 22], [21, 19, 23], [29, 36, 25], [54, 35, 31], [61, 28], [44, 16, 32], [40, 45, 37], [57, 34, 50, 41, 39, 59], [42, 47, 43, 46, 48, 51, 49], [52, 55, 53, 62, 58, 60, 63, 56, 26, 66, 64, 67, 80, 77, 71], [76, 68, 74, 72, 75, 69, 78, 70, 79, 73, 83, 88, 82, 81, 84, 85, 86, 87]]
167: [[33, 65, 4], [3, 1, 24, 18, 2, 12, 22], [38, 5, 7, 6], [9, 10], [8, 30, 15, 13, 29], [17, 16, 20], [14, 21, 19], [23, 25, 26, 56, 27], [31, 60, 57], [28, 32], [44, 37], [47, 41], [11, 36, 40, 39], [34, 35, 42, 48], [45, 51, 43], [62, 52, 50], [46, 54], [49, 55, 58], [53, 61, 59], [63, 66], [64, 68, 86, 76], [79, 69, 67], [74, 73, 70, 75, 71], [72, 78, 87, 80, 83, 77], [82], [81, 84, 85, 88]]
168: [[33], [65, 4, 3], [1], [24, 18, 2, 12], [22, 38], [5, 7, 6], [9, 8], [14, 13, 10, 15, 29, 19, 21, 20, 11], [16, 25, 46, 28, 17, 27, 30, 49, 58, 59, 23, 26, 41, 31, 34], [32, 35, 42, 54, 37, 36, 39, 40, 45, 50, 44, 47, 51, 43, 52, 53, 55, 63, 56, 57, 48, 61, 60, 62, 64, 68], [70, 66, 74, 75, 67, 69, 71, 78, 72, 77, 76, 79, 73, 85, 81, 83, 82, 80, 84, 86, 87, 88]]
169: [[33, 65], [4, 3, 1, 24, 18, 2, 12, 22, 38, 5, 7, 6, 9, 41, 8, 14, 10, 13, 21, 31, 11, 23, 20], [16, 15, 62, 17, 25, 27, 28, 19, 26, 29, 30, 45, 32, 34, 35, 36, 42, 44, 40, 47, 39, 37, 56, 46, 48, 49, 52, 54, 43, 53, 51, 57, 63, 50], [55, 58, 59, 61, 60, 64], [66, 71, 81, 67, 78, 74, 68, 69, 72, 79, 76, 73, 75, 77, 80, 70, 88, 83, 82, 84, 86, 87, 85]]
170: [[33, 65], [4], [3, 1, 24, 18, 2, 12, 21, 7, 6, 9, 5, 13, 56, 8, 11, 29, 10], [15, 14, 28, 19, 25, 16, 54, 30, 17, 62, 22, 23, 26], [20, 27, 31, 34, 47, 53, 48, 35, 32, 40, 42, 55, 36, 37, 38, 45, 39, 41, 44, 50], [57, 43, 52, 46, 49, 58, 59, 51, 60, 63, 61, 67, 64, 66, 68, 71, 69, 70, 78, 73, 72], [74, 75, 79, 76, 77, 81, 83, 88, 85], [80, 82, 84, 87, 86]]
171: [[33, 65, 4, 3], [1, 24, 18, 2, 12, 22, 38, 5, 7, 6, 9, 40, 11, 8], [10, 39, 14, 16, 13, 23, 15, 17, 20, 57, 29, 19], [25, 26, 27], [31, 28, 34, 46], [60, 21, 32], [44, 45, 35, 30], [36, 52, 43, 37, 62, 55, 51], [48, 41, 42, 54, 58, 49, 47, 50, 53], [56, 59, 61, 63, 64, 68, 70, 67, 76, 66, 73, 72, 74, 78, 71, 79, 75, 77, 81, 69, 84, 80, 82, 83, 85, 86, 87, 88]]
172: [[33, 65], [4, 3], [1, 24, 18], [2, 12], [22, 38, 5, 7], [6, 11], [10, 8, 9, 41], [14, 27, 13], [19, 17], [15, 21], [16, 20, 61], [23, 31, 26, 28], [25, 32], [30, 29], [54, 35, 40], [36, 42, 39], [46, 47, 45], [34, 37], [50, 43, 44], [51, 56, 53, 48], [55, 52, 63], [57, 62], [60, 58], [59, 49, 64], [68, 69, 70], [74, 67], [73, 71, 76, 66, 72, 79, 77, 75, 78, 82, 83, 80, 81, 87, 84, 85, 86, 88]]
173: [[33, 65], [4, 3], [1, 24, 18], [2, 12], [22, 38], [5, 7, 6, 9], [10, 11], [8, 50, 21], [19, 29, 26, 14], [30, 17, 16, 23, 20, 28, 56, 31], [27, 25, 32, 51], [13, 44, 15], [34, 35, 42], [37, 40, 41, 45], [36, 43, 39, 47, 59, 46], [52, 48, 60], [58, 53, 54], [61, 49, 57], [55, 63, 62, 66], [72, 68, 71, 78, 67, 77, 69, 64, 74, 79, 73, 75, 82, 87], [70, 80, 81, 76, 84, 86, 83], [85, 88]]
174: [[33, 65, 4], [3, 1], [24, 18, 2], [12, 22, 38], [5, 7, 6], [9, 40, 8, 14], [26, 29, 15, 10, 11, 20], [23, 21], [25, 13, 19, 16, 17, 27, 28], [30, 31, 34, 46, 36, 60], [39, 63], [37, 43, 45, 41, 42, 35, 44, 32, 47], [48, 58, 50, 51, 53, 61, 49, 52, 54, 55, 56, 57, 59, 62, 66, 64, 70, 69, 74, 76, 67, 68], [79, 77, 72, 75, 71, 78, 73, 81, 80, 82, 85, 86, 83, 84, 87, 88]]
175: [[33, 65], [4, 3, 1, 24], [18, 2, 12], [22, 38, 5, 7, 6, 9], [10, 8, 13, 14, 11, 30, 21], [15, 19, 27, 28, 49, 52, 16], [25, 53, 23], [20, 26, 29, 56, 39, 31, 35, 32, 63], [34, 36, 37], [43, 17, 45, 44, 40, 46, 41], [42, 57, 54, 47, 50, 58, 55, 62, 48, 51], [59, 60, 61, 64, 66, 70, 74, 76, 71], [67, 69, 75, 72, 73, 68, 77, 78, 79, 83, 80, 82, 81, 84, 86, 87, 85, 88]]
176: [[33, 65, 4, 3, 1, 24, 18, 2, 12], [22, 38, 5], [7, 6, 9], [40, 11, 15], [10, 8, 13], [29, 23, 21], [14, 16, 19], [48, 31, 20, 60, 17, 51, 49, 25, 58, 52, 30, 32, 42, 35, 39, 26], [63, 34, 46, 27, 47, 56, 62, 28, 36, 57], [37, 41, 43, 45, 55, 44, 50, 53, 54, 59, 61], [64, 68, 67, 87, 66, 70, 75, 71, 69, 73, 74, 76], [77, 78, 79, 81, 82, 72, 83, 86, 80, 84, 85], [88]]
177: [[33, 65, 4], [3, 1], [24, 18, 2], [12, 22, 38], [5, 7], [6, 9, 10, 8, 11, 46, 13, 14], [21, 25, 23], [15, 29, 17, 61, 26], [20, 27, 19], [16, 32], [62, 28], [31, 30, 45, 34], [35, 58, 36], [43, 40, 51, 47, 37, 56, 39], [50, 55, 42, 41, 44, 48, 49], [52, 54, 53, 60, 57, 59, 63, 66], [64, 77, 73, 68], [72, 78, 70], [74, 75, 71, 67, 76, 79, 69], [85, 80, 81, 84, 83, 87, 82, 86, 88]]
