0: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53, 52, 8, 18], [10, 44, 69], [77], [60, 11, 41], [20, 79], [24, 2, 28, 9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15], [32, 45, 50], [80, 51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61], [57, 55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78], [85, 86, 82], [84, 83, 81, 88]]
153: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38], [42, 3, 31], [53, 52, 8], [18, 10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23], [6, 29], [13, 43, 16], [39, 34, 36], [46, 66, 56], [27, 47, 14], [15, 32, 45], [50, 80, 51], [49, 58, 59], [21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
154: [[71, 70], [73, 26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43, 16], [39, 34, 36], [46, 66, 56], [27, 47, 14], [15, 32, 45], [50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54], [76, 65, 75], [72, 62, 78], [85, 86, 82], [84, 83, 81], [88]]
155: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
156: [[71, 70], [73, 26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9, 23], [6, 29, 13], [43, 16, 39], [34, 36], [46, 66, 56], [27, 47, 14], [15, 32, 45], [50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
157: [[71, 70], [73, 26], [22, 12], [1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43, 16], [39, 34, 36], [46, 66, 56], [27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59], [21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65], [75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
158: [[71, 70], [73, 26], [22, 12], [1, 74, 40], [17, 7, 37, 4, 5, 35, 87, 19, 38, 42, 3, 31], [53, 52, 8, 18, 10, 44, 69, 77, 60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
159: [[71, 70, 73], [26, 22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87, 19, 38, 42, 3, 31, 53, 52, 8, 18, 10, 44, 69, 77, 60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85], [86, 82, 84, 83, 81, 88]]
160: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5, 35], [87, 19, 38], [42, 3, 31], [53, 52, 8, 18, 10, 44, 69, 77, 60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30], [33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
161: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27], [47, 14], [15, 32, 45], [50, 80, 51], [49, 58, 59], [21, 25, 67], [30, 33, 48], [61, 57, 55], [64, 68, 63], [54, 76, 65], [75, 72, 62], [78, 85], [86, 82, 84], [83, 81, 88]]
162: [[71, 70], [73, 26], [22, 12, 1, 74, 40], [17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43, 16], [39, 34, 36], [46, 66, 56], [27, 47, 14], [15, 32, 45], [50, 80, 51], [49, 58, 59], [21, 25, 67], [30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65], [75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
163: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5, 35], [87, 19, 38], [42, 3, 31, 53, 52, 8, 18, 10, 44, 69, 77, 60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
164: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5, 35], [87, 19, 38], [42, 3, 31], [53, 52, 8], [18, 10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30], [33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75], [72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
165: [[71, 70, 73], [26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
166: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37, 4, 5, 35, 87, 19, 38, 42, 3, 31, 53, 52, 8, 18, 10, 44, 69, 77, 60, 11], [41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
167: [[71, 70], [73, 26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43, 16], [39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51], [49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
168: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5, 35], [87, 19, 38], [42, 3, 31], [53, 52, 8], [18, 10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54], [76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
169: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5, 35], [87, 19, 38], [42, 3, 31], [53, 52, 8], [18, 10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
170: [[71, 70], [73, 26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19, 38, 42, 3, 31, 53, 52, 8, 18, 10, 44, 69, 77, 60, 11, 41], [20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16], [39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
171: [[71, 70], [73, 26], [22, 12, 1, 74, 40, 17, 7, 37, 4, 5, 35, 87, 19, 38, 42, 3, 31, 53, 52, 8, 18, 10, 44, 69, 77, 60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49], [58, 59, 21], [25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84], [83, 81, 88]]
172: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42], [3, 31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11], [41, 20, 79], [24, 2, 28, 9], [23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
173: [[71, 70, 73], [26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43, 16], [39, 34, 36], [46, 66, 56], [27, 47, 14], [15, 32, 45], [50, 80, 51], [49, 58, 59], [21, 25, 67], [30, 33, 48], [61, 57, 55], [64, 68, 63], [54, 76, 65], [75, 72, 62], [78, 85, 86], [82, 84, 83], [81, 88]]
174: [[71, 70, 73], [26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38], [42, 3, 31], [53, 52, 8], [18, 10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23], [6, 29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27], [47, 14, 15], [32, 45, 50], [80, 51, 49], [58, 59, 21], [25, 67, 30], [33, 48, 61], [57, 55, 64], [68, 63, 54], [76, 65, 75], [72, 62, 78], [85, 86, 82, 84], [83, 81, 88]]
175: [[71, 70], [73, 26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52, 8, 18, 10, 44, 69, 77, 60, 11, 41, 20, 79, 24, 2, 28, 9, 23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27, 47, 14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
