0: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8], [26, 27], [15, 31, 14, 19, 13, 23], [16, 18, 51, 59, 17, 21], [25, 20, 28, 29], [30, 11, 57, 33], [32, 42, 34, 35, 37], [39, 36, 44, 45, 40, 10], [41, 53, 46, 43], [61, 47, 60, 52, 48], [58, 55, 62, 56], [49, 63, 50, 54, 68], [66, 64, 65, 73, 67, 71], [78, 69, 70, 72, 76, 75, 74], [79, 84, 82, 81, 83, 80, 85], [87, 86, 88]]
153: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 30, 10, 15], [13, 26, 31, 11], [19, 14, 16, 59, 25, 20], [21, 28, 17, 18, 27, 23, 43, 48, 53], [41, 34, 49, 32], [33, 56, 29, 44, 35], [42, 36, 39, 45, 46, 37, 62], [40, 55, 50, 61, 57, 47, 51, 52, 54, 60, 63, 58, 68, 66], [64, 65, 70], [71, 67, 73], [74, 72, 76, 75, 69], [78, 79, 82, 84, 80, 87], [83, 85, 81, 86, 88]]
154: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38, 6], [9, 8, 26, 11, 15], [40, 46, 13, 20, 10], [49, 14, 16, 57, 17], [18, 25, 27, 19, 60], [21, 23, 62, 28], [29, 35, 33, 52], [30, 43, 31, 59, 34, 37, 32, 36, 45, 44, 61, 39, 41], [50, 48, 53, 42, 47, 51], [55, 54, 58, 56, 63, 68, 65, 64], [67, 69, 75, 70], [76, 66, 74, 72, 71, 73, 78, 82, 80, 83, 81, 79, 86, 85, 84, 87, 88]]
155: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6, 9], [8, 26, 11, 14, 13], [29, 10, 16, 23, 18, 17, 19, 15], [20, 21, 25, 30, 63, 62, 27, 28, 34, 51, 61, 33, 31], [41, 39, 32, 37, 35], [40, 46, 49, 36, 47, 58, 60, 42, 43, 48, 54, 53, 44, 52, 45, 50, 55, 56, 59], [57, 68, 66, 64, 75, 70, 67], [65, 76, 71, 69, 74, 72, 73, 78, 79, 84, 81, 80, 87, 83, 82, 85, 86, 88]]
156: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 26, 14, 10], [11, 27, 29, 18], [13, 15, 51, 19, 16, 20, 17, 21], [23, 25, 30, 28, 34], [31, 55, 32, 45, 50], [37, 39, 33, 35, 46, 40, 36], [42, 41, 47, 43, 44, 48], [56, 49, 54, 52, 57, 53, 59], [60, 61, 58, 62, 63, 68, 67], [64, 65, 66, 71, 70, 75, 69], [76, 74, 72, 73, 78, 79, 81], [82, 80], [83, 86, 85, 87, 84, 88]]
157: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8], [14, 11, 15, 13, 10, 25], [16, 19, 18, 17, 53], [20, 21, 26, 23, 31], [27, 30, 28, 57, 61], [41, 37], [29, 32, 35, 56], [34, 33, 42, 36], [39, 45, 44, 43, 62, 46, 40, 51], [50, 47, 49, 48, 52], [54, 58, 60], [63, 55, 59, 68, 66, 64, 65, 73, 71, 67, 69, 74, 72, 76, 78, 75, 70, 79, 80, 81, 86, 82, 83, 84, 85, 87, 88]]
158: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4], [38, 6, 9, 8], [14, 27, 15, 13, 10, 18, 19, 16, 23, 11, 17, 21, 20, 53, 26, 25, 30, 28, 31, 29, 34, 32, 36, 35], [33, 47, 49, 37, 44, 42, 51, 40], [41, 39, 43, 56, 46, 57, 45, 48, 54, 50, 62], [52, 60, 55, 58, 59, 63, 61, 68, 67, 64, 65, 69, 66, 70, 71, 73, 72, 74, 75, 76, 79, 78, 82, 80, 81, 83], [84, 85, 87, 86, 88]]
159: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 15, 11], [10, 26, 46, 25, 21, 31], [17, 23, 13], [16, 19, 18, 14, 20], [27, 28, 62, 57, 45], [42, 29, 30, 32, 33, 59], [40, 37, 35, 47, 39, 36], [41, 44, 43, 48, 34, 49], [51, 63, 53, 58, 50, 52, 54], [55, 60, 56, 61, 68], [66, 64, 73, 65, 71, 67, 70, 74, 69, 76, 72, 75, 78, 79, 82, 80, 84, 83, 81, 85, 86, 87], [88]]
160: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 26, 11, 15], [10, 28, 14, 29, 21], [19, 16, 31], [13, 17], [18, 20, 23, 25, 45], [50, 33, 27, 42, 39, 48], [30, 36], [62, 63, 58, 34], [32, 40, 35, 41], [43, 37, 51, 53, 46, 44, 54, 47, 52], [60, 55, 49, 57, 56, 59, 61], [66, 67, 64, 65, 68, 71], [69, 70, 72, 78, 73], [75, 74, 76, 79], [81, 82, 84, 86, 80], [83], [87, 85, 88]]
161: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8], [30, 11, 14, 13, 27, 21], [10, 15, 18, 17, 53], [20, 16, 56, 19, 26], [28, 31, 23, 29, 33], [42, 36], [61, 25, 55, 32], [35, 34, 43, 37], [39, 41, 45, 44, 46, 63, 40, 47], [52, 51, 49, 50, 58], [48, 54, 57], [59, 60, 62, 68, 66], [64, 65, 69, 71, 74, 73, 67], [78, 72, 76, 75, 70, 79, 81, 82, 80], [87, 84, 85, 83, 86, 88]]
162: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 25, 27, 14], [11, 10, 13, 16, 18, 26], [15, 49, 48, 17, 19, 20], [23, 57, 29, 31, 53, 21, 37], [28, 39], [34, 30, 45, 35, 36, 41, 63, 47, 32, 43], [42, 46, 40, 33, 44, 54, 55, 50, 58, 51, 52, 56, 59, 60, 61, 62, 68, 66, 64, 65, 70], [67, 71, 69, 75, 72, 73, 78, 74, 76, 79, 84, 81, 80, 83, 87, 82, 86, 85, 88]]
163: [[24, 2, 77, 1, 12], [22, 7, 4, 3, 5, 38], [6, 9, 8], [30, 10, 14], [29, 11, 23, 17, 13, 19, 15, 16, 53, 20, 21], [25, 18, 26, 28, 31], [62, 33, 27, 41, 56, 32], [44, 34, 35, 55, 36, 37, 45], [39, 42, 63, 40, 43, 46, 47, 52, 57, 48, 49, 50, 51, 58, 54, 60, 61, 59, 68, 66, 64, 73, 67, 71, 69, 70, 74, 78, 76, 72, 65, 83, 79, 84, 80, 81], [86, 75, 82, 87, 85, 88]]
164: [[24, 2, 77, 1], [12, 22, 7, 5], [3, 4, 38, 6, 9, 8, 26, 11, 10, 15, 47, 13, 14], [18, 19, 16, 31, 17, 23, 29, 20], [21, 60, 25, 30], [27, 35, 28, 32, 34, 36, 37, 33, 58, 40, 39, 43, 41, 56, 44, 46, 42, 45], [48, 61, 49, 51, 50, 53, 52, 54, 57, 55, 63, 59, 62, 68, 66, 65, 64, 71, 69, 70, 67, 72, 78, 76, 73, 75], [74, 79, 80, 81, 82, 83, 86, 85, 84, 87, 88]]
165: [[24, 2, 77, 1, 12], [22, 7, 5, 3, 4, 38, 6, 9, 8, 26, 10, 11, 13, 31, 23, 19, 16, 32, 15, 18, 52, 14, 17, 20, 27, 25, 28, 21, 42, 30, 34, 49, 35, 37, 33, 29, 39, 36, 40, 58, 55, 43, 44, 47, 45, 54, 41, 46, 51, 48, 50, 53, 59, 57, 60, 56, 61, 63, 62, 68, 66, 64, 67, 69, 74, 65, 70, 78, 73, 71, 72, 75, 76, 79, 82, 80, 84, 81, 83], [87, 86, 85, 88]]
166: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38], [6, 9, 8, 14], [11, 10, 45, 21, 31, 13, 18], [17], [25, 15, 53, 30, 26, 27, 19, 16, 20, 58], [23, 28, 55], [48, 36, 29], [32, 33], [39, 35, 43, 46, 37, 42], [57, 44, 41, 47, 49, 40], [62, 50, 51, 60, 34, 54, 59, 52, 56, 63, 61, 68, 67, 64, 65, 73, 66, 69], [78, 72, 70, 74, 76, 71, 75, 79, 82, 81, 80, 87, 83, 86, 85, 84, 88]]
167: [[24, 2, 77, 1, 12, 22, 7], [5, 3, 4, 38, 6], [9, 8, 27, 10, 11, 15], [13, 21, 14, 19, 17, 16, 32], [60, 20, 18, 31, 30], [26, 28, 23, 61, 25, 41, 49], [43, 29, 33, 34, 36, 35, 39, 42, 45, 40, 47, 44, 37, 46], [58, 51, 54, 55, 50, 48], [52, 56, 63, 53, 59, 57], [62, 68, 66, 65, 64, 71, 69, 67], [78], [70, 74, 72, 76, 73, 75, 79, 84, 81, 80, 83, 82, 87, 85, 86, 88]]
168: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 10, 27, 14], [13, 47, 11, 20, 15], [23, 16, 19, 21, 18, 29], [17, 25, 56, 26, 30], [28, 53, 31, 42, 35, 34, 37], [32, 33, 44, 36, 39, 40, 41, 43, 46, 48, 45, 49, 60, 51, 50, 54, 61, 55, 52, 57, 63, 59, 58, 62, 68, 67, 64, 65, 69, 66, 70, 71, 73, 74, 76, 72, 75, 78, 79, 82, 80, 83, 81, 86, 85, 84, 87, 88]]
169: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 14, 11], [13, 19, 15, 31], [16, 21, 10, 51, 18, 20], [23, 25, 27, 26], [17, 29, 28, 50, 36], [61, 30, 47, 33, 32, 44, 34], [39, 42, 35, 40], [43, 41, 49, 37, 57, 48, 55, 58, 52, 45, 46], [62, 53, 59, 54, 63, 56, 60, 68], [66, 64, 65, 69, 71, 70, 78, 67, 76, 74, 72, 75, 73, 79, 81, 82, 80, 83, 86, 85, 84, 87, 88]]
170: [[24, 2, 77, 1, 12], [22, 7, 5, 3, 4, 38], [6, 9, 8, 26, 11], [10, 29, 14, 13, 17], [20, 16, 55], [27, 18, 19, 21, 31, 23], [28, 25, 30, 34, 53], [49, 37, 15, 32, 33], [50, 40, 39, 46, 36, 41], [44, 43, 47, 42, 48], [35, 45, 54, 51, 52], [59, 58, 56, 57, 63], [60, 62, 61, 68], [67, 64, 65, 69], [66, 71, 74], [78, 73, 70, 76, 75, 72], [79, 84, 81, 82, 87], [83, 80, 85, 86, 88]]
171: [[24, 2, 77, 1, 12, 22], [7, 5, 3], [4, 38, 6, 9, 8, 26], [11, 16, 15, 10, 23], [13, 17, 18, 50, 52, 19], [21, 28, 20, 49, 25], [27, 36, 43, 61, 29, 41, 42, 32, 40, 30, 39, 35], [31, 14, 34, 33, 47, 37, 51, 44, 45], [46, 57, 55, 48, 58, 59, 54, 56, 60, 53, 63, 62, 68, 66, 64, 65, 69, 71, 72, 74, 67, 70, 73, 75, 76, 78, 79, 84, 81, 80, 85, 86, 83, 82, 87, 88]]
172: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38], [6, 9, 8, 26, 14], [15, 13, 21, 29, 19], [16, 49, 10, 34, 61], [17, 11, 18, 20, 23, 40], [25, 48, 51, 27], [30, 47, 45, 32, 57], [59, 37, 43, 28, 31, 33, 41, 44], [35, 42, 50, 39], [36, 55, 54, 46, 52], [58, 63, 53, 56, 60], [62, 68, 65, 64, 67, 72], [79, 66, 71, 74, 73, 76, 69, 70], [75, 78, 84, 83], [80, 86, 81, 82, 85, 87, 88]]
173: [[24, 2, 77, 1, 12, 22, 7], [5, 3], [4, 38, 6, 9, 10, 8, 14, 13, 11, 31], [21, 15, 16, 25, 18, 48, 26, 17, 27, 19, 51, 20, 28, 30, 23, 63, 32, 37, 42, 44, 34, 45, 52, 43], [29, 33, 41, 35, 36, 39, 46, 50, 47, 49, 55, 54, 58, 56, 59, 40, 62, 57, 60, 53, 61, 68, 67], [64, 65, 66, 71, 69, 70, 73, 75, 72, 79, 74, 78, 76, 84, 81, 80, 83, 85, 82, 87, 86, 88]]
174: [[24, 2, 77], [1, 12, 22, 7], [5, 3, 4, 38, 6], [9, 8, 10, 11, 15, 13], [21, 14, 25, 20, 16], [17, 26, 29, 18, 19], [23, 27, 30, 31, 28, 43], [63, 40, 33, 34, 36], [32, 46, 39, 37, 44], [35, 61, 41, 45, 42, 49, 62, 52], [47, 54, 50, 48], [51, 53, 56, 55, 59], [58, 60, 57, 68, 66], [64, 65, 69, 78, 67, 70, 73, 76, 71, 75, 74, 72, 79, 84, 81, 80, 87, 83, 85, 82, 86, 88]]
175: [[24, 2, 77, 1, 12, 22, 7], [5, 3, 4, 38, 6], [9, 8, 26, 14, 40, 47], [28, 29, 17, 20, 19, 10], [31, 11, 15, 16, 54], [18, 30, 13, 21], [43, 23, 35, 34, 56], [25], [36, 52, 37, 53, 42, 41, 27, 39, 45, 32, 33], [44, 49, 46, 50, 55, 57], [62, 48, 51, 59, 60, 58, 63, 61, 66, 64, 67, 65, 68, 70, 69, 71, 72, 74, 79, 73, 76, 78, 82, 81, 80, 84, 75, 85, 83, 86, 87, 88]]
176: [[24, 2, 77], [1, 12, 22, 7, 5], [3, 4, 38, 6, 9, 8, 26, 11], [14, 43, 21, 31, 16, 23], [18, 13, 15, 17, 51, 25, 19], [27, 20, 29, 62, 49, 60, 46], [10, 28, 32], [33, 30, 35, 39, 36, 34, 53, 37, 40, 41, 42, 45, 47, 61, 59, 44, 48, 54, 55, 50, 57, 56, 58, 52, 63, 68, 66, 64, 65, 69, 71], [70, 78, 67, 72, 75, 76, 74, 73, 79, 81, 82, 80, 83, 86, 85, 84, 87, 88]]
177: [[24, 2], [77, 1, 12, 22, 7], [5, 3, 4, 38, 6, 9], [10, 8, 11, 14, 15, 13], [16, 18, 20, 17, 51, 19], [21, 25, 23, 26, 27, 57], [29, 62, 28, 60, 30], [49, 41, 43, 33, 31], [50, 34, 36, 32, 44], [42, 37, 35, 45], [39, 48, 46, 55, 40], [47, 53, 52, 54, 56, 58], [59, 61, 63, 68, 66], [64, 65, 69, 71, 67, 78], [74, 72, 70, 73, 79], [76, 75, 84, 82, 80], [87, 81, 83, 85], [86, 88]]
