0: [[41, 15], [1, 68], [22, 23, 7], [3, 4, 2], [5, 6], [8, 11, 25], [14, 24, 13], [9, 10], [16, 28], [27, 29, 18], [19, 50], [20, 12], [17, 21, 26], [59, 30], [57, 53], [34, 39, 31], [32, 35], [60, 40], [49, 44], [37, 33], [43, 36], [42, 38, 47], [62, 58], [51, 45, 46], [48, 55, 61], [52, 54, 56], [63, 64, 72], [70, 65, 67], [66, 77], [69, 71], [76, 73], [74, 78, 75], [79, 82], [87, 81], [80, 85, 84], [83, 86, 88]]
153: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
154: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
155: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
156: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
157: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
158: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
159: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
160: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
161: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
162: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
163: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
164: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
165: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
166: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
167: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
168: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
169: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
170: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
171: [[41, 14, 1, 68, 22, 23, 7, 3, 12, 2, 5, 6, 9, 11, 25, 4, 24, 13, 8, 10, 16, 28], [27, 15, 18, 26, 50, 20, 17, 21, 29, 19, 59, 30, 31, 53, 34, 39, 38, 32, 35, 44, 40, 49], [46, 37, 33, 43, 36, 42, 45, 47, 56, 48, 51, 54, 55, 57, 63, 61, 52, 58, 60, 62, 64, 72], [70, 65, 67, 66, 77, 69, 71, 76, 73, 75, 79, 74, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
172: [[41, 11, 1, 68, 22, 23, 7, 3, 4, 2, 5, 6, 8, 12, 25, 14, 24, 13, 9, 10, 16, 28], [27, 15, 18, 19, 50, 20, 21, 17, 31, 30, 59, 26, 29, 53, 34, 39, 49, 32, 35, 60, 40, 51], [44, 37, 33, 43, 38, 42, 36, 47, 48, 52, 55, 45, 46, 54, 58, 61, 57, 56, 62, 63, 64, 72], [70, 65, 67, 66, 77, 69, 71, 78, 73, 74, 79, 75, 76, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
173: [[41, 14], [1, 68], [22, 23, 7], [3, 12, 6], [5, 2], [8, 11, 25], [15, 24, 13], [9, 10], [16, 28], [27, 4, 18], [19, 50], [20, 21], [17, 31, 26], [59, 30], [29, 53], [34, 39, 45], [32, 35], [44, 40], [49, 46], [37, 36], [43, 38], [42, 33, 47], [58, 57], [48, 51, 63], [54, 55, 56], [52, 61, 60], [62, 64, 72], [70, 65, 67], [66, 77], [71, 69], [78, 73], [75, 79, 74], [76, 82], [87, 81], [80, 83, 84], [85, 86, 88]]
174: [[41, 3], [1, 68], [22, 23, 7], [2, 12, 6], [5, 4], [9, 11, 25], [14, 24, 13], [10, 15], [16, 28], [27, 8, 18], [19, 50], [20, 21], [17, 29, 26], [59, 30], [31, 53], [34, 39, 63], [32, 35], [60, 40], [49, 46], [37, 33], [43, 38], [42, 45, 47], [62, 36], [44, 48, 54], [51, 55, 61], [52, 57, 56], [58, 64, 72], [70, 65, 67], [66, 77], [69, 71], [78, 73], [74, 75, 76], [79, 82], [87, 81], [80, 83, 84], [85, 86, 88]]
175: [[41, 11, 1, 68, 22, 23, 7, 3, 4, 2, 5, 6, 8, 10, 25, 14, 24, 29, 9, 12, 16, 28], [19, 26, 18, 13, 50, 20, 15, 17, 21, 27, 59, 30, 63, 53, 34, 39, 31, 32, 35, 44, 40, 49], [33, 37, 38, 43, 36, 42, 45, 47, 54, 48, 51, 46, 56, 61, 55, 57, 52, 58, 60, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 78, 73, 74, 79, 75, 76, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
