0: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [26], [11, 25, 13, 23], [36, 16, 17, 18], [21, 50, 19, 20], [27, 53, 28], [49, 61, 42, 29], [30, 34, 55, 31], [33, 37], [44, 35, 46, 39, 8], [32, 58, 40], [54, 56, 45, 47], [48, 60], [51, 52, 57, 63], [59, 62, 68, 43], [66, 64, 65, 75], [70, 71, 69], [73, 72, 76, 67], [74, 77, 78], [79, 82, 81, 80], [85, 83, 87, 84], [86, 88]]
153: [[38, 5, 7], [3, 1, 4, 24, 2, 12], [22, 6, 9, 10, 14, 15, 41, 8, 27, 11, 29, 17, 13, 20, 25, 28, 16, 26, 18, 31, 55, 19, 21, 23, 59, 34, 54, 30, 45, 32, 36, 47, 33, 37, 35, 39, 49, 46, 60, 43, 40, 48, 42, 44, 53, 50, 51, 63, 52, 56, 58, 57, 61, 62, 68, 69, 64, 66, 65, 70, 78, 73, 75, 71, 67, 74, 76, 72, 77, 79, 82, 83, 80, 85, 81, 86, 84, 87, 88]]
154: [[38, 5, 7], [3, 1, 4, 24, 2, 12], [22, 6], [9, 10, 14, 15, 41, 8, 11, 29, 13, 16, 25, 19, 18, 17, 20, 26, 21, 23, 28, 27, 58, 55, 30, 50, 59, 31, 35, 32, 34, 37, 33, 42, 56, 44, 39, 36, 43, 45, 40, 61, 53, 52, 46, 54, 49, 47, 48, 63, 51, 60, 57, 62, 68, 67, 64, 66, 65, 71, 69, 70, 78, 74, 72, 75, 73, 77, 79, 76, 82, 85, 80, 81, 83, 87, 84, 86, 88]]
155: [[38, 5, 7, 3], [1, 4, 24, 2], [12, 22, 6], [9, 10, 14], [15, 41, 8], [11, 23, 13], [17, 16, 19], [18, 21, 25, 20], [26, 56, 37], [29, 58, 59], [27, 54, 28], [30, 46, 35], [32, 51, 31, 42], [36, 43, 39, 44], [40], [34, 47, 33], [53, 48, 45, 49], [50, 52, 55], [60, 61, 63], [57, 62, 68], [67, 64, 66], [65, 71, 69, 70], [78, 79, 74, 72, 73], [76, 77, 75], [82, 81, 80], [87, 83, 86], [84, 85, 88]]
156: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 14, 15, 10, 40, 27, 11, 17, 13, 20, 16, 23, 19, 18, 21, 52], [25, 26, 28, 51, 29, 49, 53, 46, 63, 30, 45], [37, 8, 50, 31, 32, 43], [47, 34, 33, 36], [35, 39, 62, 44], [41, 55, 42, 54], [56, 48, 59], [60, 58, 57], [61, 72, 66], [64, 65, 67, 73], [69, 71, 74], [76, 77, 68], [70, 75, 79], [78, 87, 80], [81, 83], [82, 84, 85, 86, 88]]
157: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 14, 10], [43, 8, 11], [25, 19, 16], [21, 13, 15], [31, 18, 17], [51, 30, 26], [20, 23, 29], [62, 34, 46], [28, 54, 27, 32], [33, 35, 36], [41, 39, 37], [40, 42, 45], [59, 49, 47, 44, 52, 50, 55, 48, 53, 56, 57, 63, 61, 58, 60], [68, 65, 67], [64, 71, 70], [69, 74, 66], [75, 73, 76, 77, 72, 78, 79, 82], [81, 80, 86, 87, 84, 83, 85, 88]]
158: [[38, 5, 7], [3, 1, 4, 24, 2], [12, 22, 6], [9, 10, 14], [15, 41, 8], [11, 23, 13], [20, 17, 27], [16, 18, 21], [52, 19, 29, 31, 25], [26, 28, 30, 35, 37, 43, 39, 32], [44, 36, 45, 33, 47], [42, 34, 48, 51, 49], [55, 53, 40, 46], [50, 54, 62, 59, 57, 56], [60, 63, 58, 61, 66, 68, 65, 67, 72, 64, 70], [78, 77, 75, 69, 71, 73, 74, 79, 76, 82, 81], [80, 87, 84, 85, 86, 83, 88]]
159: [[38, 5, 7], [3, 1, 4, 24, 2, 12, 22, 6, 9, 10, 14], [15, 41, 8, 11, 29, 13, 17, 20, 25, 19, 16, 18, 52, 28, 26, 60, 21, 30, 63, 27, 23, 31], [42, 34, 32, 33, 59, 35, 44, 48, 46, 36, 37, 39, 47, 40, 43, 45, 53, 50, 51], [55, 49, 54, 56, 57, 58, 61, 62, 66, 64, 68, 71, 67, 65, 69, 79, 78, 70, 75, 72], [73, 74, 77, 76, 82, 85, 80, 83, 81, 86, 84, 87, 88]]
160: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10, 14], [15, 41, 8], [27, 11, 13], [18, 19, 16], [25, 17, 21, 23], [26, 20, 29, 58], [30, 32, 28, 31], [52, 34, 46, 63], [55, 44, 42], [33, 35, 40], [43, 37, 39], [45, 36, 47, 48], [57, 49, 50], [53, 60, 51, 54, 62, 56, 59, 61, 65, 64, 70, 68, 73, 67, 66, 77, 71, 69, 74, 75, 72, 79, 78, 76, 84, 81, 80, 85, 86, 87, 82, 83, 88]]
161: [[38, 5, 7], [3, 1, 4], [24, 2], [12, 22, 6, 9, 10, 14, 15, 41, 8, 11, 19, 13, 17, 20, 18, 26, 16, 55, 23, 21, 25, 27, 57, 29, 63, 31, 28, 32, 45, 35, 37, 42, 34, 33, 30, 56, 40, 43, 44, 46, 39, 47, 36, 50, 49, 48, 53, 51, 52, 54, 59, 61, 58, 60, 62, 66, 67, 64, 68, 65, 71, 69, 70, 75, 79, 74, 72, 73, 78, 77, 76, 82, 81, 80, 87, 83, 86, 84, 85, 88]]
162: [[38, 5, 7], [3, 1, 4], [24, 2, 12], [22, 6], [9, 10, 14], [15, 41, 16, 11, 19, 13, 18], [26, 17, 8], [29, 20, 54, 23, 21, 28], [25, 35, 27, 30, 33, 31, 36, 47, 34, 37, 42, 32, 39, 43, 40, 44, 50, 53, 45, 46, 63, 52, 49, 55, 48, 56, 57, 58, 59, 51, 61, 62, 60, 68, 65, 64, 66, 73, 67], [70, 71, 69, 79, 75, 76, 72, 74, 77, 78, 82, 85, 80, 81, 86, 87, 83, 84, 88]]
163: [[38, 5, 7], [3, 1, 4, 24, 2, 12, 22, 6, 9, 10, 14, 15, 41, 8, 11, 27, 16, 13, 51, 17, 19, 18, 21, 20, 23], [25, 26, 59, 28, 54, 31, 34, 63, 29, 30, 32, 47, 44, 43, 33, 35, 36, 40, 37, 39, 42, 46, 52, 48, 49, 60, 50, 56, 45, 53, 55, 62, 57, 58, 61, 70, 66, 64, 65, 67, 71, 68, 77, 69, 73, 78, 72, 75, 74, 76, 79, 82, 81, 80, 85, 86, 84, 87, 83, 88]]
164: [[38, 5, 7, 3], [1, 4, 24, 2], [12, 22, 6, 9, 10, 14, 15, 41, 8], [11, 21, 27], [29, 13, 16, 17], [19, 18, 48, 59, 26], [58, 23, 25], [28, 30, 31], [36, 35, 45], [20, 51, 34, 39, 33, 47], [40, 60, 43, 37, 32, 44, 62, 56, 42, 46], [53, 50, 49, 52, 55, 57, 54, 61, 63, 68, 70], [64, 67, 77, 65, 75, 78, 66, 69, 79, 71, 72, 76, 74, 73, 84, 81, 80, 85, 83, 82, 87, 86, 88]]
165: [[38, 5, 7], [3, 1, 4, 24, 2], [12, 22, 6], [9, 10, 14, 15], [41, 16, 11], [21, 8, 17], [19, 13, 18], [30, 31, 23, 20], [26, 28, 57], [25, 61, 59], [27, 29, 44], [46, 37, 32], [43, 36, 39, 34], [42, 33, 35, 40, 47], [49], [48, 50, 45], [52, 53, 51, 56, 54], [58, 55, 60], [63, 62, 67], [64, 65, 68], [66, 77, 69], [79, 70, 71, 74], [72, 75, 73], [78, 76, 82], [81, 80], [85, 83, 86], [84, 87, 88]]
166: [[38, 5, 7, 3, 1], [4, 24, 2], [12, 22, 6], [9, 10, 14], [15, 41, 16], [11, 19, 8, 13], [17, 20, 21, 30, 23], [57, 25, 18, 63], [28, 26, 27], [60, 58, 62], [53, 42, 33, 44, 29], [31, 36, 34], [32, 35, 45], [37, 39, 43], [52, 40, 56, 47], [46, 49, 50, 55, 48, 51], [54, 59, 61], [68, 65, 64], [67, 66, 70, 69], [76, 78, 77], [73, 71, 72, 75, 74, 79], [82, 85, 80, 81, 86, 83], [84, 87, 88]]
167: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22, 6, 9, 10, 14, 15, 41, 8, 27, 11], [13, 17, 16], [19, 25, 18, 23, 21], [26, 28, 63], [52, 20, 31], [30, 34, 55], [29, 48, 50, 62], [44, 42, 33, 39, 43, 35], [32, 40, 36], [37, 45, 46, 49, 47, 53, 56, 51, 54, 57], [60, 58, 59, 61], [68, 65, 64, 69, 66, 71, 70, 73, 74, 67, 79, 72, 75, 76, 78, 77, 82, 81, 80, 85, 86, 84, 83, 87, 88]]
168: [[38, 5], [7, 3], [1, 4, 24], [2, 12, 22, 6], [9, 10, 14, 15], [41, 8, 11], [19, 21, 36], [61, 13, 16, 26], [20, 57, 17], [18, 23, 25], [59, 29, 27, 42, 32, 30, 37, 28, 31, 34, 39, 35, 33], [53, 49, 40, 51, 44, 43], [46, 62, 52, 63, 47, 45, 50, 48, 54, 58], [55, 60, 56, 64, 67, 68, 65, 66, 70, 71, 77, 69], [72, 74, 79, 73, 75, 78, 76, 82, 81, 80, 87, 83, 85, 86, 84, 88]]
169: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22, 6, 9, 10, 14, 15, 41, 8, 27, 19, 13, 16, 21, 11], [29, 25, 17, 61], [18, 28, 31, 20, 26, 30, 23, 63, 32, 59, 35, 34, 36, 60, 37], [33, 47, 46, 42, 39, 53, 43, 40, 44, 57, 48, 49, 50, 62, 55, 45, 51, 52, 58, 54, 56, 70, 65, 64, 66, 77, 69, 67], [71, 72, 75, 74, 68, 73, 78, 79, 76, 82, 81, 80, 87, 84, 85, 86, 83, 88]]
170: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22, 6], [9, 14, 10, 15], [41, 8, 27], [11, 20, 13], [23, 19, 28], [17, 48, 16, 31, 18], [21, 29, 26, 25], [61, 30, 32, 33], [34, 35, 36, 37], [39, 40, 42, 44, 43], [51, 47, 45], [56, 46, 49, 57], [50, 52, 53], [54, 58, 59], [60, 55, 62, 63], [65, 68, 67], [64, 73], [69, 66, 76], [70, 77, 72], [71, 78, 74, 79, 75, 84, 81, 80, 83, 85, 86], [82, 87, 88]]
171: [[38, 5, 7, 3], [1, 4, 24, 2, 12], [22, 6, 9], [10, 14, 15], [41, 8, 11], [21, 16, 17, 29, 13, 19, 18, 20, 52, 25, 28], [59, 23, 31, 26, 27, 30, 32, 33], [45, 34, 36, 50, 35], [37, 40, 47, 42, 43], [46, 39, 60, 48], [56, 44, 54, 49, 62, 57], [51, 58, 53, 55, 61, 63, 74, 64, 68, 67, 66], [65, 69, 78, 75, 70, 71, 77, 72, 73, 79, 76], [82, 85, 80, 81, 84, 87, 83, 86, 88]]
172: [[38, 5, 7, 3], [1, 4, 24, 2], [12, 22, 6], [9, 10, 14], [15, 41, 8], [11, 21, 17, 13], [57, 16, 18], [19, 29, 20], [25, 26, 27], [23, 30, 31], [28, 58, 33], [37, 32, 36, 39], [34, 40, 35], [42, 59, 43], [45, 46, 47], [44, 53, 48], [52, 54, 49, 51], [50, 55], [61], [60, 56, 63], [62, 74, 65, 64], [68, 66, 71], [69, 67, 78], [70, 73, 77], [72, 75, 79], [76, 82, 85, 80], [81, 83, 86], [84, 87, 88]]
173: [[38, 5, 7, 3, 1, 4, 24, 2, 12, 22, 6], [9, 10, 14, 15, 41, 8, 27, 19, 11, 17, 20, 13, 16, 31, 18, 60, 29, 21, 26, 23, 25, 30, 48, 28, 32, 50, 39, 33, 37, 35, 34, 45, 42, 36], [56, 44, 40, 43, 47, 46, 51, 52, 53, 61, 54, 49, 55, 58, 62, 57, 59, 63, 67, 64, 65, 68, 75, 66, 72, 77, 73, 69, 71, 70, 76, 74, 78, 79, 82, 81, 80, 85, 84, 87, 83, 86, 88]]
174: [[38, 5, 7, 3], [1, 4, 24], [2, 12, 22, 6, 9, 10, 14, 15, 41, 8, 11], [21, 13, 17, 18, 27, 16, 23, 19, 48, 30, 52, 29], [25, 20, 59, 60, 40, 26], [28, 37, 34], [39, 35, 31], [43, 32, 33, 36, 42, 44, 47, 45, 57, 46, 58, 49, 50], [54, 53, 55, 51], [61, 56, 63, 62], [67, 64, 65, 69, 71, 66, 70, 79, 77, 68, 76, 72, 74, 78], [73, 75, 82, 81, 80, 85, 84, 83, 87, 86, 88]]
175: [[38, 5, 7], [3, 1, 4], [24, 2, 12], [22, 6, 9], [10, 14, 15], [41, 8, 11], [19, 13, 20], [21, 17, 16, 29, 23, 57, 18, 30, 59, 51, 26, 28, 27, 31, 63, 25, 37, 52, 33, 53, 34, 36, 35, 47, 32, 44], [43, 61, 39, 40, 46, 42, 45, 49], [48, 50, 54, 56, 62, 55], [58, 60, 69, 65, 64, 67, 66, 68, 70, 77, 71, 76, 75, 72, 73, 74, 79, 78, 82, 85, 80, 81, 84, 86, 87, 83, 88]]
176: [[38, 5, 7, 3, 1, 4, 24, 2, 12, 22, 6, 9, 10, 14, 15, 41, 8, 11, 25, 13, 18, 16, 17, 20, 23, 29, 21, 31, 51, 26, 28, 54, 19, 61, 57, 27, 50, 34], [30, 33, 46], [39, 40, 47, 32, 43, 44, 45, 35, 60, 53, 37, 42, 36, 62, 49, 48, 52, 56, 59, 58, 63, 55, 68, 65, 67, 64, 70, 71, 66, 69, 72, 75, 74, 79, 76, 73, 78, 77, 82, 85, 80, 81, 83, 87, 84, 86, 88]]
177: [[38, 5, 7, 3], [1, 4, 24, 2], [12, 22, 6, 9], [10, 14, 15], [41, 8, 27, 25], [13, 19, 45, 16], [17, 18], [21, 50, 20, 28, 29], [23, 30, 26], [59, 33, 31, 32], [36, 34], [47, 35, 43, 40], [37, 46, 39, 42], [48, 58, 44, 60], [56, 53, 49], [51, 52, 55, 54], [61, 63, 57], [62, 88, 11, 66], [64, 65, 75, 67], [71, 69], [77, 68, 76, 70, 74, 73, 79, 78, 82, 85, 80, 81, 87, 72, 83, 86, 84]]
