0: [[19], [2, 29, 12, 22], [6, 30, 34], [78, 81], [47, 59, 21], [50, 54], [58], [33, 1, 13], [3, 20, 18], [38, 85], [82, 70], [5, 4], [77, 60], [76, 14, 71], [7, 45, 63], [37, 68], [84], [79, 16], [11, 74, 75], [27, 56, 73], [17], [24, 28, 23], [25], [26, 9, 66, 72], [52], [64, 32], [35, 31, 40, 51, 57], [62, 42, 43], [69, 10, 39, 53], [44, 48, 8], [49, 55], [61, 87], [65], [67, 36], [46], [41, 15], [80, 83], [86, 88]]
153: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
154: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 18, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
155: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 18, 16, 9, 17, 24, 20, 31, 21, 23, 30, 62, 53, 33, 58, 32, 59, 10, 34, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
156: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 17, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
157: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
158: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 18, 17, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
159: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
160: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 17, 10, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
161: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 17, 10, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
162: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 24, 9, 16, 17, 18, 20, 30, 31, 55, 62, 21, 33, 59, 34, 53, 39, 10, 32, 23], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 58, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
163: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 10, 24, 9, 17, 8, 20, 16, 18, 21, 31, 23, 30, 62, 49, 58, 26, 32, 55, 33, 34, 39], [19, 27, 53, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 59, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
164: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 26, 24, 9, 16, 17, 20, 18, 53, 30, 31, 21, 58, 42, 33, 55, 32, 34, 39, 8, 10, 23], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 59, 47, 45, 50, 48, 51, 54, 52, 62, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
165: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 18, 16, 9, 28, 17, 20, 21, 23, 55, 62, 59, 37, 58, 34, 32, 24, 30, 10, 39], [19, 27, 49, 31, 60, 25, 57, 44, 29, 43, 33, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 53, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
166: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 24, 18, 8, 10, 9, 17, 21, 20, 16, 31, 55, 62, 63, 49, 58, 34, 32, 23, 26, 30, 39], [19, 27, 33, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 53, 56, 59, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
167: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 24, 18, 16, 8, 25, 20, 9, 21, 28, 23, 10, 30, 58, 53, 17, 26, 32, 59, 34, 31, 33], [19, 27, 49, 39, 60, 62, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
168: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 10, 24, 18, 9, 16, 17, 21, 20, 19, 29, 55, 62, 31, 33, 63, 34, 23, 39, 8, 40, 26], [30, 27, 49, 28, 60, 25, 57, 44, 32, 43, 37, 38, 35, 46, 53, 42, 47, 45, 50, 48, 51, 54, 52, 58, 56, 59, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
169: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 24, 18, 8, 10, 25, 16, 19, 21, 26, 31, 53, 30, 9, 49, 59, 42, 33, 39, 32, 17, 23], [20, 27, 34, 28, 60, 58, 57, 44, 29, 43, 37, 38, 35, 46, 40, 62, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
170: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 10, 24, 17, 9, 18, 16, 20, 21, 31, 32, 34, 30, 26, 37, 63, 58, 33, 43, 8, 40, 23], [19, 27, 49, 28, 60, 25, 57, 44, 29, 39, 53, 38, 35, 46, 59, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 62, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
171: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 10, 24, 17, 9, 8, 28, 16, 20, 18, 21, 23, 62, 63, 37, 26, 50, 32, 59, 30, 31, 39], [19, 27, 49, 33, 60, 25, 57, 44, 29, 43, 34, 38, 35, 46, 40, 42, 47, 45, 53, 48, 51, 54, 52, 55, 56, 58, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
172: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 26, 16, 25, 9, 17, 20, 24, 21, 62, 63, 53, 18, 50, 32, 55, 30, 40, 39, 8, 10, 23], [19, 27, 49, 28, 60, 31, 57, 44, 29, 43, 37, 38, 35, 46, 33, 42, 47, 45, 34, 48, 51, 54, 52, 58, 56, 59, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
173: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 26, 16, 8, 25, 9, 17, 18, 21, 30, 29, 23, 62, 58, 33, 63, 50, 32, 43, 10, 40, 39], [19, 27, 49, 28, 60, 20, 57, 44, 24, 31, 37, 38, 35, 46, 34, 42, 47, 45, 53, 48, 51, 54, 52, 55, 56, 59, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
174: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 26, 16, 8, 25, 24, 9, 18, 21, 17, 29, 20, 30, 31, 49, 63, 58, 33, 43, 10, 32, 23], [19, 27, 34, 28, 60, 39, 57, 44, 53, 59, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 62, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
175: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 24, 18, 16, 10, 9, 8, 26, 21, 17, 20, 53, 62, 27, 37, 63, 34, 33, 43, 32, 40, 23], [19, 30, 49, 28, 60, 25, 57, 44, 29, 31, 39, 38, 35, 46, 58, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 59, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
176: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 17, 9, 25, 16, 19, 21, 30, 31, 53, 10, 18, 33, 59, 42, 20, 43, 34, 24, 23], [32, 27, 49, 28, 60, 39, 57, 44, 29, 58, 37, 38, 35, 46, 40, 62, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
177: [[41, 2, 29, 12, 20, 4, 10, 1, 69, 6, 47, 31], [7, 8, 39, 26, 16, 11, 13, 3, 15, 17, 52, 18, 30, 53, 19, 46, 21, 63, 22, 23, 28, 14, 43, 35], [33, 36, 81, 78, 24, 25, 38, 42, 50, 56, 55, 57, 49, 44, 5, 59, 58, 45, 34, 40, 54, 84, 32, 51, 27, 60, 61, 62, 64, 67], [68, 71, 66, 70, 37, 72, 75, 9, 48, 76, 77, 79, 73, 65, 80, 82, 83, 74, 85, 86, 87, 88]]
