0: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74], [22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27], [23, 36, 16], [38, 42, 5], [30, 33], [68, 37], [21, 47, 56], [52, 25, 28], [64, 32], [45, 46, 77], [48, 61], [66, 63, 67], [65, 51], [62, 58], [71, 79, 69], [70, 73, 75, 81, 76, 86, 83, 87, 84]]
153: [[88, 29], [80, 50], [19, 82, 39], [10, 53, 18], [44, 17, 11], [78, 55, 15], [14, 31, 72], [49, 26], [24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
154: [[88, 29, 80], [50, 19], [82, 39, 10], [53, 18, 44], [17, 11], [78, 55, 15, 14], [31, 72, 49, 26, 24, 54, 20, 57, 35, 41, 60, 59], [34, 6, 4, 74, 22, 12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
155: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54, 20, 57, 35, 41, 60, 59, 34, 6, 4, 74, 22, 12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
156: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11], [78, 55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43], [27, 23, 36], [16, 38, 42], [5, 30], [33, 68, 37], [21, 47], [56, 52, 25], [28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51, 62], [58, 71, 79], [69, 70, 73], [75, 81, 76], [86, 83], [87, 84]]
157: [[88, 29, 80], [50, 19, 82], [39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14, 31], [72, 49, 26], [24, 54, 20, 57, 35, 41, 60, 59, 34, 6, 4, 74, 22, 12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
158: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78], [55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41], [60, 59, 34], [6, 4, 74], [22, 12], [13, 85], [1, 7, 40], [3, 9, 2], [8, 43], [27, 23, 36], [16, 38], [42, 5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32], [45, 46], [77, 48, 61], [66, 63], [67, 65, 51], [62, 58, 71], [79, 69, 70], [73, 75, 81], [76, 86, 83], [87, 84]]
159: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14, 31, 72, 49, 26, 24, 54, 20, 57, 35, 41, 60, 59, 34, 6], [4, 74, 22, 12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25], [28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
160: [[88, 29], [80, 50], [19, 82, 39], [10, 53, 18], [44, 17, 11], [78, 55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34], [6, 4], [74, 22, 12], [13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33], [68, 37], [21, 47], [56, 52, 25], [28, 64], [32, 45], [46, 77], [48, 61], [66, 63, 67], [65, 51, 62], [58, 71, 79], [69, 70, 73], [75, 81], [76, 86], [83, 87, 84]]
161: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20], [57, 35, 41], [60, 59], [34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40, 3, 9, 2], [8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
162: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18], [44, 17, 11], [78, 55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37], [21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73], [75, 81, 76], [86, 83], [87, 84]]
163: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14, 31], [72, 49, 26], [24, 54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13, 85], [1, 7], [40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
164: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44, 17], [11, 78, 55], [15, 14, 31], [72, 49, 26], [24, 54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13], [85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37], [21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
165: [[88, 29, 80], [50, 19, 82], [39, 10], [53, 18, 44], [17, 11, 78], [55, 15], [14, 31, 72], [49, 26], [24, 54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8], [43, 27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66], [63, 67, 65], [51, 62], [58, 71], [79, 69], [70, 73], [75, 81, 76, 86], [83, 87, 84]]
166: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14, 31], [72, 49, 26, 24, 54, 20, 57, 35, 41, 60, 59, 34, 6, 4, 74, 22, 12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
167: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18], [44, 17, 11], [78, 55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6, 4, 74, 22, 12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61], [66, 63, 67, 65, 51, 62, 58, 71], [79, 69, 70, 73, 75, 81, 76, 86, 83, 87], [84]]
168: [[88, 29, 80], [50, 19, 82], [39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14, 31, 72, 49, 26, 24, 54, 20, 57, 35, 41, 60, 59, 34, 6, 4, 74, 22, 12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
169: [[88, 29], [80, 50], [19, 82, 39], [10, 53, 18], [44, 17, 11], [78, 55, 15], [14, 31], [72, 49, 26], [24, 54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38], [42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
170: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11], [78, 55, 15], [14, 31, 72], [49, 26, 24, 54, 20, 57, 35, 41, 60, 59, 34, 6, 4, 74, 22, 12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
171: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78, 55, 15, 14, 31, 72, 49, 26, 24, 54, 20, 57, 35, 41, 60, 59, 34, 6, 4, 74, 22, 12, 13, 85], [1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
172: [[88, 29], [80, 50, 19], [82, 39], [10, 53, 18], [44, 17, 11], [78, 55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71], [79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
173: [[88, 29], [80, 50], [19, 82, 39], [10, 53, 18], [44, 17, 11], [78, 55, 15], [14, 31], [72, 49, 26], [24, 54], [20, 57], [35, 41, 60], [59, 34, 6], [4, 74], [22, 12], [13, 85, 1], [7, 40, 3], [9, 2], [8, 43], [27, 23, 36], [16, 38, 42], [5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65], [51, 62], [58, 71, 79], [69, 70, 73], [75, 81, 76], [86, 83], [87, 84]]
174: [[88, 29], [80, 50], [19, 82, 39], [10, 53, 18], [44, 17, 11], [78, 55, 15], [14, 31, 72], [49, 26, 24], [54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13], [85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38], [42, 5, 30], [33, 68], [37, 21, 47], [56, 52], [25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
175: [[88, 29, 80], [50, 19, 82, 39, 10, 53, 18, 44, 17, 11, 78, 55, 15, 14, 31, 72, 49], [26, 24, 54, 20, 57, 35, 41, 60, 59, 34, 6, 4, 74, 22, 12, 13, 85, 1, 7, 40, 3, 9, 2, 8, 43, 27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
