0: [[38, 5], [25, 2], [3, 4], [1, 9, 13, 23], [14, 15, 6], [7], [29, 11], [20, 21, 34, 39], [28, 26], [17, 27, 16], [62, 24, 18, 43, 12, 22], [51, 19], [52], [42, 50], [40, 46, 44, 49, 8], [30, 31, 36], [33, 35], [41, 32, 60], [47], [59], [37, 58, 55], [48, 54], [45, 56], [53, 57, 61], [64, 63], [66, 65], [67, 70], [77, 68, 69, 72, 10], [71, 73], [74, 75], [78, 76], [81, 79, 82], [86], [83], [85], [84, 80], [87, 88]]
153: [[38, 5], [25, 2, 12, 6, 3, 1, 14, 4, 10, 7, 15, 42, 9, 8, 11], [21, 24, 17, 19, 22, 26, 16, 23, 31, 20, 58, 28, 51, 57, 27, 35, 44], [46, 13, 32, 60, 18, 29, 56, 45], [30, 33, 37, 40], [36, 39, 41, 47, 43, 34, 48], [52, 62, 49, 55, 53], [50, 54, 63, 59, 61, 65, 66], [68, 67, 64, 71, 69, 70], [72, 78, 76, 74, 73, 75, 79, 77, 84], [81, 80, 82, 85, 86, 83, 87, 88]]
154: [[38, 5], [25, 2], [12, 22], [3, 4, 1], [6, 8], [15, 9], [11, 10, 40, 14, 16, 7, 13, 21, 20, 18, 24, 30], [23, 26, 17, 28, 19, 29, 27], [33, 49], [43, 53], [31, 37, 32], [44, 57], [39, 50], [34, 35, 36, 45], [41, 42, 46, 55, 48], [47, 51, 54, 58, 52, 61, 59], [56, 62], [60, 63, 66, 68, 67, 73, 65, 64, 69], [70, 71, 74, 76, 78, 79, 72, 75, 77, 81, 85, 80, 82, 83, 86, 87, 88, 84]]
155: [[38, 5], [25, 2], [9, 22], [3, 1, 6, 15], [12, 13], [14, 7], [40, 11, 10, 18, 4, 29, 20, 17, 16, 19, 21, 31], [26, 60, 27, 23, 44, 48, 51, 28, 24, 63, 35, 34, 30, 37, 41, 32, 62, 39, 36, 45, 42, 58, 33, 43, 46], [61, 47, 57, 49, 50, 53], [52, 54, 55, 56, 75, 59, 65, 64, 67, 8, 82], [66, 74, 68, 71, 78, 69, 70, 77, 72, 73, 76, 81, 80, 79, 83, 86, 84, 87, 85, 88]]
156: [[38, 5], [25, 2], [9, 22], [3, 4, 1, 14], [6, 15, 7, 11, 8], [12, 10, 13], [16, 19], [18, 20, 24, 17, 31], [21, 26, 29, 52], [56, 23], [59, 39, 33, 27, 62, 44], [32, 28, 47, 30, 37, 41, 63, 36, 34, 58, 40, 42, 35, 45, 43, 46, 48, 57, 49, 50, 53, 55, 51, 54, 60, 61, 65, 69, 64, 72, 68, 70, 66, 71, 67, 78, 73, 74], [75, 76, 79, 77, 83, 84, 86, 80, 82, 81, 87, 85, 88]]
157: [[38, 5], [25, 2, 9, 22], [4, 6, 24], [3, 15], [11, 1], [10, 31, 13, 8], [20, 18, 7, 12, 16, 19, 28, 21, 17, 26, 27, 23, 29], [30, 63, 33, 14, 51, 61, 57, 36], [48, 37, 35, 34, 32, 47, 43, 41, 39, 45, 49, 53, 40, 42, 44, 46, 54, 52, 50, 58], [56, 55], [60, 62], [59, 65], [70, 64], [69, 73, 68, 71, 66, 77], [74, 72, 67, 75, 78, 79, 76, 82, 81, 83, 87, 85, 84, 86, 80, 88]]
158: [[38, 5], [25, 2], [9, 22, 1, 3], [6, 15], [7, 4], [42, 11, 12], [8, 10, 19, 16, 13, 23, 20, 17, 28, 14, 31, 18, 21], [30, 54, 26, 27, 50, 24, 33, 48, 29, 32, 45], [35, 34, 36], [53, 43, 46, 51, 41, 39, 37, 40, 44, 62, 49, 47, 55, 52, 56, 60, 59, 57, 58, 61, 63, 68, 67, 65, 64, 69, 70, 77, 66, 75, 73, 76, 74, 71, 72, 78, 79, 80, 87, 81, 82, 86, 83], [84, 85, 88]]
159: [[38, 5, 25, 2, 12, 22, 3, 4, 1, 7, 14], [6, 10, 9, 42, 11, 20, 29, 8, 17], [13, 21, 19, 28, 18, 15, 27, 16, 30, 57, 23, 31, 53], [33, 24], [48, 26, 59, 37, 35, 41, 34, 39, 47, 43, 40, 55, 45], [36, 46], [44, 49, 63, 32, 52, 51, 54, 50, 56, 58, 60, 61, 62, 68, 65, 69, 66, 64, 67, 76, 75, 70, 74, 71, 77, 73, 72, 79, 85, 81, 78, 84, 82, 83, 80, 87, 86, 88]]
160: [[38, 5], [25, 2], [12, 22, 3, 4], [16, 11], [6, 1], [7, 13, 10, 40], [8, 9], [28, 27, 18, 29, 14], [15, 23, 19, 17, 20, 62], [24, 21], [31, 32], [26, 47], [35, 37], [30, 39], [48, 33], [34, 52, 36, 43, 44, 45, 41, 42, 46, 50, 55, 63, 58, 56], [51, 49, 59, 53, 57, 54, 60, 61, 64, 76, 65, 71, 66, 67], [77, 75, 69, 68, 70, 72, 79, 73, 74, 78, 80, 83, 81, 82, 86, 87, 85, 84, 88]]
161: [[38, 5], [25, 2], [10, 4], [3, 1], [8, 6], [15, 7], [12, 11, 13], [16, 40], [9, 20], [17, 24], [26, 19], [18, 21, 23, 28], [22, 55], [60, 50], [57, 27, 52, 30], [29, 34], [35, 41, 59], [48, 31], [33], [37, 32], [47, 56, 42], [45, 46], [43, 14, 36], [49, 51, 61, 39], [44, 53], [54, 58], [62, 63, 66, 68, 65, 69, 73, 64, 79, 75, 74, 67, 71], [70, 77, 76, 72], [78, 80, 81, 84, 86, 82, 87, 83, 85, 88]]
162: [[38, 5, 25], [2, 12], [22, 1, 4, 10], [13, 14], [7, 3, 45], [11], [9], [8, 27], [16, 6], [28, 15], [18, 17, 19, 20, 24, 21, 29, 23, 30, 26, 51, 41, 33, 35, 31], [34, 39, 37, 40, 42, 36, 43, 44, 46, 63, 47], [32, 49, 53, 50, 52, 48], [54, 55, 56, 57, 58, 59, 62, 60, 75, 68, 65, 61, 73, 64, 69, 71, 74, 66, 76], [67, 77, 79, 70, 72, 78, 82, 81, 80], [85, 86, 83, 87, 84, 88]]
163: [[38, 5, 25, 2, 12, 22, 3, 1, 13, 6, 4, 15, 11, 9, 26], [40, 10, 14, 7, 17, 16, 24, 8, 19, 20, 27, 21, 18, 31, 23, 29, 28, 46, 49, 41], [60], [30, 34, 50, 47, 32, 39, 42, 36, 35, 45, 33, 48, 43, 44, 55, 63, 52, 37, 56, 59, 57, 51, 58, 61, 54, 62, 53, 68, 66, 69, 67, 64, 65, 75, 70, 71, 88, 72, 73, 74, 76, 78, 77, 81, 83, 85, 79, 82, 80, 84, 86, 87]]
164: [[38, 5, 25, 2, 12, 22, 3, 4, 8], [7, 14, 11, 1, 9, 6], [10, 15, 20, 28, 26, 18, 17, 16, 23, 30, 21, 24, 19, 27, 59], [53, 31, 13, 42, 46, 29, 63, 32, 35, 36, 33, 56], [34, 45, 40, 41], [43, 39], [44, 49], [48, 47], [37, 50, 54, 52], [61, 51], [55, 58], [57, 60, 62, 72, 69, 68, 64], [65, 71, 67, 76, 73, 79, 66, 70, 74, 75, 77, 78, 81, 83, 80, 86], [84, 82, 87, 85, 88]]
165: [[38, 5, 25, 2, 12, 22, 3, 1, 4, 6, 10, 15, 7, 13, 8, 11, 9, 17, 53, 14, 30, 18, 21, 16, 24, 19, 20, 63, 23, 58, 59, 55, 33, 26, 28], [27, 39, 34, 60, 43, 29, 40, 31], [47, 46, 32, 36, 35], [57, 44, 45, 37, 41, 54, 48, 42, 51, 49, 56, 50, 62, 52, 61, 64, 70, 65, 72, 66, 67, 68, 69, 78, 71, 75, 73, 74, 76, 79, 77, 85, 83, 80, 82, 81, 86, 87, 84, 88]]
166: [[38, 5, 25, 2, 12, 7, 3, 4, 1, 14, 6, 15, 10, 11, 8, 13], [9, 27, 16, 18, 24, 20, 17, 23, 19, 30, 21, 22, 26, 59, 28, 29, 31, 33, 63, 34, 32, 60, 56, 53, 36, 47, 35, 45, 41, 39, 37, 40, 46, 42, 43, 44, 48, 49, 51, 54, 55, 52, 50, 58, 61, 57, 62, 66, 64, 71, 68, 67, 65, 70, 73, 74, 79, 75], [69, 78, 76, 72, 77, 80, 86, 83, 81, 82, 87, 84, 88, 85]]
167: [[38, 5], [25, 2], [12, 20], [3, 4, 1, 14], [6, 15], [11, 7], [16, 9, 13], [19, 10, 21, 26, 22, 23, 24, 18, 8, 17, 53, 27, 28, 31, 30, 33, 63, 29, 51, 35, 32, 37, 41], [39, 40], [55, 34], [43, 36, 47, 42, 46, 45, 44], [50, 48], [54, 49, 52, 57, 60, 56], [59, 61, 58, 62, 66, 68, 65, 74, 64, 69, 67, 71, 77, 70, 73, 72, 75, 78], [76, 87, 84, 81, 80, 79, 85, 82, 86, 83, 88]]
168: [[38, 5], [25, 2], [9, 22], [3, 1], [7, 6], [4, 10], [14, 11, 12, 21], [18, 13], [15, 16], [28, 17, 20], [26, 23, 29, 24, 58, 31, 19, 57], [61], [56, 32, 60, 27], [48, 8, 33, 44, 37, 40, 35, 30, 36, 46], [34, 41, 45, 42, 50, 47, 43, 51, 49, 39, 52, 53], [54, 55, 62, 63, 59, 66, 65, 69, 68], [64, 70, 77, 67, 71, 75, 74, 73, 72, 76, 78, 79, 84], [80, 82], [81, 86, 83, 85, 87, 88]]
169: [[38, 5, 25, 2, 12, 22, 3, 4, 9, 1, 14, 15, 10, 6, 8, 7, 18, 11, 26, 13, 24, 16, 23, 17, 20, 29, 63, 21, 19, 28, 31, 27, 32, 44, 30], [42, 52, 34, 35], [43, 36, 33, 37, 45, 46, 48, 53, 41, 40, 47, 49, 51, 50, 39, 57, 54, 59, 55, 60, 61, 58, 56, 62, 64, 69, 68, 65, 66, 67, 71, 70, 72, 73, 74, 75, 76, 78, 77, 79], [80, 82, 83, 85, 87, 84, 88, 86, 81]]
170: [[38, 5], [25, 2, 12, 22], [3, 4, 6, 1, 15, 11], [9, 13], [14, 8], [10, 26], [7, 21], [16, 20], [17, 18, 23, 31], [19, 24, 27, 30, 62, 34], [61, 28, 32, 51], [35, 36, 29, 33, 45, 41], [43, 37, 46, 39, 42, 40], [58, 52, 55, 44, 54, 56, 47, 53, 49, 48, 63, 50, 57, 59, 60, 64, 76, 69, 72, 77, 67, 66, 78, 65, 68, 70, 74, 73, 71, 75, 83, 84, 86, 79, 80, 82, 81, 87, 85, 88]]
171: [[38, 5], [25, 2], [9, 6, 3, 1], [8, 4], [14], [13, 7, 46, 11, 12, 26, 29], [16, 15, 18, 10, 17], [22, 23, 28, 27, 30, 19, 21], [20, 24, 49, 34, 52, 31], [36, 32, 33, 35, 58, 44, 39, 40, 43], [61, 37, 47, 41, 45, 48, 54, 42], [50, 57, 55, 56, 60, 53, 62, 51, 59, 63, 66, 81, 68, 65, 64, 70, 75, 69, 71, 67, 72, 74, 73, 76, 78, 79, 80, 87, 77, 82, 83, 85, 84, 86, 88]]
172: [[38, 5], [25, 2], [12, 20, 3], [6, 1, 4, 14], [15, 7, 8], [10], [42, 13], [9, 16, 11, 17, 26], [19, 24, 29], [30, 22, 18], [27, 49, 23, 28, 60, 31], [45, 54], [43], [40, 33], [55, 34, 35, 21, 36], [41, 39, 44], [37, 56], [46, 47], [50, 57, 51, 48], [59, 32, 58], [63, 52], [61, 53], [62, 64], [69, 70], [67, 65], [66, 72], [75, 68, 71, 73, 74], [78, 76], [79, 77, 81, 86], [80, 83, 84, 82, 85, 87, 88]]
173: [[38, 5], [25, 2, 12, 6], [11, 4, 1, 7], [10, 15], [3, 9, 13, 42, 17, 8, 19, 28], [16, 31, 18, 20, 29, 21, 14, 48, 60], [22, 27, 24, 32, 30, 52, 23, 62, 26, 33, 34], [37, 35, 39, 40], [41, 44, 43], [47, 46, 45, 49, 53], [50, 36, 51], [61, 54, 56], [55, 57], [58, 63, 59, 66, 68, 69, 65, 64, 73, 71], [70, 67, 74, 77, 79, 81, 78, 76, 75, 80, 83, 86, 72, 82, 84, 85, 87, 88]]
174: [[38, 5], [25, 2], [6, 4, 9, 12], [1], [3, 15], [7, 8, 11, 13], [17, 14, 21, 10], [18, 16, 23, 19, 22], [26, 60], [30, 24], [20, 61, 49, 27], [29, 50], [28, 31], [34, 35, 41, 36], [39], [32, 37, 44, 43, 46, 45, 42, 40, 51, 62], [47, 52, 59, 33, 55, 48, 58, 53, 54, 56, 57], [63, 66, 65, 69, 64, 68, 67, 73, 70], [71, 78, 75, 76, 72, 79, 74, 77], [81, 82], [80, 83, 86, 84, 85, 87, 88]]
175: [[38, 5, 25], [2, 12, 22, 3], [1, 8], [6, 14], [15, 7], [4, 20, 40, 10, 17], [49, 13], [18, 9, 23, 28], [16, 11, 24, 61, 19], [51, 26, 62], [35, 42], [21, 50, 45, 37, 27], [39, 29], [30, 34], [31, 43], [32, 33], [36, 46, 44, 56], [41, 57], [47, 52, 55, 48, 53], [54, 59], [60, 58], [63, 66, 68], [65, 74, 69, 67, 64, 70, 79, 73, 71, 77], [75, 78, 72, 76, 84, 82, 81, 80], [87, 83, 86, 85, 88]]
176: [[38, 5], [25, 2], [9, 6, 1, 7], [10, 13], [3, 8], [14, 12, 15], [24, 26, 18], [17, 16, 27, 20], [19, 28, 31, 23, 22, 53, 59], [30, 35, 29, 39, 32], [50, 33, 36, 40, 41, 34, 37], [4, 21, 11, 63, 43, 42, 46], [49, 44], [47, 45, 48, 52], [51, 54, 62], [57, 60, 55], [58, 61, 56], [68, 65], [69, 64, 67, 71, 73, 66, 70, 74, 76, 72], [75, 78], [79, 77, 84], [81, 80, 82, 86, 83, 87, 85, 88]]
177: [[38, 5], [25, 2, 12, 20], [1, 3], [13, 6], [4, 15, 7, 9], [8, 42], [11, 29, 19, 14, 17], [16, 18], [22, 50, 51, 21], [24, 26, 27, 30, 62], [23, 31], [36, 28, 10, 32], [34, 37, 33, 45], [35, 39], [47, 41], [43, 40], [44, 46], [48, 49], [52, 53], [54, 56], [60, 59, 58, 57, 55], [63, 61, 72, 64], [69, 78, 65, 70, 66, 79, 75, 67, 74, 73, 77, 71, 68, 80, 85, 82, 86, 76, 81, 83, 84, 87, 88]]
