0: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27], [19, 50], [25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60], [59, 46, 47], [51], [48, 61], [49, 52, 54], [53, 55, 57], [62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
153: [[37, 70], [7, 4, 3], [13, 43], [1, 6, 65], [10], [2, 24, 5], [9, 8], [11, 12, 22], [15, 14, 20], [18, 17], [21, 16, 29], [23, 27, 19], [50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34], [39, 32], [38, 42, 45], [56, 40, 41], [60, 59, 46], [47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64], [71, 69, 75], [72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
154: [[37, 70], [7, 4, 3], [13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28], [26, 30, 31], [36, 33], [35, 44, 34], [39, 32, 38], [42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48], [61, 49], [52, 54, 53], [55, 57, 62], [58, 63, 66], [81, 77], [68, 67, 64], [71, 69, 75], [72, 73, 74], [78, 76, 79], [80, 82], [87, 83, 84], [85, 86, 88]]
155: [[37, 70, 7], [4, 3, 13], [43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69], [75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
156: [[37, 70, 7], [4, 3, 13], [43, 1, 6], [65, 10, 2], [24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30, 31, 36, 33, 35, 44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
157: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24], [5, 9], [8, 11, 12], [22, 15, 14], [20, 18, 17], [21, 16, 29], [23, 27], [19, 50], [25, 28, 26], [30, 31], [36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56], [40, 41], [60, 59, 46], [47, 51, 48], [61, 49, 52], [54, 53, 55], [57, 62], [58, 63, 66], [81, 77, 68], [67, 64, 71], [69, 75, 72], [73, 74], [78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
158: [[37, 70, 7], [4, 3, 13], [43, 1, 6], [65, 10, 2], [24, 5, 9], [8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56], [40, 41], [60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64, 71, 69], [75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
159: [[37, 70], [7, 4, 3], [13, 43, 1, 6, 65, 10, 2, 24, 5, 9, 8], [11, 12, 22], [15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31, 36, 33, 35, 44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69], [75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
160: [[37, 70, 7], [4, 3, 13], [43, 1, 6], [65, 10, 2], [24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19], [50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34], [39, 32], [38, 42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48, 61, 49, 52, 54, 53], [55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
161: [[37, 70], [7, 4, 3], [13, 43], [1, 6], [65, 10, 2], [24, 5, 9], [8, 11, 12], [22, 15, 14], [20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34], [39, 32, 38], [42, 45], [56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54], [53, 55, 57], [62, 58, 63], [66, 81], [77, 68], [67, 64, 71], [69, 75, 72], [73, 74, 78], [76, 79, 80], [82], [87, 83, 84], [85, 86, 88]]
162: [[37, 70], [7, 4], [3, 13, 43], [1, 6], [65, 10, 2], [24, 5, 9], [8, 11, 12], [22, 15, 14], [20, 18, 17], [21, 16], [29, 23, 27], [19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48], [61, 49, 52], [54, 53, 55], [57, 62, 58], [63, 66], [81, 77, 68], [67, 64, 71], [69, 75, 72], [73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
163: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65], [10, 2, 24], [5, 9], [8, 11, 12], [22, 15, 14], [20, 18, 17], [21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56], [40, 41, 60], [59, 46], [47, 51, 48], [61, 49, 52], [54, 53, 55], [57, 62, 58], [63, 66], [81, 77, 68], [67, 64], [71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
164: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9, 8], [11, 12], [22], [15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30], [31, 36, 33], [35, 44, 34], [39, 32, 38], [42, 45], [56, 40, 41], [60, 59, 46], [47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62], [58, 63, 66], [81, 77], [68, 67, 64], [71, 69, 75], [72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
165: [[37, 70, 7], [4, 3, 13], [43, 1, 6], [65, 10, 2], [24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25, 28, 26, 30, 31, 36, 33, 35, 44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
166: [[37, 70, 7, 4, 3, 13, 43, 1, 6, 65, 10, 2, 24, 5, 9, 8, 11], [12, 22, 15, 14, 20, 18, 17, 21, 16, 29, 23, 27, 19, 50, 25, 28, 26, 30, 31, 36, 33], [35, 44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53], [55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
167: [[37, 70], [7, 4], [3, 13], [43, 1, 6], [65, 10, 2, 24], [5, 9], [8, 11, 12], [22, 15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34], [39, 32], [38, 42, 45], [56, 40, 41], [60, 59, 46], [47, 51], [48, 61, 49], [52], [54, 53], [55, 57], [62, 58, 63], [66, 81, 77], [68, 67, 64], [71, 69, 75], [72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
168: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30], [31, 36, 33], [35, 44, 34], [39, 32, 38], [42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48], [61, 49], [52, 54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64], [71, 69, 75, 72, 73], [74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
169: [[37, 70], [7, 4, 3], [13, 43], [1, 6], [65, 10, 2], [24, 5, 9], [8, 11, 12], [22, 15, 14], [20, 18, 17], [21, 16, 29], [23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56], [40, 41, 60], [59, 46], [47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62], [58], [63, 66], [81, 77, 68], [67, 64, 71], [69, 75, 72], [73, 74, 78], [76, 79, 80], [82, 87, 83], [84, 85], [86, 88]]
170: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5, 9], [8, 11, 12], [22, 15], [14, 20, 18], [17, 21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33], [35, 44, 34], [39, 32, 38], [42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48], [61, 49, 52], [54, 53], [55, 57], [62, 58, 63], [66, 81, 77], [68, 67, 64], [71, 69, 75], [72, 73, 74], [78, 76, 79], [80, 82, 87, 83], [84, 85, 86, 88]]
171: [[37, 70, 7], [4, 3, 13], [43, 1, 6], [65, 10, 2], [24, 5, 9], [8, 11, 12], [22, 15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31, 36, 33, 35, 44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59], [46, 47, 51, 48, 61, 49, 52], [54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
172: [[37, 70, 7], [4, 3, 13], [43, 1, 6], [65, 10, 2], [24, 5, 9], [8, 11, 12], [22, 15, 14], [20, 18, 17], [21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30, 31, 36, 33, 35, 44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
173: [[37, 70, 7], [4, 3, 13], [43, 1, 6], [65, 10, 2, 24, 5, 9, 8, 11, 12, 22, 15, 14, 20, 18, 17, 21, 16, 29, 23, 27, 19, 50, 25, 28, 26, 30, 31, 36, 33, 35, 44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
174: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12], [22, 15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34], [39, 32, 38], [42], [45, 56, 40], [41, 60], [59, 46], [47, 51, 48], [61, 49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68], [67, 64, 71], [69, 75, 72], [73, 74, 78], [76, 79], [80, 82, 87], [83, 84, 85], [86, 88]]
175: [[37, 70], [7, 4, 3], [13, 43, 1, 6], [65, 10, 2], [24, 5, 9], [8, 11, 12], [22, 15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34], [39, 32, 38], [42, 45], [56, 40, 41], [60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53], [55, 57], [62, 58, 63], [66, 81, 77], [68, 67, 64], [71, 69, 75], [72, 73, 74], [78, 76, 79], [80, 82], [87, 83, 84], [85, 86, 88]]
