0: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27], [7, 43, 53, 1], [62, 35, 34], [52, 4], [20, 5], [6, 9, 10], [23, 13, 16], [17, 24, 21], [31, 29, 33, 30], [36, 19, 39], [25, 74, 28], [47, 70, 56], [63, 45], [49, 26, 54, 69], [58, 85, 32, 87], [48, 61], [88, 57], [86, 67, 84], [81, 83, 59, 46, 75, 77, 55, 72]]
153: [[68, 66], [14, 64, 65, 41, 40], [71, 18, 60, 12, 51, 80], [22, 50], [15, 79], [82, 8, 2], [73, 44, 3], [78, 11], [37, 38, 42, 76], [27, 7, 43, 53], [1, 62], [35, 34, 52], [4, 20], [5, 6, 9], [10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
154: [[68, 66, 14], [64, 65, 41], [40, 71, 18], [60, 12], [51, 80, 22], [50, 15], [79, 82], [8, 2, 73], [44, 3], [78, 11], [37, 38], [42, 76], [27, 7, 43], [53, 1, 62], [35, 34, 52], [4, 20, 5], [6, 9], [10, 23], [13, 16, 17], [24, 21, 31], [29, 33], [30, 36], [19, 39, 25], [74, 28, 47], [70, 56], [63, 45, 49], [26, 54, 69, 58], [85, 32, 87], [48, 61, 88], [57, 86, 67], [84, 81, 83], [59, 46], [75, 77], [55, 72]]
155: [[68, 66, 14], [64, 65], [41, 40, 71, 18], [60, 12, 51, 80], [22, 50], [15, 79, 82], [8, 2], [73, 44, 3], [78, 11, 37, 38, 42, 76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54], [69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
156: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60], [12, 51], [80, 22], [50, 15, 79], [82, 8, 2], [73, 44], [3, 78, 11], [37, 38, 42], [76, 27, 7], [43, 53, 1], [62, 35, 34], [52, 4, 20], [5, 6], [9, 10, 23], [13, 16, 17, 24], [21, 31], [29, 33], [30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
157: [[68, 66, 14, 64, 65, 41, 40, 71, 18, 60, 12, 51, 80, 22, 50, 15, 79, 82, 8, 2, 73, 44, 3, 78, 11], [37, 38, 42, 76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56], [63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
158: [[68, 66, 14], [64, 65, 41], [40, 71, 18], [60, 12, 51], [80, 22], [50, 15], [79, 82, 8, 2], [73, 44, 3, 78], [11, 37, 38, 42], [76, 27, 7], [43, 53], [1, 62, 35], [34, 52, 4, 20], [5, 6], [9, 10, 23, 13], [16, 17, 24], [21, 31], [29, 33, 30, 36], [19, 39, 25], [74, 28, 47, 70], [56, 63], [45, 49, 26, 54], [69, 58, 85], [32, 87, 48], [61, 88, 57], [86, 67, 84], [81, 83, 59], [46, 75, 77], [55, 72]]
159: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80, 22, 50], [15, 79, 82], [8, 2, 73], [44, 3, 78], [11, 37, 38], [42, 76, 27], [7, 43, 53], [1, 62], [35, 34], [52, 4, 20], [5, 6, 9], [10, 23, 13], [16, 17], [24, 21, 31], [29, 33, 30], [36, 19, 39], [25, 74], [28, 47], [70, 56], [63, 45, 49], [26, 54, 69], [58, 85], [32, 87, 48], [61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
160: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80], [22, 50], [15, 79, 82], [8, 2, 73], [44, 3], [78, 11, 37], [38, 42, 76], [27, 7, 43], [53, 1], [62, 35], [34, 52], [4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
161: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60, 12], [51, 80], [22, 50, 15, 79], [82, 8, 2, 73, 44, 3, 78, 11, 37, 38, 42, 76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63], [45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
162: [[68, 66, 14, 64], [65, 41, 40], [71, 18], [60, 12], [51, 80, 22], [50, 15], [79, 82, 8, 2], [73, 44, 3], [78, 11, 37], [38, 42, 76], [27, 7, 43], [53, 1, 62], [35, 34, 52], [4, 20, 5, 6], [9, 10, 23], [13, 16, 17], [24, 21], [31, 29, 33], [30, 36, 19], [39, 25, 74], [28, 47, 70], [56, 63], [45, 49], [26, 54], [69, 58, 85], [32, 87, 48, 61], [88, 57, 86, 67, 84], [81, 83, 59, 46], [75, 77, 55, 72]]
163: [[68, 66, 14], [64, 65], [41, 40, 71, 18], [60, 12, 51, 80], [22, 50, 15], [79, 82, 8], [2, 73, 44, 3], [78, 11, 37], [38, 42, 76], [27, 7, 43], [53, 1, 62], [35, 34], [52, 4], [20, 5, 6, 9], [10, 23, 13], [16, 17], [24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
164: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51, 80, 22, 50], [15, 79, 82, 8], [2, 73, 44], [3, 78, 11], [37, 38, 42, 76], [27, 7, 43, 53], [1, 62], [35, 34], [52, 4, 20], [5, 6, 9, 10, 23], [13, 16], [17, 24], [21, 31], [29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
165: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80, 22, 50], [15, 79, 82], [8, 2, 73], [44, 3, 78, 11], [37, 38, 42, 76], [27, 7, 43], [53, 1, 62, 35], [34, 52, 4, 20], [5, 6, 9, 10, 23], [13, 16, 17], [24, 21, 31, 29], [33, 30, 36, 19, 39, 25], [74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
166: [[68, 66, 14], [64, 65, 41, 40], [71, 18, 60, 12], [51, 80, 22], [50, 15, 79], [82, 8, 2, 73], [44, 3, 78], [11, 37, 38], [42, 76, 27], [7, 43, 53, 1], [62, 35, 34], [52, 4, 20], [5, 6, 9], [10, 23, 13, 16], [17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81], [83, 59, 46, 75, 77, 55, 72]]
167: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60, 12], [51, 80, 22, 50, 15, 79, 82, 8, 2, 73, 44, 3, 78, 11, 37, 38, 42, 76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56], [63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
168: [[68, 66, 14], [64, 65], [41, 40], [71, 18], [60, 12], [51, 80, 22], [50, 15], [79, 82, 8], [2, 73], [44, 3], [78, 11, 37], [38, 42, 76], [27, 7, 43], [53, 1, 62], [35, 34], [52, 4, 20, 5], [6, 9], [10, 23], [13, 16, 17], [24, 21, 31], [29, 33, 30], [36, 19, 39], [25, 74, 28], [47, 70, 56], [63, 45, 49, 26], [54, 69, 58], [85, 32, 87, 48], [61, 88, 57, 86], [67, 84], [81, 83, 59], [46, 75], [77, 55, 72]]
169: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51, 80], [22, 50, 15, 79], [82, 8, 2, 73], [44, 3, 78], [11, 37, 38, 42, 76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29], [33, 30, 36, 19, 39, 25, 74, 28], [47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
170: [[68, 66], [14, 64, 65, 41], [40, 71, 18, 60, 12], [51, 80, 22, 50, 15, 79, 82, 8, 2, 73, 44, 3, 78, 11, 37, 38, 42, 76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
171: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51], [80, 22], [50, 15], [79, 82, 8, 2, 73], [44, 3, 78, 11, 37, 38], [42, 76], [27, 7, 43], [53, 1, 62], [35, 34], [52, 4, 20], [5, 6, 9], [10, 23, 13], [16, 17], [24, 21], [31, 29, 33, 30, 36], [19, 39, 25, 74], [28, 47], [70, 56, 63], [45, 49, 26], [54, 69, 58], [85, 32, 87], [48, 61, 88], [57, 86], [67, 84, 81, 83], [59, 46, 75, 77, 55, 72]]
172: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51, 80], [22, 50, 15], [79, 82, 8], [2, 73], [44, 3, 78, 11], [37, 38], [42, 76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9], [10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
173: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51, 80, 22, 50, 15, 79, 82, 8, 2, 73, 44, 3, 78, 11, 37, 38, 42, 76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
174: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51], [80, 22, 50], [15, 79, 82], [8, 2, 73], [44, 3], [78, 11, 37, 38], [42, 76], [27, 7, 43, 53], [1, 62, 35], [34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
175: [[68, 66, 14], [64, 65], [41, 40], [71, 18], [60, 12, 51], [80, 22], [50, 15, 79], [82, 8, 2], [73, 44, 3], [78, 11, 37, 38], [42, 76, 27, 7], [43, 53], [1, 62], [35, 34], [52, 4, 20, 5], [6, 9, 10, 23], [13, 16], [17, 24], [21, 31, 29, 33], [30, 36], [19], [39, 25], [74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
