0: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3, 8], [14, 15], [26, 19, 50], [11, 17, 16, 21], [18, 25, 28, 20], [59, 27, 30], [38, 56, 45, 42], [58, 33, 34, 31], [61, 46, 40], [44, 37, 36, 32], [29, 35, 62, 43], [52, 51, 53], [41, 47, 55, 60], [48, 49, 54, 57, 63], [65, 64], [68, 70], [67, 66, 77, 69, 71, 73, 76, 75, 72], [74, 78, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
153: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 9, 35], [8, 3, 10, 26, 19], [14, 11, 18, 17], [15, 16], [27, 21], [31, 28, 29, 25, 20], [30, 62, 32], [49, 34, 43, 33, 38], [40, 48, 42], [39, 37, 36], [45, 41, 47], [44, 50, 51, 53, 46, 54, 52], [55, 56, 60, 59, 61, 57], [58, 63, 65, 64], [68, 67, 66], [70, 75, 77], [71, 76, 72], [74, 73, 78, 69, 79, 84, 81, 82], [80, 83, 87, 85, 86, 88]]
154: [[24, 23, 1, 13], [2, 4, 12], [22, 6], [5, 7, 10, 39], [9, 3, 8, 14], [15, 26, 19, 50, 11], [17, 16, 20, 18], [25, 29, 31, 21, 27, 60, 61], [28, 41, 30, 40, 38], [44, 33, 32, 35, 43, 46, 42, 34, 63, 36, 37], [45, 52, 55, 51, 48, 49, 54, 47, 53, 59, 62, 56, 57, 58, 65, 64, 68, 67, 66, 70, 74, 77, 79, 69, 75, 71, 72, 73, 76, 78, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
155: [[24, 3, 13, 1], [2, 4, 12, 22], [6, 5], [7, 10, 35, 9], [11, 8], [14, 27, 26, 19], [48, 15, 17], [18, 16, 21], [20, 29, 31, 23], [25, 58, 57, 28], [33, 34, 47, 41], [59, 40, 32, 30, 38], [37, 36, 44, 43, 39, 42, 50, 45, 53, 46, 51, 49, 52, 56, 54, 60, 55, 61, 62, 63, 65, 64, 68, 67, 70, 66, 75, 77, 69, 71, 72, 78, 73, 74, 76, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
156: [[24, 23, 1, 13], [2, 4, 12, 22, 6], [3, 7, 10], [39, 9], [17, 8, 14], [15, 26, 19, 50, 11], [16, 5, 21, 20], [25, 18, 27], [57, 28], [29, 61, 59], [33, 44, 30, 34], [41, 49, 31, 32, 46], [36, 38, 35, 37, 45], [43, 40, 48], [56, 42], [47, 52, 51, 53, 55], [62, 58, 54, 60], [63, 65, 64, 68], [67, 73, 66, 77], [69, 70, 71, 75, 74], [72, 78], [76, 79, 84, 81], [82, 80, 83, 87, 85], [86, 88]]
157: [[24, 23], [1, 2, 4, 43, 7, 6, 12, 13, 22], [3, 5], [15, 9], [8, 14], [11, 18, 19], [50, 17, 20, 21, 16, 31, 25, 26, 28, 27, 63, 62, 60, 57, 33, 46, 37, 34, 29, 36, 32, 47, 35, 40, 41, 30, 38, 45, 42, 52, 61, 44], [39, 48, 51, 53, 49, 54, 56, 55, 58, 59, 65, 64, 68, 67, 73, 66, 75, 69, 71, 10], [74, 70, 72, 77, 78, 76, 79, 84, 81, 82], [80, 83, 87, 85, 86, 88]]
158: [[24, 1, 13, 23], [2, 4, 28, 43, 12, 22], [7, 5], [6, 3, 9, 10], [8, 14, 31], [27, 50, 11], [16, 17, 19], [25], [15, 29], [18, 20, 21, 30, 60], [47, 45, 49, 26, 33], [34, 48, 35, 32, 36, 37], [38, 44], [40, 42, 41, 46, 58], [56, 63, 51, 54, 52], [53, 55, 39], [57, 59, 62, 61, 65], [64, 68, 70, 66, 73], [78, 71, 69, 67, 72], [74, 77, 75, 76], [79, 84, 81, 82], [80, 83, 87, 85], [86, 88]]
159: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [11, 39, 17, 3], [9, 14, 27, 26, 51, 10], [15, 8, 16, 25], [18, 30, 19], [59], [29, 21, 62], [56, 41, 31], [58, 28, 34, 32], [36, 37, 35, 33], [46, 42, 43, 44, 38], [40, 45], [20, 47], [57, 55, 48, 50, 52], [49, 54, 53, 60, 61, 63, 65, 68, 64, 69, 73, 66, 67, 77, 71, 74, 70, 72, 75, 78, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
160: [[24, 23, 1], [13, 2, 4, 12, 22, 6, 5, 7, 10, 37, 8, 35, 9, 14, 15, 26, 19, 50, 11, 16, 20], [21, 17, 28, 18, 27, 31, 3, 25, 29, 62, 36, 30, 57, 33, 32, 44, 51, 34, 54, 42, 46, 39, 41, 47, 38, 40, 43, 61, 52, 45, 48, 49, 59, 55, 56, 53, 58, 60, 63, 65, 64, 68, 67, 69, 66, 76, 71, 70, 79, 72, 74, 75, 73, 77, 78, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
161: [[24, 23, 1, 13, 2], [4, 12], [22, 6, 5, 7, 10], [39, 9, 3, 8], [14, 15, 26, 19], [50, 11, 21, 16], [17, 18, 28, 20, 30], [57, 27, 29, 25], [31, 56, 59, 51], [41, 34, 45, 42], [38, 32, 44], [36, 37, 33, 35, 46], [61, 40, 43, 47, 54], [52, 53, 49, 58], [48, 55, 60], [62, 63, 64, 68, 65], [67, 69, 66, 77, 70], [79, 71, 74, 76], [73, 72, 75, 78], [84, 81, 80, 82], [83, 87, 85, 86, 88]]
162: [[24, 23, 1], [13, 2, 4, 12], [22, 6, 5, 7, 10, 39, 9, 3, 8, 14, 15, 26, 19, 50, 11, 20, 16, 21, 17, 28, 18, 27, 29, 25, 30, 62, 55, 51, 36, 31, 42, 33, 37, 34, 38, 35, 40, 41, 32, 43, 56, 54, 45, 49, 44, 53, 46, 47, 48, 61, 52, 59, 63], [58, 60, 57, 65, 64, 68, 67, 70, 66, 75, 71, 69, 73, 77, 74, 76, 72, 78, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
163: [[24, 23, 1], [13, 2, 4, 12], [22, 6, 5], [7, 10, 45, 9], [3, 8, 14], [11, 26, 19], [50, 15, 21, 16], [18, 20, 29, 17], [27, 28, 31, 25], [62, 30, 40, 36], [55, 37, 42], [35, 33, 39, 32, 34, 38, 51, 46, 43, 41, 44, 47, 53, 48, 57, 49, 52, 58, 54, 56, 60, 59, 61, 63, 65, 64, 68, 67, 69, 66, 72, 79, 71, 70, 73, 74, 75, 78], [77, 76, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
164: [[24, 3, 21, 9], [6, 4, 12, 22], [1, 5, 7], [10, 2, 8, 11, 13], [14, 15], [16, 17, 19], [18, 28, 20, 25, 26, 57], [29, 27, 49, 31, 23], [44, 45, 39, 32], [59, 35, 30, 34], [33, 38, 42, 40], [41, 36, 46, 37, 47], [43, 50], [52, 48, 55, 62], [54, 56, 53, 60], [51, 58, 61, 67, 68, 73, 66, 74, 63, 64], [69, 65, 77, 70, 71, 72, 75, 76, 78, 79, 82, 80, 81, 85, 83, 87, 84, 86, 88]]
165: [[24, 21, 1, 29], [2, 4, 12, 22], [6, 5, 7], [10, 39, 3, 11], [8, 14, 9, 26], [51, 59, 13], [15, 20, 16, 17], [18, 19, 31, 25], [28, 23, 46], [61, 32, 54, 27], [30, 43, 37, 44, 45], [33, 42, 35], [36, 38, 40, 41, 52], [47, 56, 57, 63, 34, 48, 49, 53], [58], [50, 62, 55, 60, 64, 68, 66, 67], [73, 65, 77, 69], [75, 71, 70, 74, 72, 78], [76, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
166: [[24, 19, 5, 13], [2, 4, 12, 22], [6, 1], [7, 9], [35, 8, 3, 14], [30, 15, 50], [11, 17, 10, 16, 20], [29, 18, 23], [21, 25, 28], [26, 59, 57], [27, 48, 31, 51, 33, 34, 37], [32, 47, 36, 39, 38, 44, 40, 46, 45, 41, 54], [60, 42, 43, 52, 49, 53], [55, 63, 56, 61], [58, 62, 65], [64, 68, 67], [69, 66, 75], [70, 77, 71, 72, 74], [73], [78, 76, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
167: [[24, 23, 1], [13, 2, 4, 12, 22, 6, 5, 7, 10, 39, 9, 3, 8, 14, 15, 26, 19, 50, 11, 16, 21, 17, 18, 28, 20, 25, 61, 27, 29, 63, 48, 45, 30, 31, 34, 32, 41, 51, 36, 62, 35, 33, 47, 37, 38, 40, 43, 44, 49, 46, 52, 53, 55, 42, 60, 54, 56, 57, 59, 58, 65, 64, 68, 67, 69, 66, 74, 79, 73, 70, 71, 76, 72, 75, 78, 77, 84, 81, 82, 80, 83, 87, 85], [86, 88]]
168: [[24, 1, 23, 7], [2, 4, 12, 22], [6, 5, 10], [13, 8, 9, 11], [15, 14, 16, 18], [21, 49, 3], [20, 29, 25, 26], [17, 31, 19], [27, 62, 28, 46], [45, 38, 30, 36, 34, 32], [33, 35, 37], [39, 42, 41, 43], [56, 44, 40, 50, 47, 51], [52, 55, 54, 48, 58], [53, 60, 57, 59], [61, 63, 64, 72], [69, 66, 65, 68], [73, 67, 77, 70, 78], [74, 75], [71, 76, 79, 82], [80, 83, 81, 84], [87, 85, 86, 88]]
169: [[24, 21, 1, 23], [2, 4, 12, 22], [6, 5], [7, 9, 3, 8, 10], [15, 26, 13, 50], [11, 18, 25], [17, 16, 28, 14], [31, 57, 29, 19], [54, 58, 46, 20], [49, 59, 27], [33, 30], [36, 32, 47, 35], [37, 34, 44, 42], [45, 38, 53, 39], [40, 41], [43, 48, 55, 52], [56, 51, 60], [61, 63, 62, 65, 64], [68, 67, 69], [66, 78, 70], [75, 71, 73, 74], [72, 77, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
170: [[24, 7, 5, 1], [6, 4, 12, 22], [2, 9, 11], [10, 13, 3], [15, 8, 14, 31], [18, 19, 21], [27, 17, 16, 20], [23, 28, 25], [26, 57, 29, 60, 62, 30], [55, 35, 37], [47, 36, 32, 33, 34, 39], [46, 45, 41, 38], [44, 40, 53, 49], [51, 43, 48], [50, 42, 52, 59], [54, 56, 58], [61, 63, 65], [64, 68, 67, 69], [66, 75, 79, 70, 76, 73], [72, 71, 74, 77], [78, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
171: [[24, 19, 5], [8, 6, 12, 13, 22], [2, 1, 7], [3, 11, 9, 4], [10, 14, 26], [15, 25, 16], [18, 29, 21, 17, 52], [23, 27], [60, 63, 31, 20], [28, 30, 43, 34, 32, 50, 44, 33, 38], [54, 35, 40, 41, 46, 42, 48, 36, 57], [61, 37, 53, 39, 45], [47, 49, 51, 62, 59, 58, 56, 55, 65, 67, 68, 76, 69, 66, 73, 70], [71, 79, 64, 74, 75, 72, 78, 77, 82, 81, 84, 80, 83, 87, 85, 86, 88]]
172: [[24, 19, 5, 3], [6, 4, 13, 22], [2, 1, 7], [8, 32, 9, 11, 15], [14, 10], [26, 17, 48], [12, 25, 21], [20, 18, 31, 28, 27], [53, 57, 23, 46], [29, 39, 30, 34], [43, 37, 16, 36], [50, 35, 41, 42, 40], [33, 38], [47, 45, 44, 56], [49, 52, 63, 55], [51, 54, 58, 59, 60, 61, 62, 69, 65, 64], [70, 67, 66, 71, 68, 77, 72, 75, 74, 73, 78, 76, 79, 82, 81, 85, 80, 83, 87, 84, 86, 88]]
173: [[24, 3, 7, 23], [2, 4, 12, 22], [6, 5, 1], [8, 47, 9, 19, 10], [15, 13], [18, 14, 50], [11, 16, 20, 17], [21, 27, 61, 28, 29], [25, 31], [62, 63, 44], [53, 30, 37], [32, 36], [39, 40], [33, 38, 34, 46], [42, 45, 58], [49, 41, 26], [54, 59, 43, 51], [48], [55, 57], [52, 56, 60, 65, 35, 64, 68, 70, 66, 73, 75, 69, 71, 67, 74, 72, 77, 78, 76], [79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
174: [[24, 17, 3, 10], [2, 6, 12, 22], [5, 8], [9, 11, 45, 29], [7, 15, 26], [13, 58, 14], [48, 1, 21, 18], [16, 19, 20, 23], [31, 27, 61], [4, 25, 62], [40, 46, 28, 30], [32, 38, 56, 34, 35, 39, 33, 42, 37, 41, 63, 44, 43, 47, 57, 52, 50, 53, 51, 36, 49, 54], [59, 60, 55, 65, 64, 68, 67, 69, 66, 76, 77, 71, 78, 70, 72, 73, 75, 74, 79], [84, 81, 82, 80, 83, 87, 85, 86, 88]]
175: [[24, 5, 19], [12, 2, 1, 6, 22], [7, 13, 4], [14, 15, 9, 3, 8], [17, 26], [16, 23, 18, 27], [20, 21, 25, 56], [49, 28, 30], [11, 39, 60], [32, 37, 33, 35], [31, 48, 59, 46], [43, 44, 34, 40, 41, 36], [45, 47, 42, 51, 61], [38, 52, 53], [58, 54, 50, 55], [57, 63, 66, 62, 29, 64, 10, 71, 72, 73, 67, 76, 65, 77, 68, 69, 74, 70, 75, 78, 79, 84], [80, 83, 81, 86, 85, 82, 87, 88]]
176: [[24, 19, 5, 7], [2, 4, 12, 22, 6, 1, 3], [9, 39, 8, 13, 11], [10, 15], [50, 14, 18], [17, 21, 16, 20], [23, 29, 25, 26], [27, 28, 31], [40, 30, 37, 32, 43, 33, 41], [36, 44, 42, 46, 35, 34, 45, 47, 48, 49, 38], [52, 54, 62, 51, 53, 56], [57, 58, 55, 59], [60, 61, 63], [65, 64, 68], [67, 66, 70], [74, 79, 69, 77, 72, 71, 73, 75], [76, 78, 84, 81, 80, 82, 83, 87, 85, 86], [88]]
177: [[24, 5, 9, 29], [2, 4, 12, 22], [6, 1], [7, 10], [3, 8, 15, 13], [30, 19, 26], [11, 48, 14, 16, 18], [31, 17, 20], [49, 21, 25], [60, 58, 23, 28, 57, 40], [27, 33], [34, 32, 35], [46, 37, 36, 38], [42, 41, 39], [43, 55], [47, 53, 44], [52, 50, 51, 59], [45, 54, 56], [61, 62, 63, 65], [64, 68, 67, 69, 66], [75, 77, 73, 70], [74, 72, 71, 76, 78, 79, 84, 81, 80], [82, 83, 87, 85, 86, 88]]
