0: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41, 51, 14], [74, 46, 16, 17, 11], [26, 53, 20, 34, 77], [49, 39, 8, 72, 31], [70, 42, 38, 81, 5], [1, 24, 64], [27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57, 35], [40, 59], [10, 55], [19, 29, 44], [36, 43, 60], [48, 61], [45, 65, 63], [52, 69, 80], [62, 66], [47, 67, 68], [76, 54], [88, 78], [82, 79], [86, 75, 87, 83]]
153: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74, 46, 16, 17, 11, 26, 53, 20, 34, 77, 49, 39, 8, 72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
154: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7, 13], [28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20, 34], [77, 49], [39, 8, 72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80], [62, 66, 47, 67, 68, 76, 54, 88], [78, 82, 79, 86, 75, 87, 83]]
155: [[3, 22, 12], [56, 6], [9, 50], [58, 37, 7], [13, 28], [23, 18, 2], [15, 4, 41, 51, 14, 74, 46, 16, 17, 11, 26, 53, 20, 34], [77, 49, 39, 8, 72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
156: [[3, 22, 12, 56], [6, 9], [50, 58, 37], [7, 13], [28, 23, 18], [2, 15], [4, 41, 51], [14, 74, 46, 16, 17], [11, 26, 53, 20, 34], [77, 49, 39, 8], [72, 31], [70, 42, 38], [81, 5, 1], [24, 64, 27, 32], [84, 25, 71], [33, 30], [21, 73, 85], [57, 35, 40], [59, 10], [55, 19, 29], [44, 36, 43], [60, 48], [61, 45, 65], [63, 52, 69], [80, 62, 66], [47, 67, 68], [76, 54, 88], [78, 82], [79, 86, 75], [87, 83]]
157: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7, 13, 28], [23, 18], [2, 15, 4, 41, 51, 14, 74, 46, 16], [17, 11, 26, 53, 20, 34, 77, 49, 39, 8, 72], [31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
158: [[3, 22], [12, 56, 6], [9, 50, 58], [37, 7, 13], [28, 23, 18], [2, 15], [4, 41], [51, 14], [74, 46, 16], [17, 11, 26], [53, 20, 34], [77, 49], [39, 8, 72], [31, 70], [42, 38], [81, 5, 1], [24, 64], [27, 32, 84], [25, 71, 33], [30, 21, 73], [85, 57], [35, 40], [59, 10, 55], [19, 29], [44, 36], [43, 60, 48], [61, 45], [65, 63, 52], [69, 80, 62], [66, 47, 67], [68, 76, 54], [88, 78], [82, 79, 86], [75, 87, 83]]
159: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7, 13], [28, 23], [18, 2], [15, 4], [41, 51, 14], [74, 46, 16, 17, 11], [26, 53, 20, 34, 77], [49, 39, 8, 72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
160: [[3, 22], [12, 56], [6, 9, 50], [58, 37], [7, 13], [28, 23, 18], [2, 15, 4], [41, 51, 14], [74, 46, 16], [17, 11, 26], [53, 20, 34], [77, 49, 39], [8, 72], [31, 70, 42], [38, 81, 5], [1, 24], [64, 27], [32, 84, 25], [71, 33, 30], [21, 73], [85, 57], [35, 40, 59], [10, 55, 19], [29, 44], [36, 43, 60], [48, 61, 45], [65, 63], [52, 69, 80], [62, 66, 47], [67, 68, 76], [54, 88], [78, 82], [79, 86], [75, 87, 83]]
161: [[3, 22, 12], [56, 6], [9, 50, 58, 37, 7, 13, 28, 23], [18, 2, 15], [4, 41, 51, 14, 74, 46, 16, 17, 11, 26, 53, 20], [34, 77, 49, 39, 8, 72, 31, 70, 42, 38, 81, 5], [1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
162: [[3, 22, 12], [56, 6], [9, 50], [58, 37, 7], [13, 28], [23, 18, 2], [15], [4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53], [20, 34], [77, 49, 39, 8, 72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
163: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7, 13], [28, 23, 18, 2, 15, 4, 41, 51, 14, 74, 46, 16], [17, 11, 26, 53, 20], [34, 77, 49, 39, 8, 72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
164: [[3, 22], [12, 56], [6, 9], [50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74], [46, 16, 17, 11, 26], [53, 20], [34, 77, 49], [39, 8], [72, 31], [70, 42], [38, 81, 5, 1], [24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
165: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7, 13], [28, 23, 18], [2, 15], [4, 41], [51, 14, 74], [46, 16, 17], [11], [26, 53, 20, 34], [77, 49, 39], [8, 72], [31, 70, 42, 38], [81, 5, 1, 24, 64], [27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57], [35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
166: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13, 28], [23, 18, 2, 15, 4, 41, 51, 14, 74, 46, 16, 17, 11, 26, 53, 20, 34, 77, 49, 39, 8, 72, 31, 70], [42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35], [40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
167: [[3, 22], [12, 56], [6, 9], [50, 58], [37, 7], [13, 28], [23, 18], [2, 15], [4, 41], [51, 14, 74], [46, 16, 17], [11, 26, 53, 20], [34, 77], [49, 39], [8, 72, 31], [70, 42, 38], [81, 5, 1], [24, 64], [27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57], [35, 40], [59, 10, 55], [19, 29, 44], [36, 43], [60, 48], [61, 45, 65], [63, 52, 69], [80, 62, 66], [47, 67, 68], [76, 54, 88], [78, 82], [79, 86, 75], [87, 83]]
168: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13, 28], [23, 18, 2, 15, 4, 41, 51, 14, 74, 46, 16, 17, 11, 26], [53, 20, 34, 77, 49, 39, 8, 72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
169: [[3, 22], [12, 56], [6, 9], [50, 58, 37], [7, 13, 28], [23, 18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17], [11, 26, 53], [20, 34, 77], [49, 39], [8, 72, 31], [70, 42, 38], [81, 5, 1], [24, 64], [27, 32, 84], [25, 71, 33], [30, 21, 73], [85, 57], [35, 40, 59], [10, 55, 19], [29, 44, 36], [43, 60, 48], [61, 45, 65], [63, 52], [69, 80, 62], [66, 47], [67, 68], [76, 54], [88, 78, 82], [79, 86], [75, 87, 83]]
170: [[3, 22], [12, 56, 6], [9, 50, 58], [37, 7, 13], [28, 23, 18], [2, 15, 4], [41, 51], [14, 74, 46], [16, 17], [11, 26, 53], [20, 34, 77], [49, 39], [8, 72, 31], [70, 42], [38, 81], [5, 1, 24], [64, 27], [32, 84, 25], [71, 33, 30], [21, 73], [85, 57, 35], [40, 59, 10], [55, 19], [29, 44, 36], [43, 60, 48], [61, 45, 65], [63, 52, 69], [80], [62, 66, 47], [67, 68], [76, 54, 88], [78, 82, 79, 86], [75, 87, 83]]
171: [[3, 22], [12, 56], [6, 9], [50, 58, 37], [7, 13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46, 16, 17], [11, 26, 53], [20, 34, 77], [49, 39, 8], [72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
172: [[3, 22], [12, 56], [6, 9, 50], [58, 37], [7, 13], [28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17], [11, 26], [53, 20, 34], [77, 49, 39], [8, 72, 31], [70, 42, 38], [81, 5], [1, 24, 64], [27, 32, 84], [25, 71, 33], [30, 21], [73, 85, 57], [35, 40, 59], [10, 55, 19], [29, 44, 36], [43, 60, 48], [61, 45], [65, 63, 52], [69, 80], [62], [66, 47, 67], [68, 76, 54], [88, 78, 82], [79, 86, 75], [87, 83]]
173: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7, 13], [28, 23, 18], [2, 15], [4, 41, 51], [14, 74], [46, 16, 17], [11, 26], [53, 20, 34], [77, 49, 39], [8, 72], [31, 70, 42], [38, 81], [5, 1, 24], [64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35], [40, 59], [10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63], [52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
174: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7, 13], [28, 23], [18, 2, 15], [4, 41, 51], [14, 74, 46], [16, 17], [11, 26, 53], [20, 34], [77, 49, 39], [8, 72], [31, 70], [42, 38], [81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
175: [[3, 22, 12, 56], [6, 9, 50, 58, 37, 7, 13, 28, 23, 18, 2, 15, 4, 41, 51, 14, 74, 46, 16, 17, 11, 26, 53, 20, 34, 77, 49, 39, 8, 72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84], [25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
