0: [[42, 39, 3, 2, 19, 36, 29, 21], [14, 5, 9, 12, 7, 4, 8, 31], [11, 15, 13, 16, 28, 18, 25, 54], [17, 20, 1, 24, 23, 22, 50, 26], [32, 62, 30, 10, 33, 58, 35, 34], [37, 45, 38, 59, 49, 46, 40, 43], [44, 47, 41, 61, 53, 48, 60, 51], [52, 6, 56, 55, 57, 63, 68, 64], [66, 69, 70, 77, 73, 67, 65, 74], [71, 75, 72, 76, 27, 84, 78, 80], [83, 81, 79, 82, 87, 85, 86, 88]]
153: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
154: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
155: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
156: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
157: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
158: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
159: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
160: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
161: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
162: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
163: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
164: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
165: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
166: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
167: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
168: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
169: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
170: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
171: [[43, 39, 3, 2, 23, 36, 29, 5, 15, 1, 10, 4, 7, 6, 8, 13, 11, 9, 12, 24, 28, 18], [25, 50, 16, 21, 17, 19, 22, 20, 27, 26, 40, 62, 31, 32, 30, 42, 33, 34, 37, 45, 38, 35], [49, 44, 41, 51, 14, 46, 47, 53, 48, 55, 52, 54, 56, 58, 57, 59, 61, 60, 63, 64, 66, 68], [70, 77, 65, 67, 69, 78, 71, 72, 73, 76, 75, 74, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
172: [[42, 39, 3, 2, 23, 36, 29, 5, 15, 1, 6, 12, 7, 4, 11, 13, 8, 10, 9, 20, 14, 18], [25, 50, 17, 21, 19, 16, 24, 22, 59, 26, 27, 62, 30, 57, 28, 58, 33, 51, 37, 44, 38, 31], [32, 46, 34, 41, 35, 40, 43, 45, 49, 47, 54, 48, 55, 52, 53, 63, 56, 60, 61, 64, 66, 69], [71, 77, 73, 67, 65, 78, 68, 72, 70, 74, 75, 84, 79, 80, 83, 81, 87, 82, 76, 85, 86, 88]]
173: [[42, 39, 3, 2, 23, 36, 29, 5, 14, 1, 13, 4, 7, 12, 8, 11, 9, 15, 16, 28, 19, 18], [25, 50, 17, 20, 21, 24, 22, 27, 31, 26, 32, 62, 30, 38, 6, 58, 33, 35, 37, 45, 34, 40], [48, 46, 41, 44, 43, 47, 51, 55, 53, 49, 54, 59, 52, 61, 56, 63, 57, 60, 72, 64, 66, 69], [71, 77, 65, 67, 75, 74, 70, 76, 79, 73, 10, 68, 78, 80, 83, 81, 87, 82, 85, 84, 86, 88]]
174: [[43, 39, 3, 2, 18, 36, 29, 21], [15, 1, 4, 12, 7, 5, 11, 6], [8, 9, 10, 16, 13, 14, 25, 54], [19, 23, 17, 24, 20, 22, 59, 26], [32, 62, 31, 27, 57, 34, 35, 50], [37, 44, 30, 40, 33, 38, 41, 45], [28, 42, 46, 61, 48, 47, 60, 53], [55, 49, 51, 52, 56, 63, 78, 64], [66, 68, 70, 77, 73, 67, 69, 58], [71, 65, 72, 76, 74, 75, 79, 80], [83, 81, 84, 82, 86, 85, 87, 88]]
175: [[42, 39, 3, 2, 18, 36, 29, 21], [14, 5, 1, 12, 7, 4, 9, 31], [6, 8, 13, 20, 10, 11, 25, 54], [17, 15, 19, 23, 24, 22, 59, 26], [16, 62, 30, 27, 45, 50, 35, 51], [37, 44, 28, 56, 32, 46, 33, 43], [57, 34, 40, 61, 53, 48, 38, 49], [55, 41, 47, 52, 58, 63, 69, 64], [66, 60, 71, 77, 73, 67, 65, 74], [70, 75, 68, 72, 76, 84, 78, 80], [83, 81, 79, 82, 85, 86, 87, 88]]
