0: [[36, 19], [28, 9, 66, 1], [26, 83, 14, 54, 3], [20, 6, 62, 65, 30], [48, 58, 76, 31], [32, 11, 37, 8], [46, 68, 17, 61, 21], [35, 2, 77, 51, 57, 72], [69, 29, 10, 39, 53], [86, 45, 18, 56, 63], [27, 24, 33, 43, 12, 13, 23, 74], [4, 84], [7, 34], [5, 55, 59, 41, 42, 15], [38, 25, 44, 49, 73], [47, 52, 16, 40, 71, 75], [64, 50, 67, 70, 22], [78, 79], [60, 81, 82, 85], [80, 87, 88]]
153: [[36, 22, 7, 1, 6, 2, 10, 5, 3, 4, 9, 15, 12, 21, 8, 25, 13, 11, 14, 20, 19, 16], [24, 17, 18, 23, 28, 30, 60, 26, 57, 58, 39, 29, 34, 27, 49, 31, 62, 33], [35, 44, 43, 47, 32, 37, 38, 40, 46, 41, 63, 56, 42, 45, 48, 53, 52, 50, 51], [54, 55, 59, 61, 66, 65, 64, 67, 74, 69, 72, 71, 77, 68, 70, 78, 75, 73, 76, 85, 80, 79, 83, 82, 86, 81, 84, 87, 88]]
154: [[36, 19, 21, 3, 66, 1, 26, 2, 6, 49, 5, 23, 9, 24, 79, 30, 56, 42, 85, 12], [16, 11, 7, 18, 20, 64, 22, 53, 28, 25, 27, 29, 59, 57, 31, 39, 32, 10], [33, 63, 37, 45, 17, 40, 55, 47, 8, 35, 43, 4, 44, 13, 78, 41, 48, 50, 34, 51, 52], [54, 58, 46, 15, 38, 60, 61, 62, 73, 65, 67, 68, 70, 75, 74, 72, 69, 77, 76, 14, 81, 71, 82, 83, 87, 84, 80, 86, 88]]
155: [[36, 22, 3, 5, 4, 2, 13, 1, 9, 6, 7, 15, 10, 26, 24, 11, 8, 14, 31, 17, 18], [12, 21, 23, 27, 53, 19, 20, 25, 28, 58, 59, 29, 43, 44, 32, 33, 61, 16], [37, 35, 39, 46, 30, 40, 34, 47, 41, 42, 45, 38, 54, 48, 51, 49, 52, 56, 57, 50], [62, 55, 60, 63, 82, 65, 64, 78, 66, 76, 71, 69, 67, 68, 74, 73, 72, 75, 77, 70, 81, 80, 79, 84, 85, 86, 83, 87, 88]]
156: [[36, 22, 3, 1, 6, 2, 5, 10, 4, 13, 15, 7, 9, 11, 65, 26, 8, 27, 18], [12, 16, 24, 14, 17, 19, 28, 21, 51, 30, 53, 23, 31, 59, 20, 25, 29, 32, 33, 37], [34, 46, 39, 35, 38, 45, 41, 43, 40, 44, 58, 54, 42, 50, 62, 47, 48, 49, 56, 57], [63, 52, 61, 55, 75, 64, 69, 70, 60, 74, 67, 66, 68, 71, 72, 79, 76, 73, 77, 80, 78, 83, 85, 81, 86, 82, 84, 87, 88]]
157: [[36, 22, 7, 1, 4, 6, 3, 9, 8, 2, 12, 11, 10, 26, 21, 13, 29, 15, 18, 14, 25], [16, 19, 24, 27, 23, 20, 28, 58, 51, 30, 59, 62, 53, 5, 17, 39, 32, 35, 31], [42, 55, 33, 45, 37, 38, 34, 44, 40, 47, 41, 43, 46, 52, 50, 48, 49, 56, 54], [61, 57, 63, 60, 64, 69, 65, 66, 78, 67, 68, 76, 70, 71, 75, 82, 77, 72, 73, 74, 80, 88, 86, 84, 79, 83, 87, 81, 85]]
158: [[36, 22, 7, 1, 4, 3, 9, 2, 14, 10, 8, 13, 5, 12, 11, 20, 24, 15, 29, 21, 16, 6, 18], [23, 17, 19, 25, 26, 56, 28, 27, 62, 30, 43, 33, 31, 35, 38, 32, 39], [34, 40, 41, 45, 47, 42, 44, 37, 46, 48, 50, 60, 59, 52, 49, 53, 54, 51, 63], [58, 57, 55, 61, 65, 69, 68, 66, 70, 67, 64, 77, 71, 73, 72, 76, 74, 78, 79, 84, 80, 81, 75, 82, 83, 87, 86, 85, 88]]
159: [[36, 22, 3, 5, 1, 2, 13, 10, 4, 12, 9, 14, 6, 27, 8, 7, 11, 19, 24], [20, 21, 18, 17, 25, 55, 50, 16, 23, 29, 49, 53, 26, 31, 40, 51, 45, 42, 33, 32], [34, 15, 37, 28, 35, 43, 38, 30, 41, 39, 44, 46, 48, 54, 47, 52, 59, 62, 56, 57], [58, 60, 61, 63, 67, 64, 65, 70, 66, 75, 71, 76, 72, 68, 69, 73, 78, 74, 77, 79, 81, 80, 85, 82, 83, 88, 84, 87, 86]]
160: [[36, 22, 7, 1, 4, 6, 9, 11, 2, 10, 5, 3, 29, 18, 8, 13, 24, 14, 21, 12], [15, 26, 16, 19, 17, 20, 28, 23, 31, 49, 25, 45, 34, 39, 58, 50, 35, 27, 43, 33, 46], [53, 30, 32, 38, 41, 37, 40, 42, 44, 62, 48, 55, 52, 47, 56, 63, 51, 54], [59, 57, 60, 61, 66, 65, 67, 64, 78, 68, 70, 77, 69, 76, 71, 72, 74, 73, 75, 79, 80, 83, 82, 84, 81, 86, 85, 87, 88]]
161: [[36, 22, 19, 1, 6, 2, 8, 11, 5, 10, 3, 4, 14, 12, 7, 15, 9, 13], [21, 17, 23, 16, 18, 24, 48, 31, 20, 30, 62, 25, 26, 59, 27, 40, 29, 45, 57, 38], [35, 33, 39, 37, 41, 42, 58, 28, 47, 32, 34, 43, 44, 46, 55, 50, 49, 54, 51, 52, 53], [56, 61, 60, 63, 66, 64, 65, 77, 67, 68, 70, 69, 71, 74, 76, 81, 72, 73, 78, 75, 85, 83, 79, 80, 82, 86, 87, 84, 88]]
162: [[36, 22, 7, 5, 2, 1, 3, 6, 4, 10, 9, 13, 25, 11, 14, 24, 8], [12, 29, 30, 16, 15, 17, 23, 18, 20, 21, 26, 28, 31, 27, 61, 19, 35, 32, 48, 49], [33, 58, 41, 38, 34, 39, 57, 37, 40, 46, 42, 45, 50, 56, 52, 43, 44, 54, 47, 53, 59, 55], [51, 60, 63, 62, 67, 68, 64, 65, 66, 69, 71, 70, 76, 72, 74, 75, 73, 78, 77, 79, 81, 82, 83, 80, 84, 85, 86, 87, 88]]
163: [[36, 22, 3, 5, 6, 1, 15, 4, 2, 12, 8, 7, 31, 28, 10, 13, 11, 30, 17, 20, 18], [16, 39, 25, 52, 54, 14, 21, 19, 61, 23, 24, 27, 9, 26, 29], [56, 32, 33, 34, 38, 45, 37, 63, 41, 43, 42, 46, 35, 40, 48, 51, 50, 47, 49, 55, 59, 44, 53], [57, 58, 60, 62, 66, 68, 65, 64, 67, 74, 71, 76, 72, 70, 77, 73, 78, 88, 69, 79, 75, 82, 85, 81, 80, 87, 86, 83, 84]]
164: [[36, 22, 7, 1, 2, 6, 5, 8, 14, 4, 12, 9, 25, 28, 15, 10, 29, 17, 16, 20], [19, 18, 21, 23, 24, 58, 49, 30, 26, 31, 40, 60, 47, 27, 43, 11, 44, 32, 45, 46], [3, 37, 34, 42, 35, 41, 33, 55, 38, 57, 48, 39, 52, 51, 54, 50, 53, 56, 59], [61, 62, 63, 66, 64, 68, 67, 72, 70, 79, 65, 69, 73, 71, 75, 74, 13, 76, 78, 77, 80, 85, 82, 84, 87, 83, 88, 86, 81]]
165: [[36, 22, 7, 1, 4, 6, 3, 5, 10, 2, 11, 26, 8, 25, 14, 9, 23, 24, 12, 28], [18, 20, 27, 13, 21, 19, 15, 16, 17, 29, 30, 31, 53, 52, 33, 44, 32, 50, 41, 63, 35, 38], [40, 42, 37, 39, 45, 34, 47, 43, 48, 46, 49, 51, 55, 56, 57, 58, 54], [59, 60, 62, 61, 66, 72, 68, 65, 76, 70, 67, 64, 69, 71, 74, 75, 79, 77, 82, 73, 78, 80, 87, 81, 83, 85, 84, 86, 88]]
166: [[36, 22, 19, 1, 6, 2, 3, 5, 11, 9, 4, 28, 24, 26, 7, 13, 8], [14, 10, 31, 16, 20, 18, 17, 23, 25, 29, 53, 54, 27, 32, 47, 15, 48, 33, 21], [12, 46, 34, 40, 37, 30, 38, 35, 42, 39, 45, 50, 41, 61, 56, 58, 49, 44, 43, 60, 55, 62, 52], [59, 51, 57, 63, 66, 73, 64, 69, 67, 79, 70, 68, 72, 71, 65, 75, 74, 76, 77, 78, 84, 86, 80, 81, 82, 85, 83, 87, 88]]
167: [[36, 22, 7, 1, 4, 6, 9, 5, 2, 3, 13, 8, 24, 28, 69, 10, 14, 19, 11, 20], [26, 12, 15, 27, 17, 18, 16, 49, 21, 60, 25, 47, 23, 29, 56, 30, 31, 34, 37, 46], [51, 35, 39, 32, 33, 40, 42, 38, 43, 41, 61, 45, 44, 50, 52, 53, 58, 54, 62], [57, 48, 55, 59, 66, 64, 63, 72, 65, 67, 71, 76, 68, 74, 70, 73, 75, 77, 79, 78, 84, 88, 82, 83, 80, 86, 87, 85, 81]]
168: [[36, 22, 7, 1, 5, 2, 11, 3, 6, 4, 24, 10, 14, 23, 25, 9, 8], [15, 12, 13, 28, 50, 19, 17, 18, 20, 16, 21, 29, 26, 63, 42, 40, 27, 35, 47], [39, 30, 33, 31, 43, 45, 32, 41, 37, 38, 44, 46, 48, 49, 54, 52, 55, 56, 51, 34, 53, 58, 57], [59, 60, 61, 62, 67, 64, 66, 65, 71, 68, 69, 74, 75, 70, 72, 73, 76, 77, 79, 78, 80, 82, 81, 85, 83, 84, 86, 87, 88]]
169: [[36, 22, 7, 1, 2, 6, 9, 5, 4, 11, 10, 8, 15, 25, 13, 14, 18, 21, 3, 12], [19, 24, 62, 17, 27, 20, 23, 51, 16, 50, 26, 29, 42, 61, 28, 30, 39, 40, 49, 31], [34, 32, 33, 44, 35, 46, 37, 38, 41, 45, 52, 43, 47, 54, 48, 55, 53, 56, 57], [58, 59, 63, 60, 66, 69, 64, 65, 74, 70, 67, 72, 73, 68, 71, 75, 78, 77, 79, 80, 76, 85, 82, 84, 86, 81, 83, 87, 88]]
170: [[36, 22, 3, 1, 6, 2, 9, 4, 14, 7, 17, 11, 8, 10, 24, 16, 15, 12, 21, 26], [27, 13, 25, 18, 20, 19, 28, 45, 49, 30, 23, 41, 61, 56, 58, 29, 31, 5, 34, 42], [47, 37, 40, 33, 44, 38, 32, 53, 39, 35, 43, 46, 48, 50, 51, 52, 54, 55, 59], [60, 57, 62, 63, 73, 64, 65, 66, 79, 68, 69, 70, 71, 74, 67, 72, 77, 75, 82, 78, 76, 81, 80, 83, 85, 84, 86, 87, 88]]
171: [[36, 22, 5, 1, 6, 3, 4, 8, 11, 10, 12, 15, 7, 28, 9, 13, 14, 26, 18, 20, 21], [23, 17, 19, 24, 16, 25, 51, 56, 29, 27, 61, 30, 40, 43, 42, 31, 2, 33, 34], [38, 45, 37, 41, 35, 32, 39, 47, 44, 46, 50, 52, 54, 63, 53, 62, 48, 55, 57], [49, 58, 60, 59, 67, 64, 69, 65, 75, 74, 70, 66, 68, 78, 71, 72, 73, 76, 77, 79, 84, 81, 82, 80, 85, 83, 87, 86, 88]]
172: [[36, 22, 3, 5, 2, 6, 9, 4, 7, 14, 20, 8, 26, 10, 11, 27, 1, 13, 16, 17], [18, 19, 23, 12, 52, 31, 21, 25, 62, 28, 29, 15, 54, 32, 30, 24, 57, 38, 35, 33, 34], [37, 47, 50, 40, 42, 39, 41, 45, 43, 61, 48, 44, 46, 51, 49, 60, 58, 59], [55, 56, 53, 63, 66, 72, 64, 77, 67, 68, 69, 65, 78, 70, 79, 71, 74, 76, 73, 75, 84, 83, 81, 82, 80, 87, 85, 86, 88]]
173: [[36, 22, 5, 3, 6, 2, 8, 1, 13, 4, 9, 10, 25, 11, 19, 7, 14, 18, 15, 29], [23, 12, 21, 16, 17, 26, 48, 31, 24, 20, 28, 57, 27, 39, 33, 32, 50, 41, 35, 38, 37, 58], [46, 44, 47, 49, 62, 51, 34, 40, 61, 52, 53, 45, 43, 42, 56, 55, 54], [59, 60, 63, 30, 83, 64, 69, 65, 73, 71, 68, 72, 66, 77, 67, 75, 74, 70, 76, 79, 78, 80, 82, 86, 84, 87, 81, 85, 88]]
174: [[36, 22, 7, 3, 2, 1, 8, 10, 13, 9, 25, 6, 4, 31, 16, 20, 15, 18, 11], [12, 53, 17, 14, 19, 27, 21, 23, 24, 26, 35, 29, 28, 58, 30, 49, 34, 55], [41, 5, 50, 33, 45, 32, 37, 54, 39, 40, 46, 43, 44, 47, 42, 38, 48, 63, 51, 52, 60, 57], [56, 59, 61, 62, 67, 64, 65, 69, 72, 70, 71, 77, 75, 66, 78, 68, 74, 76, 83, 73, 79, 80, 81, 82, 86, 84, 85, 87, 88]]
175: [[36, 22, 7, 1, 6, 3, 26, 83, 5, 18, 2, 10, 23, 62, 69, 28, 32, 58], [76, 30, 17, 11, 33, 8, 14, 65, 15, 53, 16, 59, 12, 24, 34, 19, 72, 20, 57, 25, 47], [27, 29, 61, 31, 35, 55, 9, 56, 44, 43, 13, 37, 54, 38, 39, 40, 21, 41, 4, 42], [45, 48, 49, 46, 50, 51, 52, 85, 64, 60, 63, 66, 68, 74, 75, 67, 70, 71, 73, 78, 86, 82, 77, 79, 80, 87, 81, 84, 88]]
176: [[36, 22, 7, 1, 6, 2, 3, 14, 4, 5, 9, 11, 24, 8, 26, 10, 12, 21, 23], [16, 13, 20, 30, 17, 15, 18, 19, 56, 31, 25, 28, 29, 27, 34, 37, 54, 49, 35, 42], [41, 32, 38, 45, 47, 33, 39, 58, 40, 46, 44, 52, 63, 50, 43, 57, 48, 51, 53, 60], [59, 61, 55, 62, 65, 68, 66, 70, 64, 75, 67, 74, 69, 73, 72, 77, 80, 78, 79, 76, 71, 81, 84, 87, 82, 83, 85, 86, 88]]
177: [[36, 22], [14, 9, 2, 5], [10, 21, 1, 3, 11], [16, 12, 63, 6, 30], [15, 29, 8, 17], [39, 20, 45, 26], [40, 31, 23, 24, 27], [35, 7, 33, 37, 41, 32], [77, 28, 44, 47, 49], [51, 42, 38, 50, 43], [19, 48, 53, 34, 46, 13, 55, 52], [57, 60], [4, 58], [25, 54, 61, 59, 56, 62], [66, 73, 64, 68, 65], [69, 72, 74, 75, 71, 76], [78, 18, 67, 70, 86], [79, 83], [85, 81, 82, 84], [80, 87, 88]]
