0: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29, 54], [30, 33, 32], [42, 34, 38], [39, 46, 47], [36, 43, 44], [40, 45, 56], [60, 41, 53], [49, 61, 48], [51, 35, 52], [55, 57], [58, 62], [63, 68], [66, 65, 64], [75, 70, 69, 67, 73, 71, 72], [74, 77, 76, 78], [79, 86, 81, 82], [80, 83, 85, 84, 87, 88]]
153: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22, 11, 8, 14, 15, 28, 13, 23, 16, 21, 17], [27], [18, 19, 20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 39, 34, 47, 35, 45, 36, 41, 44, 40, 43, 46, 52, 63, 49, 53, 56, 48, 57, 60, 55, 51, 58, 61, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74], [77, 76, 78, 79, 86, 81, 82, 80], [83, 85, 84, 87, 88]]
154: [[37, 7], [3, 5], [4, 10], [9, 1], [6, 2], [12, 22, 11], [8, 14], [15, 28, 13], [23, 16], [21, 17, 27, 18], [19, 20], [50, 26, 25], [59, 24, 31], [29, 54], [30, 33], [32, 42, 38], [35, 34, 43], [45, 47], [40, 36, 44], [39, 56, 41, 46], [53, 49, 48], [57, 51, 52], [55, 58, 61], [62, 60], [63, 68, 66, 65, 64, 75, 70, 69, 67, 73], [71, 72], [74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
155: [[37, 7, 3, 5, 4], [10, 9, 1, 6], [2, 12, 22], [11, 8, 14], [15, 28, 13], [23, 16, 21, 17, 27, 18], [19, 20], [50, 26, 25, 59], [24, 31, 29, 54, 30, 33, 32, 42], [38, 36, 34, 43, 45, 39, 40, 46, 41, 51, 62, 44, 61, 48], [47, 49, 53, 52, 35, 56, 55, 57, 60, 63, 58, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
156: [[37, 7], [3, 5, 4], [10, 9, 1], [6, 2], [12, 22], [11, 8, 14], [15, 28], [13, 23], [16, 21], [17, 27, 18], [19, 20, 50], [26, 25], [59, 24, 31], [29, 54, 30], [33, 32, 42], [34, 35], [36, 47], [38, 39, 40], [41, 46, 44], [48, 45, 43], [55, 51, 57], [52, 58], [63, 53], [60, 56, 49], [62, 61, 68], [66, 65], [64, 75], [70, 69, 67], [73, 71, 72], [74, 77], [76, 78], [79, 86, 81], [82, 80, 83], [85, 84], [87, 88]]
157: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13], [23, 16, 21], [17, 27], [18, 19, 20], [50, 26], [25, 59, 24], [31, 29, 54, 30], [33, 32, 42], [38, 35, 34], [45, 39], [44, 36], [40, 41], [43, 61, 46], [47, 49, 55, 48], [51, 58], [63, 52, 53], [62, 60, 57], [56, 68, 66], [65, 64, 75], [70, 69, 67], [73, 71, 72], [74, 77, 76], [78, 79], [86, 81, 82], [80, 83, 85], [84, 87, 88]]
158: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22, 11, 8, 14, 15, 28, 13, 23, 16, 21, 17, 27, 18, 19, 20, 50, 26, 25], [59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 39, 34, 35, 45, 36, 46, 40, 43, 41, 44, 47, 48, 49, 52, 55, 51, 56, 58, 57, 53, 62, 60], [63, 61, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
159: [[37, 7], [3, 5, 4], [10, 9, 1], [6, 2, 12], [22, 11], [8, 14], [15, 28, 13], [23, 16], [21, 17], [27, 18, 19], [20, 50, 26], [25, 59, 24], [31, 29, 54], [30, 33], [32, 42], [38, 35], [34, 36], [44, 43, 39], [40, 45], [47, 46, 41], [55, 51, 56], [49, 48, 53], [61, 52, 63], [57, 60, 62], [58, 68, 66], [65, 64], [75, 70, 69], [67, 73, 71], [72, 74, 77], [76, 78, 79], [86, 81, 82], [80, 83], [85, 84, 87], [88]]
160: [[37, 7], [3, 5, 4, 10, 9, 1, 6, 2, 12, 22, 11, 8, 14, 15, 28, 13, 23, 16, 21], [17, 27, 18, 19, 20, 50, 26, 25, 59, 24], [31, 29, 54, 30, 33, 32, 42, 38, 39, 34, 35, 47, 44, 36, 40, 41, 45, 43, 46, 55, 53, 56, 48, 52, 51, 57, 58, 62, 61, 49, 60, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
161: [[37, 7], [3, 5], [4, 10], [9, 1], [6, 2], [12, 22, 11], [8, 14, 15], [28, 13, 23], [16, 21, 17], [27, 18, 19], [20, 50, 26], [25, 59], [24, 31], [29, 54, 30, 33], [32, 42, 34], [35, 39], [43, 45, 36], [38, 44], [40, 46, 60], [62, 41, 49], [47, 51, 52], [53, 55, 48], [57, 56, 58], [61, 63], [68, 66, 65], [64, 75, 70], [69, 67, 73], [71, 72, 74], [77, 76, 78], [79, 86, 81], [82, 80], [83, 85, 84], [87, 88]]
162: [[37, 7], [3, 5], [4, 10], [9, 1, 6], [2, 12], [22, 11], [8, 14, 15], [28, 13], [23, 16], [21, 17, 27], [18, 19, 20], [50, 26], [25, 59, 24], [31, 29], [54, 30, 33], [32, 42, 38], [35, 34], [46, 40, 39], [36, 45, 47], [41, 43, 56], [58, 49, 44], [52, 48, 53], [51, 57, 55], [60, 61], [63, 62], [68, 66, 65], [64, 75], [70, 69, 67], [73, 71], [72, 74], [77, 76, 78], [79, 86], [81, 82, 80], [83, 85, 84], [87, 88]]
163: [[37, 7], [3, 5, 4], [10, 9, 1], [6, 2, 12], [22, 11], [8, 14], [15, 28], [13, 23], [16, 21, 17], [27, 18, 19], [20, 50], [26, 25], [59, 24, 31], [29, 54, 30], [33, 32], [42, 38, 35], [34, 40, 36], [43, 44, 39], [46, 45, 41], [47, 53, 49], [60, 51], [48, 58, 63], [52, 55], [56, 57, 61], [62, 68, 66], [65, 64, 75], [70, 69, 67, 73], [71, 72, 74], [77], [76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
164: [[37, 7], [3, 5], [4, 10, 9], [1, 6, 2], [12, 22, 11, 8], [14, 15, 28, 13, 23, 16, 21, 17, 27, 18, 19, 20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 39, 34, 35, 40, 45, 41, 36, 56, 43, 60, 44, 46, 63, 47, 48, 52, 51, 49, 53, 55, 57, 58, 61, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
165: [[37, 7, 3], [5, 4], [10, 9, 1], [6, 2], [12, 22, 11], [8, 14], [15, 28, 13], [23, 16, 21], [17, 27, 18], [19, 20, 50], [26, 25, 59], [24, 31, 29], [54, 30], [33, 32], [42, 38, 39], [34, 36], [35, 41, 44], [45, 40, 43], [63, 46, 51], [49, 53], [52, 55, 47], [48, 57], [56, 58, 60], [61, 62, 68], [66, 65], [64, 75], [70, 69, 67], [73, 71, 72], [74, 77, 76], [78, 79, 86], [81, 82, 80, 83], [85, 84, 87, 88]]
166: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22], [11, 8, 14], [15, 28, 13], [23, 16], [21, 17], [27, 18, 19], [20, 50, 26], [25, 59, 24], [31, 29, 54, 30], [33, 32, 42], [38, 35, 34], [46, 41], [36, 45], [44, 47], [39, 40, 48, 52], [43, 56], [49, 57, 53], [55, 58, 60, 61], [51, 63, 62, 68], [66, 65, 64], [75, 70, 69, 67], [73, 71, 72], [74, 77], [76, 78, 79, 86], [81, 82, 80, 83], [85, 84, 87, 88]]
167: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12], [22, 11, 8], [14, 15], [28, 13], [23, 16, 21], [17, 27], [18, 19], [20, 50], [26, 25, 59], [24, 31], [29, 54, 30], [33, 32], [42, 38, 39, 34], [35, 36, 44], [40, 41, 43], [45, 60, 47], [46, 48], [57, 51, 49], [53, 52], [55, 63], [56, 61, 58], [62, 68], [66, 65, 64, 75, 70, 69, 67], [73, 71], [72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
168: [[37, 7], [3, 5, 4], [10], [9, 1, 6, 2, 12, 22, 11, 8, 14, 15, 28, 13, 23, 16, 21, 17, 27, 18, 19, 20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 34, 39, 38, 35, 43, 36, 40, 45, 44, 46, 56, 60, 41, 53, 51, 63, 61, 47, 55, 48, 49, 57, 58, 52, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
169: [[37, 7], [3, 5], [4, 10], [9, 1, 6], [2, 12], [22, 11, 8, 14, 15, 28, 13, 23, 16, 21, 17, 27, 18, 19], [20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 39, 34, 35, 36, 40, 43, 41, 44, 45, 56, 46, 47, 53, 48, 49, 55, 57, 52, 51, 58, 62, 60, 63, 61, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
170: [[37, 7], [3, 5], [4, 10], [9, 1, 6], [2, 12, 22], [11, 8, 14], [15, 28], [13, 23, 16], [21, 17, 27], [18, 19], [20, 50, 26], [25, 59], [24, 31], [29, 54, 30], [33, 32, 42], [38, 35], [34, 36], [45, 44], [48, 39], [41, 47, 46], [40, 43, 49], [51, 53, 55], [52, 60, 56], [61, 63, 58], [57, 62], [68, 66, 65], [64, 75], [70, 69], [67, 73, 71], [72, 74], [77, 76], [78, 79, 86], [81, 82, 80, 83], [85, 84, 87, 88]]
171: [[37, 7], [3, 5], [4, 10], [9, 1], [6, 2, 12], [22, 11], [8, 14], [15, 28, 13, 23], [16, 21, 17], [27, 18, 19], [20, 50], [26, 25, 59], [24, 31, 29], [54, 30, 33, 32], [42, 34], [35, 38, 44], [47, 41], [43, 45, 36], [40, 39], [61, 56], [46, 49, 55], [52, 48, 53, 51], [57, 58, 60], [62, 63, 68, 66], [65, 64, 75, 70], [69, 67], [73, 71, 72, 74], [77, 76, 78, 79], [86, 81, 82, 80], [83, 85, 84, 87], [88]]
172: [[37, 7, 3], [5, 4, 10, 9, 1, 6, 2, 12, 22, 11, 8, 14, 15, 28, 13, 23, 16, 21, 17, 27, 18, 19, 20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 34, 39, 35, 36, 40, 44, 43, 41, 47, 46, 53, 45, 48, 63, 49, 57, 51, 52], [60, 55, 58, 56, 62, 61, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
173: [[37, 7, 3, 5, 4, 10, 9, 1, 6], [2, 12, 22, 11, 8, 14, 15, 28, 13, 23, 16, 21, 17, 27, 18, 19, 20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 35, 36, 43, 40, 34, 45, 39], [46, 41, 60, 44, 47, 51, 48, 49, 52, 53, 57, 61, 55, 63, 58, 56, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
174: [[37, 7], [3, 5], [4, 10], [9, 1], [6, 2, 12], [22, 11, 8], [14, 15, 28], [13, 23], [16, 21, 17], [27, 18, 19], [20, 50], [26, 25, 59], [24, 31], [29, 54, 30], [33, 32, 42], [38, 39], [34, 41], [44, 45, 35], [36, 40], [61, 56], [47, 43], [46, 63, 55], [52, 51], [48, 49], [62, 53, 57], [58, 60, 68], [66, 65, 64], [75, 70, 69], [67, 73, 71], [72, 74, 77], [76, 78, 79], [86, 81, 82], [80, 83, 85], [84, 87, 88]]
175: [[37, 7, 3], [5, 4, 10], [9, 1], [6, 2], [12, 22, 11], [8, 14], [15, 28], [13, 23], [16, 21], [17, 27], [18, 19], [20, 50, 26], [25, 59], [24, 31], [29, 54, 30, 33], [32, 42], [34, 35], [38, 36, 43, 39], [44, 40, 45, 46], [63, 41], [47, 53, 49], [51, 52, 48], [58, 56, 55], [62, 60, 57], [61, 68, 66, 65, 64, 75, 70, 69], [67, 73, 71, 72, 74, 77, 76, 78, 79], [86, 81, 82, 80, 83, 85, 84, 87, 88]]
