0: [[22, 6, 2, 1, 11, 9], [3, 4, 17, 74, 5], [41, 75, 20, 14, 15], [13, 28, 25, 7, 55], [21, 29, 19, 54, 16, 69], [26, 24, 23, 27, 50], [31, 30, 36, 52, 37, 38], [44, 33, 39, 10, 34], [46, 35, 60, 32, 53, 45], [40, 42, 64, 43, 47, 49], [63, 57, 61, 48, 18], [51, 59, 56, 58, 65], [66, 71, 67, 68, 77], [78, 70, 62, 73, 12, 72], [76, 8, 79, 81, 80, 83], [86, 87, 84, 85, 82, 88]]
153: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
154: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
155: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
156: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
157: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
158: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
159: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
160: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
161: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
162: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
163: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
164: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
165: [[22, 6, 2, 1, 13, 5], [3, 4, 10, 66, 9], [43, 11, 28, 12, 14], [15, 24, 29, 7, 23], [20, 25, 19, 50, 18, 85], [27, 16, 17, 21, 58], [26, 31, 30, 39, 33, 35], [36, 41, 32, 62, 37], [46, 34, 61, 38, 57, 42], [40, 44, 45, 47, 52, 49], [55, 48, 53, 54, 59], [51, 60, 56, 63, 64], [65, 71, 67, 72, 78], [76, 70, 88, 73, 68, 69], [74, 8, 79, 81, 84, 82], [75, 77, 80, 83, 86, 87]]
166: [[22, 6, 2, 1, 11, 3, 5, 4, 7, 74, 14, 43, 9, 20, 13, 10, 12, 29, 18, 15, 55, 16], [21, 19, 50, 23, 69, 17, 26, 24, 27, 51, 31, 25, 28, 39, 33, 36, 44, 30, 45, 34, 38, 42], [35, 53, 37, 61, 46, 40, 41, 32, 47, 57, 49, 63, 60, 48, 52, 54, 62, 58, 56, 59, 64, 66], [71, 67, 68, 78, 65, 70, 73, 75, 76, 72, 77, 8, 79, 81, 84, 83, 80, 85, 82, 87, 86, 88]]
167: [[22, 6, 2, 1, 9, 5], [3, 4, 11, 66, 12], [41, 10, 28, 14, 15], [13, 17, 25, 7, 55], [16, 21, 19, 50, 18, 20], [31, 27, 23, 24, 51], [26, 29, 36, 52, 32, 37], [38, 47, 45, 30, 33], [44, 35, 34, 39, 49, 46], [61, 42, 40, 43, 53, 54], [63, 48, 62, 56, 57], [59, 58, 60, 68, 64], [67, 69, 65, 72, 71], [76, 70, 75, 73, 78, 74], [77, 8, 79, 83, 80, 82], [81, 84, 85, 87, 86, 88]]
168: [[22, 6, 2, 1, 15, 9], [3, 4, 5, 66, 8], [43, 75, 28, 12, 13], [7, 10, 11, 14, 55], [16, 29, 19, 50, 18, 85], [17, 26, 23, 20, 51], [30, 31, 45, 54, 33, 34], [46, 39, 21, 48, 32], [44, 38, 59, 36, 57, 25], [60, 42, 27, 35, 37, 49], [40, 61, 52, 41, 24], [47, 58, 56, 53, 64], [62, 71, 67, 72, 76], [63, 70, 65, 73, 68, 74], [77, 69, 79, 81, 80, 83], [78, 86, 84, 87, 82, 88]]
169: [[22, 6, 2, 1, 13, 11, 3, 4, 5, 66, 7, 41, 72, 20, 12, 10, 8, 27, 9, 14, 55, 15], [17, 19, 50, 18, 16, 23, 24, 21, 30, 51, 31, 25, 28, 52, 37, 36, 32, 39, 29, 33, 35, 42], [34, 46, 38, 40, 44, 45, 58, 47, 43, 48, 49, 63, 53, 54, 56, 26, 57, 59, 60, 61, 64, 67], [69, 65, 62, 79, 68, 70, 71, 73, 75, 74, 76, 77, 78, 81, 80, 82, 83, 86, 85, 87, 84, 88]]
170: [[22, 6, 2, 1, 15, 5, 3, 4, 21, 74, 14, 43, 7, 20, 9, 8, 10, 11, 12, 13, 23, 17], [25, 19, 54, 16, 85, 18, 24, 27, 30, 58, 26, 28, 29, 39, 37, 34, 40, 33, 38, 31, 35, 42], [36, 63, 32, 45, 46, 41, 62, 69, 44, 47, 49, 51, 61, 53, 55, 48, 57, 59, 56, 50, 65, 66], [71, 67, 72, 76, 70, 52, 60, 75, 64, 68, 73, 77, 79, 81, 84, 83, 86, 87, 78, 80, 82, 88]]
171: [[22, 6, 2, 1, 11, 3, 5, 4, 21, 74, 7, 41, 9, 20, 14, 10, 13, 15, 8, 12, 55, 17], [18, 19, 54, 16, 23, 24, 26, 31, 30, 51, 25, 27, 61, 52, 36, 28, 42, 39, 47, 29, 34, 40], [38, 33, 32, 37, 45, 35, 58, 69, 43, 59, 49, 44, 48, 50, 53, 56, 57, 62, 60, 63, 65, 67], [64, 66, 68, 72, 70, 71, 46, 75, 76, 73, 77, 78, 79, 83, 80, 81, 82, 85, 84, 87, 86, 88]]
172: [[22, 6, 2, 1, 9, 7, 3, 4, 21, 74, 5, 41, 24, 20, 11, 10, 13, 26, 25, 8, 23, 14], [17, 19, 54, 16, 18, 28, 29, 33, 31, 58, 27, 30, 34, 37, 36, 38, 32, 40, 44, 15, 39, 42], [35, 45, 46, 47, 51, 52, 62, 55, 43, 59, 49, 56, 48, 63, 53, 50, 57, 61, 60, 64, 65, 67], [69, 66, 68, 71, 70, 73, 12, 75, 78, 72, 76, 77, 79, 83, 84, 82, 87, 80, 85, 81, 86, 88]]
173: [[22, 6, 2, 1, 9, 7, 3, 4, 5, 74, 11, 41, 73, 20, 13, 8, 15, 10, 25, 16, 23, 21], [29, 19, 50, 18, 69, 17, 24, 27, 26, 59, 30, 31, 28, 37, 32, 39, 42, 35, 45, 54, 33, 40], [34, 51, 36, 57, 43, 38, 46, 44, 47, 48, 49, 52, 60, 63, 55, 58, 53, 56, 61, 62, 65, 66], [64, 67, 76, 71, 68, 70, 72, 75, 14, 77, 78, 12, 79, 81, 84, 83, 80, 87, 86, 85, 82, 88]]
174: [[22, 6, 2, 1, 15, 9], [3, 4, 21, 66, 5], [43, 26, 28, 10, 7], [8, 29, 12, 14, 55], [16, 17, 19, 54, 11, 20], [25, 13, 18, 31, 50], [27, 30, 36, 23, 32, 24], [33, 45, 38, 35, 39], [46, 34, 44, 40, 37, 41], [60, 58, 42, 47, 53, 49], [63, 51, 52, 48, 57], [59, 61, 56, 62, 64], [67, 71, 68, 65, 76], [78, 70, 69, 73, 74, 72], [77, 75, 79, 83, 80, 82], [84, 81, 85, 87, 86, 88]]
175: [[22, 6, 2, 1, 11, 5], [3, 4, 21, 74, 7], [43, 27, 28, 8, 13], [15, 12, 9, 10, 23], [17, 29, 19, 54, 16, 69], [30, 14, 18, 20, 58], [26, 31, 45, 39, 32, 35], [46, 41, 47, 61, 36], [44, 24, 49, 25, 53, 33], [60, 34, 77, 37, 38, 40], [51, 56, 62, 42, 48], [57, 50, 52, 55, 65], [66, 71, 67, 76, 68], [78, 59, 63, 75, 64, 72], [70, 73, 79, 83, 84, 80], [82, 81, 87, 85, 86, 88]]
