0: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19], [24, 23, 16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47, 30], [31, 35], [32, 40, 36], [37, 50], [42, 38, 49], [60, 41, 54], [48, 46, 61], [34, 53, 51], [45, 56, 52, 55, 63, 57], [58, 64], [65, 68, 70], [77, 73, 66], [71, 75, 69, 72, 76], [74, 79, 86, 78, 80, 82], [87, 85, 81], [83, 84, 88]]
153: [[39, 59, 10], [9, 67, 3], [8, 6, 22], [1, 12], [2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27], [29, 25], [28, 62, 26, 43], [33, 44, 47], [30, 31, 35], [32, 40, 36], [37, 50, 42], [38, 49, 60], [41, 34, 45], [46, 53], [55, 48, 52], [51, 61], [54, 56, 63, 57], [58, 64, 65], [68, 70, 77], [73, 66, 71], [75, 69, 72], [76, 74, 79], [86, 78, 80, 82], [87, 85, 81], [83, 84, 88]]
154: [[39, 59, 10, 9, 67], [3, 8, 6, 22, 1, 12], [2, 4, 13], [7, 5, 11], [15, 14, 18, 21], [17, 20, 19, 24], [23, 16, 27], [29, 25], [28, 62, 26], [43, 33, 44, 47], [30, 31, 35], [32, 40, 36], [37, 50, 42], [38, 49, 60, 41], [34, 45, 46, 48, 55], [51, 54, 52, 56], [53, 58, 57, 61], [63, 64], [65, 68, 70], [77, 73, 66], [71, 75, 69, 72, 76, 74], [79, 86, 78, 80, 82, 87], [85, 81, 83, 84, 88]]
155: [[39, 59, 10, 9, 67], [3, 8, 6], [22, 1, 12, 2], [4, 13, 7, 5, 11, 15, 14, 18], [21, 17, 20, 19, 24, 23, 16, 27, 29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 45, 46, 61, 48, 53, 52, 55, 56, 51, 54, 63, 57, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
156: [[39, 59], [10, 9, 67], [3, 8, 6], [22, 1, 12], [2, 4], [13, 7, 5, 11], [15, 14, 18, 21], [17, 20], [19, 24, 23], [16, 27], [29, 25, 28, 62], [26, 43, 33], [44, 47], [30, 31, 35], [32, 40], [36, 37], [50, 42, 38, 49, 60, 41, 45, 46], [34, 56, 48, 51, 53, 55, 52, 54, 57], [63, 58, 61, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
157: [[39, 59, 10, 9], [67, 3], [8, 6, 22], [1, 12], [2, 4, 13, 7], [5, 11, 15], [14, 18, 21], [17, 20, 19], [24, 23], [16, 27, 29, 25], [28, 62, 26, 43], [33, 44, 47], [30, 31, 35, 32], [40, 36, 37, 50], [42, 38], [49, 60, 41, 54], [34, 46, 45], [48, 52], [51, 56, 63, 55], [53, 61, 57, 58], [64, 65, 68, 70], [77, 73, 66], [71, 75, 69, 72], [76, 74, 79, 86], [78, 80, 82], [87, 85, 81, 83], [84, 88]]
158: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12], [2, 4], [13, 7, 5], [11, 15, 14, 18], [21, 17, 20, 19, 24, 23, 16, 27, 29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 54, 46, 61, 45, 55, 48, 53, 57, 52, 51, 58, 56, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
159: [[39, 59, 10], [9, 67], [3, 8], [6, 22], [1, 12, 2], [4, 13, 7], [5, 11, 15], [14, 18, 21], [17, 20, 19], [24, 23], [16, 27, 29], [25, 28], [62, 26, 43], [33, 44, 47], [30, 31], [35, 32, 40], [36, 37, 50, 42], [38, 49, 60, 41], [34, 45, 46, 61], [53, 48, 51], [52, 57, 55], [54, 58, 56], [63, 64, 65, 68], [70, 77, 73, 66], [71, 75, 69], [72, 76, 74, 79], [86, 78, 80], [82, 87, 85, 81], [83, 84, 88]]
160: [[39, 59, 10, 9, 67], [3, 8, 6], [22, 1, 12, 2], [4, 13, 7, 5, 11, 15], [14, 18, 21, 17, 20, 19], [24, 23, 16, 27, 29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 46, 34, 45, 53, 61, 52, 48, 54, 57, 55, 51, 58, 63, 56, 64, 65, 68, 70, 77, 73, 66, 71, 75], [69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
161: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12], [2, 4, 13, 7, 5, 11], [15, 14, 18, 21, 17, 20], [19, 24, 23], [16, 27], [29, 25, 28, 62], [26, 43, 33, 44], [47, 30, 31, 35], [32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 45, 46, 51, 52, 48, 53], [58, 57, 54, 55, 61], [56, 63, 64, 65], [68, 70, 77], [73, 66, 71, 75, 69], [72, 76, 74], [79, 86, 78], [80, 82], [87, 85, 81, 83, 84, 88]]
162: [[39, 59, 10], [9, 67, 3], [8, 6, 22], [1, 12, 2], [4], [13, 7, 5], [11, 15], [14, 18, 21, 17], [20, 19, 24, 23], [16, 27], [29, 25, 28], [62, 26], [43, 33, 44], [47, 30, 31, 35, 32, 40, 36, 37, 50, 42], [38, 49, 60, 41, 34, 45, 46, 51, 53, 48, 55, 54, 52, 58, 63, 57, 61, 56, 64, 65, 68, 70, 77], [73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
163: [[39, 59, 10, 9, 67, 3], [8, 6, 22], [1, 12, 2, 4], [13, 7], [5, 11, 15], [14, 18, 21], [17, 20, 19], [24, 23], [16, 27, 29], [25, 28, 62, 26], [43, 33, 44], [47, 30, 31, 35], [32, 40, 36, 37], [50, 42, 38, 49, 60], [41, 46, 34, 45], [52, 55, 51], [54, 53], [48, 61, 57], [56, 58, 63], [64, 65, 68], [70, 77, 73], [66, 71, 75, 69], [72, 76, 74, 79, 86, 78], [80, 82, 87, 85, 81, 83, 84, 88]]
164: [[39, 59, 10, 9], [67, 3, 8], [6, 22, 1], [12, 2], [4, 13, 7, 5], [11, 15], [14, 18, 21, 17], [20, 19, 24], [23, 16, 27, 29], [25, 28, 62, 26, 43, 33], [44, 47, 30, 31, 35, 32], [40, 36, 37], [50, 42, 38], [49, 60, 41, 34], [45, 46, 51, 52, 53], [54, 48, 56], [55, 58, 57, 61, 63, 64, 65, 68, 70, 77, 73, 66, 71], [75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
165: [[39, 59, 10], [9, 67, 3], [8, 6, 22], [1, 12, 2], [4, 13, 7], [5, 11], [15, 14, 18], [21, 17, 20], [19, 24, 23, 16], [27, 29, 25], [28, 62], [26, 43, 33, 44], [47, 30, 31], [35, 32, 40, 36], [37, 50, 42], [38, 49, 60], [41, 34, 61, 46], [55, 45, 51, 54], [48, 57, 53, 52], [56, 58, 63, 64], [65, 68], [70, 77, 73], [66, 71, 75], [69, 72, 76], [74, 79], [86, 78, 80, 82], [87, 85, 81], [83, 84, 88]]
166: [[39, 59, 10, 9], [67, 3, 8], [6, 22, 1], [12, 2, 4, 13, 7, 5, 11, 15, 14, 18, 21, 17, 20, 19, 24, 23, 16, 27, 29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35], [32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 54, 34, 45, 46, 48, 53, 51], [52, 55, 61, 63, 57, 56, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
167: [[39, 59], [10, 9, 67, 3], [8, 6, 22, 1, 12, 2], [4, 13, 7, 5, 11, 15], [14, 18, 21, 17], [20, 19, 24, 23, 16, 27], [29, 25, 28, 62, 26, 43], [33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 61, 45, 55, 46, 48, 51, 52], [57, 53, 54, 63, 56, 58, 64, 65, 68, 70, 77, 73, 66], [71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
168: [[39, 59, 10, 9], [67, 3, 8, 6], [22, 1, 12, 2], [4, 13, 7, 5], [11, 15], [14, 18, 21], [17, 20, 19, 24], [23, 16, 27, 29], [25, 28, 62], [26, 43], [33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 54, 48, 45, 34, 51, 46, 53, 52, 56, 55, 57, 58, 63, 61, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
169: [[39, 59], [10, 9, 67], [3, 8, 6], [22, 1, 12], [2, 4, 13, 7, 5], [11, 15, 14, 18, 21], [17, 20, 19], [24, 23, 16], [27, 29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 45, 53, 46, 51, 54, 48, 34, 55, 52, 58, 56, 57, 63, 61, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
170: [[39, 59, 10], [9, 67], [3, 8, 6, 22], [1, 12, 2], [4, 13, 7], [5, 11, 15], [14, 18], [21, 17, 20], [19, 24], [23, 16, 27], [29, 25], [28, 62, 26, 43], [33, 44, 47], [30, 31, 35], [32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 45, 46, 34, 61, 48, 55, 51, 54, 57, 53, 52, 63, 56, 58], [64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
171: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12], [2, 4], [13, 7], [5, 11], [15, 14, 18, 21, 17, 20, 19, 24, 23, 16, 27, 29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32], [40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 46, 45, 55], [51, 48, 54, 56, 52, 61, 53, 63, 57, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
172: [[39, 59, 10], [9, 67, 3], [8, 6, 22], [1, 12, 2, 4], [13, 7, 5, 11], [15, 14, 18, 21], [17, 20, 19], [24, 23, 16], [27, 29, 25], [28, 62], [26, 43, 33, 44, 47], [30, 31, 35], [32, 40, 36], [37, 50, 42], [38, 49, 60, 41], [34, 45, 46], [61, 55, 51], [52, 48, 56, 54, 53], [63, 57, 58, 64], [65, 68, 70], [77, 73, 66], [71, 75, 69, 72], [76, 74, 79, 86, 78], [80, 82], [87, 85, 81], [83, 84, 88]]
173: [[39, 59, 10], [9, 67], [3, 8, 6, 22, 1, 12, 2, 4, 13, 7, 5, 11, 15, 14, 18, 21, 17, 20, 19, 24, 23, 16, 27, 29], [25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 45, 46, 52, 48, 51, 53, 61, 57, 55, 56, 54, 58, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
174: [[39, 59, 10, 9, 67, 3], [8, 6, 22], [1, 12], [2, 4, 13], [7, 5, 11], [15, 14, 18, 21], [17, 20, 19, 24, 23], [16, 27, 29, 25], [28, 62, 26, 43], [33, 44, 47], [30, 31, 35, 32], [40, 36, 37, 50], [42, 38, 49, 60, 41, 34], [53, 45, 46], [48, 51, 52], [54, 56, 57, 55, 63], [58, 61], [64, 65, 68], [70, 77], [73, 66, 71], [75, 69], [72, 76, 74, 79], [86, 78], [80, 82, 87], [85, 81], [83, 84, 88]]
175: [[39, 59], [10, 9, 67, 3], [8, 6, 22], [1, 12, 2, 4], [13, 7, 5, 11, 15], [14, 18, 21, 17, 20, 19], [24, 23, 16], [27, 29, 25], [28, 62, 26], [43, 33, 44], [47, 30, 31], [35, 32, 40], [36, 37, 50, 42], [38, 49, 60, 41], [34, 45, 46], [55, 61], [51, 53, 48], [56, 52, 54], [58, 57, 63], [64, 65, 68], [70, 77, 73, 66, 71], [75, 69, 72, 76, 74, 79, 86, 78], [80, 82, 87, 85, 81, 83, 84, 88]]
