0: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28], [30, 33], [36, 32], [39, 34], [43, 45], [35, 37], [42, 38], [41, 40, 46, 60, 44], [55, 47, 52, 51], [48, 61], [49, 53, 54, 56, 57], [62, 58], [63, 68, 67, 65, 76, 66], [64, 70], [71, 75], [74, 73, 72, 78, 77], [79, 80, 85, 81, 82], [83, 86], [84, 87, 88]]
153: [[22, 7], [13, 12, 1, 2, 4, 69, 3], [5, 6, 10, 9, 8, 14, 15], [11, 17, 18], [21, 16, 19, 50, 20, 31, 23], [24, 27, 59, 29, 26, 25, 28], [30, 33], [36, 32, 39, 34, 43], [45, 35], [37, 42], [38, 41], [40, 46, 60, 44, 55], [47, 52, 51], [48, 61, 49, 53, 54, 56, 57, 62, 58, 63], [68, 67, 65, 76, 66, 64, 70, 71, 75, 74], [73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
154: [[22, 7, 13, 12, 1, 2, 4], [69, 3], [5, 6], [10, 9], [8, 14, 15, 11, 17, 18, 21, 16, 19, 50], [20, 31, 23, 24, 27, 59, 29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42], [38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53], [54, 56], [57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
155: [[22, 7, 13, 12, 1, 2, 4], [69, 3], [5, 6], [10, 9, 8, 14, 15, 11], [17, 18], [21, 16], [19, 50, 20, 31, 23], [24, 27, 59, 29, 26], [25, 28, 30, 33, 36, 32, 39, 34], [43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61], [49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64], [70, 71], [75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
156: [[22, 7], [13, 12, 1, 2, 4], [69, 3], [5, 6, 10, 9, 8], [14, 15, 11, 17, 18], [21, 16, 19, 50, 20, 31, 23, 24], [27, 59], [29, 26, 25, 28, 30], [33, 36], [32, 39, 34, 43, 45], [35, 37, 42, 38, 41], [40, 46, 60, 44, 55], [47, 52, 51, 48], [61, 49], [53, 54], [56, 57], [62, 58, 63, 68, 67, 65], [76, 66], [64, 70], [71, 75, 74, 73, 72], [78, 77, 79, 80, 85], [81, 82, 83, 86, 84, 87, 88]]
157: [[22, 7, 13], [12, 1, 2, 4, 69, 3], [5, 6], [10, 9], [8, 14, 15, 11, 17], [18, 21, 16, 19, 50], [20, 31, 23, 24, 27, 59, 29, 26], [25, 28, 30], [33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
158: [[22, 7], [13, 12], [1, 2], [4, 69, 3, 5, 6], [10, 9, 8], [14, 15], [11, 17, 18, 21, 16, 19], [50, 20, 31, 23, 24], [27, 59, 29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41], [40, 46, 60, 44, 55, 47, 52, 51], [48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65], [76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
159: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18], [21, 16], [19, 50, 20, 31, 23], [24, 27], [59, 29], [26, 25], [28, 30], [33, 36], [32, 39], [34, 43], [45, 35], [37, 42], [38, 41, 40], [46, 60], [44, 55], [47, 52], [51, 48], [61, 49], [53, 54, 56, 57], [62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
160: [[22, 7, 13, 12, 1], [2, 4], [69, 3], [5, 6], [10, 9], [8, 14], [15, 11], [17, 18], [21, 16], [19, 50, 20, 31, 23], [24, 27, 59, 29], [26, 25], [28, 30, 33, 36, 32], [39, 34, 43, 45, 35, 37], [42, 38], [41, 40, 46], [60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
161: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15, 11, 17, 18, 21, 16, 19, 50, 20, 31, 23, 24], [27, 59, 29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58], [63], [68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
162: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9], [8, 14, 15, 11, 17, 18, 21, 16, 19, 50, 20, 31, 23, 24, 27], [59, 29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
163: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8, 14, 15, 11, 17, 18, 21], [16], [19, 50, 20, 31, 23, 24, 27], [59, 29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48], [61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
164: [[22, 7, 13, 12, 1, 2, 4, 69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16, 19, 50, 20, 31, 23, 24, 27, 59, 29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
165: [[22, 7, 13, 12, 1, 2, 4], [69, 3], [5, 6, 10, 9, 8, 14, 15, 11, 17, 18, 21, 16, 19, 50, 20, 31], [23, 24, 27, 59, 29, 26, 25, 28, 30, 33, 36, 32, 39], [34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74], [73], [72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
166: [[22, 7, 13, 12, 1, 2, 4], [69, 3], [5, 6, 10, 9, 8], [14, 15, 11], [17, 18], [21, 16, 19, 50, 20, 31, 23], [24, 27], [59, 29], [26, 25, 28, 30, 33, 36, 32], [39, 34, 43, 45, 35], [37, 42], [38, 41], [40, 46, 60, 44, 55], [47, 52, 51, 48], [61, 49, 53, 54, 56, 57, 62], [58, 63, 68, 67, 65, 76, 66], [64, 70], [71, 75, 74, 73, 72], [78, 77], [79, 80], [85, 81], [82, 83, 86], [84, 87, 88]]
167: [[22, 7, 13, 12, 1, 2, 4, 69], [3, 5, 6, 10, 9, 8, 14], [15, 11], [17, 18, 21, 16, 19], [50, 20], [31, 23], [24, 27], [59, 29, 26], [25, 28, 30], [33, 36, 32], [39, 34], [43, 45, 35, 37, 42, 38, 41, 40, 46], [60, 44], [55, 47, 52], [51, 48], [61, 49, 53], [54, 56], [57, 62, 58, 63, 68], [67, 65, 76, 66, 64], [70, 71], [75, 74], [73, 72], [78, 77], [79, 80], [85, 81, 82, 83, 86, 84, 87, 88]]
168: [[22, 7, 13, 12, 1], [2, 4, 69, 3], [5, 6], [10, 9, 8, 14, 15, 11, 17, 18, 21, 16, 19, 50, 20, 31, 23, 24, 27, 59, 29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
169: [[22, 7], [13, 12, 1, 2, 4], [69, 3], [5, 6, 10, 9, 8, 14], [15, 11, 17, 18, 21, 16, 19], [50, 20], [31, 23, 24, 27], [59, 29], [26, 25], [28, 30, 33, 36, 32, 39, 34, 43, 45, 35], [37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
170: [[22, 7, 13, 12], [1, 2], [4, 69, 3, 5, 6, 10, 9], [8, 14], [15, 11, 17, 18, 21], [16, 19], [50, 20], [31, 23], [24, 27], [59, 29, 26, 25], [28, 30], [33, 36], [32, 39], [34, 43], [45, 35], [37, 42], [38, 41, 40, 46, 60], [44, 55, 47, 52], [51, 48], [61, 49, 53, 54, 56], [57, 62], [58, 63, 68, 67, 65, 76], [66, 64], [70, 71], [75, 74, 73, 72, 78, 77], [79, 80, 85, 81, 82], [83, 86], [84, 87, 88]]
171: [[22, 7, 13, 12], [1, 2, 4, 69, 3, 5, 6, 10, 9, 8, 14, 15, 11, 17], [18, 21, 16, 19, 50, 20, 31, 23, 24, 27, 59, 29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
172: [[22, 7, 13], [12, 1, 2, 4, 69], [3, 5], [6, 10], [9, 8, 14, 15, 11, 17, 18], [21, 16], [19, 50, 20, 31, 23], [24, 27], [59, 29], [26, 25], [28, 30], [33, 36], [32, 39, 34, 43, 45, 35], [37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58], [63, 68, 67, 65, 76, 66, 64], [70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
173: [[22, 7], [13, 12, 1, 2, 4], [69, 3], [5, 6, 10, 9], [8, 14], [15, 11], [17, 18], [21, 16], [19, 50, 20, 31, 23], [24, 27, 59], [29, 26, 25, 28, 30], [33, 36, 32, 39, 34], [43, 45, 35], [37, 42], [38, 41], [40, 46, 60, 44, 55], [47, 52], [51, 48], [61, 49, 53, 54, 56], [57, 62, 58, 63, 68], [67, 65], [76, 66, 64, 70, 71], [75, 74], [73, 72, 78], [77, 79], [80, 85], [81, 82], [83, 86], [84, 87, 88]]
174: [[22, 7], [13, 12], [1, 2, 4], [69, 3], [5, 6], [10, 9], [8, 14], [15, 11], [17, 18, 21, 16, 19], [50, 20], [31, 23], [24, 27], [59, 29], [26, 25], [28, 30, 33], [36, 32, 39], [34, 43, 45, 35], [37, 42], [38, 41], [40, 46], [60, 44, 55, 47, 52], [51, 48, 61, 49, 53], [54, 56], [57, 62, 58], [63, 68, 67], [65, 76], [66, 64, 70, 71, 75], [74, 73], [72, 78], [77, 79, 80], [85, 81, 82, 83, 86], [84, 87, 88]]
175: [[22, 7, 13], [12, 1], [2, 4, 69, 3, 5], [6, 10], [9, 8, 14, 15], [11, 17, 18, 21, 16, 19, 50], [20, 31], [23, 24, 27, 59, 29], [26, 25, 28, 30], [33, 36], [32, 39], [34, 43], [45, 35], [37, 42], [38, 41], [40, 46, 60, 44, 55], [47, 52, 51, 48], [61, 49], [53, 54, 56, 57, 62], [58, 63], [68, 67, 65, 76, 66, 64], [70, 71], [75, 74], [73, 72, 78, 77, 79, 80], [85, 81, 82], [83, 86], [84, 87, 88]]
