0: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 39], [36, 47, 40, 45], [43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54], [55, 56, 63], [58, 62, 72], [67, 70, 66], [64, 69], [77], [73, 68, 65, 75], [71, 76, 78], [74], [79, 80, 86, 85, 81, 83, 82], [84, 87, 88]]
153: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12], [4, 5, 6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19, 59], [21, 17, 18, 20], [27, 25, 26, 28], [32, 51, 35, 38], [33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58], [62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
154: [[30, 31, 11], [7, 22, 1], [37, 2, 3, 12, 4], [5, 6, 8, 9], [10, 15, 29, 14, 13], [24, 23, 16], [19, 59], [21], [17, 18, 20], [27, 25, 26], [28, 32, 51], [35, 38, 33, 42], [34, 44, 36], [39, 47, 40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52], [49, 54, 55, 56], [63, 58, 62], [72, 67, 70], [66, 64, 69], [77, 73, 68], [65, 75, 71], [76, 78], [74], [79, 80, 86], [85, 81, 83, 82], [84, 87, 88]]
155: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29], [14, 13, 24, 23], [16, 19, 59, 21, 17, 18, 20, 27, 25, 26, 28, 32, 51, 35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
156: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8], [9, 10, 15, 29, 14], [13, 24, 23], [16, 19, 59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51], [35, 38, 33], [42, 34, 44, 36], [39, 47, 40, 45], [43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81], [83, 82, 84, 87, 88]]
157: [[30, 31, 11], [7, 22, 1], [37, 2, 3, 12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16], [19, 59], [21, 17, 18, 20], [27, 25, 26, 28, 32, 51, 35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
158: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24, 23], [16, 19, 59, 21], [17, 18, 20, 27], [25, 26, 28, 32], [51, 35, 38, 33], [42, 34, 44], [36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
159: [[30, 31, 11, 7], [22, 1, 37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15], [29, 14, 13, 24], [23, 16, 19, 59], [21, 17, 18, 20], [27, 25, 26], [28, 32, 51], [35, 38, 33], [42, 34], [44, 36, 39], [47, 40, 45], [43, 60, 41], [46, 50, 57, 61], [48, 53, 52], [49, 54, 55, 56], [63, 58, 62], [72, 67, 70], [66, 64, 69], [77, 73, 68, 65], [75, 71, 76, 78], [74, 79, 80, 86], [85, 81, 83, 82], [84, 87, 88]]
160: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4], [5], [6, 8, 9, 10], [15, 29, 14], [13], [24, 23, 16, 19, 59, 21, 17], [18, 20, 27], [25, 26, 28, 32, 51, 35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48], [53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
161: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51], [35, 38, 33], [42, 34, 44], [36, 39, 47], [40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52], [49, 54, 55], [56, 63, 58], [62, 72, 67], [70, 66, 64], [69, 77, 73, 68], [65, 75], [71, 76, 78, 74], [79, 80, 86, 85], [81, 83, 82], [84, 87, 88]]
162: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27, 25], [26, 28, 32], [51, 35, 38], [33, 42], [34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56], [63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
163: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16], [19, 59, 21], [17, 18], [20, 27, 25], [26, 28, 32, 51], [35, 38, 33], [42, 34, 44], [36, 39, 47], [40, 45], [43, 60, 41, 46], [50, 57, 61, 48], [53, 52, 49, 54], [55, 56, 63], [58, 62, 72, 67], [70, 66, 64, 69], [77, 73, 68, 65], [75, 71, 76, 78], [74, 79, 80], [86, 85, 81, 83], [82, 84, 87], [88]]
164: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35, 38, 33], [42, 34, 44], [36, 39, 47, 40], [45, 43, 60], [41, 46, 50], [57, 61, 48], [53, 52, 49], [54, 55, 56], [63, 58], [62, 72, 67, 70], [66, 64, 69], [77, 73, 68], [65, 75], [71, 76, 78], [74, 79, 80], [86, 85, 81], [83, 82, 84], [87, 88]]
165: [[30, 31, 11, 7, 22], [1, 37, 2], [3, 12, 4, 5, 6], [8, 9, 10], [15, 29], [14], [13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25, 26], [28, 32, 51], [35, 38, 33], [42, 34, 44], [36, 39, 47], [40, 45, 43], [60, 41], [46], [50, 57, 61], [48, 53, 52], [49, 54, 55], [56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75], [71, 76, 78], [74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
166: [[30, 31, 11], [7, 22, 1], [37, 2], [3, 12], [4, 5, 6], [8, 9, 10, 15], [29, 14, 13, 24], [23, 16, 19, 59], [21, 17, 18, 20], [27, 25, 26, 28, 32, 51], [35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
167: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12], [4, 5, 6], [8, 9, 10], [15, 29], [14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20], [27, 25, 26], [28, 32, 51], [35, 38, 33], [42, 34, 44], [36, 39, 47], [40, 45, 43], [60, 41, 46, 50], [57, 61], [48, 53, 52], [49, 54, 55, 56], [63, 58, 62], [72, 67, 70, 66], [64, 69, 77], [73, 68, 65, 75], [71, 76, 78, 74], [79, 80, 86, 85], [81, 83, 82, 84], [87, 88]]
168: [[30, 31, 11, 7, 22, 1, 37, 2, 3, 12, 4, 5, 6, 8], [9, 10, 15, 29, 14, 13, 24, 23, 16], [19, 59, 21, 17, 18, 20, 27, 25, 26, 28, 32, 51, 35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
169: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12, 4, 5, 6, 8, 9, 10, 15, 29, 14, 13, 24, 23, 16, 19, 59, 21, 17, 18, 20, 27, 25, 26, 28, 32, 51, 35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
170: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5, 6, 8, 9, 10, 15, 29, 14, 13, 24, 23], [16, 19, 59, 21, 17, 18, 20, 27, 25, 26, 28, 32, 51], [35, 38, 33], [42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
171: [[30, 31, 11, 7], [22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10, 15, 29, 14, 13, 24, 23, 16, 19, 59, 21, 17, 18], [20, 27, 25, 26, 28, 32, 51, 35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66], [64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
172: [[30, 31, 11], [7, 22], [1, 37, 2, 3, 12], [4, 5, 6], [8, 9, 10, 15, 29, 14, 13, 24, 23, 16, 19, 59, 21, 17, 18, 20, 27, 25, 26, 28, 32, 51, 35], [38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
173: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20], [27, 25, 26], [28, 32, 51], [35, 38, 33], [42, 34, 44], [36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
174: [[30, 31, 11], [7, 22], [1, 37, 2, 3], [12, 4], [5, 6, 8, 9, 10], [15, 29, 14, 13, 24, 23, 16, 19, 59, 21, 17, 18, 20, 27, 25, 26, 28, 32, 51, 35, 38], [33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
175: [[30, 31, 11], [7, 22, 1], [37, 2], [3, 12], [4, 5], [6, 8, 9], [10, 15, 29, 14, 13, 24], [23, 16, 19, 59, 21, 17, 18, 20, 27, 25, 26, 28, 32, 51, 35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
