0: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51, 35], [32, 44], [34, 39], [36, 41, 42], [40, 47], [43, 53, 59, 60], [61, 48], [56, 45], [46, 49, 52, 55, 58, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
153: [[7, 11], [37, 38, 5], [2, 3], [1, 12], [4, 22, 6, 8], [9, 10, 15, 14], [13, 23, 24, 16], [17, 21], [19, 50, 18, 20], [26, 27, 31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 57, 52, 55, 49, 56], [58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
154: [[7, 11, 37], [38, 5, 2], [3, 1, 12], [4, 22, 6], [8, 9], [10, 15], [14, 13, 23], [24, 16], [17, 21], [19, 50], [18, 20], [26, 27, 31], [28, 25], [29, 54], [62, 30], [33, 51], [35, 32, 44], [34, 39, 36], [41, 42], [40, 47, 43], [53, 59], [60, 61], [48, 45], [46, 57, 52], [55, 49], [56, 58], [63, 68], [69, 65, 70, 66], [79, 64], [67, 71], [74, 73, 76, 75], [72, 77], [78, 84, 81], [86, 82, 83], [80, 85, 87, 88]]
155: [[7, 11, 37, 38, 5], [2, 3], [1, 12], [4, 22], [6, 8, 9], [10, 15, 14], [13, 23, 24], [16, 17], [21, 19, 50], [18, 20, 26, 27], [31, 28], [25, 29], [54, 62], [30, 33, 51], [35, 32, 44], [34, 39, 36], [41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52], [55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71], [74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
156: [[7, 11, 37], [38, 5], [2, 3, 1], [12, 4], [22, 6], [8, 9], [10, 15, 14], [13, 23], [24, 16], [17, 21, 19, 50, 18, 20], [26, 27, 31, 28], [25, 29], [54, 62, 30], [33, 51, 35], [32, 44, 34], [39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46], [49, 52, 55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73], [76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
157: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14, 13], [23, 24], [16, 17], [21, 19], [50, 18, 20, 26, 27, 31], [28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
158: [[7, 11, 37, 38], [5, 2], [3, 1, 12, 4], [22, 6], [8, 9], [10, 15, 14, 13], [23, 24, 16, 17], [21, 19], [50, 18], [20], [26, 27], [31, 28, 25, 29], [54, 62], [30, 33, 51], [35, 32, 44, 34, 39, 36], [41, 42, 40, 47], [43, 53, 59, 60, 61, 48], [45, 46, 49], [52, 55, 57, 56], [58, 63, 68, 69], [65, 70], [66, 79, 64, 67], [71, 74, 73], [76, 75, 72], [77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
159: [[7, 11], [37, 38, 5, 2], [3, 1, 12], [4, 22, 6], [8, 9, 10, 15], [14, 13], [23, 24], [16], [17, 21], [19, 50, 18], [20, 26, 27], [31, 28, 25], [29, 54, 62, 30], [33, 51, 35], [32, 44, 34, 39], [36, 41, 42, 40], [47, 43, 53], [59, 60, 61], [48, 45, 46], [57, 52, 55, 49], [58, 56], [63, 68, 69, 65], [70, 66], [79, 64, 67, 71], [74, 73, 76], [75, 72, 77, 78], [84, 81, 86, 82], [83, 80, 85], [87, 88]]
160: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14, 13, 23, 24, 16, 17, 21, 19, 50, 18, 20, 26, 27], [31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 57, 52, 55, 49, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
161: [[7, 11], [37, 38, 5], [2, 3], [1, 12, 4], [22, 6, 8], [9, 10], [15, 14, 13], [23, 24, 16], [17, 21], [19, 50, 18], [20, 26], [27, 31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39], [36, 41, 42, 40, 47, 43, 53, 59], [60, 61], [48, 45], [46, 49, 52, 55, 56], [57, 58], [63, 68, 69, 65], [70, 66, 79], [64, 67, 71], [74, 73, 76, 75], [72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
162: [[7, 11, 37, 38], [5, 2, 3, 1], [12, 4], [22, 6, 8, 9], [10, 15, 14, 13, 23], [24, 16, 17, 21], [19, 50], [18, 20, 26, 27], [31, 28], [25, 29], [54, 62, 30], [33, 51, 35, 32], [44, 34], [39, 36, 41], [42, 40, 47], [43, 53, 59, 60, 61], [48, 45, 46], [49, 52, 55, 57, 58], [56, 63, 68, 69], [65, 70], [66, 79, 64], [67, 71, 74], [73, 76, 75, 72], [77, 78], [84, 81], [86, 82, 83], [80, 85, 87, 88]]
163: [[7, 11, 37, 38], [5, 2, 3], [1, 12, 4], [22, 6], [8, 9], [10, 15, 14, 13], [23, 24], [16, 17], [21, 19, 50, 18, 20, 26, 27], [31, 28, 25, 29, 54, 62, 30, 33], [51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 57, 52, 55, 49, 58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
164: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22, 6], [8, 9, 10, 15, 14, 13], [23, 24, 16, 17, 21], [19, 50, 18, 20, 26, 27, 31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53], [59, 60], [61, 48, 45, 46, 49, 52, 55, 56, 58, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
165: [[7, 11, 37, 38, 5], [2, 3, 1], [12, 4, 22, 6], [8, 9, 10, 15, 14, 13, 23, 24, 16, 17, 21, 19, 50, 18, 20, 26, 27, 31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
166: [[7, 11], [37, 38], [5, 2], [3, 1, 12], [4, 22, 6], [8, 9], [10, 15], [14, 13, 23, 24], [16, 17], [21, 19, 50], [18, 20, 26, 27], [31, 28, 25], [29, 54, 62, 30], [33, 51, 35], [32, 44, 34, 39], [36, 41, 42], [40, 47], [43, 53, 59], [60, 61], [48, 45, 46, 49], [52, 55], [57, 56], [58, 63, 68, 69], [65, 70, 66, 79], [64, 67], [71, 74], [73, 76], [75, 72, 77], [78, 84, 81, 86], [82, 83, 80, 85], [87, 88]]
167: [[7, 11, 37, 38, 5], [2, 3, 1], [12, 4, 22, 6, 8], [9, 10, 15, 14, 13, 23, 24, 16, 17, 21, 19, 50, 18, 20, 26, 27, 31, 28, 25, 29, 54], [62, 30], [33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46], [49, 52, 55, 57, 58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
168: [[7, 11, 37, 38], [5, 2], [3, 1, 12, 4], [22, 6], [8, 9], [10, 15], [14, 13, 23], [24, 16, 17], [21, 19], [50, 18, 20, 26], [27, 31, 28, 25], [29, 54], [62, 30, 33], [51, 35, 32, 44], [34], [39, 36], [41, 42, 40, 47], [43, 53], [59, 60, 61, 48, 45], [46], [49, 52], [55, 57, 58, 56], [63, 68, 69], [65, 70], [66, 79, 64, 67], [71, 74], [73, 76, 75], [72, 77, 78, 84, 81], [86, 82], [83, 80], [85, 87, 88]]
169: [[7, 11, 37], [38, 5, 2], [3, 1, 12], [4, 22, 6, 8], [9, 10, 15], [14, 13, 23, 24], [16, 17], [21, 19, 50], [18, 20, 26, 27], [31, 28], [25, 29, 54, 62], [30, 33, 51], [35, 32], [44, 34], [39, 36], [41, 42, 40, 47, 43], [53, 59, 60, 61], [48, 45], [46, 57], [52, 55, 49], [56, 58], [63, 68, 69, 65], [70, 66], [79, 64, 67, 71, 74], [73, 76, 75, 72], [77, 78, 84, 81], [86, 82], [83, 80, 85], [87, 88]]
170: [[7, 11, 37, 38], [5, 2], [3, 1], [12, 4], [22, 6], [8, 9, 10, 15], [14, 13, 23, 24, 16, 17, 21, 19], [50, 18, 20], [26, 27, 31, 28, 25, 29], [54, 62, 30, 33, 51], [35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56, 57, 58, 63, 68, 69], [65, 70, 66, 79, 64, 67], [71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
171: [[7, 11, 37], [38, 5, 2], [3, 1, 12], [4, 22, 6, 8, 9, 10, 15, 14], [13, 23, 24, 16, 17, 21, 19, 50, 18, 20, 26, 27, 31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49], [52, 55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
172: [[7, 11], [37, 38], [5, 2, 3, 1, 12], [4, 22, 6, 8, 9], [10, 15, 14], [13, 23, 24], [16, 17], [21, 19], [50, 18], [20, 26, 27], [31, 28, 25, 29], [54, 62, 30, 33, 51], [35, 32, 44, 34], [39, 36, 41, 42], [40, 47, 43, 53], [59, 60, 61, 48], [45, 46, 49], [52, 56, 57, 63, 58], [55, 68, 69], [65, 70, 66, 79], [64, 67], [71, 74, 73], [76, 75, 72, 77], [78, 84], [81, 86, 82], [83, 80, 85, 87, 88]]
173: [[7, 11], [37, 38, 5], [2, 3], [1, 12], [4, 22], [6, 8, 9], [10, 15], [14, 13, 23], [24, 16], [17, 21, 19, 50], [18, 20, 26], [27, 31, 28], [25], [29, 54, 62, 30], [33, 51], [35, 32, 44, 34], [39, 36, 41, 42], [40, 47], [43, 53], [59, 60, 61, 48], [45, 46], [49, 52, 55], [56, 57], [58, 63, 68], [69, 65], [70, 66, 79], [64, 67], [71, 74, 73, 76], [75, 72, 77], [78, 84, 81], [86, 82, 83], [80, 85, 87, 88]]
174: [[7, 11, 37, 38], [5, 2, 3], [1, 12], [4, 22, 6], [8, 9, 10, 15], [14, 13, 23, 24, 16, 17, 21, 19, 50, 18, 20, 26, 27, 31, 28, 25, 29, 54, 62], [30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
175: [[7, 11, 37, 38, 5, 2], [3, 1, 12, 4], [22, 6], [8, 9, 10, 15], [14, 13], [23, 24, 16, 17], [21, 19], [50, 18, 20, 26], [27, 31], [28, 25], [29, 54], [62, 30, 33, 51], [35, 32], [44, 34], [39, 36, 41, 42], [40, 47, 43], [53, 59, 60, 61], [48, 45], [46, 57, 52, 49], [55, 58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82], [83, 80, 85, 87, 88]]
