0: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 4, 3, 8, 14, 11, 9], [6, 15, 24, 26, 23], [21, 18, 31, 25, 16, 17, 59, 19], [20, 27, 28, 29, 62, 52, 53], [56, 34, 30, 51, 39, 33, 35, 32, 47, 45, 40], [42, 44, 58, 37, 50, 54, 49, 38], [41, 46, 55, 48, 57, 63, 60, 61, 80, 65, 66], [64, 76, 75, 67, 68, 73], [79, 69, 77, 71, 72, 78, 10], [74, 83, 82, 84, 81, 86, 85, 87, 88]]
153: [[36, 43, 2, 70, 1, 5, 7, 3], [12, 15, 6, 4, 10, 9, 8, 14, 27, 11, 18], [19, 16, 17, 22, 21, 13, 24, 23, 61], [20, 25, 28, 29, 51, 26, 31, 49, 37], [62, 32, 34, 44, 39, 30, 33, 35], [38, 41, 40, 45, 46, 48, 42, 50], [63, 53, 47, 52, 55, 54, 60], [58, 56, 57, 59, 64, 71, 67, 65, 77, 69, 66], [75, 68, 72, 73, 74, 79, 76, 78], [84, 85, 80, 82, 81, 86, 83, 87, 88]]
154: [[36, 43, 2, 70, 1, 5, 7, 22], [4, 11, 6, 8, 14, 9, 12, 3], [26, 13, 15, 10, 18, 19, 23, 20, 25], [16, 17, 21, 24, 27, 29, 28, 31], [30, 41, 34, 32, 45, 33, 44, 35, 37], [38, 42, 40, 39, 46, 63, 56, 51], [50, 47, 54, 49, 52, 48, 55, 61, 53, 59, 57], [62, 58, 60, 80, 64, 72, 73, 67, 65, 68], [79, 69, 66, 74, 75, 76, 71, 78], [77, 82, 83, 84, 85, 81, 87, 86, 88]]
155: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 4, 8, 15, 6, 3, 10, 11, 9], [30, 18, 16, 23, 24, 14, 19, 17], [20, 26, 28, 21, 25, 29, 31, 56], [57, 62, 38, 27, 41, 32, 39, 33, 59], [35, 37, 40, 42, 34, 44, 47, 45, 48], [49, 50, 54, 46, 51, 55, 52, 53, 58], [60, 61, 63, 64, 67, 68, 69, 65], [71, 74, 66, 72, 75, 73, 77, 79, 76, 78], [84, 87, 81, 85, 80, 83, 82, 86, 88]]
156: [[36, 43, 2, 70, 1, 12, 7, 22, 4, 14, 3], [5, 11, 6, 8, 10, 9, 27, 13], [15, 18, 21, 19, 24, 17, 29, 25], [28, 20, 16, 26, 23, 31, 32, 45], [30, 33, 44, 34, 38, 50, 37, 51, 39, 58], [40, 42, 46, 56, 35, 62, 41, 47], [49, 59, 48, 55, 52, 60, 63, 53], [57, 61, 54, 64, 72, 82, 69], [66, 67, 68, 77, 75, 65, 71, 73, 79, 74, 76], [78, 86, 81, 84, 87, 83, 80, 85, 88]]
157: [[36, 43, 2, 70, 1, 12, 13, 22, 4], [7, 3, 5, 14, 6, 11, 8, 10], [15, 31, 9, 17, 16, 19, 18, 20, 23, 30, 28], [25, 27, 21, 24, 26, 29, 53, 33], [32, 34, 41, 35, 42, 52, 49, 50], [39, 37, 38, 47, 40, 44, 45, 56, 48], [46, 59, 51, 54, 55, 58, 60, 61], [57, 63, 62, 65, 66, 64, 76, 75, 72, 74], [71, 79, 67, 68, 69, 73, 77, 78], [84, 81, 80, 82, 83, 86, 85, 87, 88]]
158: [[36, 43, 2, 70, 1, 12, 13, 22, 4], [7, 3, 5, 6, 8, 11, 14, 9, 27], [15, 16, 17, 19, 23, 10, 31, 20], [24, 26, 28, 25, 21, 18, 29, 63], [30, 35, 56, 33, 32, 41, 34, 38], [37, 54, 39, 40, 42, 44, 58, 49, 46, 45], [57, 53, 48, 62, 51, 47, 50, 52, 55], [60, 61, 59, 66, 64, 65, 76, 67, 69, 75], [71, 73, 72, 74, 78, 68, 77, 79], [80, 87, 82, 85, 83, 84, 81, 88, 86]]
159: [[36, 43, 2, 70, 1, 12, 13, 22, 5, 6], [7, 4, 8, 14, 10, 11, 30, 25], [9, 23, 3, 15, 17, 16, 18, 35, 19], [20, 21, 24, 28, 27, 29, 58, 61], [53, 26, 44, 31, 37, 32, 33, 38, 40], [39, 54, 34, 42, 46, 41, 48, 55], [45, 56, 52, 47, 49, 50, 51, 59], [57, 63, 62, 60, 65, 64, 68, 66], [75, 72, 76, 74, 71, 67, 73, 69, 78, 77, 79], [80, 83, 81, 84, 82, 86, 85, 87, 88]]
160: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 3, 9, 5, 8, 10, 11], [6, 15, 25, 27, 16, 17, 23, 30, 26], [20, 19, 14, 28, 18, 29, 21, 24, 41], [31, 44, 35, 34, 33, 47, 63, 38, 32, 58], [45, 37, 39, 40, 42, 46, 48, 50], [55, 49, 51, 52, 53, 60, 54, 57], [56, 62, 59, 61, 65, 66, 64, 76], [69, 77, 67, 68, 74, 72, 75, 73, 79, 78, 83], [80, 81, 84, 71, 82, 85, 86, 87, 88]]
161: [[36, 43, 2, 70, 1, 5, 13, 6], [12, 4, 22, 11, 15, 3, 8, 7], [9, 10, 24, 19, 14, 17, 16, 18, 23, 21], [20, 25, 26, 30, 29, 27, 60, 56, 28], [31, 42, 44, 35, 40, 34, 37, 32, 38], [33, 39, 41, 46, 54, 47, 45, 48], [59, 49, 61, 52, 51, 55, 50, 57], [53, 58, 63, 62, 65, 66, 68, 64, 79, 67, 69], [73, 74, 72, 75, 77, 82, 71, 76], [84, 81, 80, 78, 83, 85, 86, 87, 88]]
162: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 3, 4, 11, 6, 14, 8, 9, 10, 24], [15, 28, 25, 17, 18, 20, 19, 26], [21, 29, 61, 16, 23, 57, 53, 30], [32, 27, 37, 31, 40, 39, 38, 35, 46, 41], [42, 47, 33, 34, 44, 60, 45, 62], [49, 56, 48, 55, 54, 50, 51, 59, 52], [63, 58, 64, 72, 66, 67, 68, 79], [65, 73, 69, 74, 78, 77, 71, 75, 76], [80, 83, 82, 85, 81, 87, 86, 84, 88]]
163: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 3, 4, 8, 14, 10, 6], [15, 11, 16, 25, 31, 29, 18, 17, 19], [20, 27, 59, 21, 23, 24, 26, 28, 30, 62, 38], [34, 33, 35, 47, 42, 9, 39, 32, 37, 41], [44, 45, 49, 60, 40, 51, 50, 57], [46, 55, 53, 54, 48, 63, 58, 56], [52, 61, 64, 74, 65, 69, 71, 67, 66], [72, 77, 68, 76, 78, 75, 73, 79], [80, 82, 86, 83, 81, 84, 87, 85, 88]]
164: [[36, 43, 2, 70, 1, 12, 13, 6, 5, 3], [7, 4, 11, 9, 17, 22, 14, 24, 20], [8, 28, 21, 27, 16, 26, 15], [19, 18, 31, 25, 29, 30, 32], [40, 42, 62, 33, 45, 34, 41, 52, 10], [35, 46, 47, 50, 38, 39, 44, 49, 58, 37], [53, 54, 51, 48, 57, 61, 55, 60, 63, 23], [56, 59, 65, 68, 64, 66, 77, 67], [72, 69, 78, 71, 74, 75, 76, 73, 79], [85, 81, 82, 80, 83, 87, 84, 86, 88]]
165: [[36, 43, 2, 70, 1], [12, 13, 18, 5, 7, 3, 4, 6], [8, 11, 9, 10, 15, 24, 26, 16], [25, 19, 23, 22, 17, 27, 20, 31], [21, 58, 29, 30, 62, 28, 54], [56, 51, 33, 34, 38, 32, 35, 40, 47, 39, 41], [42, 44, 60, 37, 50, 46, 53, 52], [45, 48, 55, 49, 59, 61, 57, 63, 65, 80, 66], [69, 64, 73, 75, 67, 78], [79, 68, 71, 72, 76, 77, 14], [74, 82, 83, 84, 81, 86, 87, 85, 88]]
166: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 5, 3, 14, 6, 10, 9, 27, 17], [19, 20, 8, 11, 30, 21, 15, 18, 16], [54, 28, 23, 24, 61, 25, 26, 44], [29, 38, 63, 34, 41, 40, 32, 35, 47, 31, 37], [33, 39, 42, 50, 48, 59, 58, 45], [49, 52, 53, 60, 46, 51, 57, 55, 56], [62, 80, 65, 66, 68, 67, 71, 74], [72, 64, 77, 78, 75, 73, 76, 79], [81, 69, 82, 84, 85, 83, 86, 87, 88]]
167: [[36, 43, 2, 70, 1, 5, 6, 3], [20, 15, 4, 7, 10, 9, 8, 14], [12, 11, 13, 16, 28, 17, 26, 21, 24, 23, 18], [22, 25, 29, 27, 30, 60, 19, 54, 42], [37, 31, 33, 34, 49, 39, 32, 35, 38], [44, 40, 47, 52, 41, 46, 45, 48, 50, 59], [51, 55, 56, 53, 57, 61, 58, 63], [62, 65, 66, 67, 64, 79, 71, 68], [69, 78, 76, 73, 72, 77, 74, 87], [80, 75, 81, 82, 84, 83, 86, 85, 88]]
168: [[36, 43, 2, 70, 1, 4, 13, 11], [12, 7, 3, 6, 14, 5, 8, 9], [27, 16, 17, 22, 20, 18, 26, 21, 15, 48, 19], [24, 25, 29, 28, 31, 38, 23, 63, 33], [37, 62, 42, 34, 30, 32, 54, 39, 35], [40, 41, 44, 45, 47, 51, 10, 52], [49, 56, 50, 53, 46, 58, 60, 57], [55, 59, 61, 64, 69, 67, 65], [79, 66, 68, 71, 74, 77, 73, 78, 76, 72, 75], [84, 81, 80, 86, 87, 83, 82, 85, 88]]
169: [[36, 43, 2, 70, 1, 12, 13, 22, 6, 7, 3], [5, 4, 8, 10, 9, 15, 31, 11], [26, 27, 21, 14, 17, 16, 62, 23], [18, 20, 24, 29, 19, 30, 25, 60], [52, 28, 38, 41, 33, 44, 49, 35, 34], [37, 39, 40, 42, 45, 47, 46, 48], [32, 50, 51, 56, 63, 54, 53, 57], [55, 58, 59, 61, 65, 67, 64, 69, 66, 71], [68, 75, 78, 72, 73, 79, 76, 77, 74], [84, 83, 80, 81, 87, 82, 86, 85, 88]]
170: [[36, 43, 2, 70, 1, 5, 12, 14, 13, 6, 3], [4, 7, 10, 24, 8, 30, 27, 9, 17], [25, 11, 15, 21, 19, 20, 29, 16], [18, 22, 23, 31, 26, 49, 55, 28, 39], [54, 42, 32, 33, 35, 46, 38, 45], [44, 41, 37, 56, 34, 40, 53], [47, 51, 48, 58, 50, 60, 59, 52, 57, 62], [61, 63, 65, 66, 64, 73, 69, 67], [71, 68, 78, 75, 77, 74, 72, 79, 80], [84, 85, 76, 81, 83, 82, 86, 87, 88]]
171: [[36, 43, 2, 70, 1, 6, 12, 23], [5, 7, 22, 3, 4, 11, 10, 8, 27], [24, 18, 30, 21, 9, 25, 13, 19], [14, 15, 20, 57, 59, 63, 58, 16], [17, 60, 42, 49, 26, 51, 32, 33, 47, 34, 38], [28, 46, 40, 45, 29, 31, 35, 37, 44, 39], [48, 53, 41, 62, 50, 52, 61, 54, 55], [56, 64, 73, 65, 66, 67, 71, 68], [69, 79, 75, 72, 81, 74, 77, 76], [78, 82, 83, 84, 80, 87, 85, 86, 88]]
172: [[36, 43, 2, 70, 1, 12, 7, 3], [5, 6, 4, 10, 8, 9, 11, 13], [15, 30, 22, 16, 31, 21, 18, 23, 25], [24, 17, 59, 26, 20, 19, 29, 60], [27, 52, 28, 40, 14, 44, 35, 47, 33], [41, 32, 38, 45, 37, 39, 42, 50], [46, 49, 62, 51, 34, 48, 53, 54, 55, 57, 63], [56, 61, 58, 65, 66, 64, 76, 75, 68, 69], [73, 67, 71, 79, 74, 77, 78, 72], [80, 83, 82, 84, 81, 86, 85, 87, 88]]
173: [[36, 43, 2, 70, 1, 5, 7, 20], [4, 13, 22, 3, 9, 6, 10, 8, 30, 19], [28, 14, 12, 15, 25, 17, 11, 21, 16, 23, 18], [27, 56, 24, 26, 29, 48, 31, 60, 32, 39], [38, 37, 57, 35, 40, 41, 42, 34], [44, 47, 33, 46, 50, 49, 55, 58], [45, 51, 52, 53, 54, 63, 59, 61], [62, 64, 74, 68, 65, 79, 69, 66], [76, 75, 67, 72, 71, 73, 77, 82], [80, 81, 84, 78, 85, 83, 86, 87, 88]]
174: [[36, 43, 2, 70, 1, 12, 7, 20], [5, 22, 3, 4, 6, 8, 11, 13, 9, 14, 15], [10, 17, 19, 26, 16, 23, 30, 18], [24, 31, 21, 25, 28, 52, 27, 56], [63, 37, 47, 35, 33, 57, 34, 29, 38, 32], [39, 46, 40, 41, 61, 42, 50, 58, 44, 45], [48, 51, 62, 49, 53, 55, 54, 59], [60, 65, 64, 66, 68, 76, 71, 74], [73, 75, 67, 72, 78, 77, 83, 79], [80, 69, 81, 82, 86, 84, 87, 85, 88]]
175: [[36, 43, 2, 70, 1, 6, 20, 23, 4], [13, 22, 3, 9, 10, 5, 8, 15, 11], [30, 14, 17, 21, 25, 7, 19, 16, 18, 24], [27, 28, 31, 29, 26, 62, 50, 44], [34, 35, 37, 32, 33, 38, 40, 39, 56], [41, 46, 42, 45, 57, 12, 47, 48], [49, 51, 53, 55, 61, 52, 59, 58], [54, 60, 63, 64, 66, 68, 69], [74, 75, 71, 72, 67, 73, 77, 76, 78, 79, 80], [84, 87, 81, 82, 65, 83, 85, 86, 88]]
176: [[36, 43, 2, 70, 1, 5, 13, 20, 7, 15, 4], [6, 10, 8, 9, 3, 29, 21, 11, 23, 12], [16, 14, 18, 24, 22, 17, 19, 25, 30], [57, 26, 27, 28, 37, 63, 40, 38], [31, 35, 45, 32, 33, 34, 41, 42], [44, 48, 54, 46, 60, 39, 49, 47], [50, 55, 51, 56, 58, 52, 53, 59, 61], [62, 64, 75, 65, 69, 73, 71, 68], [67, 66, 72, 74, 78, 77, 76, 79], [80, 87, 82, 84, 85, 83, 86, 88, 81]]
177: [[36, 43, 2, 70, 1, 12, 21, 6, 3], [15, 4, 8, 5, 10, 9, 11, 7, 19], [18, 14, 16, 26, 27, 17, 23, 34, 50, 38], [24, 29, 31, 28, 25, 51, 58, 37], [39, 20, 13, 41, 30, 22, 33, 35, 44], [45, 42, 46, 32, 62, 47, 40, 48], [54, 59, 49, 53, 52, 55, 57, 60], [63, 56, 61, 64, 68, 66, 71], [65, 75, 72, 73, 78, 67, 79, 81, 77, 74, 76], [86, 85, 82, 69, 80, 83, 84, 87, 88]]
