0: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31], [19, 20], [23, 60, 24, 27], [29, 28], [30, 33, 41], [58, 32], [39, 34, 43, 35, 44], [46, 37, 54], [40, 38, 42], [63, 45], [47, 51, 56], [49, 52, 50], [48, 61, 55], [53, 59, 57], [62, 66], [71, 67], [68, 64], [77, 65], [69, 70], [74, 73, 72, 75], [76, 78], [79, 86, 81, 83, 80, 82], [84, 85], [87, 88]]
153: [[13, 36], [22, 1, 2, 4, 7], [12, 3], [5, 6, 9, 11, 8], [10, 26, 15, 14], [16, 18, 25, 21], [17, 31, 19], [20, 23, 60, 24, 27, 29], [28, 30], [33, 41, 58, 32, 39, 34], [43, 35, 44, 46, 37, 54, 40, 38], [42, 63, 45, 47], [51, 56], [49, 52, 50], [48, 61], [55, 53, 59], [57, 62, 66, 71], [67, 68, 64, 77], [65, 69, 70, 74, 73, 72, 75], [76, 78, 79, 86, 81], [83, 80], [82, 84, 85, 87, 88]]
154: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11], [8, 10, 26], [15, 14, 16, 18, 25, 21, 17], [31, 19, 20, 23, 60, 24, 27, 29], [28, 30], [33, 41, 58], [32, 39], [34, 43, 35], [44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55], [53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
155: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26, 15, 14, 16, 18, 25, 21, 17, 31, 19, 20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42], [63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
156: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5], [6, 9, 11], [8, 10, 26, 15, 14], [16, 18, 25, 21, 17, 31], [19, 20, 23], [60, 24, 27, 29, 28, 30], [33, 41, 58], [32, 39, 34, 43, 35, 44, 46, 37], [54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71], [67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85], [87, 88]]
157: [[13, 36], [22, 1, 2], [4, 7], [12, 3, 5, 6], [9, 11, 8], [10, 26, 15], [14, 16], [18, 25, 21], [17, 31, 19, 20], [23, 60, 24], [27, 29], [28, 30, 33, 41], [58, 32, 39, 34], [43, 35, 44, 46, 37, 54], [40, 38, 42], [63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71], [67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80], [82, 84, 85, 87, 88]]
158: [[13, 36, 22, 1], [2, 4], [7, 12, 3], [5, 6], [9, 11, 8], [10, 26, 15], [14, 16, 18, 25, 21], [17, 31, 19, 20, 23, 60], [24, 27, 29], [28, 30, 33, 41, 58], [32, 39, 34, 43, 35], [44, 46, 37, 54, 40, 38], [42, 63, 45, 47, 51], [56, 49, 52, 50, 48, 61, 55, 53], [59, 57, 62], [66, 71, 67, 68, 64, 77, 65, 69], [70, 74, 73, 72, 75], [76, 78, 79, 86, 81], [83, 80, 82], [84, 85, 87, 88]]
159: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6], [9, 11, 8], [10, 26, 15], [14, 16, 18, 25, 21, 17, 31, 19, 20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67], [68, 64, 77, 65], [69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
160: [[13, 36], [22, 1, 2], [4, 7], [12, 3, 5], [6, 9, 11], [8, 10, 26], [15, 14, 16], [18, 25], [21, 17], [31, 19], [20, 23], [60, 24, 27], [29, 28, 30, 33, 41, 58], [32, 39], [34, 43, 35, 44], [46, 37, 54, 40], [38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
161: [[13, 36], [22, 1, 2], [4, 7, 12], [3, 5, 6, 9], [11, 8, 10], [26, 15], [14, 16, 18, 25], [21, 17, 31, 19], [20, 23, 60], [24, 27, 29], [28, 30, 33, 41], [58, 32, 39], [34, 43, 35, 44], [46, 37], [54, 40, 38], [42, 63], [45, 47, 51], [56, 49, 52, 50], [48, 61, 55, 53], [59, 57, 62, 66], [71, 67, 68, 64], [77, 65, 69, 70], [74, 73, 72, 75, 76], [78, 79, 86, 81], [83, 80, 82, 84, 85], [87, 88]]
162: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11], [8, 10], [26, 15, 14, 16, 18, 25, 21, 17, 31, 19, 20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42], [63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
163: [[13, 36], [22, 1, 2], [4, 7, 12], [3, 5, 6], [9, 11, 8], [10, 26], [15, 14, 16], [18, 25, 21, 17], [31, 19, 20, 23], [60, 24, 27, 29], [28, 30, 33, 41, 58], [32, 39, 34, 43], [35, 44, 46, 37], [54, 40], [38, 42, 63], [45, 47, 51], [56, 49], [52, 50, 48], [61, 55, 53, 59], [57, 62, 66, 71], [67, 68, 64, 77], [65, 69, 70, 74, 73], [72, 75, 76, 78, 79, 86, 81, 83], [80, 82, 84], [85, 87], [88]]
164: [[13, 36], [22, 1, 2], [4, 7, 12, 3, 5], [6, 9, 11], [8, 10, 26, 15], [14, 16, 18], [25, 21, 17, 31], [19, 20, 23, 60], [24, 27], [29, 28, 30], [33, 41, 58], [32, 39, 34], [43, 35], [44, 46, 37, 54], [40, 38], [42, 63, 45], [47, 51, 56, 49], [52], [50, 48], [61, 55, 53], [59, 57, 62, 66], [71, 67, 68], [64, 77, 65], [69, 70, 74], [73, 72, 75], [76, 78], [79, 86], [81, 83, 80, 82], [84, 85, 87, 88]]
165: [[13, 36, 22, 1], [2, 4, 7], [12, 3, 5, 6, 9, 11], [8, 10, 26], [15, 14, 16, 18, 25, 21, 17, 31], [19, 20, 23, 60], [24, 27, 29], [28, 30], [33], [41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63], [45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57], [62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
166: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5], [6, 9, 11], [8, 10, 26, 15, 14, 16, 18, 25, 21, 17, 31, 19], [20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66], [71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72], [75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
167: [[13, 36, 22, 1], [2, 4], [7, 12, 3], [5, 6, 9], [11, 8], [10, 26, 15, 14], [16, 18], [25, 21, 17], [31, 19], [20, 23, 60, 24, 27], [29, 28, 30], [33, 41, 58], [32, 39], [34, 43, 35], [44, 46, 37], [54, 40, 38], [42, 63, 45], [47, 51], [56, 49, 52], [50, 48], [61, 55, 53], [59, 57, 62], [66, 71, 67, 68, 64], [77, 65, 69, 70], [74, 73, 72], [75, 76, 78, 79, 86], [81, 83, 80], [82, 84], [85, 87, 88]]
168: [[13, 36, 22, 1, 2, 4], [7, 12, 3], [5, 6, 9, 11], [8, 10, 26], [15, 14, 16], [18, 25], [21, 17], [31, 19], [20, 23], [60, 24, 27, 29], [28, 30], [33, 41, 58, 32, 39], [34, 43, 35], [44, 46, 37], [54, 40], [38, 42, 63], [45, 47, 51], [56, 49], [52, 50, 48], [61, 55, 53, 59], [57, 62, 66, 71, 67], [68, 64, 77, 65], [69, 70, 74, 73, 72], [75, 76, 78, 79, 86, 81, 83], [80, 82, 84], [85, 87], [88]]
169: [[13, 36], [22, 1, 2, 4, 7, 12, 3, 5, 6, 9, 11, 8], [10, 26, 15, 14, 16, 18, 25, 21, 17, 31, 19, 20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42], [63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
170: [[13, 36, 22, 1], [2, 4], [7, 12, 3], [5, 6, 9, 11, 8], [10, 26, 15], [14, 16, 18, 25, 21, 17, 31, 19], [20, 23, 60, 24, 27, 29, 28, 30], [33, 41, 58], [32, 39], [34, 43, 35], [44, 46, 37, 54, 40, 38, 42, 63], [45, 47, 51], [56, 49], [52, 50, 48], [61], [55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72], [75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
171: [[13, 36, 22], [1, 2, 4], [7, 12], [3, 5, 6, 9, 11], [8, 10, 26, 15, 14, 16, 18, 25, 21, 17, 31, 19, 20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58], [32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51], [56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
172: [[13, 36, 22], [1, 2], [4, 7, 12, 3, 5], [6, 9, 11], [8, 10], [26, 15, 14, 16], [18, 25, 21], [17, 31], [19, 20, 23, 60], [24, 27], [29, 28, 30, 33, 41, 58, 32], [39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47], [51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77], [65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
173: [[13, 36, 22], [1, 2, 4], [7, 12, 3], [5, 6], [9, 11], [8, 10], [26, 15], [14, 16, 18], [25, 21, 17], [31, 19, 20], [23, 60, 24], [27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38], [42, 63, 45, 47], [51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
174: [[13, 36, 22, 1, 2, 4, 7, 12, 3, 5, 6, 9, 11, 8, 10, 26, 15, 14, 16], [18, 25, 21], [17, 31, 19, 20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39], [34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
175: [[13, 36], [22, 1], [2, 4, 7], [12, 3, 5, 6, 9], [11, 8, 10], [26, 15], [14, 16, 18], [25, 21, 17], [31, 19, 20, 23], [60, 24, 27, 29], [28, 30, 33, 41, 58, 32, 39, 34], [43, 35, 44], [46, 37], [54, 40, 38], [42, 63, 45], [47, 51], [56, 49], [52, 50], [48, 61, 55, 53], [59, 57, 62], [66, 71, 67, 68, 64, 77, 65], [69, 70, 74, 73, 72], [75, 76], [78, 79, 86, 81, 83, 80], [82, 84, 85, 87, 88]]
