0: [[1, 23, 39, 6], [12, 3, 2, 4, 13], [7, 5, 9, 10, 24], [8, 15, 11, 14, 22], [30, 16, 17, 21, 18], [19, 50, 20, 26, 27], [25, 28, 59, 29, 31], [37, 33, 42, 49, 34], [40, 32, 38, 47], [54, 36, 41, 43, 35], [44, 46, 56, 45, 63], [52, 48, 55, 61, 60], [53, 51, 57, 58, 62], [68, 65, 66, 64, 71], [67, 77, 69, 70, 73], [74, 76, 72, 78, 75], [79, 80, 85, 83, 82], [81, 86, 84, 87, 88]]
153: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 46, 63, 48, 51, 55, 57, 61, 52, 58, 60, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
154: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 60, 48, 52, 55, 53, 51, 57, 62, 58, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
155: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 55, 52, 51, 53, 57, 60, 62, 63, 58, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
156: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 46, 61, 44, 52, 45, 55, 48, 51, 53, 57, 58, 63, 62, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
157: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 45, 46, 51, 52, 48, 53, 55, 63, 57, 61, 58, 62, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
158: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 63, 45, 62, 46, 48, 51, 53, 52, 55, 61, 58, 57, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
159: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 55, 48, 53, 51, 52, 61, 57, 58, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
160: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 62, 46, 51, 58, 52, 48, 57, 55, 60, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
161: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 52, 45, 62, 53, 46, 48, 55, 51, 57, 61, 60, 58, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
162: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 62, 45, 46, 52, 51, 53, 48, 55, 57, 60, 58, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
163: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 52, 51, 53, 55, 57, 62, 58, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
164: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 62, 48, 46, 51, 55, 61, 52, 53, 63, 57, 58, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
165: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 52, 48, 53, 55, 51, 58, 57, 63, 61, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
166: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 46, 63, 52, 51, 48, 53, 55, 58, 57, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
167: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 63, 45, 46, 51, 52, 48, 55, 53, 61, 60, 57, 62, 58, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
168: [[1, 23, 39, 6], [12, 3, 2, 4, 13], [7, 5, 9, 10, 24], [8, 15, 11, 30, 22], [14, 16, 17, 21, 18], [19, 50, 20, 26, 27], [25, 31, 59, 29, 28], [37, 33, 42, 49, 34], [40, 48, 38, 47], [54, 36, 41, 32, 35], [43, 46, 56, 45, 63], [52, 44, 53, 57, 51], [55, 61, 58, 62, 60], [68, 65, 66, 64, 71], [67, 77, 69, 70, 73], [74, 76, 72, 78, 75], [79, 80, 85, 83, 82], [81, 86, 84, 87, 88]]
169: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 14, 22, 30, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 28, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 46, 44, 45, 51, 48, 57, 55, 61, 52, 53, 60, 62, 58, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
170: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 30, 22, 14, 16, 17], [21, 18, 19, 50, 20, 26, 31, 25, 27, 59, 28, 29, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 35, 32, 43, 46, 60, 45, 62, 44, 48, 55, 53, 51, 52, 57, 58, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
171: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 27, 22, 14, 16, 17], [21, 18, 19, 50, 20, 26, 31, 25, 28, 59, 29, 30, 37, 33, 42, 49, 34, 40, 32, 38, 47, 54], [36, 41, 43, 35, 45, 44, 60, 46, 62, 52, 48, 55, 57, 56, 53, 51, 61, 58, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
172: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 19, 22, 14, 16, 17], [27, 18, 21, 50, 20, 26, 31, 25, 28, 59, 29, 30, 37, 33, 42, 49, 34, 40, 32, 38, 47, 54], [36, 41, 43, 35, 53, 44, 61, 45, 46, 63, 48, 55, 56, 62, 52, 51, 57, 58, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
173: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 30, 22, 14, 16, 17], [21, 18, 19, 50, 20, 26, 31, 25, 27, 59, 29, 28, 37, 33, 42, 49, 34, 40, 48, 38, 47, 54], [36, 41, 32, 35, 43, 44, 56, 45, 62, 53, 46, 51, 61, 52, 55, 57, 60, 58, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
174: [[1, 23, 39, 6], [12, 3, 2, 4, 13], [7, 5, 9, 10, 24], [8, 15, 11, 30, 22], [14, 16, 17, 19, 18], [21, 50, 20, 26, 27], [25, 28, 59, 29, 31], [37, 33, 42, 49, 34], [40, 56, 38, 47], [54, 36, 41, 32, 35], [43, 46, 57, 45, 63], [52, 44, 51, 48, 53], [55, 58, 60, 61, 62], [68, 65, 66, 64, 71], [67, 77, 69, 70, 73], [74, 76, 72, 78, 75], [79, 80, 85, 83, 82], [81, 86, 84, 87, 88]]
175: [[1, 23, 39, 6], [12, 3, 2, 4, 13], [7, 5, 9, 10, 24], [8, 15, 11, 21, 22], [14, 16, 17, 19, 18], [30, 50, 20, 26, 27], [25, 28, 59, 29, 31], [37, 33, 42, 49, 34], [40, 32, 38, 47], [54, 36, 41, 43, 35], [44, 46, 62, 45, 51], [52, 48, 55, 53, 60], [61, 63, 56, 58, 57], [68, 65, 66, 64, 71], [67, 77, 69, 70, 73], [74, 76, 72, 78, 75], [79, 80, 85, 83, 82], [81, 86, 84, 87, 88]]
