0: [[43, 39, 5, 3, 1, 10, 6], [2, 68], [4, 15], [7, 8, 9, 28, 11], [12, 25, 13, 22], [14, 16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27, 29], [30, 33], [34, 32, 35], [54, 37], [42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58], [66, 65], [64, 86], [67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82], [81, 84], [80, 83, 85], [87, 88]]
153: [[43, 39, 5, 3, 1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19, 21, 50, 20, 31, 26, 23, 24, 56, 27, 29, 30, 33, 34, 32, 35, 54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49], [51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
154: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31], [26, 23, 24, 56, 27, 29, 30, 33, 34, 32, 35, 54, 37, 42, 38], [44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73], [76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
155: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34], [32, 35], [54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86], [67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
156: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23], [24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61], [48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72, 73], [76, 78], [79, 82], [81, 84, 80], [83, 85, 87, 88]]
157: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27], [29, 30, 33], [34, 32], [35, 54], [37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
158: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61], [48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70], [74, 77, 75], [72, 73, 76], [78, 79], [82, 81], [84, 80, 83], [85, 87, 88]]
159: [[43, 39, 5], [3, 1, 10], [6, 2, 68, 4, 15, 7, 8, 9, 28, 11, 12, 25, 13, 22, 14, 16, 17, 18, 19, 21, 50, 20, 31, 26, 23, 24, 56, 27, 29, 30, 33, 34], [32, 35, 54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
160: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13, 22, 14, 16, 17, 18, 19, 21, 50, 20, 31, 26, 23, 24, 56, 27, 29, 30, 33, 34, 32, 35, 54], [37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75], [72, 73, 76], [78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
161: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35, 54, 37, 42], [38], [44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
162: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14], [16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42], [38, 44, 36], [41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70], [74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
163: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8, 9], [28, 11, 12, 25, 13, 22, 14, 16, 17, 18, 19, 21, 50, 20, 31, 26, 23, 24, 56, 27, 29, 30, 33, 34, 32, 35, 54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52], [55, 53, 59, 57, 60, 63, 62, 58, 66], [65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
164: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11], [12, 25], [13, 22], [14, 16, 17], [18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44], [36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
165: [[43, 39], [5, 3], [1, 10, 6], [2, 68], [4, 15], [7, 8, 9], [28, 11, 12], [25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32], [35, 54], [37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
166: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25], [13, 22, 14], [16, 17, 18, 19, 21, 50, 20, 31, 26, 23, 24, 56, 27, 29, 30, 33, 34, 32, 35, 54, 37, 42, 38, 44, 36], [41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
167: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21], [50, 20, 31], [26, 23, 24], [56], [27, 29, 30, 33], [34, 32, 35, 54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
168: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56], [27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36], [41, 40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60], [63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70], [74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
169: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4], [15, 7], [8, 9, 28], [11, 12], [25, 13], [22, 14, 16], [17, 18], [19, 21, 50], [20, 31], [26, 23, 24, 56, 27, 29, 30, 33, 34, 32, 35, 54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
170: [[43, 39], [5, 3], [1, 10], [6, 2, 68], [4, 15, 7, 8], [9, 28], [11, 12], [25, 13, 22], [14, 16], [17, 18, 19, 21], [50, 20, 31, 26, 23, 24, 56, 27, 29, 30, 33, 34, 32, 35, 54], [37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
171: [[43, 39, 5], [3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20], [31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64], [86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
172: [[43, 39], [5, 3], [1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56], [27, 29, 30], [33, 34, 32], [35, 54], [37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61], [48, 49], [51, 52], [55, 53, 59], [57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
173: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15, 7, 8, 9, 28, 11, 12, 25, 13, 22, 14, 16, 17, 18, 19, 21, 50, 20, 31, 26, 23, 24, 56, 27, 29, 30, 33, 34, 32, 35, 54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
174: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15, 7, 8, 9, 28, 11, 12, 25, 13, 22, 14, 16, 17, 18, 19, 21, 50, 20, 31, 26, 23, 24, 56, 27, 29, 30, 33, 34, 32, 35, 54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
175: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15], [7, 8], [9, 28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20], [31, 26], [23, 24, 56], [27, 29], [30, 33, 34, 32, 35, 54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66], [65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
