0: [[68, 69, 21, 1, 34], [4, 56, 3], [32, 46, 24, 23], [7, 47, 76], [9, 84], [81, 75], [2, 87, 12, 22], [11], [14, 25], [44, 66, 39, 8], [6], [28, 29, 13], [62, 60, 57, 43], [59, 16, 17], [19, 18], [26, 27], [30, 33, 20], [31, 35, 45], [40, 36, 38], [15, 41], [42, 5, 48], [49, 51], [37, 52, 50], [83, 53], [63, 77, 58, 10], [82, 64], [67, 71], [54, 55, 61], [80, 65, 78], [70, 72], [74, 79], [86, 85], [73, 88]]
153: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 19, 20, 21, 56, 51, 61, 31, 30, 58, 59, 33, 35, 40, 34, 44, 10, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 60, 50, 55, 53, 54, 57, 62, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
154: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 21, 19, 20, 51, 61, 31, 30, 55, 50, 33, 53, 35, 40, 34, 44, 10, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 63, 54, 60, 56, 58, 62, 59, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
155: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 19, 20, 21, 57, 53, 31, 30, 58, 33, 35, 49, 34, 40, 44, 50, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 51, 55, 63, 54, 61, 59, 56, 60, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
156: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 19, 21, 20, 57, 55, 30, 31, 50, 34, 51, 49, 33, 35, 44, 40, 10, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 53, 54, 61, 62, 60, 56, 58, 63, 59, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
157: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 19, 20, 21, 61, 31, 30, 59, 50, 35, 51, 33, 42, 44, 34, 40, 39], [38, 41, 27, 52, 37, 53, 45, 47, 29, 46, 43, 48, 49, 54, 62, 55, 57, 56, 60, 58, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
158: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 20, 10, 19, 21, 55, 54, 31, 58, 30, 50, 35, 33, 34, 44, 40, 51, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 59, 60, 61, 53, 56, 62, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
159: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 30, 21, 19, 20, 59, 53, 31, 63, 58, 51, 33, 34, 43, 40, 44, 10, 39], [38, 41, 27, 52, 37, 35, 45, 47, 29, 46, 42, 48, 49, 61, 50, 54, 57, 56, 55, 60, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
160: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 21, 19, 20, 51, 61, 30, 31, 54, 58, 50, 35, 33, 34, 40, 44, 10, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 55, 62, 57, 59, 53, 60, 56, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
161: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 30, 20, 59, 62, 31, 19, 50, 58, 49, 35, 40, 42, 33, 34, 39], [38, 41, 27, 52, 37, 44, 45, 47, 29, 46, 43, 48, 51, 60, 55, 53, 54, 56, 61, 57, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
162: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 19, 21, 20, 63, 60, 30, 31, 50, 58, 51, 35, 33, 44, 34, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 55, 53, 56, 61, 54, 59, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
163: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 19, 20, 21, 30, 53, 54, 31, 58, 50, 51, 49, 33, 42, 38, 34, 10, 39], [35, 41, 27, 40, 37, 44, 45, 47, 29, 46, 43, 48, 59, 52, 61, 60, 55, 56, 57, 62, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
164: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 48, 63, 52, 30, 20, 58, 50, 35, 33, 31, 46, 40, 34, 39], [38, 41, 27, 44, 37, 42, 45, 47, 29, 51, 43, 59, 49, 54, 53, 55, 57, 56, 60, 61, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
165: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 19, 20, 21, 61, 52, 30, 63, 58, 50, 35, 33, 31, 40, 42, 34, 39], [38, 41, 27, 44, 37, 49, 45, 47, 29, 46, 43, 48, 57, 51, 53, 55, 56, 54, 59, 60, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
166: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 51, 55, 30, 27, 50, 59, 49, 35, 34, 38, 40, 31, 39], [33, 41, 44, 52, 37, 42, 45, 47, 29, 46, 43, 48, 53, 56, 63, 57, 60, 62, 54, 58, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
167: [[68, 70, 7, 1, 32, 36, 50, 3, 4, 40, 24, 18, 13, 45, 78, 8, 84, 17, 25, 6, 23, 21], [2, 19, 11, 9, 58, 10, 12, 27, 22, 26, 29, 28, 63, 14, 16, 35, 33, 20, 31, 15, 37, 39], [62, 41, 38, 42, 44, 34, 47, 43, 61, 46, 54, 55, 56, 52, 48, 53, 51, 57, 60, 49, 59, 64], [88, 75, 5, 66, 81, 65, 73, 79, 30, 69, 71, 76, 67, 72, 83, 74, 82, 77, 86, 85, 80, 87]]
168: [[68, 69, 21, 32, 6, 4, 50, 3, 1, 46, 24, 23, 5, 7, 76, 9, 84, 80, 11, 14, 8, 10], [2, 13, 17, 15, 12, 66, 37, 27, 20, 59, 61, 30, 16, 60, 56, 18, 41, 19, 22, 25, 48, 26], [38, 29, 57, 52, 28, 34, 45, 47, 31, 33, 43, 35, 51, 36, 49, 39, 40, 53, 42, 62, 44, 54], [55, 65, 58, 63, 67, 70, 73, 78, 74, 77, 79, 64, 71, 81, 86, 72, 82, 75, 83, 85, 87, 88]]
169: [[68, 70, 7, 1, 6, 4, 28, 3, 2, 10, 12, 19, 13, 5, 8, 24, 84, 81, 14, 15, 23, 31], [18, 11, 16, 9, 58, 17, 20, 25, 26, 30, 29, 27, 63, 32, 33, 35, 59, 34, 36, 22, 56, 37], [62, 39, 41, 52, 53, 42, 45, 43, 44, 38, 47, 49, 40, 21, 46, 48, 51, 50, 55, 54, 57, 60], [61, 69, 65, 66, 64, 71, 75, 76, 74, 79, 77, 88, 73, 78, 67, 72, 82, 80, 86, 85, 83, 87]]
170: [[68, 70, 7, 1, 6, 4, 50, 3, 5, 40, 8, 10, 13, 47, 14, 24, 16, 81, 75, 17, 87, 15], [31, 11, 2, 25, 42, 66, 18, 19, 22, 23, 21, 12, 63, 52, 59, 43, 51, 27, 28, 9, 29, 30], [32, 34, 36, 20, 45, 35, 37, 39, 41, 38, 44, 33, 46, 48, 49, 54, 58, 53, 56, 55, 57, 85], [26, 71, 60, 74, 67, 69, 61, 62, 64, 65, 77, 76, 79, 78, 80, 72, 82, 83, 84, 86, 73, 88]]
171: [[68, 69, 21, 32, 6, 4, 28, 3, 1, 40, 24, 23, 13, 37, 78, 9, 84, 16, 75, 8, 15, 20], [2, 27, 30, 25, 42, 10, 53, 5, 7, 14, 29, 12, 31, 54, 57, 51, 33, 18, 19, 17, 22, 39], [11, 34, 43, 52, 45, 35, 36, 44, 41, 38, 46, 47, 48, 49, 50, 61, 55, 56, 58, 59, 60, 81], [62, 67, 71, 74, 64, 65, 66, 73, 26, 63, 76, 80, 77, 79, 70, 72, 82, 83, 87, 85, 86, 88]]
172: [[68, 69, 7, 1, 6, 4, 22, 3, 32, 44, 8, 13, 5, 15, 14, 25, 84, 81, 11, 30, 71, 16], [19, 21, 23, 9, 40, 66, 53, 10, 24, 31, 29, 27, 28, 60, 56, 51, 43, 18, 33, 48, 58, 34], [35, 26, 57, 20, 39, 36, 45, 37, 12, 38, 47, 41, 42, 46, 52, 49, 50, 54, 55, 59, 83, 17], [61, 67, 62, 2, 80, 70, 73, 78, 63, 65, 74, 64, 75, 86, 76, 72, 77, 79, 82, 85, 87, 88]]
173: [[68, 70], [7], [1, 32, 36, 50], [3, 4], [14, 12], [2, 5, 15], [8, 24, 6, 81], [25, 22, 87], [10, 31, 11, 13, 9], [28, 66, 16, 18], [19], [59, 53, 27], [62, 56, 58, 43], [29, 33, 30], [21, 35], [26, 54], [38, 17, 20], [23, 34, 45], [39, 40, 46], [41, 57], [42, 44, 48], [47, 49], [37, 51, 52], [55, 60], [61, 77, 63, 64], [80, 65], [73, 78], [71, 67, 72], [76, 75, 84], [74, 82], [83, 79], [86, 85], [69, 88]]
174: [[68, 70, 7], [1, 32, 36, 28], [3, 4, 8], [12, 2, 15, 45, 14], [24, 6], [17, 5], [16, 9, 31, 11], [27], [18, 25], [58, 10, 23, 19], [22], [26, 21, 13], [63, 50, 59, 35], [51, 48, 29], [33, 34], [37, 38], [42, 39, 20], [41, 43, 44], [40, 60, 46], [47, 54], [55, 61, 56], [53, 57], [62, 52, 49], [64, 66], [75, 79, 76, 74], [67, 69], [77, 71], [30, 80, 81], [83, 73, 78], [65, 82], [72, 87], [84, 85], [86, 88]]
175: [[68, 69, 21], [32, 1, 36], [28, 3], [4, 14], [8, 19, 7], [5, 76, 9, 84], [16, 25, 6], [15], [20, 2, 18, 29], [12, 17], [10], [53, 22, 24, 56], [61, 31], [30, 58], [27, 51, 41], [33, 34, 54, 35], [37, 38, 39], [40, 52, 23, 42, 45], [43, 13, 46], [11, 44], [47, 48, 49], [50, 55], [57, 59, 60], [62, 64], [67, 73, 70, 71], [80, 66], [74, 79], [26, 63, 75], [77, 65, 78], [81, 82], [72, 83], [86, 85], [87, 88]]
176: [[68, 69, 21, 32, 6], [4, 28, 3], [1, 14, 12, 7], [8, 9, 11], [25, 16], [80, 75], [17, 79, 18, 31], [10], [24, 19], [20, 66, 53, 22], [23], [61, 27, 15], [30, 60, 57, 59], [34, 50, 49], [48, 2], [26, 35], [37, 43, 52], [29, 39, 45], [44, 40, 38], [41, 56], [33, 5, 62], [51, 42], [36, 46, 58], [87, 54], [47, 55, 63, 64], [71, 65], [67, 70], [73, 74, 13], [76, 77, 86], [78, 88], [72, 81], [82, 85], [83, 84]]
177: [[68, 70, 21, 32, 2], [36, 56, 3], [1, 10, 28, 4], [15, 37, 76], [8, 6], [16, 5], [9, 31, 12, 27], [18], [13, 25], [30, 19, 7, 17], [22], [20, 53, 14], [62, 50, 59, 43], [49, 33, 23], [24, 26], [35, 34], [45, 39, 52], [29, 40, 42], [47, 48, 46], [11, 41], [54, 55, 51], [58, 57], [44, 60, 61], [63, 64], [66, 77, 72, 74], [67, 65], [75, 71], [38, 78, 79], [80, 73, 81], [84, 82], [83, 86], [87, 85], [69, 88]]
