0: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54, 15], [44, 39, 87, 55], [80, 31, 16, 10], [25, 72, 1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14], [60, 9], [12, 13, 22], [28, 29], [33, 35, 30, 51], [43, 36], [23, 24, 64], [34, 38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52, 68], [66, 70, 71, 74], [63, 75, 69], [81, 84, 85, 83], [82, 79], [86]]
153: [[46, 19], [50, 42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15], [44, 39], [87, 55], [80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3], [8, 14], [60, 9], [12, 13, 22], [28, 29, 33], [35, 30], [51, 43, 36], [23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71], [74, 63, 75], [69, 81, 84], [85, 83, 82], [79, 86]]
154: [[46, 19], [50, 42], [18, 76, 77], [11, 5], [37, 67, 27], [78, 32, 17], [21, 59], [6, 41], [49, 54, 15], [44, 39], [87, 55, 80], [31, 16], [10, 25, 72, 1], [20, 2, 62, 4], [26, 65], [88, 7, 3], [8, 14], [60, 9, 12], [13, 22, 28], [29, 33], [35, 30, 51], [43, 36, 23], [24, 64], [34, 38, 53], [40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71], [74, 63, 75], [69, 81, 84], [85, 83], [82, 79, 86]]
155: [[46, 19], [50, 42, 18], [76, 77, 11], [5, 37], [67, 27], [78, 32, 17], [21, 59, 6], [41, 49], [54, 15, 44], [39, 87], [55, 80, 31], [16, 10], [25, 72, 1, 20], [2, 62], [4, 26, 65], [88, 7, 3, 8], [14, 60, 9, 12], [13, 22, 28], [29, 33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45, 47], [56, 57, 73], [58, 61, 48], [52, 68, 66], [70, 71, 74, 63], [75, 69, 81], [84, 85], [83, 82, 79, 86]]
156: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37], [67, 27, 78], [32, 17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
157: [[46, 19, 50], [42, 18, 76, 77], [11, 5, 37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39, 87, 55, 80, 31, 16, 10, 25, 72, 1, 20, 2, 62, 4, 26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
158: [[46, 19, 50], [42, 18], [76, 77], [11, 5, 37], [67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55], [80, 31, 16, 10], [25, 72, 1, 20], [2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57], [73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
159: [[46, 19], [50, 42], [18, 76, 77], [11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49], [54, 15], [44, 39, 87], [55, 80, 31], [16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
160: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78], [32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39, 87], [55, 80, 31, 16], [10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9, 12], [13, 22], [28, 29, 33], [35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58], [61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
161: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39, 87], [55, 80], [31, 16, 10, 25], [72, 1, 20], [2, 62, 4, 26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
162: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55, 80], [31, 16, 10], [25, 72], [1, 20, 2], [62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13], [22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
163: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37], [67, 27, 78, 32, 17, 21, 59, 6, 41, 49, 54, 15, 44, 39, 87, 55, 80, 31, 16, 10, 25, 72, 1, 20, 2, 62, 4, 26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
164: [[46, 19], [50, 42], [18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34], [38, 53, 40], [45, 47], [56, 57, 73], [58, 61, 48], [52, 68, 66], [70, 71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
165: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44], [39, 87], [55, 80, 31, 16], [10, 25], [72, 1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14], [60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
166: [[46, 19], [50, 42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20], [2, 62], [4, 26], [65, 88], [7, 3, 8], [14, 60], [9, 12, 13], [22, 28, 29], [33, 35], [30, 51, 43], [36, 23], [24, 64], [34, 38, 53], [40, 45, 47], [56, 57, 73], [58, 61], [48, 52, 68], [66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
167: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49], [54, 15, 44], [39, 87, 55], [80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35, 30], [51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
168: [[46, 19, 50], [42, 18], [76, 77], [11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39, 87], [55, 80], [31, 16, 10], [25, 72, 1, 20, 2, 62, 4, 26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13], [22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
169: [[46, 19, 50], [42, 18, 76], [77, 11, 5, 37, 67, 27, 78, 32], [17, 21, 59, 6, 41, 49, 54, 15, 44, 39, 87, 55, 80, 31, 16, 10, 25, 72, 1, 20, 2, 62, 4, 26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
170: [[46, 19], [50, 42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8, 14], [60, 9, 12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
171: [[46, 19, 50], [42, 18], [76, 77, 11, 5], [37, 67], [27], [78, 32, 17, 21, 59, 6, 41, 49, 54, 15, 44, 39, 87, 55, 80, 31, 16, 10, 25, 72, 1, 20, 2, 62, 4, 26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
172: [[46, 19], [50, 42], [18, 76, 77], [11, 5, 37], [67, 27, 78], [32, 17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12], [13, 22, 28], [29, 33, 35], [30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57], [73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
173: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78], [32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39, 87], [55, 80, 31, 16], [10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9, 12], [13, 22], [28, 29, 33], [35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
174: [[46, 19, 50, 42], [18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49], [54, 15, 44], [39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20, 2], [62, 4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
175: [[46, 19], [50, 42], [18, 76, 77], [11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14, 60], [9, 12, 13], [22, 28, 29, 33], [35, 30], [51], [43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73], [58, 61, 48], [52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
