0: [[38, 7, 78, 44, 55], [25, 5, 1, 2, 49], [86, 6, 68, 57], [84, 85], [16, 19], [32], [69, 10, 39, 53], [11, 74, 75], [47, 17, 21], [61, 27, 71, 73], [3, 26, 8], [64, 65], [45, 18, 56], [79, 9, 66, 72], [28, 30], [35, 20, 31, 40, 51], [36, 23], [4, 58], [37, 67], [48, 24, 12, 13, 22], [34], [76, 42, 63], [41, 46, 15], [52], [83], [50, 54], [60, 87, 62, 70, 77, 14, 29, 33, 59, 88, 80, 81, 82, 43]]
153: [[38, 5, 79, 3, 2, 33, 32, 6, 4, 81, 10, 8, 27, 26, 28, 29, 7, 12, 22, 9, 18, 11, 14, 31, 15], [17, 61, 16, 20, 1, 19, 21, 55, 24, 23, 48, 13, 45, 25, 30, 34, 60, 43, 52, 41, 62, 56, 35, 36, 37, 39, 40, 44, 47, 42, 50, 49, 51, 46, 53, 54, 63, 57], [58, 59, 64, 68, 65, 71, 66, 78, 70, 67, 72, 73, 69, 74, 75, 76, 77, 80, 85, 83, 84, 86, 82, 87, 88]]
154: [[38, 5, 7, 8, 9, 35, 32, 3, 4, 1, 6], [2, 10, 23, 27, 21, 13, 14, 15, 12, 50, 20, 19, 24, 22, 17, 25, 16, 29, 18, 30, 33, 62, 34, 26, 11], [63, 28, 36, 44, 39, 47, 37, 48, 41, 31], [40, 42, 45, 43, 61, 57, 46, 54, 52, 51, 49, 58, 53, 55, 56, 59, 81, 64, 66, 60, 67, 72, 65, 75, 73], [77, 78, 74, 68, 69, 71, 76, 80, 70, 84, 79, 83, 85, 82, 86, 87, 88]]
155: [[38, 5, 7], [8, 9, 35, 32], [3, 4], [65, 2, 6, 11], [24, 14, 30], [10, 12, 26, 21, 28, 1, 18], [31, 16, 13, 27], [19, 25, 15, 49, 17, 20, 22, 23, 29, 60, 37, 61], [43, 33, 36, 40, 34, 56, 46, 52, 42], [45, 41, 44, 57], [39, 59, 50, 47, 48, 54, 51, 53, 55, 58, 63, 64], [62, 86, 66, 69, 70, 79], [68, 72, 71], [73, 77, 76, 78, 67], [74, 75, 81], [88, 80, 85, 83, 82, 87, 84]]
156: [[38, 5, 7], [8, 9], [35, 32, 3, 4, 2, 6, 10, 11, 14, 24], [22, 12, 30, 18, 17, 25, 26, 15, 20, 13], [19, 56, 23, 1, 27], [39, 21, 60, 51, 16, 28, 29, 33], [47, 37], [34, 49, 36, 46, 42, 40], [41, 45, 50, 44, 55, 43, 48, 54], [57, 62, 52], [53, 58, 63, 59], [31, 61, 64], [78, 66, 70, 65, 69, 75], [72, 67], [79, 76, 68, 71], [73, 74, 77, 82], [81, 80, 86, 85, 83, 84, 87, 88]]
157: [[38, 5, 7, 8], [9, 35, 32, 3], [4, 1, 2, 18, 10, 15, 6, 11, 28], [29, 25, 12, 14, 20, 16, 55, 17, 21, 19, 22, 30, 24, 63, 27, 23], [26, 33], [13, 31, 53, 37, 39, 42, 34, 40, 36, 60, 56, 59, 44, 41, 43, 45, 46, 47, 48, 50, 51, 52, 49, 62, 58, 54, 61, 57, 65, 64, 70, 66, 71, 68, 67, 69, 76, 73, 72, 74, 79, 77, 75, 83, 82, 78, 80, 84, 85, 87, 88, 86, 81]]
158: [[38, 5, 7, 12, 9, 35, 1, 3, 4, 8, 2], [17, 26, 29, 11, 15, 13, 14, 16, 19, 6, 27, 28, 34, 18], [23, 21, 51, 25, 22, 36, 24, 59, 30, 39, 43, 46, 44, 37, 40, 48, 31, 45, 42, 41, 47, 33, 50, 32, 53, 55, 57, 54, 63, 52, 49, 58, 10, 60, 61, 56, 62, 64, 67, 73, 20, 78, 66, 65, 77, 69, 68], [74, 75, 70, 76, 84, 72, 79, 83, 86, 87, 85, 81, 80, 82, 88, 71]]
159: [[38, 5, 7, 8], [9, 35, 32, 3], [4, 1, 6], [2, 24, 30, 10], [14, 12, 15, 13, 17], [11, 27, 16, 19, 20, 22, 23, 18, 29, 21, 25, 53, 62, 63, 28, 34, 26, 37, 47, 33, 36, 44, 61, 39, 31, 42, 40, 41, 43, 48, 57, 45], [51, 54, 46, 52, 50, 49, 55, 56, 58, 59, 70, 60, 64, 72, 80, 69, 67, 65, 68, 71, 66, 77, 78, 74], [73, 75, 76, 86, 84, 85, 79, 83, 81, 82, 87, 88]]
160: [[38, 5, 7, 8], [9, 35], [32, 3, 4, 65, 6, 1, 19, 25, 24, 30, 2, 13, 21], [28, 53, 11, 10, 18, 14, 12], [41, 23, 27, 15, 16, 17], [20, 63, 29], [40, 54, 22, 39, 26, 52, 56, 31, 43, 34, 46, 47, 44, 33, 36, 37], [59, 58, 45, 50, 42], [48, 51, 55, 49, 57], [60, 61, 76, 71, 68, 62, 80], [66, 75, 70, 64, 67, 74, 69, 72, 73, 77, 79, 78, 86, 82, 81, 85, 84, 87, 83, 88]]
161: [[38, 5, 7, 8, 9, 35, 32, 3, 4, 1, 6, 2, 13, 14, 30, 11, 24, 10], [15, 25, 12, 17, 23, 16, 18, 19, 41, 20, 21, 26, 22, 57, 28, 29, 27], [31, 33, 34, 36, 45, 44, 43, 46, 40, 39, 47, 48, 53, 56, 58, 42, 49, 59, 37, 50, 52, 55, 51, 54, 60, 62, 61], [63, 65, 66], [68, 81, 88, 71, 64, 76, 70, 78, 73, 72, 67, 77, 69, 74, 75, 79, 84, 80, 82, 87, 83, 85], [86]]
162: [[38, 5, 71], [2, 13, 37, 32, 1, 12, 17, 6, 3, 9, 4], [28, 26, 15], [14, 29, 18, 20], [31], [22, 7, 8, 27, 11, 19], [49, 23], [21, 25, 24], [64, 30], [60, 56, 43, 41, 68], [44], [52, 47, 33], [42, 34, 35], [39, 40], [46], [51, 61], [36, 45, 48, 53, 50], [55, 10, 54, 57, 58, 62, 59, 78, 81, 63, 65, 67, 73, 69, 72, 66, 87, 70, 77, 74, 76, 79, 75, 82, 16, 83, 84, 85, 80, 86, 88]]
163: [[38, 5, 7, 8, 9, 35, 32, 3, 4, 65, 2, 1, 24, 29, 26, 19, 14, 17, 6, 10, 11, 12, 15, 13, 21, 16, 22, 18, 23], [61, 20, 25, 54, 30, 63, 41, 27, 44, 42, 34, 53, 36, 39, 45, 43, 40, 37, 31, 59, 33, 49, 47, 50, 51, 52, 55, 58, 62, 60, 48], [64, 57, 67, 28, 56, 82, 66, 73, 71, 72, 68, 74, 69, 75, 46, 78, 70, 77, 76, 79, 84, 85, 80, 81, 87, 83, 86, 88]]
164: [[38, 5, 7, 8], [9, 35, 32], [3, 4, 1, 70, 6, 18, 14, 10, 27, 26, 21], [29, 12, 2, 11], [30, 13, 17, 15, 19, 54], [16, 20], [22, 25, 53], [28, 56, 23], [40, 31, 55, 43, 33], [24, 34, 36, 46, 49, 50, 39, 47, 45, 41], [42, 37, 44], [51, 52, 58, 57], [61, 59, 60, 48], [63, 62, 64, 71, 72, 73, 65, 74, 67], [68, 69, 75, 79, 78, 84], [76, 77, 66, 83, 80, 82, 81, 86, 85, 87, 88]]
165: [[38, 5, 7, 8], [9, 35, 32, 3, 4, 64, 6, 1, 10, 29, 12], [14, 13, 26, 11], [25, 18, 27, 21, 22, 2, 15], [19, 17, 16, 20, 23, 24, 50, 54, 28, 31, 55, 49, 37, 39, 33, 41, 34, 40, 36], [44, 45, 47, 48], [42, 43, 58, 46, 52, 63, 51, 57, 59, 60, 56, 61, 62, 53, 72, 74, 80, 68, 84, 66, 30, 71, 77, 65, 67, 69, 70, 79, 75], [76, 78, 73, 81, 83, 85, 88, 87, 82, 86]]
166: [[38, 5, 7], [8, 13, 35, 1], [2, 6], [65, 3, 9, 11], [24, 22], [4, 12, 15], [29, 10, 30, 18], [21, 14, 61], [17, 23, 49], [19, 25, 26, 27, 20], [16, 28, 31], [58, 45, 33, 34], [73, 44, 37, 40, 32, 46, 42, 36], [39, 41], [55, 57, 43, 62], [51, 54, 47], [53, 56, 52, 48], [50, 60, 59, 71], [63, 67, 70], [64, 66, 68, 72, 78], [75, 79, 77], [76, 74, 69, 81, 80, 84, 86, 85], [83, 87, 82, 88]]
167: [[38, 7, 78, 40, 3], [9, 36, 4, 6, 65], [22, 2, 68], [12, 20, 5], [18, 30, 8, 14, 15, 53, 48, 19], [72, 31], [55, 17], [23, 29], [27, 33, 26, 11, 59, 25, 32, 1], [63, 43, 24, 35, 21, 34, 37, 10, 60, 47, 54, 39, 44, 51, 41, 45, 46, 50, 49, 52, 56, 28, 57, 13, 61, 64, 66, 42, 62, 67, 69, 70, 71, 73, 74, 75, 76, 82, 84, 79, 77, 16, 85, 86, 58, 80, 81, 87, 83, 88]]
168: [[38, 7, 6, 8, 9], [59, 36, 3, 4, 2], [5, 14, 1, 56], [16, 17], [20, 23], [49], [73, 11, 53, 54], [18, 74, 21], [47, 19, 25], [30, 31, 37, 26], [34, 32], [33, 35, 41, 43, 44, 29, 48, 13], [51, 12, 60, 28, 40, 52, 27, 45, 55, 57, 15, 22, 50, 61, 62, 58, 24, 46, 64, 63, 65, 68, 66, 69, 67, 39, 72, 75, 82, 42, 78, 77, 70, 79, 71, 76, 83, 84, 86, 88, 80, 81, 85, 87, 10]]
169: [[38, 7, 70, 12, 33], [35, 3, 1, 4, 17], [22, 2, 87, 11], [30, 6], [20, 13], [5], [84, 10, 15, 52], [27, 18, 79], [23, 16, 25], [24, 31, 67, 8], [28, 58, 57], [40, 64], [47, 29, 54], [43, 9, 32, 34], [44, 39], [41, 42, 46, 48, 51], [36, 19, 49, 50], [37, 73, 53, 55, 45, 56, 59, 60, 76], [74, 61, 62, 14, 63, 68], [65, 69], [26, 77, 85, 72, 71], [75, 78, 21], [66, 80, 83, 81, 86, 82, 88]]
170: [[38, 5, 15], [9, 3, 35], [4, 7, 2], [1, 70, 6], [30, 11, 87, 8, 29, 20, 10, 27], [19, 53], [18, 17, 63, 28], [14, 52, 25], [16, 32, 12, 23], [43, 61, 21, 22], [37, 49, 34], [72, 47, 24, 13, 31], [26, 36, 39, 48, 58, 51, 33, 40, 46, 41, 56, 44, 62, 45, 50, 55, 60, 54, 57], [66, 42, 59, 64, 65, 71, 67, 82, 73, 76, 69, 68, 74, 77], [75, 78, 79, 81, 86, 80, 83, 84, 85, 88]]
171: [[38, 7, 6, 44, 31], [33, 1, 3, 2, 4, 86], [10, 66, 27, 8], [21, 13], [14, 37], [69], [15, 51, 23, 30], [16, 11, 17], [25, 18, 28], [19, 20, 82, 29, 26], [32, 34, 35], [45, 39], [63, 40, 9], [43, 72, 12, 46], [41, 52], [48, 49, 50, 53, 55], [5, 58], [54, 75], [61, 24, 36], [57, 22, 60, 62, 42], [47], [64, 65, 79], [73, 67, 59], [68, 56, 71, 74, 70, 77, 76, 78, 81], [83, 84, 80, 87, 85], [88]]
172: [[38, 5, 15, 44, 61], [17, 3, 1, 2, 49], [70, 4, 66, 57], [27, 69], [16, 23], [8, 84, 42, 21, 6, 7, 10, 73, 63, 11, 19, 13, 25, 82, 14, 18, 26, 20, 22, 77, 41, 24, 62, 79, 30, 31, 68, 28], [32, 35, 33, 34, 36, 43, 37, 55, 39, 59, 40, 48, 47, 50, 29], [45, 54, 67, 72, 51, 52, 9, 53, 56, 46, 58, 88, 12, 60, 87, 64, 65, 71, 74, 75, 76, 78, 81, 80, 86, 83, 85]]
173: [[38, 7, 70], [12, 23, 35, 4], [3, 2], [1, 6], [5, 71, 25, 18, 9], [13], [24, 28, 30], [11, 55, 21], [42], [31], [27, 63], [17, 16, 20, 39, 15, 8, 19, 26, 10, 51, 37, 47, 22, 60], [78, 45, 41, 40, 53, 44, 43, 34, 48, 49, 50, 54, 56, 57, 59, 36, 58, 52, 61, 14, 62, 66, 64, 65, 32, 67, 33, 46, 68, 69, 83, 72, 73, 74, 75, 76, 79, 77, 84, 29, 85, 86, 87, 82, 81, 80, 88]]
174: [[38, 5, 7], [12, 61, 51, 1], [2, 8], [49, 70], [6], [14, 59, 88, 4], [20, 19, 15], [73, 10, 3], [23, 25, 30, 75], [46, 16, 21], [55, 13], [17, 24, 26], [18, 28, 72, 31], [45, 33], [34, 35, 9, 66, 37], [60, 39], [32, 40], [63, 41], [42, 53, 43, 22, 56], [36], [27, 57, 44], [47, 48, 54], [64], [77], [50, 71], [52, 58, 65, 68, 67, 82, 29, 69, 74, 62, 76, 79, 78, 81], [84, 83, 85, 80, 87, 86, 11]]
175: [[38, 5, 79], [44, 55, 1], [6, 9, 2], [13, 86, 16, 68, 15, 19, 4, 18], [26, 8], [7, 14], [3, 17, 22], [28, 23], [54, 24, 21], [31, 29, 25, 73], [27, 58], [33, 34, 35, 61, 50], [56, 11], [37, 42], [46, 10], [47, 39, 48, 45, 40], [51], [36, 53, 32], [57, 52, 59], [49], [62], [63, 64], [20, 65, 77, 66, 67, 41, 78, 75, 69, 70, 80, 71, 60, 72], [30, 74, 76, 12, 81, 84, 83, 85, 87, 82, 88, 43]]
176: [[38, 7, 70], [8, 3, 43, 37], [2, 4, 1], [22, 6, 12, 59, 68, 31, 20], [10], [36, 5, 26, 35], [55, 9, 11], [16, 44, 18], [21, 61, 27, 15], [19, 17, 24], [29, 25], [28, 32, 60], [41, 30, 13, 39], [40, 45], [46, 33, 54, 47, 50], [51, 34], [14, 52], [53, 56], [67, 57, 48, 62, 63], [64], [65, 66, 42, 69], [71, 72, 76], [84], [77], [78, 80], [23, 74, 75, 79, 73, 83, 85, 49, 86, 88, 82, 81, 87, 58]]
177: [[38, 5, 15], [40, 31, 25, 37], [3, 2], [33, 70, 6, 1, 57, 64, 21, 8, 4, 56, 10, 11, 51, 23, 7, 12], [24, 47, 19, 13], [60, 14, 30, 18, 22, 26, 27, 32, 35, 61, 34], [41, 69, 36, 43, 9, 44, 45, 46, 29], [42, 50], [49, 53], [63, 16], [52, 54, 39, 48, 17], [28], [55, 58, 59], [65, 66, 67], [72], [68], [73, 71], [86, 74, 75, 77, 78, 62, 79, 76, 20, 81, 82, 83, 80, 84], [85, 87, 88]]
