0: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 39, 40], [36, 46, 45, 43], [61, 59, 51, 48], [53, 47, 52], [50, 49, 55, 54], [57, 58, 63, 62], [86, 64, 66], [71, 69, 65, 68], [70, 72, 75, 74, 76], [73, 77], [79, 78, 82], [81, 80, 83, 87, 84, 85, 88]]
153: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11], [15, 31], [14, 21], [17, 13, 18, 24, 16, 23, 25, 19, 20, 26, 27, 29, 32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 47, 39, 43, 40, 45, 46, 49, 51, 48, 50, 52, 55, 54, 53, 63, 57, 62, 61, 58], [59, 86, 64, 66, 71], [69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
154: [[38, 7, 67], [5, 3], [10, 9, 4], [1], [2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26, 27, 29, 32, 28], [56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 47, 63, 43, 62, 45, 61, 50, 46, 49, 48, 58, 54, 59, 51, 53], [52, 55, 57, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
155: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11], [15, 31], [14, 21], [17, 13, 18, 24, 16, 23, 25, 19, 20, 26, 27, 29, 32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 47, 43, 46, 45, 51, 48, 53, 50, 52, 49, 55, 54, 62, 57, 59, 61, 58], [63, 86, 64, 66, 71], [69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
156: [[38, 7, 67, 5], [3, 10, 9, 4, 1], [2, 22, 12, 30], [6, 8, 11, 15], [31, 14, 21, 17], [13, 18, 24, 16, 23, 25, 19, 20, 26, 27, 29, 32], [28, 56, 37, 41], [60, 42, 35], [33, 34, 44, 36], [47, 40, 39, 51, 43, 63], [45, 46, 49, 55, 50], [48, 58, 53, 54, 52, 59, 57, 61], [62, 86], [64, 66], [71, 69, 65, 68, 70, 72, 75, 74], [76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
157: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11, 15], [31, 14, 21], [17, 13, 18, 24], [16, 23, 25, 19], [20, 26, 27, 29], [32, 28, 56, 37], [41, 60, 42, 35], [33, 34, 44, 36], [39, 40, 47, 45], [43, 62, 46, 54], [52, 48, 51, 49], [55, 50, 59, 57], [63, 58, 61, 53], [86, 64, 66, 71], [69, 65, 68, 70], [72, 75, 74], [76, 73, 77, 79], [78, 82, 81, 80], [83, 87, 84], [85, 88]]
158: [[38, 7, 67, 5], [3, 10, 9, 4, 1], [2, 22, 12, 30], [6, 8, 11, 15], [31, 14, 21], [17, 13, 18, 24], [16, 23, 25, 19], [20, 26, 27, 29], [32, 28, 56, 37], [41, 60, 42, 35], [33, 34, 44], [36, 47, 43, 51], [39, 45, 62, 59], [40, 52, 54, 48], [46, 50, 49], [53, 55, 57, 61], [58, 63, 86], [64, 66, 71, 69], [65, 68], [70, 72, 75, 74], [76, 73, 77], [79, 78, 82, 81], [80, 83, 87], [84, 85, 88]]
159: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8, 11, 15, 31, 14], [21, 17, 13, 18, 24, 16, 23, 25, 19, 20, 26, 27, 29, 32, 28, 56, 37, 41], [60, 42, 35, 33, 34, 44, 36, 43, 40, 39, 45, 46, 62, 47, 50, 55, 49, 54, 51, 58, 48, 52, 63, 53, 59, 57, 61, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
160: [[38, 7, 67], [5, 3, 10, 9], [4, 1, 2, 22], [12, 30, 6, 8], [11, 15, 31], [14, 21, 17, 13], [18, 24, 16, 23], [25, 19, 20, 26], [27, 29], [32, 28, 56, 37], [41, 60, 42], [35, 33, 34], [44, 36, 39, 40], [46, 61, 43, 62], [63, 55, 45, 49], [47, 52, 50, 53], [48, 51, 54], [57, 58, 59, 86], [64, 66, 71, 69], [65, 68, 70], [72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
161: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2], [22, 12, 30, 6, 8], [11], [15, 31, 14, 21, 17, 13, 18, 24, 16, 23, 25, 19, 20, 26, 27, 29, 32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 45, 39, 40, 47, 43, 46, 57, 58, 52, 49, 50, 48, 55, 51, 53, 54, 59, 61, 63, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
162: [[38, 7, 67, 5], [3, 10], [9, 4, 1], [2, 22, 12, 30], [6, 8, 11, 15], [31, 14, 21, 17], [13, 18, 24], [16, 23, 25, 19], [20, 26, 27, 29], [32, 28, 56, 37], [41, 60, 42, 35], [33, 34, 44], [36, 39, 40, 47], [45, 43, 46, 63], [51, 48, 54, 49], [50, 52, 53, 55], [62, 58, 59], [57, 61], [86, 64, 66, 71], [69, 65, 68, 70], [72, 75, 74, 76], [73, 77, 79, 78], [82, 81, 80, 83], [87, 84, 85, 88]]
163: [[38, 7, 67], [5, 3, 10, 9], [4, 1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13], [18, 24, 16, 23, 25, 19, 20, 26, 27, 29, 32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 43, 40, 61, 47, 45, 58, 53, 50, 63, 46, 55, 51, 49, 48, 52, 57, 59, 54, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
164: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13], [18, 24, 16], [23, 25, 19], [20, 26, 27, 29], [32, 28, 56, 37], [41, 60, 42, 35], [33, 34, 44], [36, 39, 40, 43], [45, 46, 47, 48], [52, 50, 54, 53], [51, 49, 57], [55, 63, 61, 58], [59, 62, 86, 64], [66, 71, 69, 65], [68, 70, 72], [75, 74, 76, 73], [77, 79], [78, 82, 81, 80], [83, 87], [84, 85, 88]]
165: [[38, 7, 67, 5], [3, 10, 9, 4, 1, 2, 22, 12, 30, 6, 8, 11, 15, 31], [14, 21, 17, 13, 18, 24, 16, 23, 25, 19, 20, 26, 27, 29, 32, 28, 56, 37, 41, 60, 42], [35, 33, 34, 44], [36, 45, 40, 47], [43, 39, 63, 46, 50, 49, 52, 48, 51, 59, 53, 54, 61, 55, 57, 62, 58, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
166: [[38, 7, 67, 5], [3, 10, 9, 4, 1, 2, 22, 12, 30, 6, 8, 11, 15, 31, 14], [21, 17, 13, 18, 24, 16, 23, 25, 19, 20, 26, 27, 29, 32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 43, 39, 47, 45, 59, 61, 40, 46, 49, 53, 51, 54, 52, 55, 58, 50, 48, 63, 57, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78], [82, 81, 80, 83, 87, 84, 85, 88]]
167: [[38, 7, 67, 5], [3, 10, 9], [4, 1, 2, 22], [12, 30, 6, 8], [11, 15, 31], [14, 21, 17, 13], [18, 24, 16], [23, 25, 19, 20], [26, 27, 29, 32], [28, 56, 37], [41, 60, 42, 35], [33, 34, 44, 36], [39, 40, 46], [47, 43, 45, 57], [49, 48], [52, 51, 54, 59], [53, 55, 50, 61], [58, 63, 62, 86], [64, 66, 71, 69], [65, 68, 70, 72], [75, 74, 76, 73], [77, 79, 78, 82], [81, 80, 83], [87, 84, 85, 88]]
168: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30], [6, 8, 11, 15], [31, 14, 21], [17, 13, 18, 24], [16, 23, 25, 19], [20, 26, 27], [29, 32, 28], [56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 47, 61, 43, 58, 46, 51, 48, 52, 55, 49, 50, 45, 57, 54, 53], [62, 59, 63, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
169: [[38, 7, 67, 5], [3, 10, 9], [4, 1, 2, 22], [12, 30, 6, 8], [11, 15, 31], [14, 21, 17, 13], [18, 24, 16], [23, 25, 19, 20], [26, 27, 29], [32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 39, 40, 47], [45, 43, 50, 61], [53, 54, 46, 48], [59, 51, 49], [52, 55, 57], [62, 58, 63, 86], [64, 66, 71, 69], [65, 68, 70], [72, 75], [74, 76, 73], [77], [79, 78], [82, 81], [80, 83, 87, 84, 85, 88]]
170: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31], [14, 21, 17, 13], [18, 24, 16], [23, 25, 19, 20, 26, 27, 29, 32], [28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 46, 47, 43, 63], [45, 48, 50, 54, 49, 51, 55, 52], [53, 59, 57, 58, 61, 62, 86], [64, 66, 71, 69], [65, 68, 70], [72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
171: [[38, 7, 67], [5, 3, 10, 9], [4, 1, 2], [22, 12, 30, 6], [8, 11, 15, 31], [14, 21, 17], [13, 18, 24, 16], [23, 25, 19, 20], [26, 27, 29], [32, 28, 56, 37], [41, 60, 42, 35], [33, 34, 44, 36], [39, 40, 47], [45, 43, 63], [46], [53, 54], [48, 51, 50, 49], [52, 55, 57, 59], [62, 58, 61, 86], [64, 66, 71, 69], [65, 68, 70, 72], [75, 74, 76], [73, 77, 79, 78], [82, 81, 80, 83], [87, 84, 85, 88]]
172: [[38, 7], [67, 5, 3, 10], [9, 4, 1, 2], [22, 12, 30], [6, 8, 11], [15, 31, 14, 21], [17, 13, 18, 24], [16, 23, 25, 19], [20, 26, 27, 29], [32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 47, 39], [43, 40, 45, 46], [63, 50, 48, 52], [53, 55, 57, 49], [54, 51, 58, 59], [62, 61, 86, 64], [66, 71, 69, 65], [68, 70, 72], [75, 74, 76, 73], [77, 79, 78, 82], [81, 80, 83], [87, 84, 85, 88]]
173: [[38, 7, 67, 5], [3, 10, 9], [4, 1, 2, 22], [12, 30, 6], [8, 11, 15, 31], [14, 21, 17, 13], [18, 24, 16], [23, 25, 19, 20], [26, 27, 29], [32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 39, 40, 47], [45, 43, 59, 46], [58, 52, 53], [48, 49, 51], [62, 61, 50], [54, 63, 55], [57, 86, 64], [66, 71, 69, 65], [68, 70, 72], [75, 74, 76, 73], [77, 79, 78, 82], [81, 80, 83], [87, 84, 85, 88]]
174: [[38, 7], [67, 5, 3, 10], [9, 4, 1, 2, 22, 12, 30, 6, 8, 11, 15, 31, 14, 21, 17, 13, 18, 24, 16, 23, 25, 19, 20, 26, 27, 29, 32, 28, 56, 37, 41, 60], [42, 35, 33, 34, 44, 36, 39, 40, 47, 59, 43, 45, 51, 50, 46, 48, 54, 53, 52, 49, 55, 57, 61, 62, 58, 63, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
175: [[38, 7, 67], [5, 3, 10, 9, 4], [1, 2, 22], [12, 30, 6], [8, 11, 15], [31, 14, 21, 17], [13, 18, 24, 16], [23, 25, 19, 20], [26, 27, 29, 32], [28, 56, 37, 41], [60, 42, 35], [33, 34, 44, 36], [47, 39, 40], [45, 46, 43, 59], [51, 53, 50, 52], [48, 55, 49, 62], [61, 54, 57], [58, 63, 86, 64], [66, 71, 69], [65, 68], [70, 72, 75, 74], [76, 73, 77], [79, 78, 82, 81], [80, 83, 87, 84], [85, 88]]
