0: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
153: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
154: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
155: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
156: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
157: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
158: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
159: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
160: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
161: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
162: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
163: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
164: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
165: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
166: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
167: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
168: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
169: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
170: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
171: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
172: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
173: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
174: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3], [10, 43, 11, 25, 4, 29, 13], [28, 24, 1, 40, 8, 44, 45], [59, 18, 22, 71, 70, 12, 34], [76, 30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
175: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52, 17], [69, 67, 48, 21, 64, 65, 49], [68, 56, 87, 63, 61, 47, 66], [55, 35, 85, 80, 51, 37], [54, 86, 79, 82, 73, 81]]
