0: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
153: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
154: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
155: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
156: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
157: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
158: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
159: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
160: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
161: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
162: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
163: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
164: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
165: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
166: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
167: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
168: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
169: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
170: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
171: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
172: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
173: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
174: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
175: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
