0: [[20], [18, 53, 13, 23], [24, 1], [35, 2, 4, 43, 12, 22], [27], [47, 75], [3, 34], [6, 5], [7], [19], [57], [25, 14, 15], [81, 17, 16, 21], [26, 11, 50], [28, 31, 32, 29], [30, 56, 59, 33], [37, 40, 36], [38], [9, 42], [44, 39, 8], [45, 41, 46, 60], [48, 61], [51, 54, 52, 49], [58, 55, 62], [63], [64], [66, 78], [71, 67, 68], [65], [69, 76, 77, 10], [70, 73, 72, 83, 82], [74, 79], [85], [80, 84, 87], [86, 88]]
153: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 15, 7, 9, 30, 8, 14, 10, 11, 16, 13], [12, 25, 17, 21, 19, 20, 26, 18, 63, 27, 56, 28, 31, 43, 33, 54, 60, 34, 39, 29, 32, 37, 40], [41, 35, 42, 61, 46, 38, 44, 45, 48, 50, 49, 51, 62, 47, 53, 52, 55, 57, 59, 58, 66, 68, 64, 77], [67, 65, 79, 69, 71, 70, 74, 73, 72, 78, 75, 76, 87, 80, 81, 84, 85, 86, 82, 83, 88]]
154: [[36, 6, 23, 7, 2, 8, 1, 3, 4, 12, 43, 11, 22, 10, 47, 75, 13, 34, 52, 5, 17, 18, 57], [25, 24, 20, 21, 19, 16, 28, 26, 15, 54, 30, 27, 29, 31, 14, 60, 59, 37, 38, 56, 32, 33], [9, 42, 35, 45, 39, 40, 41, 44, 46, 50, 48, 53, 51, 61, 49, 55, 58, 63, 69, 72, 66, 67], [62, 64, 71, 65, 73, 76, 68, 78, 70, 79, 74, 83, 82, 81, 77, 87, 80, 84, 85, 86, 88]]
155: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 7, 11, 8, 10, 12, 15, 9, 13, 14, 19, 21], [56, 16, 26, 48, 18, 29, 25, 28, 58, 17, 20, 55, 27, 45, 42, 30, 49, 31, 46, 35, 32, 34, 33], [39, 37, 38, 40, 44, 57, 41, 62, 51, 52, 43, 59, 47, 53, 50, 54, 63, 60, 61, 66, 64, 72, 67], [71, 68, 65, 76, 69, 70, 73, 75, 74, 77, 78, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
156: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 11, 15, 9, 7, 8, 10, 12, 30, 29, 14, 17, 18], [13, 20, 16, 27, 31, 19, 26, 21, 25, 28, 60, 35, 40, 32, 57, 44, 48, 47, 39, 33, 41, 34, 37], [38, 43, 50, 45, 46, 42, 54, 55, 56, 49, 51, 52, 63, 53, 58, 59, 62, 71, 65, 68, 61, 70], [69, 66, 64, 74, 72, 67, 79, 75, 78, 73, 76, 77, 82, 80, 81, 85, 83, 86, 84, 87, 88]]
157: [[36, 6, 22, 23, 24, 3, 16, 2, 5, 1, 10, 7, 9, 4, 8, 11, 12, 14, 30, 13, 19], [57, 15, 25, 21, 17, 18, 20, 26, 29, 60, 27, 28, 31, 32, 38, 34, 42, 35, 37, 61, 40, 39, 44], [43, 33, 41, 47, 56, 45, 46, 49, 50, 48, 52, 53, 55, 54, 58, 59, 51, 62, 63, 66, 64, 80, 69], [67, 65, 71, 70, 73, 75, 68, 77, 72, 76, 78, 74, 83, 82, 79, 85, 81, 86, 87, 84, 88]]
158: [[36, 6, 22, 23, 24, 9, 3, 2, 4, 1, 14, 5, 7, 13, 8, 10, 11, 12, 15, 18, 16, 19, 21], [29, 20, 25, 27, 26, 17, 31, 61, 55, 28, 40, 30, 35, 33, 42, 32, 44, 34, 46, 38, 58], [62, 39, 51, 59, 43, 37, 41, 48, 45, 47, 60, 49, 50, 54, 57, 52, 53, 56, 63, 66, 64, 68, 67], [65, 70, 77, 69, 74, 71, 73, 72, 75, 76, 78, 79, 82, 80, 84, 86, 81, 85, 87, 83, 88]]
159: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 15, 7, 8, 9, 10, 11, 12, 14, 53, 21, 13, 20], [19, 17, 16, 29, 26, 18, 27, 55, 56, 25, 41, 28, 60, 30, 31, 33, 43, 34, 32, 42, 37, 38, 35], [40, 46, 59, 47, 51, 39, 44, 45, 52, 57, 48, 49, 50, 54, 62, 63, 58, 61, 65, 66, 67, 69], [77, 71, 64, 70, 73, 68, 75, 79, 72, 74, 76, 78, 82, 81, 84, 85, 86, 80, 83, 87, 88]]
160: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 7, 11, 10, 8, 9, 14, 12, 13, 29, 15, 18, 21], [17, 16, 20, 19, 31, 25, 26, 28, 30, 37, 35, 47, 38, 60, 34, 61, 27, 33, 40, 42, 41, 56, 43], [46, 44, 48, 45, 49, 57, 51, 39, 52, 32, 53, 58, 54, 50, 55, 59, 62, 63, 64, 70, 65, 68], [67, 73, 71, 66, 72, 78, 69, 74, 76, 75, 77, 79, 83, 80, 82, 81, 84, 85, 87, 86, 88]]
161: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 15, 8, 13, 14, 10, 12, 11, 9, 20, 16, 25, 17, 19], [18, 21, 27, 28, 29, 56, 26, 60, 49, 58, 63, 43, 45, 38, 30, 32, 37, 39, 51, 7, 35, 40], [31, 33, 34, 54, 42, 53, 41, 44, 46, 47, 55, 52, 48, 50, 62, 57, 59, 61, 66, 68, 65, 69], [67, 64, 72, 71, 70, 75, 73, 79, 74, 78, 76, 77, 84, 82, 83, 87, 85, 86, 80, 88, 81]]
162: [[36, 6, 22, 23, 24, 2, 3, 1, 7, 4, 5, 8, 15, 11, 10, 12, 14, 9, 58, 13, 17, 19, 18], [20, 16, 21, 28, 25, 27, 29, 30, 26, 41, 33, 37, 61, 59, 34, 52, 38, 35, 32, 43, 42, 45, 40], [46, 47, 39, 44, 54, 49, 51, 50, 60, 55, 48, 56, 53, 57, 63, 62, 31, 66, 65, 67, 76], [74, 68, 77, 70, 79, 64, 69, 72, 71, 73, 75, 78, 84, 81, 80, 82, 87, 83, 88, 86, 85]]
163: [[36, 6, 22, 23, 24, 3, 1, 2, 9, 4, 7, 5, 12, 8, 10, 11, 14, 13, 15, 18, 30, 34], [16, 19, 20, 17, 25, 26, 21, 27, 56, 61, 28, 29, 40, 31, 57, 32, 38, 42, 43, 33, 35, 37, 39], [47, 45, 54, 41, 44, 46, 49, 55, 52, 48, 50, 51, 58, 59, 53, 62, 63, 60, 66, 68, 67, 64], [69, 70, 79, 71, 73, 78, 65, 77, 74, 72, 75, 83, 76, 81, 88, 87, 82, 80, 84, 85, 86]]
164: [[36, 6, 22, 23, 24, 9, 1, 2, 5, 4, 13, 7, 10, 12, 3, 11, 8, 21, 15, 14, 20, 16, 17], [18, 19, 26, 25, 28, 30, 29, 56, 63, 27, 35, 32, 31, 38, 48, 33, 45, 34, 40, 37, 39, 43], [47, 41, 44, 42, 59, 46, 54, 53, 50, 51, 49, 52, 60, 55, 61, 58, 57, 62, 66, 67, 65, 69], [75, 64, 70, 72, 77, 68, 78, 76, 71, 73, 74, 79, 82, 81, 80, 86, 83, 88, 87, 85, 84]]
165: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 10, 15, 9, 7, 8, 14, 11, 30, 13, 17, 18, 16, 19], [28, 20, 21, 31, 25, 26, 58, 62, 41, 27, 29, 37, 32, 35, 33, 40, 43, 34, 39, 38, 42, 44, 45], [47, 48, 61, 50, 46, 49, 53, 55, 59, 52, 57, 51, 56, 54, 60, 63, 68, 66, 64, 65, 12], [73, 67, 75, 71, 72, 70, 78, 76, 69, 74, 77, 79, 83, 80, 82, 85, 84, 81, 87, 86, 88]]
166: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 11, 15, 7, 8, 9, 10, 27, 12, 20, 14, 26, 18, 16, 19], [13, 25, 17, 21, 29, 59, 28, 61, 33, 30, 60, 38, 43, 34, 40, 42, 35, 49, 58, 44, 46], [32, 39, 55, 41, 37, 63, 48, 51, 50, 57, 45, 47, 52, 53, 54, 56, 62, 31, 66, 64, 80, 67], [74, 69, 77, 68, 76, 65, 70, 72, 78, 75, 73, 82, 79, 83, 86, 85, 81, 84, 87, 71, 88]]
167: [[36, 6, 22, 23, 24, 9, 2, 1, 5, 3, 7, 14, 15, 13, 18, 8, 29, 4, 10, 17, 20, 47, 11], [55, 26, 16, 12, 31, 21, 19, 25, 27, 39, 53, 59, 28, 30, 32, 58, 48, 41, 42, 34, 35], [33, 37, 46, 38, 43, 44, 57, 40, 51, 52, 45, 49, 50, 54, 60, 56, 62, 61, 63, 64, 65, 73, 67], [74, 68, 70, 77, 66, 71, 76, 69, 72, 78, 75, 79, 83, 80, 81, 85, 82, 87, 86, 84, 88]]
168: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 7, 8, 15, 11, 4, 9, 12, 28, 14, 59, 29, 10, 17, 19, 18], [21, 20, 30, 16, 63, 25, 26, 46, 42, 27, 62, 51, 34, 50, 13, 45, 44, 35, 41, 47, 33, 31], [32, 49, 53, 37, 39, 38, 40, 43, 54, 48, 56, 55, 58, 61, 57, 60, 52, 67, 64, 66, 65], [73, 77, 76, 69, 70, 68, 74, 71, 75, 72, 79, 78, 82, 81, 80, 85, 83, 86, 84, 87, 88]]
169: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 10, 14, 8, 7, 25, 13, 26, 9, 59, 11, 12, 16, 21], [17, 18, 29, 20, 19, 54, 30, 28, 43, 42, 27, 61, 32, 34, 56, 57, 46, 35, 31, 44, 15, 33, 53], [38, 60, 37, 45, 39, 40, 41, 51, 50, 47, 48, 55, 58, 49, 52, 62, 63, 66, 64, 67, 65], [74, 68, 70, 77, 69, 78, 71, 76, 72, 75, 73, 80, 79, 81, 84, 85, 83, 87, 86, 82, 88]]
170: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 13, 11, 9, 7, 31, 8, 10, 14, 12, 20, 27, 19, 21], [16, 17, 15, 30, 28, 18, 25, 26, 29, 32, 33, 35, 45, 56, 37, 41, 48, 39, 42, 40, 44, 46, 47], [38, 34, 43, 49, 50, 53, 55, 54, 51, 52, 57, 61, 58, 59, 60, 63, 62, 66, 72, 65, 68], [69, 64, 75, 73, 78, 67, 70, 74, 76, 71, 77, 79, 82, 81, 80, 84, 83, 88, 87, 85, 86]]
171: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 15, 7, 8, 11, 10, 9, 31, 13, 14, 20, 19, 16], [17, 60, 18, 25, 21, 26, 30, 28, 27, 62, 29, 32, 45, 54, 57, 38, 40, 39, 49, 33, 34, 35], [37, 44, 41, 43, 47, 42, 46, 50, 51, 56, 52, 55, 59, 63, 53, 48, 61, 58, 66, 64, 65, 12, 69], [73, 67, 78, 71, 72, 70, 74, 79, 68, 75, 76, 85, 82, 77, 80, 81, 83, 84, 87, 86, 88]]
172: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 15, 7, 8, 11, 9, 10, 25, 13, 14, 16, 17, 56, 20], [55, 27, 18, 19, 26, 21, 30, 29, 48, 28, 40, 44, 31, 57, 33, 60, 38, 51, 32, 35, 34, 37], [39, 41, 42, 45, 47, 43, 46, 63, 49, 58, 52, 54, 62, 53, 50, 61, 59, 68, 66, 64, 12, 65], [73, 67, 74, 71, 70, 78, 69, 72, 77, 76, 75, 79, 82, 86, 80, 81, 83, 85, 87, 84, 88]]
173: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 11, 7, 28, 9, 8, 14, 29, 19, 10, 12, 15, 18, 17], [21, 13, 16, 20, 27, 52, 58, 44, 38, 25, 30, 47, 26, 31, 32, 33, 35, 46, 37, 34, 41], [40, 43, 42, 45, 61, 48, 56, 55, 49, 50, 39, 54, 53, 51, 57, 59, 62, 60, 74, 67, 68, 80, 64], [66, 70, 71, 77, 65, 69, 63, 78, 73, 75, 79, 72, 86, 76, 81, 84, 83, 82, 85, 87, 88]]
174: [[36, 6, 22, 23, 9, 3, 1, 2, 5, 4, 13, 7, 11, 10, 8, 14, 19, 20, 48, 21, 17, 60, 16], [15, 53, 18, 24, 28, 25, 27, 26, 58, 51, 59, 33, 41, 49, 34, 46, 37, 54, 29, 57, 12, 42], [40, 30, 63, 52, 56, 44, 31, 55, 43, 32, 35, 38, 39, 45, 61, 50, 47, 62, 66, 64, 88, 69], [65, 68, 73, 76, 70, 75, 67, 77, 71, 72, 78, 79, 74, 81, 80, 87, 83, 84, 82, 85, 86]]
175: [[36, 6, 22, 23, 24, 9, 1, 2, 5, 4, 11, 10, 13, 15, 3, 7, 14, 30, 8, 25, 21, 51, 28], [17, 19, 26, 12, 16, 20, 29, 58, 27, 18, 63, 31, 48, 33, 39, 32, 38, 49, 41, 37, 35, 34, 42], [43, 59, 44, 40, 45, 61, 47, 46, 53, 50, 52, 54, 55, 56, 57, 60, 62, 67, 64, 66, 65], [76, 77, 68, 69, 78, 71, 70, 72, 74, 75, 73, 79, 86, 80, 81, 82, 83, 85, 87, 84, 88]]
176: [[36, 6, 22, 23, 24, 3, 1, 2, 5, 4, 11, 7, 9, 8, 14, 15, 56, 12, 20, 13, 30, 21, 10], [17, 16, 28, 19, 35, 29, 50, 18, 26, 48, 25, 58, 59, 43, 42, 40, 27, 33, 32, 37, 41, 39, 45], [46, 55, 34, 44, 47, 60, 51, 38, 54, 49, 52, 53, 57, 61, 62, 63, 31, 65, 64, 81, 70], [69, 68, 76, 73, 66, 67, 74, 72, 79, 75, 78, 85, 77, 82, 80, 84, 87, 83, 88, 71, 86]]
177: [[36, 6, 22, 23, 24, 9, 1, 2, 5, 8, 10, 12, 3, 7, 4, 13, 11, 15, 30, 28, 16, 18, 21, 20], [17, 14, 19, 26, 25, 61, 40, 27, 57, 29, 31, 38, 33, 43, 42, 53, 44, 32, 34, 47, 35, 46, 37], [52, 54, 39, 41, 45, 48, 50, 55, 56, 51, 58, 59, 49, 60, 62, 63, 66, 64, 67, 70], [65, 72, 73, 71, 75, 76, 68, 69, 74, 79, 78, 77, 87, 81, 80, 82, 83, 86, 85, 84, 88]]
