0: [[18], [5, 1, 13, 23], [2, 12, 22], [4, 20, 15, 3, 14], [7, 31], [28], [26, 59, 8], [17, 50], [16, 6, 9, 10], [21, 24, 34, 39], [29, 25, 55, 11], [19, 27, 58, 30, 32], [33, 35], [46, 36], [42, 44, 40], [47, 45, 54, 37], [38, 49], [56, 41], [48, 51], [52, 62, 43], [53, 63, 60, 57], [70, 74], [64, 66, 67, 78], [69, 61, 72], [65, 68], [73, 76], [75, 71, 77], [79, 82, 81], [80, 83], [87, 84, 86], [85, 88]]
153: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 38, 37, 60, 42, 44, 46, 43, 47, 53, 54, 48, 50, 49, 55, 56, 51, 62, 52, 57, 58, 61, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
154: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 38, 44, 46, 37, 63, 40, 58, 50, 60, 43, 47, 49, 56, 57, 52, 55, 51, 53, 54, 62, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
155: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 46, 42, 37, 38, 40, 43, 44, 45, 63, 50, 61, 49, 54, 47, 51, 53, 52, 56, 60, 58, 55, 62, 57, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
156: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 46, 42, 44, 38, 37, 56, 40, 43, 45, 47, 55, 52, 53, 50, 49, 54, 57, 58, 51, 60, 61, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
157: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 37, 42, 47, 46, 38, 43, 48, 44, 60, 54, 53, 49, 52, 50, 51, 55, 56, 57, 63, 61, 62, 58, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
158: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 46, 38, 44, 53, 37, 40, 43, 58, 42, 45, 47, 49, 52, 54, 55, 56, 57, 63, 50, 51, 60, 62, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
159: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 38, 40, 60, 46, 43, 47, 49, 44, 54, 51, 50, 52, 56, 53, 61, 55, 58, 57, 63, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
160: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 42, 38, 40, 45, 44, 46, 47, 43, 55, 53, 50, 48, 49, 51, 54, 58, 56, 57, 60, 61, 63, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
161: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 38, 37, 42, 40, 43, 46, 47, 45, 60, 44, 53, 51, 50, 48, 55, 49, 54, 56, 61, 57, 63, 62, 58, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
162: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 44, 32, 39, 37, 42, 40, 38, 45, 46, 61, 43, 47, 48, 49, 53, 56, 50, 51, 60, 54, 52, 57, 55, 62, 63, 58, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
163: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 44, 38, 40, 55, 46, 43, 47, 49, 50, 58, 51, 54, 52, 53, 56, 61, 57, 60, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
164: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 38, 42, 40, 37, 44, 46, 47, 43, 45, 49, 48, 53, 54, 50, 63, 51, 55, 60, 56, 58, 62, 57, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
165: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 37, 38, 42, 43, 46, 44, 56, 48, 49, 52, 51, 47, 50, 58, 53, 54, 60, 57, 55, 61, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
166: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 41, 33, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 38, 44, 45, 40, 47, 42, 43, 53, 50, 46, 55, 58, 49, 51, 48, 54, 56, 57, 62, 60, 61, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
167: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 46, 42, 38, 37, 45, 44, 43, 47, 63, 60, 53, 50, 58, 51, 48, 49, 57, 52, 55, 56, 54, 62, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
168: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 44, 38, 40, 43, 47, 42, 46, 45, 49, 61, 48, 55, 58, 54, 50, 60, 51, 56, 57, 53, 63, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
169: [[5, 4, 3, 2, 1, 24, 6, 29, 20, 16, 12, 13, 22], [9, 8, 30, 15, 7, 11, 23, 28, 18, 21, 17, 36, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 38, 40, 44, 43, 60, 47, 51, 50, 49, 54, 56, 52, 57, 55, 46, 53, 61, 58, 63, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
170: [[18], [5, 1, 13, 23], [2, 12, 6], [4, 28, 15, 7, 14], [11, 24], [8], [27, 9, 10], [3, 32], [16, 20, 17, 21], [22, 25, 29, 43], [63, 30, 19, 31], [26, 36, 58, 55, 37], [33, 35], [38, 44], [34, 39, 40], [45, 41, 42, 47], [54, 57], [56, 53], [48, 46], [52, 49, 50], [51, 59, 62, 60], [61, 76], [64, 73, 67, 65], [69, 71, 72], [66, 70], [68, 74], [75, 78, 77], [79, 82, 81], [80, 83], [86, 84, 87], [85, 88]]
171: [[7, 4, 5, 3, 2, 1, 16, 28, 13, 6, 29, 25, 22], [9, 8, 30, 15, 12, 11, 23, 24, 18, 21, 17, 20, 14, 36, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 38, 40, 43, 46, 44, 63, 50, 51, 53, 52, 55, 54, 49, 57, 47, 58, 61, 56, 60, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
172: [[5, 36, 33, 1, 6, 20, 16, 28, 13, 31, 12, 2, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 22, 14, 25, 24, 41, 59, 29], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 38, 40, 42, 44, 43, 46, 47, 63, 50, 48, 61, 56, 49, 54, 51, 55, 53, 57, 45, 60, 58, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
173: [[20, 37, 32, 1, 6, 18, 24, 12, 29, 23, 2, 5, 13], [9, 8, 30, 15, 7, 11, 3, 4, 16, 21, 17, 22, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 28, 39, 45, 42, 44, 38, 40, 43, 36, 53, 46, 57, 49, 58, 60, 47, 54, 52, 55, 56, 50, 51, 63, 61, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
174: [[22, 5, 36, 1, 2, 6, 16, 28, 13, 20, 29, 10, 23], [3, 15, 30, 14, 43, 9, 17, 4, 8, 7, 11, 12, 21, 24, 35, 37, 25, 31], [55, 26, 19, 18, 27, 33, 52, 32, 39, 45, 34, 46, 44, 40, 47, 42, 63, 54, 38, 53, 49, 56, 48, 51, 50, 59, 41, 58, 62, 60, 57, 78, 66, 69, 70], [67, 71, 65, 61, 74, 64, 68, 73, 76, 75, 72, 77, 79, 84, 81, 80, 83, 87, 82, 85, 86, 88]]
175: [[22], [5, 36, 1, 7], [6, 2, 20], [13, 3, 29, 24, 30], [9, 31], [4], [26, 43, 8], [17, 11], [16, 12, 25, 14], [15, 18, 33, 21], [59, 23, 55, 10], [19, 27, 28, 34, 32], [37, 35], [44, 40], [39, 38, 45], [47, 46, 63, 61], [42, 49], [50, 41], [48, 51], [52, 54, 56], [53, 58, 60, 57], [62, 68], [69, 64, 67, 66], [65, 71, 72], [74, 70], [73, 76], [75, 77, 78], [79, 82, 81], [80, 83], [86, 85, 84], [87, 88]]
176: [[18, 5, 1, 13, 6, 2, 28, 14, 4, 9, 15, 3, 7], [10, 8, 12, 16, 23, 11, 17, 48, 21, 20, 22, 30, 27, 24, 34, 47, 29, 25], [19, 31, 26, 32, 35, 43, 52, 33, 39, 37, 38, 42, 44, 40, 41, 45, 36, 46, 53, 49, 57, 54, 58, 56, 50, 59, 51, 61, 55, 62, 60, 63, 74, 64, 75], [67, 76, 69, 71, 65, 66, 68, 73, 72, 70, 78, 77, 79, 84, 81, 80, 83, 87, 82, 86, 85, 88]]
177: [[22, 5, 4, 9, 7, 6, 8, 1, 2, 20, 13, 25, 14], [11, 10, 28, 31, 59, 15, 17, 50, 16, 18, 21, 12, 24, 26, 35, 43, 27, 29], [51, 30, 19, 33, 34, 3, 32, 36, 37, 39, 42, 38, 44, 40, 41, 61, 46, 45, 47, 49, 48, 57, 54, 62, 52, 56, 58, 53, 63, 60, 66, 23, 76, 65, 68], [67, 72, 71, 55, 74, 64, 70, 73, 78, 75, 69, 77, 79, 82, 81, 80, 83, 87, 84, 86, 85, 88]]
