0: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41], [51, 35], [32, 33, 40, 34, 37], [38, 42], [47, 44, 36, 43], [45, 55, 63, 52], [46, 61, 48], [49, 50, 53, 54], [56, 59, 57], [58, 62, 66], [74, 83, 64, 65], [71, 67, 76], [68], [69, 70, 72], [79, 75, 73, 77, 78, 80, 81, 82, 87], [84, 85, 86, 88]]
153: [[10, 22, 9], [39, 2], [4, 3, 5], [1, 15], [7, 14, 6, 8], [27, 11, 13, 12], [24, 19, 17], [21, 20, 18, 16], [31, 23, 29, 26], [25, 28, 60, 30, 41], [51, 35, 32], [33, 40], [34, 37], [38, 42, 47], [44, 36, 43], [45, 55], [63, 52, 46, 61], [48, 49, 50], [53, 54], [56, 59, 57, 58], [62, 66, 74], [83, 64, 65], [71, 67, 76, 68], [69, 70], [72, 79, 75, 73], [77, 78, 80], [81, 82, 87], [84, 85, 86, 88]]
154: [[10, 22, 9], [39, 2, 4], [3, 5], [1, 15, 7], [14, 6], [8, 27, 11], [13, 12, 24], [19, 17], [21, 20, 18, 16], [31, 23, 29, 26], [25, 28, 60], [30, 41, 51, 35], [32, 33, 40, 34], [37, 38, 42], [47, 44, 36], [43, 45, 55], [63, 52, 46, 61], [48, 49, 50, 53], [54, 56, 59], [57, 58, 62], [66, 74], [83, 64, 65, 71], [67, 76, 68, 69], [70, 72, 79, 75], [73, 77, 78, 80], [81, 82, 87], [84, 85, 86, 88]]
155: [[10, 22], [9, 39, 2], [4, 3, 5], [1, 15, 7], [14, 6, 8], [27, 11], [13, 12], [24, 19, 17], [21, 20, 18], [16, 31, 23, 29], [26, 25, 28, 60], [30, 41, 51], [35, 32, 33], [40, 34], [37, 38, 42, 47], [44, 36, 43], [45, 55, 63, 52], [46, 61], [48, 49], [50, 53, 54, 56], [59, 57], [58, 62, 66, 74], [83, 64, 65, 71], [67, 76, 68], [69, 70, 72, 79], [75, 73, 77, 78], [80, 81, 82], [87, 84], [85, 86, 88]]
156: [[10, 22], [9, 39], [2, 4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11, 13, 12], [24, 19, 17], [21, 20, 18, 16], [31, 23, 29, 26], [25, 28, 60], [30, 41, 51], [35], [32, 33, 40], [34, 37, 38, 42], [47], [44, 36, 43, 45], [55, 63, 52], [46, 61], [48, 49, 50, 53], [54, 56, 59, 57], [58, 62, 66], [74, 83, 64], [65, 71, 67, 76], [68, 69, 70], [72, 79, 75, 73, 77, 78], [80, 81, 82], [87, 84], [85, 86, 88]]
157: [[10, 22, 9], [39, 2, 4], [3, 5, 1], [15, 7, 14], [6, 8, 27], [11, 13, 12, 24, 19, 17, 21, 20, 18, 16, 31, 23, 29, 26, 25, 28, 60, 30, 41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76], [68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
158: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15], [7, 14, 6], [8, 27], [11, 13, 12, 24], [19, 17, 21], [20, 18, 16, 31], [23, 29, 26, 25], [28, 60, 30], [41, 51, 35, 32], [33, 40, 34, 37, 38], [42, 47, 44], [36, 43, 45, 55], [63, 52], [46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62], [66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79], [75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
159: [[10, 22, 9], [39, 2, 4, 3], [5, 1, 15], [7, 14, 6], [8, 27, 11, 13], [12, 24], [19, 17, 21], [20, 18, 16, 31], [23, 29, 26], [25, 28, 60], [30, 41, 51, 35], [32, 33, 40, 34, 37], [38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53], [54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
160: [[10, 22, 9], [39, 2, 4], [3, 5], [1, 15, 7], [14, 6, 8], [27, 11, 13], [12, 24, 19], [17, 21, 20, 18], [16, 31, 23], [29, 26, 25], [28, 60, 30], [41, 51, 35], [32, 33, 40], [34, 37, 38], [42, 47], [44, 36, 43, 45], [55, 63, 52, 46], [61, 48, 49, 50], [53, 54, 56, 59], [57, 58, 62, 66], [74, 83, 64, 65], [71, 67, 76], [68, 69, 70, 72], [79, 75, 73], [77, 78, 80], [81, 82, 87, 84], [85, 86, 88]]
161: [[10, 22, 9, 39], [2, 4], [3, 5, 1, 15], [7, 14, 6], [8, 27, 11], [13, 12, 24, 19], [17, 21, 20, 18, 16, 31, 23, 29, 26, 25, 28, 60, 30, 41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56], [59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
162: [[10, 22], [9, 39, 2], [4, 3, 5], [1, 15, 7], [14, 6, 8], [27, 11], [13], [12, 24, 19], [17, 21, 20], [18, 16, 31], [23, 29, 26, 25], [28, 60], [30, 41, 51], [35, 32], [33, 40], [34, 37, 38, 42], [47, 44, 36, 43], [45, 55, 63, 52], [46, 61, 48, 49], [50, 53, 54], [56, 59, 57, 58], [62, 66, 74], [83, 64], [65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86], [88]]
163: [[10, 22, 9, 39, 2, 4, 3, 5, 1], [15], [7, 14, 6, 8, 27, 11, 13, 12, 24, 19, 17, 21, 20, 18, 16, 31, 23, 29, 26, 25, 28, 60, 30, 41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
164: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15], [7, 14, 6], [8, 27], [11, 13, 12], [24, 19, 17, 21], [20, 18, 16], [31, 23, 29], [26, 25], [28, 60, 30], [41, 51, 35, 32], [33, 40], [34, 37, 38, 42], [47, 44, 36], [43, 45, 55], [63, 52, 46, 61], [48, 49, 50, 53], [54, 56, 59], [57, 58, 62, 66], [74, 83, 64, 65, 71], [67, 76, 68, 69], [70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
165: [[10, 22, 9, 39], [2, 4], [3, 5], [1, 15, 7], [14, 6, 8, 27], [11, 13, 12], [24, 19, 17], [21, 20, 18, 16, 31], [23, 29, 26], [25, 28, 60], [30, 41, 51], [35, 32, 33], [40, 34, 37], [38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53], [54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67], [76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82], [87, 84, 85, 86, 88]]
166: [[10, 22], [9, 39], [2, 4], [3, 5, 1, 15], [7, 14, 6, 8], [27, 11, 13, 12], [24, 19, 17], [21, 20, 18, 16], [31, 23, 29], [26, 25, 28], [60, 30, 41, 51], [35, 32, 33, 40], [34], [37, 38, 42], [47, 44, 36, 43], [45, 55, 63], [52, 46, 61], [48, 49], [50, 53, 54, 56], [59, 57, 58], [62, 66, 74, 83], [64, 65, 71], [67, 76, 68], [69, 70, 72], [79], [75, 73, 77, 78], [80, 81, 82, 87], [84, 85, 86, 88]]
167: [[10, 22, 9], [39, 2], [4, 3, 5, 1, 15], [7, 14, 6, 8], [27, 11, 13, 12], [24, 19, 17], [21, 20, 18, 16], [31, 23, 29, 26, 25], [28, 60, 30, 41], [51, 35, 32, 33], [40, 34, 37, 38, 42], [47], [44, 36, 43, 45, 55, 63, 52], [46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
168: [[10, 22], [9, 39], [2, 4, 3], [5, 1], [15, 7, 14, 6], [8, 27, 11, 13], [12, 24, 19], [17, 21, 20, 18], [16, 31, 23], [29, 26], [25, 28, 60], [30, 41, 51, 35, 32], [33, 40, 34, 37, 38], [42, 47, 44, 36], [43, 45, 55, 63], [52, 46, 61], [48, 49, 50, 53], [54, 56, 59, 57, 58], [62, 66, 74, 83], [64, 65, 71, 67], [76, 68, 69, 70, 72], [79], [75, 73, 77, 78], [80, 81, 82], [87, 84, 85], [86, 88]]
169: [[10, 22], [9, 39, 2], [4, 3], [5, 1, 15], [7, 14, 6], [8, 27, 11], [13, 12, 24], [19, 17], [21, 20, 18], [16, 31, 23], [29, 26, 25], [28, 60, 30], [41, 51, 35, 32], [33, 40, 34], [37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83], [64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
170: [[10, 22, 9, 39], [2, 4], [3, 5], [1, 15, 7], [14, 6, 8], [27, 11, 13, 12, 24, 19, 17, 21, 20, 18, 16, 31, 23, 29, 26, 25, 28, 60, 30, 41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
171: [[10, 22], [9, 39], [2, 4, 3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17], [21, 20], [18, 16, 31, 23, 29], [26, 25, 28, 60, 30, 41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58], [62, 66, 74, 83, 64, 65, 71], [67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
172: [[10, 22, 9, 39], [2, 4, 3, 5], [1, 15], [7, 14, 6, 8], [27, 11, 13, 12], [24, 19, 17], [21, 20, 18], [16, 31, 23, 29, 26, 25, 28, 60, 30, 41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36], [43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
173: [[10, 22, 9], [39, 2, 4, 3], [5, 1, 15, 7], [14, 6, 8, 27], [11, 13, 12], [24, 19, 17], [21, 20, 18, 16], [31, 23, 29, 26], [25, 28, 60], [30, 41, 51], [35, 32, 33, 40], [34, 37], [38, 42], [47, 44, 36], [43, 45, 55, 63], [52, 46, 61], [48, 49], [50, 53, 54], [56, 59, 57, 58], [62, 66, 74], [83, 64, 65, 71], [67, 76, 68, 69], [70, 72, 79], [75, 73, 77], [78, 80], [81], [82, 87], [84, 85], [86, 88]]
174: [[10, 22], [9, 39], [2, 4, 3], [5, 1, 15], [7, 14, 6, 8], [27, 11, 13, 12], [24, 19, 17, 21], [20, 18, 16, 31], [23, 29, 26, 25], [28, 60, 30, 41], [51, 35, 32, 33], [40, 34, 37, 38], [42, 47, 44, 36], [43, 45, 55], [63], [52, 46, 61], [48, 49, 50], [53, 54], [56, 59, 57], [58, 62, 66, 74], [83, 64, 65, 71], [67, 76, 68, 69], [70, 72], [79, 75, 73, 77], [78, 80, 81], [82, 87], [84, 85, 86, 88]]
175: [[10, 22], [9, 39], [2, 4, 3, 5], [1, 15, 7], [14, 6, 8, 27], [11, 13, 12, 24], [19, 17, 21], [20, 18], [16, 31], [23, 29, 26, 25], [28, 60, 30, 41], [51, 35, 32, 33], [40, 34, 37, 38], [42, 47, 44, 36], [43, 45, 55], [63, 52, 46, 61], [48, 49, 50, 53], [54, 56, 59, 57, 58], [62, 66, 74, 83], [64, 65, 71, 67], [76, 68, 69], [70, 72, 79, 75], [73, 77, 78, 80], [81, 82, 87, 84], [85, 86, 88]]
