0: [[9], [36, 6], [2, 3, 1, 4], [46, 24, 7, 23], [19, 11, 15, 5], [21, 34], [25], [30], [16, 17, 18, 20, 27], [28, 29], [35, 40, 47, 26], [31, 33], [50, 22], [53, 39, 10], [41, 44, 37, 45, 8], [52, 43, 12, 13], [54, 32], [57], [38, 49, 56], [51, 42], [48, 60, 61, 55], [58, 63, 62], [59, 14, 64], [67, 65], [72, 68, 70, 78], [71, 77, 76], [66, 69, 73], [82, 79], [74, 75], [86, 80], [83, 81], [84, 87], [85, 88]]
153: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 50, 54, 63, 55, 57, 56, 58, 62, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
154: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 52, 50, 54, 62, 58, 55, 57, 56, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
155: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 54, 50, 58, 55, 51, 52, 61, 62, 56, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
156: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 52, 54, 50, 55, 62, 58, 56, 57, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
157: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 50, 55, 62, 54, 51, 56, 58, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
158: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 50, 54, 62, 55, 51, 56, 58, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
159: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 50, 54, 58, 55, 51, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
160: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 50, 54, 55, 51, 56, 58, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
161: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 53, 49, 52, 54, 51, 55, 50, 56, 58, 63, 62, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
162: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 53, 49, 52, 50, 54, 51, 55, 56, 58, 63, 62, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
163: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 54, 51, 55, 50, 61, 56, 62, 63, 58, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
164: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 50, 54, 62, 58, 55, 56, 57, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
165: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 50, 54, 51, 62, 55, 56, 63, 58, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
166: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 54, 50, 55, 58, 57, 56, 61, 62, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
167: [[5, 37, 2, 1, 16, 28, 24, 29, 13, 12, 22, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 36, 38, 45, 39, 42, 40, 51, 43, 44, 47, 53, 49, 52, 54, 50, 55, 57, 58, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
168: [[4, 38, 2, 1, 16, 28, 23, 5, 24, 12, 13, 22], [11, 15, 8, 3, 29, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 36, 45, 39, 42, 40, 57, 47, 44, 43, 53, 49, 52, 54, 50, 62, 51, 55, 58, 56, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
169: [[22, 4, 2, 1, 17, 24, 5, 29, 27, 12, 13, 16], [11, 15, 8, 3, 23, 9, 14, 20, 28, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 36, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 54, 50, 56, 63, 55, 61, 57, 62, 58, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
170: [[5, 37, 36, 2, 1, 20, 28, 13, 16, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 22, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 24, 38, 45, 39, 42, 40, 51, 43, 44, 47, 53, 49, 52, 50, 54, 55, 57, 58, 56, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
171: [[9], [37, 4], [2, 3, 1, 5], [46, 24, 7, 29], [23, 11, 15, 8], [6, 38], [25], [14], [16, 17, 18, 20, 27], [28, 31], [33, 57, 51, 10], [22, 12], [59, 13], [53, 55, 19], [41, 40, 36, 44, 32], [54, 21, 47, 26], [30, 34], [35], [39, 49, 56], [42, 52], [50, 43, 61, 45], [62, 58, 63], [48, 60, 64], [67, 65], [77, 66, 68, 70], [69, 71, 76], [72, 78, 73], [82, 79], [74, 75], [86, 80], [81, 83], [84, 85], [87, 88]]
172: [[22, 4, 38, 2, 1, 16, 28, 13, 24, 12, 23, 19], [11, 15, 5, 21, 6, 9, 30, 20, 17, 18, 7, 25, 60, 29, 43, 42], [8, 26, 10, 3, 27, 31, 35, 14, 50, 33, 36, 32, 47, 34, 37, 39, 41, 40, 58, 56, 44, 45, 46, 49, 53, 52, 48, 54, 63, 55, 51, 61, 57, 59, 62, 64, 69, 65, 72], [68, 70, 79, 66, 67, 74, 71, 73, 75, 82, 76, 78, 85, 77, 80, 83, 81, 84, 86, 87, 88]]
173: [[12, 37, 4, 2, 3, 1, 5, 46, 24, 7, 23, 6], [11, 15, 8, 9, 32, 25, 14, 16, 17, 18, 21, 27, 28, 31, 35, 41], [39, 10, 13, 19, 58, 20, 22, 30, 26, 33, 29, 38, 44, 45, 34, 36, 40, 42, 48, 51, 43, 56, 47, 49, 53, 50, 54, 52, 55, 60, 59, 57, 62, 61, 63, 64, 69, 65, 73], [68, 67, 78, 71, 70, 72, 66, 76, 75, 77, 79, 74, 82, 86, 80, 81, 83, 84, 85, 87, 88]]
174: [[20], [36, 38], [2, 1, 3, 4], [14, 24, 5, 23], [19, 11, 15, 12], [17, 6], [9], [7], [16, 8, 18, 10, 25], [60, 31], [41, 58, 13, 26], [22, 33], [59, 21], [49, 55, 32], [27, 28, 29, 47, 45], [52, 30, 44, 34], [54, 48], [37], [46, 35, 56], [53, 39], [40, 63, 51, 50], [42, 43, 62], [57, 61, 64], [69, 65], [73, 70, 67, 66], [68, 77, 72], [71, 76, 78], [82, 79], [74, 75], [86, 80], [81, 83], [85, 84], [87, 88]]
175: [[11, 5, 4, 2, 3, 16, 12, 45, 24, 6, 29, 23], [8, 15, 1, 7, 9, 25, 30, 20, 17, 18, 21, 27, 28, 13, 35, 41], [51, 10, 19, 22, 32, 33, 39, 14, 26, 34, 40, 37, 44, 46, 38, 43, 47, 48, 53, 54, 63, 36, 57, 49, 55, 42, 50, 52, 61, 56, 58, 62, 59, 60, 31, 64, 67, 65, 76], [69, 70, 79, 71, 72, 78, 66, 68, 75, 73, 74, 77, 85, 82, 80, 83, 81, 84, 87, 86, 88]]
176: [[17, 36, 6, 2, 3, 16, 28, 13, 24, 5, 23, 19], [11, 15, 4, 7, 8, 9, 14, 20, 12, 18, 21, 25, 60, 31, 43, 40], [59, 26, 22, 1, 27, 30, 39, 46, 10, 33, 32, 34, 44, 29, 38, 45, 35, 47, 52, 37, 41, 42, 57, 56, 51, 49, 48, 50, 61, 55, 58, 53, 62, 54, 63, 64, 67, 65, 73], [70, 66, 71, 68, 77, 72, 69, 76, 75, 74, 79, 78, 82, 86, 80, 83, 81, 84, 87, 85, 88]]
177: [[14], [5, 36], [2, 1, 3, 4], [46, 24, 9, 29], [23, 11, 15, 8], [17, 38], [25], [30], [16, 12, 18, 20, 27], [28, 13], [33, 59, 7, 10], [6, 39], [19, 21], [49, 22, 48], [41, 44, 37, 47, 32], [52, 43, 26, 31], [42, 57], [61], [34, 35, 53], [40, 50], [45, 54, 55, 56], [58, 63, 62], [51, 60, 64], [69, 65], [76, 67, 70, 78], [71, 68, 72], [66, 75, 73], [82, 79], [74, 77], [85, 80], [81, 83], [86, 84], [87, 88]]
