0: [[24, 50, 36, 45, 23], [48, 62, 1, 5, 4, 13], [30, 43, 33, 11, 85, 31, 74], [14, 41, 15], [81, 16, 35, 3, 17, 21, 51, 57], [20, 44, 53, 73, 39], [67, 9, 25, 28, 66, 72], [32, 27, 68, 37, 8], [60, 46, 78, 38], [79], [52, 7, 65, 80, 55], [70, 42, 34], [58, 59, 10], [69, 61, 49, 19], [54, 76, 63, 71], [64, 77, 47, 26, 18, 40, 56, 75], [82, 29, 83, 84, 86], [2, 6, 87, 88, 12, 22]]
153: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
154: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
155: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
156: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
157: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
158: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
159: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
160: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
161: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
162: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
163: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
164: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
165: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
166: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
167: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
168: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
169: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
170: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
171: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
172: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
173: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
174: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
175: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
176: [[24, 50, 36, 15, 23], [48, 22, 3, 6, 2, 12], [28, 43, 1, 4, 85, 7, 74], [5, 41, 29], [17, 21, 42, 11, 25, 9, 19, 57], [16, 13, 18, 20, 53], [83, 27, 30, 52, 66, 33], [32, 35, 8, 37, 38], [39, 44, 14, 40], [47], [55, 45, 46, 49, 54], [84, 58, 34], [56, 59, 31], [26, 61, 51, 82], [70, 65, 73, 60], [68, 77, 71, 10, 72, 62, 63, 78], [76, 64, 67, 69, 75], [80, 79, 87, 81, 86, 88]]
177: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 1, 12, 10, 7, 4, 77, 13, 8, 14, 43, 28, 9, 21, 11, 30, 33, 16, 19, 20, 26], [18, 5, 25, 17, 27, 31, 35, 29, 32, 34, 39, 41, 38, 42, 45, 44, 37, 47, 40, 63, 49, 54, 51, 57, 60, 46, 53, 52, 56], [55, 61, 58, 59, 62, 64, 70, 69, 65, 71, 68, 66, 67, 74, 73, 72, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
