0: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24, 27], [28, 60, 25, 29], [31, 30, 33, 35], [45, 56, 40, 47], [53, 34, 39, 44], [32, 37], [36, 59, 51, 41, 43], [42, 54, 46, 52, 50], [48, 61], [55, 62, 57, 58, 63], [75, 68, 65, 74, 69, 66, 70], [71, 72, 73, 82, 78, 76, 81, 77, 79], [86, 83], [80, 84, 85, 87, 88]]
153: [[64, 5, 19, 7], [38, 67], [4, 49], [13, 2], [1, 11, 12, 22, 10], [3, 8, 6], [9, 14, 15, 17, 21], [18, 20], [16, 26, 23, 24], [27, 28, 60, 25, 29], [31, 30, 33], [35, 45], [56, 40], [47, 53, 34, 39], [44, 32], [37, 36, 59, 51], [41, 43, 42, 54], [46, 52, 50, 48], [61, 55, 62, 57, 58], [63, 75, 68, 65], [74, 69, 66, 70, 71], [72, 73, 82, 78, 76], [81, 77, 79], [86, 83, 80, 84, 85], [87, 88]]
154: [[64, 5, 19, 7, 38], [67, 4, 49, 13, 2], [1, 11, 12, 22], [10, 3, 8, 6, 9, 14], [15, 17, 21, 18, 20, 16], [26, 23, 24, 27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
155: [[64, 5, 19, 7, 38], [67, 4], [49, 13], [2, 1, 11, 12, 22], [10, 3, 8, 6, 9, 14, 15, 17, 21, 18, 20, 16, 26], [23, 24, 27, 28, 60], [25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
156: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2, 1], [11, 12], [22, 10], [3, 8, 6], [9, 14, 15, 17, 21], [18, 20, 16, 26], [23, 24, 27, 28, 60], [25, 29, 31, 30], [33, 35, 45], [56, 40, 47, 53], [34, 39], [44, 32, 37, 36, 59], [51, 41], [43, 42], [54, 46, 52, 50, 48], [61, 55, 62, 57, 58, 63], [75, 68, 65, 74, 69], [66, 70], [71, 72], [73, 82], [78, 76, 81, 77, 79], [86, 83], [80, 84, 85, 87, 88]]
157: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1], [11, 12], [22, 10, 3, 8, 6], [9, 14, 15], [17, 21, 18, 20, 16, 26, 23], [24, 27, 28, 60], [25, 29, 31, 30], [33, 35, 45], [56, 40], [47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41], [43, 42], [54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74], [69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
158: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2], [1, 11, 12, 22], [10, 3], [8, 6, 9, 14, 15, 17, 21, 18, 20, 16, 26], [23, 24, 27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46], [52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66], [70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
159: [[64, 5, 19, 7, 38], [67, 4], [49, 13], [2, 1, 11, 12, 22, 10], [3, 8], [6, 9, 14, 15, 17], [21, 18, 20, 16, 26], [23, 24, 27, 28], [60, 25, 29, 31, 30, 33, 35], [45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71], [72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
160: [[64, 5, 19], [7, 38, 67], [4, 49], [13, 2], [1, 11], [12, 22], [10, 3, 8, 6], [9, 14], [15, 17, 21, 18, 20], [16, 26, 23, 24, 27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57], [58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
161: [[64, 5, 19], [7, 38], [67, 4], [49, 13, 2], [1, 11, 12, 22, 10], [3, 8, 6], [9, 14, 15, 17, 21], [18, 20, 16, 26, 23], [24, 27], [28, 60], [25, 29, 31, 30, 33], [35, 45], [56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61], [55, 62, 57, 58, 63], [75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
162: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2], [1, 11, 12, 22, 10, 3, 8, 6, 9, 14, 15, 17], [21, 18, 20, 16, 26, 23, 24, 27, 28, 60, 25, 29, 31, 30, 33], [35, 45, 56, 40, 47, 53, 34, 39], [44, 32, 37, 36, 59], [51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
163: [[64, 5, 19, 7], [38, 67], [4, 49], [13, 2], [1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15, 17, 21, 18], [20, 16], [26, 23, 24, 27], [28, 60], [25, 29], [31, 30], [33, 35, 45, 56, 40], [47, 53, 34, 39, 44], [32, 37, 36, 59], [51, 41], [43, 42, 54, 46, 52], [50, 48], [61, 55, 62], [57, 58], [63, 75, 68, 65, 74], [69, 66, 70, 71], [72, 73, 82, 78], [76, 81, 77, 79, 86], [83, 80, 84, 85], [87, 88]]
164: [[64, 5, 19, 7], [38, 67], [4, 49, 13, 2, 1, 11, 12, 22, 10, 3, 8], [6, 9, 14, 15, 17, 21, 18, 20, 16, 26, 23, 24, 27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56], [40, 47, 53, 34, 39, 44, 32], [37, 36, 59, 51, 41, 43, 42, 54, 46], [52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
165: [[64], [5, 19, 7, 38, 67, 4], [49, 13], [2, 1], [11, 12], [22, 10], [3, 8, 6, 9, 14], [15, 17, 21, 18], [20, 16, 26, 23], [24, 27, 28, 60], [25, 29], [31, 30], [33, 35, 45, 56, 40], [47, 53], [34, 39], [44, 32, 37, 36, 59], [51, 41, 43], [42, 54, 46], [52, 50, 48, 61, 55, 62], [57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77], [79, 86, 83, 80, 84, 85, 87, 88]]
166: [[64, 5], [19, 7], [38, 67], [4, 49], [13, 2], [1, 11, 12], [22, 10, 3, 8], [6, 9, 14, 15, 17], [21, 18, 20, 16, 26], [23, 24], [27, 28, 60], [25, 29, 31, 30, 33], [35, 45, 56, 40], [47, 53, 34, 39], [44, 32], [37, 36, 59, 51], [41, 43, 42, 54, 46], [52, 50, 48, 61], [55, 62, 57, 58, 63], [75, 68], [65, 74, 69, 66], [70, 71, 72], [73, 82, 78, 76], [81, 77, 79], [86, 83, 80, 84, 85], [87, 88]]
167: [[64, 5, 19, 7, 38], [67, 4], [49, 13, 2, 1, 11], [12, 22, 10, 3, 8], [6, 9, 14, 15, 17], [21, 18, 20, 16, 26], [23, 24, 27, 28, 60], [25, 29], [31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58], [63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
168: [[64, 5], [19, 7], [38, 67, 4], [49, 13], [2, 1, 11, 12], [22, 10, 3], [8, 6, 9, 14], [15, 17], [21, 18], [20, 16], [26, 23], [24, 27, 28, 60, 25], [29, 31, 30], [33, 35, 45, 56], [40, 47, 53, 34], [39, 44], [32, 37], [36, 59, 51, 41, 43], [42, 54, 46, 52, 50], [48, 61], [55, 62, 57], [58, 63, 75, 68, 65], [74, 69, 66, 70], [71, 72], [73, 82], [78, 76, 81, 77, 79], [86, 83, 80, 84], [85, 87, 88]]
169: [[64, 5, 19, 7, 38], [67, 4], [49, 13, 2, 1, 11], [12, 22, 10, 3, 8, 6, 9, 14, 15, 17, 21, 18, 20, 16, 26, 23, 24, 27, 28, 60, 25, 29, 31], [30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
170: [[64, 5, 19, 7], [38, 67, 4, 49], [13, 2], [1, 11, 12, 22, 10, 3, 8, 6, 9, 14, 15], [17, 21, 18, 20, 16, 26, 23, 24, 27, 28, 60, 25, 29, 31, 30, 33], [35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
171: [[64, 5], [19, 7, 38, 67], [4, 49], [13, 2, 1, 11], [12, 22, 10, 3], [8, 6, 9, 14], [15, 17], [21, 18, 20, 16, 26], [23, 24, 27, 28, 60], [25, 29], [31, 30], [33, 35, 45, 56, 40], [47, 53, 34], [39, 44, 32], [37, 36], [59, 51, 41, 43, 42], [54, 46, 52, 50, 48], [61, 55, 62], [57, 58, 63, 75, 68], [65, 74, 69, 66, 70], [71, 72, 73, 82], [78, 76, 81, 77, 79], [86, 83], [80, 84, 85, 87, 88]]
172: [[64, 5, 19, 7], [38, 67], [4, 49, 13, 2, 1, 11, 12, 22, 10, 3, 8, 6, 9, 14, 15, 17, 21, 18, 20, 16, 26, 23, 24, 27, 28, 60, 25, 29], [31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59], [51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63], [75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
173: [[64, 5, 19], [7, 38], [67, 4, 49, 13, 2, 1, 11], [12, 22, 10, 3, 8, 6, 9, 14, 15, 17, 21, 18, 20, 16, 26, 23, 24, 27, 28, 60, 25], [29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
174: [[64, 5], [19, 7, 38, 67, 4, 49, 13, 2, 1, 11, 12, 22, 10, 3, 8, 6, 9, 14, 15, 17, 21, 18, 20, 16, 26, 23, 24, 27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39], [44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
175: [[64, 5, 19, 7, 38, 67, 4, 49, 13, 2, 1, 11, 12], [22, 10, 3, 8, 6], [9, 14, 15, 17, 21, 18, 20, 16, 26, 23, 24, 27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
