0: [[36, 1, 7, 9, 68, 13, 23], [3, 25, 69, 10, 39, 53], [77, 84, 78, 41, 2, 12, 22], [64, 26, 32, 65], [14, 11, 47, 80, 15, 71, 75], [28, 55, 16, 17], [38, 19, 49, 20], [27, 24, 5, 87, 73], [48, 33, 29, 30, 31, 74], [59, 46, 21], [61, 34, 35, 37, 40, 51, 66, 72], [42, 43, 52, 44, 8], [54, 60], [6, 62, 79, 67, 57], [70, 4, 81], [58, 45, 76, 50, 18, 56, 63], [82, 83, 86, 88, 85]]
153: [[20, 9, 8, 32, 34, 3, 11, 39, 4, 10], [1, 2, 5, 13, 14, 22, 23, 29, 24, 6, 21, 17, 16, 19, 26, 18, 28, 25, 48, 63, 58, 43, 57, 36, 30, 12, 33], [7, 27, 59, 15, 45, 31, 35, 53, 42, 38, 41, 44, 37, 40, 46, 47, 55, 49, 54, 50, 51, 56, 61, 52, 60, 62, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
154: [[20, 9, 8, 32, 34, 6, 3, 39, 4, 10], [1, 2, 5, 11, 12, 23, 30, 26, 16, 24, 21, 17, 13, 19, 18, 14, 28, 29, 22, 59, 58, 25, 42, 36, 33, 44, 41], [7, 27, 47, 15, 45, 31, 35, 37, 46, 38, 40, 43, 51, 52, 55, 49, 53, 48, 54, 56, 50, 60, 62, 63, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
155: [[20, 9, 10, 4, 34, 6, 5, 3, 39, 2], [1, 12, 13, 11, 15, 22, 23, 29, 24, 8, 17, 18, 21, 19, 26, 14, 25, 28, 16, 27, 50, 59, 58, 43, 62, 36, 38], [7, 35, 63, 30, 45, 31, 32, 53, 42, 33, 40, 44, 41, 46, 37, 54, 49, 47, 52, 51, 56, 55, 48, 60, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
156: [[20, 9, 10, 8, 32, 34, 6, 3, 35, 4], [1, 2, 13, 5, 11, 22, 23, 30, 25, 12, 14, 18, 17, 16, 19, 21, 26, 24, 28, 29, 50, 59, 58, 39, 40, 44, 33], [7, 27, 43, 15, 45, 31, 46, 37, 36, 38, 41, 54, 42, 48, 47, 52, 55, 62, 49, 51, 60, 53, 56, 63, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
157: [[20, 9, 10, 8, 32, 6, 3, 7, 37, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 19, 17, 28, 26, 24, 29, 57, 22, 43, 58, 34, 62, 44, 33], [36, 27, 63, 15, 45, 31, 35, 39, 46, 38, 41, 40, 42, 47, 55, 48, 53, 52, 49, 50, 56, 59, 51, 60, 61, 54, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
158: [[20, 9, 8, 40, 32, 6, 11, 39, 4, 10], [1, 2, 13, 3, 14, 23, 30, 26, 16, 18, 21, 12, 19, 17, 22, 24, 25, 29, 48, 57, 58, 59, 28, 38, 52, 44, 5], [7, 27, 63, 15, 45, 31, 35, 37, 33, 34, 41, 36, 42, 43, 47, 51, 46, 56, 49, 54, 50, 62, 55, 53, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
159: [[20, 9, 8, 40, 32, 34, 3, 39, 5, 4], [1, 2, 13, 6, 10, 14, 23, 30, 25, 11, 16, 12, 21, 17, 22, 19, 26, 24, 60, 27, 50, 59, 62, 41, 46, 18, 28], [7, 29, 63, 15, 45, 31, 35, 53, 42, 38, 33, 44, 36, 37, 47, 43, 48, 49, 54, 51, 52, 56, 57, 55, 58, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
160: [[20, 9, 10, 8, 32, 6, 3, 7, 37, 2], [1, 12, 5, 13, 11, 14, 23, 29, 17, 16, 22, 18, 21, 19, 26, 24, 25, 28, 50, 57, 58, 43, 62, 34, 46, 4, 41], [30, 27, 63, 15, 45, 31, 35, 33, 39, 38, 40, 42, 52, 44, 47, 48, 49, 51, 54, 36, 56, 59, 53, 61, 55, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
161: [[20, 9, 10, 8, 32, 34, 6, 35, 7, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 19, 3, 17, 18, 21, 26, 24, 28, 63, 50, 43, 58, 22, 60, 36, 49], [29, 27, 39, 15, 45, 31, 33, 37, 44, 38, 41, 46, 40, 42, 47, 51, 59, 52, 48, 53, 55, 54, 56, 57, 62, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
162: [[20, 9, 8, 32, 34, 6, 3, 39, 5, 2], [1, 10, 13, 11, 14, 12, 23, 30, 25, 16, 17, 18, 22, 19, 26, 21, 24, 28, 58, 27, 50, 43, 62, 45, 38, 4, 29], [7, 33, 63, 15, 36, 31, 35, 37, 46, 48, 40, 41, 42, 44, 47, 49, 51, 52, 55, 53, 56, 59, 60, 54, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
163: [[20, 9, 10, 8, 32, 35, 6, 3, 37, 4], [1, 2, 13, 21, 15, 14, 22, 5, 25, 12, 16, 18, 11, 7, 17, 19, 23, 24, 28, 26, 58, 63, 29, 30, 62, 31, 33], [36, 27, 50, 43, 47, 38, 40, 42, 46, 39, 44, 57, 45, 34, 49, 60, 51, 48, 52, 54, 55, 59, 61, 41, 56, 53, 68, 65, 64], [69, 67, 75, 78, 71, 74, 77, 66, 70, 88, 72, 73, 79, 76, 81, 80, 83, 82, 85, 87, 84, 86]]
164: [[20, 9, 10, 8, 32, 6, 3, 35, 7, 4], [1, 2, 13, 5, 14, 15, 30, 26, 17, 24, 11, 18, 22, 12, 16, 19, 21, 25, 56, 59, 58, 23, 62, 36, 28, 44, 33], [29, 27, 63, 34, 45, 31, 37, 53, 42, 38, 41, 40, 43, 46, 47, 48, 51, 39, 54, 50, 49, 57, 52, 55, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
165: [[20, 9, 8, 32, 34, 6, 3, 39, 4, 5], [17, 10, 13, 23, 78, 7, 26, 12, 25, 14, 24, 2, 18, 19, 11, 22, 29, 21, 16, 27, 30, 61, 62, 28, 54, 40, 1], [31, 33, 59, 43, 36, 15, 35, 63, 37, 48, 42, 46, 44, 45, 52, 49, 38, 47, 50, 41, 51, 53, 55, 60, 57, 56, 58, 64, 65], [71, 66, 68, 70, 73, 74, 77, 67, 75, 72, 88, 76, 79, 84, 81, 80, 85, 82, 69, 83, 86, 87]]
166: [[20, 9, 8, 32, 34, 7, 6, 3, 38, 10], [1, 2, 5, 11, 14, 12, 23, 30, 25, 4, 28, 18, 21, 17, 13, 16, 26, 29, 52, 19, 50, 59, 58, 35, 24, 36, 33], [22, 27, 63, 15, 45, 31, 39, 53, 40, 37, 42, 41, 46, 47, 43, 48, 51, 44, 49, 55, 56, 54, 57, 60, 61, 62, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
167: [[20, 9, 8, 32, 34, 12, 3, 7, 36, 10], [1, 2, 5, 11, 14, 22, 23, 29, 24, 6, 16, 17, 21, 19, 26, 18, 28, 25, 30, 37, 50, 43, 58, 39, 59, 4, 13], [40, 27, 63, 15, 45, 31, 35, 53, 42, 38, 41, 44, 48, 46, 33, 51, 52, 56, 54, 47, 49, 55, 62, 60, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
168: [[20, 9, 10, 3, 34, 6, 8, 7, 36, 19], [1, 2, 5, 11, 14, 22, 23, 29, 25, 12, 16, 17, 21, 24, 28, 26, 30, 32, 18, 61, 50, 43, 62, 39, 38, 4, 13], [33, 27, 63, 15, 45, 31, 35, 53, 42, 41, 40, 44, 49, 37, 47, 51, 60, 48, 57, 46, 52, 54, 58, 56, 55, 59, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
169: [[20, 9, 8, 32, 34, 4, 6, 35, 11, 12], [1, 2, 13, 3, 14, 23, 30, 26, 24, 10, 17, 16, 22, 18, 21, 19, 28, 25, 29, 31, 50, 59, 58, 45, 49, 44, 5], [7, 27, 63, 15, 33, 36, 39, 37, 46, 38, 41, 40, 42, 43, 47, 48, 61, 51, 53, 56, 54, 52, 60, 55, 62, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
170: [[20, 9, 10, 8, 32, 6, 4, 3, 38, 12], [1, 2, 5, 11, 13, 23, 30, 25, 16, 22, 14, 18, 21, 17, 19, 26, 28, 24, 29, 61, 58, 59, 36, 34, 57, 44, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 39, 40, 41, 42, 43, 47, 48, 60, 52, 50, 49, 51, 53, 56, 54, 62, 55, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
171: [[20, 9, 10, 8, 32, 38, 6, 3, 51, 4], [1, 2, 13, 5, 11, 42, 23, 30, 19, 72, 24, 16, 12, 17, 26, 14, 15, 29, 31, 25, 50, 21, 18, 59, 46, 44, 33], [22, 27, 47, 7, 36, 57, 35, 37, 45, 28, 58, 34, 39, 40, 41, 56, 43, 52, 53, 48, 63, 49, 54, 55, 60, 61, 66, 67, 64], [69, 62, 78, 68, 71, 74, 73, 65, 79, 70, 84, 75, 76, 77, 86, 80, 83, 82, 81, 87, 85, 88]]
172: [[20, 9, 8, 40, 32, 34, 3, 35, 7, 4], [1, 2, 13, 5, 11, 15, 30, 26, 16, 18, 21, 6, 22, 19, 10, 17, 28, 24, 60, 27, 58, 59, 12, 14, 57, 44, 33], [23, 25, 63, 29, 45, 31, 36, 53, 42, 38, 39, 41, 43, 37, 47, 51, 48, 56, 49, 46, 52, 54, 50, 55, 62, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
173: [[36, 9, 10, 8, 1, 7, 23, 3, 49, 5], [2, 34, 37, 77, 83, 14, 47, 4, 11, 6, 64, 18, 33, 17, 12, 15, 30, 88, 13, 16, 20, 59, 50, 21, 57, 22, 51], [24, 26, 25, 28, 29, 31, 73, 32, 35, 54, 38, 27, 39, 43, 46, 41, 61, 42, 44, 52, 53, 55, 48, 58, 56, 40, 84, 45, 60], [63, 68, 65, 62, 79, 66, 67, 69, 75, 72, 76, 70, 71, 80, 19, 74, 87, 82, 81, 78, 86, 85]]
174: [[20, 9, 10, 8, 32, 34, 3, 4, 38, 12], [1, 2, 13, 5, 11, 15, 30, 26, 17, 6, 14, 18, 22, 16, 19, 21, 28, 24, 23, 61, 58, 43, 25, 29, 49, 44, 33], [7, 27, 63, 36, 45, 31, 35, 53, 42, 37, 41, 40, 39, 50, 47, 52, 48, 54, 51, 46, 55, 56, 59, 60, 62, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
175: [[36, 1, 7, 8, 2, 12, 23, 3, 19, 5], [10, 34, 37, 69, 71, 78, 33, 14, 13, 6, 16, 18, 4, 65, 9, 15, 42, 88, 22, 24, 11, 30, 63, 49, 21, 25, 28], [31, 20, 32, 27, 35, 87, 67, 39, 40, 29, 58, 41, 44, 47, 45, 46, 50, 54, 48, 55, 43, 53, 51, 76, 38, 52, 56, 57, 64], [59, 26, 60, 61, 62, 74, 68, 66, 75, 70, 72, 77, 79, 84, 17, 73, 80, 82, 81, 86, 83, 85]]
176: [[20, 1, 14, 9, 64, 2, 23, 3, 4, 15], [37, 6, 5, 72, 10, 8, 22, 24, 16, 26, 21, 25, 84, 27, 12, 57, 13, 18, 38, 58, 56, 11, 19, 52, 33, 28, 45], [7, 59, 46, 29, 30, 61, 49, 31, 42, 32, 34, 44, 35, 43, 40, 36, 51, 48, 39, 47, 55, 17, 41, 50, 53, 54, 60, 73, 62], [63, 66, 78, 70, 71, 68, 65, 67, 69, 74, 76, 77, 79, 75, 81, 80, 85, 82, 86, 87, 83, 88]]
177: [[20, 9, 10, 2, 15, 35, 6], [3, 45, 68, 1, 7, 29], [13, 24, 14, 31, 18, 19, 28], [64, 26, 17, 21], [22, 11, 30, 16, 33, 5, 34], [57, 50, 36, 58], [38, 49, 55, 27], [39, 12, 40, 42, 41], [43, 44, 47, 51, 53, 54], [60, 46, 62], [61, 32, 63, 37, 48, 59, 52, 56], [65, 66, 69, 72, 8], [23, 70], [73, 74, 79, 67, 25], [71, 4, 88], [75, 77, 76, 78, 82, 80, 83], [86, 81, 87, 84, 85]]
