0: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42], [39, 34], [45, 56, 46], [40, 44, 47], [54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82], [85, 83, 87, 88]]
153: [[52, 15, 41], [78, 11, 17], [21, 26, 37, 65], [7, 3, 5], [38, 4, 1], [8, 6, 10], [9, 2], [22, 12, 13], [14, 16, 23], [24, 19, 18], [20, 28, 29], [25, 60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42], [39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75], [72, 76, 80], [74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
154: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65], [7, 3, 5], [38, 4, 1], [8, 6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35, 32], [30, 33, 36, 42], [39, 34, 45], [56, 46, 40, 44], [47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71], [69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
155: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19, 18], [20, 28, 29], [25, 60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42], [39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75], [72, 76, 80], [74, 70, 77], [81, 86], [79, 82, 85], [83, 87, 88]]
156: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65], [7, 3, 5], [38, 4, 1], [8, 6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53], [59, 58, 62], [57, 63, 67], [66, 68, 84], [64, 71], [69, 73, 75], [72, 76, 80], [74, 70, 77], [81, 86, 79], [82, 85, 83], [87, 88]]
157: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51], [35, 32, 30], [33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
158: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19, 18], [20, 28, 29], [25, 60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42], [39, 34, 45], [56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
159: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5], [38, 4, 1], [8, 6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27], [43, 31, 51], [35, 32, 30], [33, 36], [42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
160: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19, 18], [20, 28, 29], [25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
161: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29], [25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68], [84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
162: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9, 2, 22, 12, 13, 14, 16], [23, 24, 19, 18, 20, 28, 29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58], [62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
163: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42], [39, 34, 45], [56, 46, 40], [44, 47], [54, 49, 48], [61, 55, 50], [53, 59], [58, 62, 57], [63, 67, 66, 68], [84, 64, 71], [69, 73, 75], [72, 76, 80], [74, 70, 77], [81, 86, 79], [82, 85, 83], [87, 88]]
164: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38, 4, 1, 8, 6, 10, 9, 2, 22, 12, 13, 14, 16], [23, 24, 19, 18, 20, 28, 29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
165: [[52, 15], [41, 78], [11, 17, 21], [26, 37, 65], [7, 3, 5], [38, 4, 1], [8, 6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29], [25, 60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42], [39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50, 53], [59, 58, 62], [57, 63, 67], [66, 68, 84], [64, 71], [69, 73, 75], [72, 76, 80], [74, 70, 77], [81, 86, 79], [82, 85], [83, 87, 88]]
166: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12, 13, 14, 16, 23, 24, 19, 18, 20, 28], [29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
167: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9], [2, 22], [12, 13, 14, 16, 23, 24, 19, 18, 20, 28, 29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
168: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38], [4, 1, 8, 6], [10, 9, 2, 22, 12, 13, 14, 16, 23, 24, 19, 18, 20, 28, 29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
169: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2, 22, 12, 13, 14, 16, 23, 24, 19, 18, 20, 28, 29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
170: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2, 22, 12, 13, 14, 16, 23, 24, 19, 18, 20, 28, 29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
171: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8, 6], [10, 9, 2], [22, 12], [13, 14, 16], [23, 24, 19, 18, 20, 28, 29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40], [44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70], [77, 81, 86, 79, 82, 85, 83, 87, 88]]
172: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65], [7, 3, 5], [38, 4, 1], [8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19, 18], [20, 28, 29], [25, 60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42], [39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
173: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4, 1, 8, 6, 10, 9, 2, 22, 12, 13, 14, 16, 23, 24, 19, 18, 20, 28, 29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
174: [[52, 15, 41], [78, 11, 17], [21, 26, 37, 65], [7, 3, 5], [38, 4, 1, 8, 6, 10, 9, 2, 22, 12, 13, 14, 16, 23, 24, 19, 18, 20, 28, 29, 25, 60, 27, 43, 31, 51, 35, 32, 30, 33, 36, 42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68], [84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
175: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65], [7, 3, 5], [38, 4, 1], [8, 6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29], [25, 60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42], [39, 34, 45], [56, 46, 40], [44, 47], [54, 49, 48], [61, 55, 50], [53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
