0: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18, 21], [23, 26, 24, 27], [29, 25, 28, 31], [62, 43, 36, 41], [35, 33], [42, 32, 38], [34, 39, 44], [40, 47], [45, 46], [51, 50, 56], [61, 48], [53, 49, 54], [52, 55, 57], [59, 58, 60, 63], [64, 71, 67], [65, 66, 78], [76, 68, 69], [70, 75, 72], [73, 74, 77], [79, 82], [81, 80, 86, 83, 85], [84, 87, 88]]
153: [[19, 7, 5, 37], [9, 2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15, 20, 17, 16, 18, 21, 23], [26, 24, 27, 29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
154: [[19, 7], [5, 37, 9, 2], [3, 1, 4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15], [20, 17, 16, 18], [21, 23, 26], [24, 27, 29], [25, 28, 31], [62, 43, 36], [41, 35], [33, 42, 32], [38, 34], [39, 44, 40], [47, 45, 46], [51, 50, 56], [61, 48, 53], [49, 54, 52, 55, 57, 59, 58, 60, 63], [64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
155: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30, 22, 12], [13, 14, 15], [20, 17, 16], [18, 21], [23, 26, 24, 27], [29], [25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46], [51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
156: [[19, 7, 5, 37], [9, 2], [3, 1, 4, 10, 6], [8, 11, 30, 22, 12], [13, 14], [15, 20, 17], [16, 18, 21], [23, 26], [24, 27, 29, 25, 28, 31, 62, 43, 36], [41, 35, 33, 42, 32, 38, 34, 39], [44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75], [72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
157: [[19, 7], [5, 37, 9], [2, 3], [1, 4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15], [20, 17, 16], [18, 21, 23], [26, 24], [27, 29, 25], [28, 31], [62, 43, 36], [41, 35, 33], [42, 32, 38], [34, 39, 44], [40, 47, 45], [46, 51], [50, 56, 61], [48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
158: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30, 22, 12, 13, 14, 15, 20, 17, 16, 18, 21, 23, 26], [24, 27, 29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
159: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20, 17], [16, 18, 21], [23, 26, 24], [27, 29, 25], [28, 31], [62, 43, 36, 41, 35, 33, 42, 32], [38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
160: [[19, 7], [5, 37, 9], [2, 3], [1, 4, 10], [6, 8, 11], [30, 22], [12, 13, 14], [15, 20, 17], [16, 18, 21], [23, 26, 24], [27, 29, 25], [28, 31, 62], [43, 36, 41], [35, 33, 42], [32, 38, 34], [39, 44], [40, 47, 45], [46, 51, 50], [56, 61, 48], [53, 49, 54], [52, 55, 57], [59, 58, 60, 63], [64, 71, 67], [65, 66, 78], [76, 68], [69, 70, 75, 72], [73, 74, 77], [79, 82, 81], [80, 86, 83], [85, 84, 87, 88]]
161: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8, 11, 30, 22, 12, 13, 14, 15, 20, 17, 16, 18, 21, 23, 26, 24, 27], [29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54], [52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
162: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14], [15, 20], [17, 16, 18], [21, 23, 26], [24, 27], [29, 25], [28, 31, 62], [43, 36], [41, 35, 33, 42], [32, 38, 34], [39, 44, 40, 47], [45, 46, 51, 50], [56, 61, 48], [53, 49, 54, 52], [55, 57, 59, 58], [60, 63, 64, 71], [67, 65, 66], [78, 76, 68], [69, 70, 75, 72], [73, 74, 77], [79, 82, 81], [80, 86], [83, 85, 84, 87], [88]]
163: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8, 11], [30, 22], [12, 13, 14], [15, 20, 17], [16, 18], [21, 23], [26, 24, 27], [29, 25, 28], [31, 62], [43, 36, 41], [35, 33, 42], [32, 38, 34], [39, 44, 40, 47], [45, 46, 51], [50, 56, 61], [48, 53, 49], [54, 52], [55, 57, 59], [58, 60, 63], [64, 71, 67, 65, 66], [78, 76, 68, 69, 70], [75, 72, 73], [74, 77, 79], [82, 81, 80], [86, 83, 85], [84, 87, 88]]
164: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13, 14], [15, 20, 17, 16], [18, 21, 23, 26], [24, 27, 29, 25], [28, 31, 62], [43, 36], [41, 35, 33, 42], [32, 38, 34], [39, 44, 40, 47], [45, 46, 51, 50], [56, 61, 48], [53, 49, 54], [52, 55], [57, 59, 58], [60, 63, 64], [71, 67, 65, 66], [78, 76], [68, 69, 70, 75], [72, 73], [74, 77, 79], [82, 81], [80, 86, 83, 85, 84, 87, 88]]
165: [[19, 7, 5, 37], [9, 2, 3, 1], [4, 10, 6, 8], [11, 30, 22], [12, 13, 14, 15], [20, 17, 16], [18, 21, 23, 26], [24, 27, 29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
166: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14], [15, 20, 17], [16, 18, 21], [23, 26, 24], [27, 29, 25], [28, 31, 62], [43, 36, 41], [35, 33, 42], [32, 38, 34], [39, 44, 40], [47, 45, 46], [51, 50], [56, 61, 48], [53, 49], [54, 52, 55], [57, 59, 58, 60], [63, 64, 71, 67], [65, 66, 78], [76, 68, 69, 70], [75, 72, 73, 74], [77, 79, 82], [81, 80, 86], [83, 85, 84], [87, 88]]
167: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15], [20, 17], [16, 18, 21], [23, 26], [24, 27], [29, 25], [28, 31, 62], [43, 36, 41], [35, 33, 42], [32, 38, 34], [39, 44, 40], [47, 45, 46], [51, 50, 56], [61, 48, 53, 49], [54, 52, 55, 57], [59, 58], [60, 63, 64], [71, 67, 65], [66, 78, 76, 68], [69, 70, 75], [72, 73, 74], [77, 79, 82, 81], [80, 86, 83], [85, 84, 87], [88]]
168: [[19, 7, 5], [37, 9], [2, 3], [1, 4, 10], [6, 8, 11], [30, 22], [12, 13, 14], [15, 20, 17], [16, 18, 21], [23, 26, 24], [27, 29, 25], [28, 31, 62], [43, 36, 41], [35, 33, 42], [32, 38, 34], [39, 44, 40], [47, 45, 46], [51, 50, 56], [61, 48, 53], [49, 54, 52], [55, 57, 59], [58, 60, 63], [64, 71, 67], [65, 66, 78], [76, 68, 69], [70, 75], [72, 73], [74, 77, 79], [82, 81], [80, 86, 83], [85, 84, 87, 88]]
169: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14], [15, 20, 17], [16, 18, 21], [23, 26, 24], [27, 29], [25, 28, 31], [62, 43, 36], [41, 35], [33, 42], [32, 38, 34], [39, 44, 40], [47, 45], [46, 51, 50], [56, 61], [48, 53, 49], [54, 52, 55], [57, 59, 58, 60], [63, 64, 71], [67, 65, 66], [78, 76, 68, 69], [70, 75, 72], [73, 74], [77, 79, 82], [81, 80, 86, 83], [85, 84, 87, 88]]
170: [[19, 7], [5, 37, 9, 2], [3, 1, 4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15, 20, 17, 16, 18, 21, 23, 26, 24, 27, 29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63], [64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
171: [[19, 7, 5], [37, 9, 2], [3, 1, 4], [10, 6, 8, 11], [30, 22], [12, 13, 14, 15], [20, 17, 16], [18, 21], [23, 26, 24], [27, 29, 25], [28, 31, 62], [43, 36], [41, 35, 33], [42, 32], [38, 34], [39, 44, 40, 47], [45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57], [59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81], [80, 86, 83, 85, 84, 87, 88]]
172: [[19, 7], [5, 37, 9], [2, 3], [1, 4, 10], [6, 8], [11, 30, 22], [12, 13, 14], [15, 20, 17], [16, 18, 21], [23, 26, 24, 27], [29, 25, 28], [31, 62], [43, 36, 41], [35, 33, 42], [32, 38, 34], [39, 44], [40, 47, 45], [46, 51, 50], [56, 61], [48, 53, 49], [54, 52, 55], [57, 59, 58], [60, 63, 64], [71, 67, 65], [66, 78, 76], [68, 69, 70], [75, 72, 73], [74, 77, 79], [82, 81, 80], [86, 83, 85], [84, 87, 88]]
173: [[19, 7, 5], [37, 9], [2, 3, 1], [4, 10, 6, 8], [11, 30, 22, 12, 13, 14, 15, 20, 17, 16, 18, 21, 23, 26, 24, 27, 29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
174: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10], [6, 8, 11, 30, 22, 12, 13, 14, 15], [20, 17, 16, 18, 21, 23, 26, 24], [27, 29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55], [57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
175: [[19, 7], [5, 37, 9], [2, 3], [1, 4, 10], [6, 8, 11], [30, 22, 12], [13, 14], [15, 20, 17, 16, 18, 21, 23, 26, 24, 27, 29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83], [85, 84, 87, 88]]
