0: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20], [21, 17], [16, 18, 25, 23, 31, 26, 24, 27], [29, 28], [30, 51, 33, 35, 32, 46], [34, 38, 39, 42], [36, 44, 43], [40, 45, 47], [52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61], [55, 63, 66, 76, 67], [65, 68, 64, 69, 75, 70], [77, 72, 73, 74, 78], [79, 82], [81, 84, 80, 87, 83, 85], [86, 88]]
153: [[19, 41, 71, 1, 60, 50, 15, 37], [7, 2], [3], [4, 5], [8, 6, 9, 11, 10, 13], [14, 12, 22, 20, 21, 17, 16, 18], [25, 23, 31, 26, 24, 27, 29, 28, 30, 51], [33, 35, 32, 46, 34, 38], [36, 42, 39, 44, 43], [40, 45], [47, 52, 48, 49, 53], [58, 54], [62], [57, 59], [56, 61], [55, 63, 66, 76, 67, 65], [68, 64, 69], [75, 70, 77, 72, 73, 74], [78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
154: [[19, 41, 71], [1], [60, 50], [15, 37, 7, 2], [3], [4, 5], [8, 6, 9, 11], [10, 13], [14], [12, 22, 20], [21, 17, 16], [18], [25, 23], [31, 26, 24], [27, 29], [28, 30, 51], [33, 35], [32], [46, 34, 38], [36], [42, 39], [44, 43, 40, 45], [47], [52, 48], [49, 53, 58], [54, 62, 57, 59], [56, 61, 55], [63, 66, 76], [67, 65, 68], [64], [69, 75], [70, 77, 72], [73, 74, 78], [79, 82], [81, 84, 80], [87, 83, 85, 86, 88]]
155: [[19, 41], [71], [1, 60], [50, 15, 37, 7, 2, 3], [4, 5, 8, 6], [9, 11, 10, 13], [14, 12, 22, 20], [21, 17], [16, 18], [25], [23, 31], [26, 24, 27, 29, 28], [30, 51], [33, 35, 32, 46, 34, 38], [36, 42, 39], [44, 43, 40, 45, 47, 52], [48, 49, 53, 58, 54], [62], [57, 59], [56, 61, 55, 63, 66, 76], [67], [65, 68, 64], [69, 75, 70, 77], [72, 73, 74, 78, 79, 82, 81], [84, 80], [87, 83], [85], [86, 88]]
156: [[19, 41], [71, 1, 60, 50, 15, 37], [7, 2, 3, 4, 5, 8], [6, 9], [11], [10, 13, 14], [12, 22, 20], [21, 17, 16, 18, 25, 23, 31], [26, 24, 27, 29, 28, 30], [51, 33, 35, 32], [46, 34, 38], [36, 42, 39, 44], [43, 40, 45, 47, 52], [48, 49, 53, 58, 54, 62], [57, 59], [56], [61, 55], [63, 66, 76, 67, 65], [68, 64, 69], [75, 70, 77, 72], [73, 74, 78, 79, 82, 81], [84, 80, 87], [83, 85, 86], [88]]
157: [[19, 41, 71, 1, 60, 50, 15, 37], [7, 2], [3], [4, 5], [8, 6, 9, 11, 10, 13], [14, 12, 22, 20], [21], [17, 16], [18, 25, 23, 31, 26, 24, 27, 29], [28, 30], [51, 33, 35, 32, 46, 34], [38, 36, 42, 39], [44, 43, 40], [45, 47, 52], [48, 49, 53, 58, 54, 62], [57, 59, 56, 61, 55], [63, 66, 76, 67, 65, 68], [64, 69, 75, 70, 77], [72], [73, 74], [78, 79], [82, 81, 84, 80, 87, 83, 85, 86, 88]]
158: [[19, 41], [71], [1, 60, 50], [15, 37, 7, 2, 3], [4, 5, 8, 6], [9, 11], [10, 13], [14], [12, 22], [20, 21, 17, 16, 18, 25], [23, 31, 26, 24], [27, 29, 28, 30, 51], [33], [35, 32], [46, 34, 38], [36, 42, 39], [44, 43, 40, 45, 47, 52], [48, 49, 53], [58, 54], [62], [57, 59, 56], [61, 55, 63, 66, 76, 67, 65], [68, 64, 69, 75, 70], [77, 72], [73], [74, 78], [79, 82, 81, 84, 80, 87], [83], [85, 86, 88]]
159: [[19, 41, 71], [1, 60, 50, 15, 37, 7], [2, 3, 4, 5, 8, 6, 9, 11, 10, 13, 14, 12, 22], [20, 21, 17, 16, 18, 25, 23, 31, 26, 24, 27, 29, 28], [30, 51, 33, 35, 32, 46, 34, 38, 39, 42, 36, 44, 43, 40, 45, 47, 52], [48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
160: [[19, 41], [71, 1], [60], [50, 15], [37, 7], [2, 3, 4, 5, 8, 6], [9, 11], [10, 13, 14, 12, 22], [20, 21, 17, 16, 18], [25, 23, 31, 26], [24], [27, 29], [28, 30], [51, 33], [35, 32], [46, 34, 38, 36, 42, 39], [44, 43, 40, 45], [47, 52], [48, 49], [53, 58], [54, 62, 57, 59, 56, 61], [55, 63, 66, 76, 67, 65], [68, 64, 69, 75, 70, 77], [72, 73, 74, 78], [79], [82, 81], [84, 80, 87, 83, 85], [86, 88]]
161: [[19, 41], [71, 1], [60], [50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11], [10, 13, 14, 12], [22], [20, 21], [17, 16, 18], [25, 23], [31, 26, 24, 27, 29], [28, 30, 51, 33], [35, 32, 46], [34, 38, 36], [42, 39, 44, 43, 40], [45, 47, 52, 48, 49, 53], [58, 54, 62, 57], [59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69], [75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86], [88]]
162: [[19, 41, 71], [1, 60], [50], [15, 37], [7, 2, 3, 4, 5, 8], [6, 9, 11, 10, 13, 14, 12], [22, 20], [21, 17, 16, 18, 25, 23], [31, 26, 24, 27], [29, 28, 30, 51, 33, 35, 32], [46, 34, 38, 39], [42, 36, 44, 43, 40, 45, 47], [52, 48], [49, 53, 58, 54, 62], [57, 59, 56, 61], [55, 63, 66, 76, 67], [65, 68, 64, 69, 75, 70, 77], [72, 73, 74, 78, 79], [82, 81], [84, 80, 87, 83, 85, 86, 88]]
163: [[19, 41], [71, 1], [60], [50, 15], [37, 7, 2, 3, 4, 5], [8, 6, 9, 11, 10], [13, 14], [12], [22, 20, 21], [17, 16, 18, 25, 23, 31, 26], [24, 27, 29, 28, 30], [51, 33, 35, 32], [46, 34, 38, 36, 42, 39, 44], [43, 40, 45, 47, 52, 48], [49, 53, 58, 54, 62, 57, 59], [56, 61, 55], [63, 66, 76, 67], [65, 68, 64, 69, 75], [70, 77, 72, 73, 74], [78, 79, 82, 81, 84, 80, 87], [83, 85, 86, 88]]
164: [[19, 41], [71, 1], [60, 50], [15, 37, 7, 2], [3, 4], [5, 8], [6, 9, 11], [10, 13, 14, 12, 22], [20, 21, 17, 16, 18], [25, 23, 31, 26], [24, 27], [29, 28, 30, 51, 33], [35, 32, 46, 34], [38, 36, 42, 39, 44], [43, 40, 45], [47, 52, 48, 49], [53, 58], [54, 62], [57, 59, 56, 61, 55, 63], [66, 76, 67, 65], [68, 64, 69, 75, 70, 77], [72, 73, 74, 78, 79, 82, 81], [84, 80, 87], [83, 85, 86, 88]]
165: [[19, 41, 71], [1], [60, 50, 15, 37], [7, 2, 3, 4], [5, 8, 6, 9], [11, 10, 13], [14, 12, 22, 20, 21], [17, 16, 18, 25], [23, 31, 26, 24, 27], [29, 28, 30, 51, 33, 35], [32, 46, 34, 38, 39, 42], [36, 44], [43, 40], [45, 47], [52], [48, 49, 53], [58, 54, 62, 57, 59], [56, 61, 55, 63], [66, 76, 67], [65, 68, 64, 69], [75, 70, 77, 72, 73], [74, 78, 79, 82, 81, 84], [80, 87, 83, 85], [86, 88]]
166: [[19, 41], [71, 1, 60], [50, 15, 37], [7], [2, 3], [4, 5], [8, 6, 9], [11, 10, 13, 14, 12, 22, 20, 21, 17, 16], [18, 25], [23, 31, 26, 24, 27, 29, 28, 30], [51, 33, 35, 32, 46, 34, 38, 39, 42, 36, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55], [63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
167: [[19, 41, 71, 1], [60], [50, 15], [37, 7, 2, 3, 4, 5], [8, 6, 9, 11, 10, 13], [14, 12, 22], [20, 21], [17], [16, 18], [25, 23, 31, 26, 24, 27], [29, 28, 30, 51, 33], [35], [32, 46, 34, 38, 39, 42], [36, 44, 43, 40, 45, 47], [52, 48, 49, 53], [58, 54, 62, 57], [59, 56], [61, 55, 63, 66], [76, 67, 65, 68], [64, 69, 75, 70, 77], [72, 73, 74, 78, 79], [82, 81], [84, 80, 87, 83, 85, 86, 88]]
168: [[19, 41], [71], [1, 60], [50], [15, 37], [7, 2, 3, 4, 5, 8], [6, 9, 11], [10, 13, 14, 12], [22, 20, 21, 17, 16, 18], [25, 23, 31, 26, 24, 27], [29, 28, 30, 51, 33], [35, 32, 46, 34], [38, 36], [42, 39, 44, 43, 40], [45, 47, 52], [48, 49, 53, 58], [54, 62, 57, 59, 56, 61], [55, 63, 66, 76], [67, 65, 68, 64], [69, 75], [70, 77, 72, 73, 74], [78, 79, 82, 81], [84, 80, 87], [83, 85, 86, 88]]
169: [[19, 41], [71], [1, 60], [50, 15, 37, 7, 2, 3], [4, 5, 8, 6], [9], [11, 10], [13, 14], [12, 22, 20, 21, 17], [16, 18, 25], [23, 31, 26], [24, 27, 29, 28, 30], [51, 33, 35, 32], [46, 34, 38], [36, 42, 39, 44], [43], [40], [45, 47], [52, 48, 49], [53, 58, 54], [62, 57], [59, 56, 61, 55, 63, 66], [76, 67], [65, 68, 64, 69, 75], [70], [77, 72, 73, 74], [78, 79, 82, 81, 84, 80], [87, 83], [85, 86, 88]]
170: [[19, 41, 71, 1, 60], [50, 15], [37], [7, 2, 3], [4, 5], [8, 6, 9], [11, 10, 13, 14, 12, 22], [20, 21, 17, 16, 18, 25, 23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 39, 42, 36, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
171: [[19, 41, 71, 1, 60, 50, 15], [37], [7, 2, 3], [4, 5, 8, 6], [9, 11, 10, 13, 14, 12], [22, 20, 21], [17, 16, 18], [25, 23], [31, 26], [24], [27, 29, 28, 30, 51, 33, 35, 32], [46, 34, 38, 36], [42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85], [86, 88]]
172: [[19, 41], [71, 1], [60, 50, 15], [37, 7, 2, 3], [4], [5, 8], [6, 9, 11], [10, 13, 14, 12], [22, 20, 21], [17, 16, 18], [25], [23, 31, 26], [24, 27, 29], [28, 30, 51, 33, 35], [32, 46, 34, 38, 36], [42, 39, 44], [43, 40, 45, 47], [52], [48, 49, 53, 58], [54, 62, 57, 59, 56, 61], [55, 63, 66, 76], [67, 65, 68], [64, 69, 75], [70, 77, 72, 73, 74, 78], [79, 82, 81, 84, 80], [87, 83, 85, 86, 88]]
173: [[19, 41, 71, 1], [60, 50, 15, 37], [7, 2, 3, 4, 5], [8, 6, 9, 11, 10, 13, 14], [12, 22, 20, 21, 17], [16, 18], [25, 23, 31, 26, 24, 27, 29], [28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39], [44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
174: [[19, 41], [71, 1], [60, 50], [15, 37, 7, 2, 3, 4], [5, 8], [6, 9, 11, 10, 13, 14], [12, 22, 20, 21], [17], [16, 18], [25, 23, 31, 26, 24, 27], [29, 28, 30, 51, 33], [35, 32, 46], [34, 38], [36, 42, 39, 44, 43, 40], [45, 47, 52, 48, 49], [53, 58, 54, 62, 57], [59, 56, 61, 55], [63, 66], [76, 67], [65, 68, 64, 69, 75, 70], [77, 72, 73, 74, 78], [79], [82, 81], [84, 80, 87], [83, 85, 86, 88]]
175: [[19, 41, 71, 1, 60, 50, 15, 37, 7, 2, 3, 4, 5, 8, 6, 9, 11, 10, 13, 14], [12, 22, 20, 21, 17, 16, 18, 25, 23, 31, 26], [24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38], [36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57], [59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
