0: [[24, 7, 1, 2], [3, 36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29], [30, 33], [34, 39, 32], [35, 37, 54], [42, 38], [40, 41, 60], [45, 44, 46], [47, 56], [61, 48], [55, 53, 49], [51, 52, 59, 57], [58, 62], [63, 69, 64], [65, 78, 67], [66, 68, 77, 71], [70, 74, 72], [75, 73, 76], [79, 84, 81, 82], [80, 83], [87], [85, 86, 88]]
153: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21], [17, 16, 23], [22, 19, 18], [50, 20], [25, 27, 28], [29, 30], [33, 34, 39], [32, 35, 37], [54, 42], [38, 40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57, 58, 62], [63, 69, 64], [65], [78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
154: [[24, 7], [1, 2, 3], [36, 13, 5, 12, 4, 43, 6, 9, 10, 8, 11, 31, 14, 15, 26, 21, 17, 16, 23, 22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38], [40, 41, 60], [45, 44], [46, 47], [56, 61, 48], [55, 53, 49, 51], [52, 59], [57, 58, 62], [63, 69, 64], [65, 78, 67, 66], [68, 77, 71], [70, 74, 72], [75, 73, 76, 79], [84, 81], [82], [80, 83, 87], [85, 86, 88]]
155: [[24, 7, 1], [2, 3, 36, 13, 5, 12, 4, 43], [6, 9, 10, 8], [11, 31, 14, 15, 26, 21, 17, 16, 23, 22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
156: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4], [43, 6, 9], [10, 8], [11, 31, 14], [15, 26], [21, 17, 16], [23, 22, 19], [18, 50], [20, 25, 27], [28, 29, 30], [33, 34], [39, 32], [35, 37, 54], [42, 38], [40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66, 68], [77, 71, 70], [74, 72, 75], [73, 76], [79, 84], [81, 82, 80], [83, 87, 85], [86, 88]]
157: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4], [43, 6, 9], [10, 8], [11, 31, 14], [15, 26, 21], [17, 16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32], [35, 37, 54], [42, 38, 40], [41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65], [78, 67, 66], [68, 77], [71, 70, 74], [72, 75], [73, 76, 79], [84, 81, 82, 80], [83, 87, 85], [86, 88]]
158: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31, 14, 15, 26, 21, 17, 16, 23, 22, 19, 18, 50, 20, 25, 27], [28, 29, 30, 33, 34, 39, 32, 35, 37, 54], [42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
159: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10, 8], [11, 31, 14], [15, 26, 21], [17, 16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32], [35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59], [57, 58, 62, 63, 69, 64, 65], [78, 67, 66, 68, 77, 71], [70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
160: [[24, 7, 1], [2, 3, 36], [13, 5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15, 26], [21, 17], [16], [23, 22, 19], [18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
161: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
162: [[24, 7, 1, 2], [3, 36], [13, 5, 12], [4, 43, 6], [9, 10, 8], [11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42], [38, 40, 41], [60, 45, 44], [46, 47], [56, 61], [48, 55, 53], [49, 51, 52, 59], [57, 58], [62, 63, 69], [64, 65], [78, 67, 66], [68, 77, 71], [70, 74, 72], [75, 73, 76], [79, 84, 81], [82, 80, 83], [87, 85, 86, 88]]
163: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11, 31, 14, 15, 26, 21, 17, 16, 23, 22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51], [52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
164: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14], [15, 26, 21], [17, 16], [23, 22, 19], [18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41], [60, 45, 44], [46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58], [62, 63, 69], [64, 65], [78, 67, 66], [68, 77], [71, 70, 74], [72, 75, 73], [76, 79, 84], [81, 82], [80, 83, 87], [85, 86, 88]]
165: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31, 14, 15, 26, 21, 17, 16, 23, 22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42], [38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66], [68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
166: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6, 9, 10, 8, 11, 31, 14, 15, 26, 21, 17, 16, 23, 22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
167: [[24, 7, 1, 2], [3, 36], [13, 5, 12, 4, 43, 6, 9, 10, 8, 11, 31, 14, 15, 26, 21, 17, 16, 23, 22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
168: [[24, 7, 1], [2, 3, 36], [13, 5, 12, 4, 43, 6, 9, 10, 8, 11, 31, 14, 15, 26, 21, 17, 16, 23, 22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
169: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31, 14, 15, 26, 21, 17, 16, 23, 22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
170: [[24, 7, 1, 2], [3, 36, 13], [5, 12, 4], [43, 6, 9, 10, 8, 11, 31, 14, 15, 26, 21, 17, 16, 23, 22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
171: [[24, 7, 1], [2, 3], [36, 13], [5, 12, 4], [43, 6, 9, 10, 8, 11, 31, 14, 15, 26, 21, 17, 16, 23, 22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
172: [[24, 7, 1, 2], [3, 36, 13], [5, 12], [4, 43], [6, 9], [10, 8, 11, 31, 14, 15, 26, 21, 17, 16, 23, 22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
173: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6, 9], [10, 8], [11, 31, 14], [15, 26, 21], [17, 16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42], [38, 40, 41], [60, 45, 44], [46, 47], [56, 61, 48], [55, 53], [49, 51], [52, 59, 57], [58, 62], [63, 69], [64, 65, 78], [67, 66, 68], [77, 71, 70], [74, 72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
174: [[24, 7], [1], [2, 3, 36], [13, 5, 12], [4, 43, 6, 9, 10, 8, 11, 31, 14], [15, 26, 21, 17, 16, 23, 22, 19, 18, 50, 20, 25, 27, 28, 29, 30, 33, 34, 39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73], [76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
175: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4], [43, 6, 9], [10, 8], [11, 31, 14], [15, 26, 21], [17, 16, 23], [22, 19], [18, 50], [20, 25, 27, 28, 29, 30, 33, 34], [39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
