0: [[20], [38], [3, 4], [65], [6, 9, 1, 2, 5, 16, 12, 13, 22], [29, 15, 14], [26, 80], [17, 31], [24, 23], [7], [18, 19], [27, 21, 34], [25, 28], [63, 33], [52, 48], [49], [30, 55], [47], [32, 45, 44, 39, 8, 10], [36, 40, 35, 37, 46], [41, 60], [58], [50, 53], [42, 54], [56, 61], [57], [51], [59], [64, 62, 77, 11, 43], [71, 70, 68], [72, 66, 76], [73, 67], [69, 78], [74, 75], [79, 82, 81], [85, 83], [84, 86, 87], [88]]
153: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 42, 37, 38, 41, 40, 43, 47, 45, 46, 50, 49, 51, 48, 56, 54, 52, 63, 55, 60, 57, 62, 61, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
154: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 23, 19, 58, 27, 29, 35, 32, 38, 37, 46, 41, 40, 42, 45, 47, 43, 52, 48, 51, 54, 49, 57, 55, 63, 50, 56, 61, 60, 62, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
155: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 54, 52, 48, 51, 49, 55, 50, 46, 63, 62, 56, 57, 61, 60, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
156: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [24, 14, 15, 26, 19, 23, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 46, 52, 48, 51, 49, 50, 54, 63, 55, 60, 57, 56, 62, 61, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
157: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 19, 23, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 43, 47, 45, 46, 62, 48, 51, 49, 52, 54, 55, 63, 57, 50, 60, 56, 61, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
158: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 10, 30, 18, 6, 8, 17, 11, 21, 16, 20, 39, 53, 59, 31, 44], [26, 14, 15, 24, 23, 19, 58, 27, 29, 35, 32, 38, 37, 42, 41, 40, 47, 43, 45, 62, 46, 48, 51, 49, 54, 55, 50, 52, 57, 60, 56, 61, 63, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
159: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 26, 8, 6, 16, 11, 17, 18, 20, 19, 29, 55, 61, 47, 30, 10], [31, 14, 15, 24, 23, 35, 27, 38, 45, 39, 32, 37, 42, 43, 40, 41, 44, 53, 57, 52, 48, 46, 50, 49, 58, 51, 54, 62, 56, 60, 59, 63, 78, 66, 64, 21], [68, 67, 70, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
160: [[22, 36, 3, 4, 2, 12, 1, 25, 13, 28], [7, 5, 34, 33, 9, 14, 26, 18, 17, 8, 21, 10, 6, 38, 53, 43, 23, 56, 11, 44], [16, 20, 15, 24, 19, 51, 58, 29, 27, 30, 31, 32, 37, 40, 41, 35, 39, 47, 60, 42, 46, 52, 45, 49, 54, 48, 61, 50, 55, 57, 59, 62, 63, 68, 64, 70], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
161: [[22, 36, 3, 4, 2, 12, 9, 24, 13, 8], [7, 5, 34, 33, 11, 10, 30, 6, 16, 17, 18, 1, 20, 49, 55, 37, 21, 27, 31, 44], [26, 14, 15, 23, 19, 25, 62, 28, 29, 35, 32, 38, 39, 45, 41, 42, 40, 43, 63, 50, 46, 47, 51, 52, 48, 57, 53, 54, 58, 56, 60, 59, 61, 70, 64, 68], [78, 67, 66, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
162: [[22, 36, 3, 4, 2, 1, 17, 29, 12, 28], [7, 5, 34, 33, 9, 30, 18, 6, 10, 8, 16, 26, 21, 20, 11, 63, 61, 13, 25, 38], [43, 14, 15, 24, 23, 51, 19, 27, 31, 35, 32, 42, 41, 53, 45, 40, 39, 47, 44, 54, 56, 48, 37, 46, 50, 55, 58, 52, 59, 49, 57, 60, 62, 66, 64, 68], [78, 67, 70, 65, 72, 77, 71, 73, 69, 75, 74, 84, 79, 76, 82, 80, 83, 87, 86, 85, 81, 88]]
163: [[22, 36, 3, 4, 2, 12, 9, 17, 6, 20], [19, 5, 14, 7, 13, 11, 30, 26, 80, 1, 31, 10, 23, 16, 18, 35, 21, 29, 24, 45], [28, 46, 25, 27, 32, 51, 38, 40, 15, 41, 33, 43, 37, 42, 50, 44, 53, 39, 55, 47, 48, 52, 57, 58, 56, 34, 54, 62, 61, 60, 49, 63, 8, 59, 73, 78], [74, 71, 66, 65, 72, 75, 68, 64, 67, 69, 70, 76, 77, 79, 82, 81, 83, 85, 84, 86, 87, 88]]
164: [[20], [38], [3, 4], [65], [6, 1, 9, 2, 13, 5, 7, 33, 49], [25, 11, 14], [18, 10], [24, 17], [12, 15], [21], [16, 23], [59, 51, 35], [19, 22], [31, 47], [48, 26], [27], [58, 28], [61], [32, 44, 46, 39, 8, 42], [29, 41, 30, 37, 34], [43, 60], [36], [40, 53], [62, 55], [56, 45], [57], [50], [52], [54, 86, 68, 63, 64], [67, 70, 66], [72, 71, 79], [73, 69], [75, 74], [82, 76], [77, 78, 80], [85, 87], [83, 84, 81], [88]]
165: [[22, 36, 3, 4, 65, 1, 9, 17, 5, 13], [2, 12, 6, 23, 29, 11, 14, 26, 7, 25, 19, 24, 8, 18, 15, 16, 31, 20, 50, 21], [27, 28, 47, 56, 30, 51, 33, 59, 45, 34, 41, 46, 39, 35, 10, 44, 40, 43, 37, 48, 32, 60, 49, 52, 53, 42, 54, 58, 61, 57, 55, 62, 63, 38, 76, 66], [68, 67, 70, 64, 72, 77, 71, 73, 69, 74, 78, 82, 79, 75, 81, 80, 85, 87, 84, 83, 86, 88]]
166: [[22, 36, 3, 4, 64, 12, 9, 17, 1, 29], [2, 5, 6, 39, 7, 11, 14, 18, 8, 13, 19, 24, 21, 16, 20, 23, 49, 25, 47, 27], [28, 15, 30, 60, 48, 31, 26, 59, 32, 35, 40, 44, 33, 10, 42, 34, 37, 43, 45, 46, 38, 52, 41, 50, 54, 51, 55, 57, 61, 56, 53, 63, 58, 62, 72, 74], [65, 71, 70, 68, 67, 66, 77, 73, 69, 75, 76, 81, 79, 78, 82, 80, 85, 87, 86, 84, 83, 88]]
167: [[20, 38, 3, 4, 65, 1, 9, 17, 2, 21], [5, 6, 41, 7, 29, 15, 26, 10, 80, 12, 23, 16, 14, 39, 18, 51, 27, 60, 8, 24], [19, 31, 13, 22, 25, 57, 30, 28, 43, 32, 46, 44, 34, 40, 35, 36, 45, 33, 37, 42, 47, 49, 56, 50, 53, 48, 62, 52, 54, 58, 55, 61, 68, 59, 77, 63], [11, 71, 66, 64, 72, 67, 70, 73, 76, 69, 74, 78, 75, 79, 82, 81, 83, 84, 86, 85, 87, 88]]
168: [[20, 38, 3, 4, 65, 5, 1, 25, 13, 8], [6, 9, 42, 17, 10, 14, 12, 15, 81, 18, 31, 16, 21, 7, 23, 19, 22, 44, 2, 24], [26, 27, 47, 28, 49, 48, 29, 30, 43, 32, 46, 45, 33, 40, 34, 37, 35, 36, 39, 62, 57, 41, 51, 50, 54, 52, 59, 56, 60, 53, 55, 58, 66, 61, 68, 11], [63, 71, 70, 64, 72, 69, 77, 73, 67, 74, 78, 75, 79, 76, 82, 80, 83, 84, 86, 87, 85, 88]]
169: [[22, 36, 3, 4, 65, 5, 1, 25, 7, 28], [2, 6, 9, 52, 10, 15, 14, 26, 64, 11, 23, 8, 12, 18, 16, 20, 19, 21, 24, 56], [30, 47, 35, 29, 48, 17, 58, 27, 61, 34, 32, 38, 37, 42, 41, 44, 31, 43, 39, 46, 33, 60, 59, 40, 53, 45, 54, 63, 50, 51, 49, 55, 57, 62, 76, 13], [78, 67, 66, 68, 72, 69, 79, 73, 70, 71, 74, 77, 75, 80, 82, 81, 85, 83, 86, 84, 87, 88]]
170: [[20, 38, 3, 4, 2, 14, 1, 9, 8, 29], [21, 5, 6, 35, 25, 10, 30, 26, 7, 11, 19, 13, 23, 15, 16, 22, 17, 55, 46, 12], [28, 47, 41, 24, 18, 51, 31, 27, 61, 34, 33, 32, 37, 42, 39, 40, 43, 44, 45, 49, 36, 52, 53, 50, 54, 58, 60, 56, 57, 62, 63, 59, 48, 64, 69, 72], [65, 67, 70, 68, 66, 76, 77, 73, 71, 75, 74, 81, 79, 78, 82, 80, 85, 83, 86, 84, 87, 88]]
171: [[22], [36], [3, 4], [2], [14, 1, 9, 12, 8, 19, 13, 6, 35], [15, 30, 18], [20, 17], [25, 29], [24, 23], [7], [48, 27], [31, 5, 34], [11, 28], [46, 21], [60, 16], [50], [26, 61], [39], [32, 37, 33, 47, 38, 10], [40, 42, 41, 44, 52], [43, 62], [45], [49, 54], [51, 53], [56, 55], [57], [59], [58], [66, 63, 68, 64, 69], [67, 70, 71], [72, 74, 79], [73, 65], [75, 78], [80, 76], [77, 82, 81], [85, 87], [84, 83, 86], [88]]
172: [[20, 38, 3, 4, 2, 6, 1, 9, 12, 28], [19, 5, 7, 39, 25, 10, 30, 18, 14, 15, 17, 24, 21, 22, 23, 51, 55, 26, 27, 45], [29, 62, 41, 60, 16, 31, 33, 34, 13, 35, 36, 37, 40, 8, 11, 32, 42, 43, 44, 46, 47, 52, 58, 50, 53, 54, 48, 61, 56, 57, 49, 59, 63, 64, 73, 66], [74, 71, 70, 68, 72, 67, 78, 69, 65, 79, 77, 84, 75, 76, 82, 81, 83, 87, 80, 85, 86, 88]]
173: [[22], [36], [3, 4], [64], [12, 9, 17, 1, 5, 2, 13, 43, 16], [8, 15, 14], [26, 80], [10, 31], [11, 23], [6], [18, 7], [25, 19, 55], [24, 30], [20, 27], [28, 51], [21], [58, 29], [63], [32, 33, 44, 37, 42, 40], [34, 35, 47, 38, 46], [50, 56], [39], [49, 52], [41, 54], [45, 61], [57], [48], [53], [75, 59, 68, 66, 60], [67, 62, 65], [72, 70, 69], [73, 71], [76, 74], [77, 79], [78, 82, 84], [85, 83], [86, 87, 81], [88]]
174: [[20], [38], [3, 4], [2], [14, 9, 1, 8, 5, 21, 13, 11, 6], [7, 10, 30], [18, 22], [12, 25], [27, 16], [17], [19, 51], [61, 57, 39], [26, 24], [28, 29], [31, 23], [34], [35, 55], [15], [33, 45, 44, 36, 37, 40], [32, 41, 42, 47, 46], [60, 48], [50], [49, 54], [52, 53], [56, 62], [63], [59], [58], [64, 69, 65, 66, 43], [71, 70, 68], [72, 67, 75], [73, 78], [77, 74], [86, 79], [76, 82, 80], [83, 87], [84, 85, 81], [88]]
175: [[22], [36], [3, 4], [65], [1, 9, 17, 7, 5, 2, 12, 46, 20], [13, 15, 14], [18, 84], [6, 29], [27, 21], [10], [16, 35], [63, 25, 19], [57, 24], [30, 23], [50, 53], [26], [62, 55], [28], [33, 44, 31, 39, 8, 43], [32, 40, 34, 37, 38], [41, 56], [42], [51, 52], [45, 47], [48, 54], [58], [49], [61], [78, 59, 72, 60, 11], [71, 66, 64], [67, 74, 68], [73, 70], [69, 76], [79, 75], [77, 82, 81], [83, 87], [80, 85, 86], [88]]
176: [[20], [38], [3, 4], [2], [6, 1, 9, 7, 10, 12, 13, 41, 16], [29, 14, 30], [26, 64], [8, 17], [11, 23], [21], [22, 39], [31, 55, 18], [57, 28], [62, 24], [25, 27], [19], [33, 34], [61], [32, 37, 35, 36, 40, 42], [44, 43, 45, 47, 46], [56, 60], [50], [48, 53], [49, 51], [52, 54], [58], [59], [63], [68, 71, 69, 5, 15], [67, 66, 65], [72, 77, 70], [73, 74], [76, 78], [79, 75], [80, 82, 81], [83, 86], [84, 87, 85], [88]]
177: [[22], [36], [3, 4], [2], [14, 9, 1, 6, 29, 17, 7, 5, 38], [25, 31, 18], [26, 16], [11, 21], [24, 8], [39], [48, 59], [27, 12, 40], [13, 28], [63, 19], [20, 30], [33], [34, 35], [42], [32, 37, 44, 43, 47, 10], [46, 41, 49, 45, 51], [54, 62], [56], [50, 53], [57, 52], [58, 61], [60], [55], [64], [68, 71, 77, 23, 15], [67, 66, 65], [72, 75, 70], [73, 69], [79, 74], [76, 80], [78, 82, 81], [85, 87], [84, 83, 86], [88]]
