0: [[3, 69, 22, 1, 70, 12, 13, 2, 36], [5, 4, 7, 59, 6, 9, 25, 8, 16, 44], [15, 24, 23, 19, 50, 17, 11, 14, 21], [20, 18, 10, 63, 57, 29, 26, 28, 31, 39], [51, 34, 33, 35, 45, 40, 30, 27, 38, 47], [37, 41, 42, 32, 54, 43, 46, 49, 48, 60], [53, 52, 56, 55, 58, 61, 62, 64, 65, 66], [71, 67, 68, 75, 73, 74, 72, 78, 76, 77], [79, 80, 83, 85, 81, 82, 87, 84, 86, 88]]
153: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
154: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
155: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
156: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
157: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
158: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
159: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
160: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
161: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
162: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
163: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
164: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
165: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
166: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
167: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
168: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
169: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
170: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
171: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
172: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
173: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 8, 15, 13, 23], [19, 50, 16, 11, 20, 21, 17, 18, 30, 63, 57, 29, 26, 28, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 47, 37, 41, 42, 45, 54, 55, 46, 49, 48, 60, 53, 52, 56, 62, 58, 59, 61, 64], [65, 66, 79, 67, 68, 71, 73, 74, 72, 75, 76, 77, 78, 80, 83, 85, 81, 82, 87, 84, 86, 88]]
174: [[3, 69, 22, 1, 70, 12, 15, 2, 36, 5, 4, 7, 59, 6, 9, 25, 10, 24, 13, 8, 28, 23], [19, 50, 14, 11, 16, 21, 17, 18, 20, 27, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 32, 40], [44, 45, 38, 43, 37, 41, 42, 46, 53, 47, 62, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 72, 74, 78, 77, 76, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
175: [[3, 69, 22, 1, 70, 12, 10, 2, 36, 5, 4, 7, 43, 6, 9, 25, 8, 16, 45, 15, 28, 23], [19, 50, 13, 11, 14, 21, 17, 18, 20, 56, 57, 29, 26, 30, 31, 39, 51, 34, 33, 35, 40, 24], [32, 27, 38, 44, 37, 41, 42, 60, 53, 47, 46, 49, 48, 62, 52, 55, 61, 54, 58, 59, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 78, 74, 77, 72, 80, 83, 85, 81, 82, 87, 84, 86, 88]]
