0: [[37, 7], [18, 33], [4, 3], [8, 9], [32, 2, 1, 5, 6, 31, 11, 24, 12, 22], [14, 15], [20, 17, 30, 19, 16, 25, 26, 21, 56, 62, 51], [27, 47, 46, 35, 63, 34, 28], [29, 36, 13, 23], [42, 38], [43, 60, 40, 41, 55, 48], [59, 52, 58, 53, 44, 39, 49, 45, 50, 54, 57, 10], [61, 68], [65, 64, 75, 67, 70, 66], [69, 73, 76, 77, 74, 78], [72, 71, 79, 80, 81, 86, 88, 82, 83, 85, 87, 84]]
153: [[37, 7], [18, 33], [4, 3], [8, 9], [32, 6, 2, 1, 27], [14, 26], [12, 5, 20], [21, 10, 49, 13, 16], [30, 43, 11, 15, 17, 19, 22], [23, 24, 31, 42, 25, 52, 38], [44, 28], [35, 29], [34, 47, 46, 50, 58, 39], [41, 36, 40, 48], [62, 51, 55, 45, 53, 56, 54, 57], [63, 61, 60, 59], [70, 65, 64], [73, 67, 69, 66, 71, 78], [68, 79, 72, 74, 75, 77, 76, 80, 81], [86, 83, 82, 85, 84, 87, 88]]
154: [[37, 7], [18, 33], [4, 3, 8], [9, 1], [2, 13], [5, 15, 22, 11, 10, 14, 26], [17, 43, 20, 21, 16, 12, 31, 6, 60, 23, 29, 24, 55], [25, 28, 30, 19, 36, 52, 27, 32, 35, 38, 34], [40, 39], [47, 57], [41, 42], [46, 49], [51, 45, 48, 54, 53, 44, 50, 56, 59, 61, 63, 58, 62, 68, 65, 64, 77, 67, 66, 71, 69, 70, 72, 75, 73, 74, 78, 76, 79, 81, 80], [83, 82, 87, 84, 85, 86, 88]]
155: [[37, 7], [18, 33], [4, 3], [8, 9, 34, 1, 5, 13], [29, 2], [6, 10], [19, 11, 12, 27, 21, 16, 14, 15, 31, 17], [20, 22, 49, 25, 23, 30], [26, 28, 58], [24, 44], [39, 42], [38, 46], [32, 40, 35, 47, 48, 45], [41, 62, 50, 43, 36, 55], [52, 51], [54, 53, 57, 56, 60, 61, 59], [63, 69], [65, 64, 70, 66, 71, 68, 67], [79, 84, 72], [73, 76, 75, 78, 74, 80], [85, 77, 81, 83, 82, 87, 86, 88]]
156: [[37, 7], [18, 33], [4, 3], [8, 9, 1, 2, 6, 5], [12, 15, 10, 11, 14, 13, 19, 42, 21, 20, 24, 16], [28, 27, 59, 22, 17, 23, 26, 25, 30, 58, 31, 34], [53, 36, 40], [29, 47], [32, 35], [41, 43, 44], [46, 49], [45, 38, 50, 51, 39, 56, 48, 52, 54, 60, 55, 57, 62], [63, 61, 70, 64], [66, 68, 65, 71, 69, 67, 72, 78, 79, 75, 73, 74, 77, 76, 82, 84, 80, 83, 81, 85, 87, 86, 88]]
157: [[37, 7], [18, 33], [4, 3, 8, 11, 1, 2], [6, 9], [10, 15], [5, 12], [13, 23, 20, 14, 49, 19, 17, 31, 41, 27, 24, 25], [22, 21, 57, 16, 30, 40, 26, 28, 54, 47, 36, 32, 46, 39, 42, 29, 48, 34, 45], [43, 35, 44, 62, 50, 52, 51, 53, 55, 56, 38, 58, 61, 60], [59, 63, 68, 66, 65, 73, 70, 69, 64, 77, 71, 67, 72, 74, 78, 75, 76, 79, 81, 80, 82, 87], [83, 85, 84, 86, 88]]
158: [[37, 7], [18, 33], [4, 3], [8, 9], [5, 2], [1, 6], [14, 10], [12, 21, 13, 23, 15, 11], [27, 16, 30, 17, 25], [24, 59], [19], [20, 26], [28, 31, 58, 38, 40, 55], [22, 29, 52, 46, 44, 39, 34, 35, 42, 50, 47, 32], [41, 36, 43, 45, 49, 48, 51, 54, 57], [53, 56, 60, 61, 62, 63], [68, 65, 64, 75, 66, 70, 67, 69], [74, 78, 73], [76, 79, 72, 77, 71, 84, 80, 83, 82], [81, 86, 85], [87, 88]]
159: [[37, 7, 18, 33, 4, 3], [8, 9, 1, 2, 6, 12, 30], [5, 14, 10, 15, 25, 17, 22, 31, 16, 11], [19, 23, 54, 52, 20, 24, 27, 56, 59, 28, 13, 26, 29, 32, 41, 34], [35, 60, 36, 39, 46, 38, 43, 40, 42, 44, 45, 47, 48, 55, 49, 53], [50, 51, 57, 58, 62, 63, 21, 61, 72, 64, 81, 71, 66, 68, 69, 65, 67, 75, 70, 76], [79, 74, 73, 78, 80, 83, 77, 82, 85], [84, 86, 87, 88]]
160: [[37, 7], [18, 33, 4, 3, 8, 9, 6, 2, 1, 11], [15, 5, 14, 10, 28, 12, 20, 26, 24, 19, 22, 16, 21, 17, 25, 56, 59, 27, 23, 29, 30, 58, 41, 51], [31, 13, 34, 32, 38, 40], [35, 39], [42, 46, 36, 43, 57, 45], [52, 44, 60, 50, 55], [54, 47, 49, 48, 62, 53, 61, 63, 72, 66, 65, 69], [64, 67, 71, 70, 68, 75, 76, 78, 73, 79, 74, 77, 82, 80, 81, 87, 86, 83, 84, 85, 88]]
161: [[37, 7, 18, 33], [4, 3], [8, 40], [2, 6], [12, 1], [5, 22, 15, 9, 13, 11, 28, 38], [19, 17, 16, 27, 21, 29, 24, 25, 10, 31, 20, 23, 14, 26, 60, 47, 55, 62, 30, 35], [34, 36, 39, 58], [50, 46, 32, 45, 43, 42, 41, 52, 44, 51, 48, 49, 54, 53, 56, 59, 63, 57, 61, 72, 66, 65, 68], [64, 67, 75, 69, 70, 71, 76, 78, 74, 77, 73, 79, 81, 85, 82, 86, 80, 83, 87, 84, 88]]
162: [[37, 7], [18, 33], [4, 3, 8], [9, 1, 2, 6, 20, 5], [23, 14, 11, 10, 12, 25, 30], [21, 17, 13, 15, 16, 27, 28], [19, 26, 61, 24, 22, 39, 51, 29, 32, 40], [41, 38, 31, 35], [43, 46, 34, 48, 45, 53, 47, 42, 49, 57, 50, 52, 54, 36, 55, 56, 44, 58, 59, 62, 60, 63, 68, 65, 66, 64, 70, 71, 67, 69, 72, 78, 79, 75, 77, 73, 74, 76, 82, 81, 80, 83, 84, 85, 87, 86, 88]]
163: [[37, 7], [18, 33], [4, 3], [8, 9, 6, 2, 5, 13], [20, 1, 11, 10, 12], [15, 17], [39, 19], [21, 29], [27, 23], [22, 16, 24, 49, 26, 25], [28, 30, 62, 34, 31, 44, 35, 14, 38, 32, 40, 59], [41, 43], [50, 36, 42, 61, 46, 45, 47, 51, 57, 53, 60, 55, 48, 56, 63], [52, 54, 83, 68, 64, 65, 71, 67, 69, 70, 58, 78, 75, 72], [73, 66, 77, 74, 76, 80], [79, 82, 81, 87, 84, 85, 86, 88]]
164: [[37, 7], [18, 33], [4, 3], [8, 9, 5, 2], [1, 6, 15, 26, 11, 12], [14, 30], [21, 27], [24, 19], [16, 13], [17, 10], [25, 23, 56], [22, 28, 29, 55, 42, 31, 57, 35, 34, 39, 32, 44, 38], [36, 46, 40, 47, 41, 45, 49, 50, 43, 52, 51, 53, 48, 54], [61, 58, 62, 60, 59, 65, 63, 68, 64, 20], [77, 67, 69, 66, 70, 72, 71, 74, 76, 79, 73, 78, 75, 82, 81], [83], [80, 87, 84, 86, 85, 88]]
165: [[37, 7], [18, 33, 4, 3, 8, 9], [34, 2, 1], [5, 14], [15, 12, 13, 43, 6, 10, 11, 17, 16, 26, 20, 21], [19, 57, 22, 23, 31, 27], [24, 28, 29, 60], [30, 25, 56, 40, 32, 38], [44, 35], [45, 36, 39, 52, 42, 50], [47, 48], [46, 55], [41, 49, 51, 59, 53, 62, 54, 63, 58, 61, 70, 64, 67], [76, 66, 68, 69, 65, 71, 73, 72, 74, 77, 78, 75, 79, 82, 81, 80, 83, 86, 85, 84, 87], [88]]
166: [[37, 7], [18, 33], [4, 3, 8, 9, 32, 2, 11], [1, 6, 31, 10], [13, 15], [5, 21, 12, 20, 16, 17], [19, 28], [14, 22, 23, 58, 63, 30], [24, 43, 25, 55, 45, 54, 27, 42, 46, 34], [26, 41, 39, 57, 29, 35, 36, 38, 49, 40, 47, 44, 48, 50, 52, 53, 51, 59, 56], [62, 61], [60, 68, 65, 66, 64, 71, 67, 69, 77, 70, 72, 75, 73, 74, 78, 76, 79, 80, 84, 83, 81, 86, 87, 85, 82, 88]]
167: [[37, 7, 18, 33, 4, 3, 9, 1, 2, 8, 10, 15, 11, 14, 16, 5, 19, 20, 44, 21], [17, 12, 27, 22, 23, 24, 25, 53, 28, 63, 26, 30, 13, 54, 31, 42, 34, 52, 55, 32, 43, 29, 35, 36, 39, 38, 57, 40, 41, 46, 58, 45, 47, 48, 51, 49, 50, 61, 56, 59, 60, 6, 62, 68, 65, 67, 71, 64, 77, 69, 66, 70, 72, 79, 76, 78, 73, 74, 84, 81, 80, 83], [82, 86], [75, 87, 85, 88]]
168: [[37, 7, 18, 33, 4, 3, 8, 9], [2, 1, 12, 6, 11, 29, 13, 10, 54, 15, 28, 26, 24, 14], [25, 19, 17, 5, 20, 23, 21, 60, 22, 16, 30, 27, 31, 35, 63, 44, 55, 32, 39, 40], [38, 36, 34, 57], [43, 41, 42, 47], [45, 50, 46, 48, 56, 49, 52, 59, 51, 53, 58, 61, 62, 68, 65, 64, 78, 66, 71, 67, 73, 69, 75, 70, 77, 72, 74, 76, 79], [80, 84, 83, 82, 85, 86, 87, 88, 81]]
169: [[37, 7, 18, 33], [4, 3, 8, 9, 2, 5, 1, 6, 12, 22, 14, 11], [15], [28, 20, 61, 10, 17, 13, 23], [21], [25, 16], [49, 19], [24, 31, 57, 26, 27, 42, 62], [51, 29, 36, 30, 46, 34, 32, 47, 38], [39, 41], [35, 43, 44], [40, 48], [45, 59, 53, 50, 52, 60, 58, 54], [63, 55, 56, 68, 65, 64, 74, 67, 66, 71, 69, 70, 75, 76, 72, 73, 77, 78, 79, 82], [80, 81, 87, 83], [84, 86, 85, 88]]
170: [[37, 7, 18, 33, 4, 3, 8, 9, 5, 1, 14], [6, 2, 30, 15, 11, 28, 24, 20, 26, 12, 13, 22, 23, 16, 17, 21, 56, 58, 27, 19, 29, 10], [31, 54, 41, 63], [25, 36, 34, 38, 32, 35], [42, 39, 40, 43, 47, 45, 44, 49, 51, 46, 52, 53, 50, 55, 59, 48, 57, 61, 60, 62, 72, 66, 64, 70, 65, 71, 67, 77, 68, 76, 69, 74, 78, 73, 75, 79, 80, 87, 82, 81, 84, 85, 86, 83, 88]]
171: [[37, 7, 18, 33, 4, 3, 8, 9, 2, 10, 5, 12, 14, 15, 6, 25, 46, 21, 1, 20, 11, 13, 16, 17], [31, 19, 23, 24, 57, 30, 52, 27, 28, 56, 26, 49, 55, 29, 32, 22, 44, 41, 42, 34, 40, 38, 35, 45, 47], [36, 61], [39, 59, 43, 51, 50, 48, 53, 58, 60, 54], [62, 63, 70, 64, 66, 74], [65, 77, 67, 68, 78, 71, 69, 73, 83, 76, 72, 75, 88, 84, 81, 85, 86, 79, 80, 82, 87]]
172: [[37, 7, 18], [33, 4], [3, 8], [9, 32], [2, 1, 5, 6, 31, 11, 12], [28, 15, 14, 17], [10, 29], [19, 26, 24, 20, 56, 13], [49, 30, 47], [16, 22, 21, 23, 25, 27], [44, 59], [34], [63, 35], [54, 39, 40, 36, 38, 41, 43, 48], [46, 45], [52, 51, 50], [55, 57, 53, 58, 60, 61, 42], [62, 68, 65, 66, 75], [64, 70], [67, 69, 76, 71, 77, 73], [74, 78, 72, 79, 80, 85], [84, 81, 86], [83, 82, 87, 88]]
173: [[37, 7, 18, 33, 4, 3, 8, 11, 1, 2, 5, 13], [6, 14, 12, 9, 10, 22, 15, 16], [31, 19, 28, 20, 25, 21, 23], [17, 26, 27, 24, 29, 30, 38, 32], [44, 55, 41, 48, 43, 35, 39, 34, 40, 60, 36, 46, 42, 52, 45, 47, 63, 49, 57], [50, 53, 51, 54, 56, 58, 61, 59, 78, 68, 65, 64, 62, 70], [69, 66, 77, 67, 75], [76, 73, 79, 71, 72, 74, 86, 84, 81, 80, 87, 83, 82, 85, 88]]
174: [[37, 7], [18, 33, 4, 3, 8, 9], [34, 2, 1], [13, 6], [12, 23], [15, 11], [16, 14, 28, 21, 27, 22, 5, 17], [10], [19, 20, 58, 24, 26, 31, 30, 38, 29, 36, 25, 60, 35, 46], [39, 32], [40, 41], [43, 44, 45, 47], [49, 53, 50, 42, 51, 54, 56, 52, 48, 59, 63, 55], [57, 61, 62, 68, 64, 67, 74, 71, 65, 66, 69, 70, 72, 77, 76, 78, 73], [75, 87, 83, 86, 79, 82, 80, 84, 81, 85, 88]]
175: [[37, 7], [18, 33, 4, 3, 8, 9, 32, 2, 6, 13], [14, 5, 27, 22, 20, 28], [11, 15, 17], [23, 16], [24, 19], [30, 1], [48, 51, 21, 25, 26, 10], [29, 63, 31, 61, 12, 35], [36, 54], [39, 38, 40, 45, 43, 34], [41, 47], [42, 44, 52, 58, 46, 53], [49, 50, 55], [59, 56, 57, 60, 62, 68], [81, 80], [64, 66], [71, 65, 69, 74, 78, 73], [70, 67, 72, 75, 77, 82, 87, 76, 79, 83, 84, 85, 86, 88]]
176: [[37, 7], [18, 33, 4], [3, 8], [9], [32, 6], [16, 2, 15, 5, 27, 1, 10, 30], [13, 25], [12, 17, 28], [14, 11], [26, 56, 51], [19, 21], [55, 22, 20, 23], [62, 29, 24], [31, 43], [34, 46], [35, 54], [36, 41, 38, 39, 40, 44, 45], [47, 48, 42, 58], [52, 49], [50, 61, 53, 57, 59, 60, 63], [68, 65, 64, 74, 67, 70], [66, 69, 71, 75, 72, 79, 73, 76], [78, 85, 88], [84, 87, 82], [80, 83, 77, 86, 81]]
177: [[37, 7, 18, 33, 4, 3, 8, 9, 34, 5, 6, 2, 10, 27, 22, 12, 1, 28, 15, 11, 14], [26, 21, 16, 17, 19, 61, 20, 23, 50, 25, 57, 58, 13, 29, 38, 39, 30, 31, 32, 45, 24, 35, 46, 51, 36, 41, 40, 44, 42], [43, 49, 47, 48], [52, 54, 62, 60, 53, 55, 56, 59, 63, 70, 66, 64, 69, 68, 65, 71, 73, 74, 78, 72, 79, 75, 76, 80, 77, 88, 86, 85, 82, 67, 83, 81, 87, 84]]
