0: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29, 28, 31], [57, 35], [47, 40], [34, 33, 54, 32, 39, 37, 44], [38, 42], [41, 60, 43], [45, 63], [46, 48, 51, 49, 61], [52, 55, 53], [56, 59], [58, 62], [64, 67, 65, 68], [74, 66], [71, 69], [70, 72], [73, 76], [79, 75, 77, 78, 83, 80, 86, 81, 82], [85, 84, 87, 88]]
153: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 13, 23, 21, 16, 18, 17, 27, 20, 19, 50, 26, 30, 24, 29, 28, 31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
154: [[25, 36, 22], [7, 1, 2], [12, 3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 13, 23, 21, 16, 18], [17, 27, 20, 19, 50, 26], [30, 24, 29, 28, 31, 57, 35, 47, 40, 34, 33, 54, 32], [39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56], [59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
155: [[25, 36, 22], [7, 1, 2], [12, 3], [4, 5], [6, 10], [9, 8, 11, 15], [14, 13], [23, 21], [16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29], [28, 31], [57, 35, 47, 40], [34, 33], [54, 32], [39, 37, 44], [38, 42, 41], [60, 43, 45], [63, 46], [48, 51, 49], [61, 52], [55, 53], [56, 59, 58], [62, 64], [67, 65], [68, 74, 66], [71, 69], [70, 72, 73], [76, 79], [75, 77, 78, 83], [80, 86], [81, 82], [85, 84, 87, 88]]
156: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10], [9, 8, 11], [15, 14], [13, 23], [21, 16], [18, 17, 27], [20, 19], [50, 26, 30], [24, 29], [28, 31, 57], [35, 47, 40], [34, 33], [54, 32, 39, 37], [44, 38], [42, 41, 60], [43, 45, 63], [46, 48], [51, 49, 61], [52, 55], [53, 56], [59, 58], [62, 64, 67], [65, 68], [74, 66], [71, 69], [70, 72], [73, 76, 79], [75, 77], [78, 83, 80], [86, 81, 82], [85, 84], [87, 88]]
157: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10, 9], [8, 11, 15, 14], [13, 23], [21, 16], [18, 17, 27, 20, 19], [50, 26], [30, 24, 29], [28, 31, 57, 35, 47, 40, 34], [33, 54, 32, 39], [37, 44], [38, 42, 41], [60, 43], [45, 63], [46, 48], [51, 49], [61, 52], [55, 53], [56, 59], [58, 62, 64, 67], [65, 68], [74, 66, 71], [69, 70, 72], [73, 76], [79, 75], [77, 78, 83], [80, 86, 81, 82], [85, 84, 87, 88]]
158: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8, 11, 15, 14, 13, 23, 21, 16, 18, 17, 27, 20, 19, 50, 26, 30, 24, 29, 28, 31, 57, 35, 47, 40, 34], [33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48], [51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75], [77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
159: [[25, 36, 22, 7, 1, 2, 12, 3, 4, 5, 6, 10, 9], [8, 11, 15, 14, 13, 23], [21, 16, 18, 17, 27], [20, 19, 50, 26, 30, 24, 29, 28], [31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
160: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10, 9], [8, 11, 15, 14, 13], [23, 21], [16, 18], [17, 27], [20, 19, 50], [26, 30], [24, 29], [28, 31], [57, 35, 47, 40, 34, 33, 54, 32], [39, 37], [44], [38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56], [59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
161: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5, 6], [10, 9], [8, 11], [15, 14, 13], [23, 21], [16, 18], [17, 27], [20, 19], [50, 26, 30], [24, 29, 28], [31, 57], [35, 47, 40], [34, 33, 54], [32, 39], [37, 44], [38, 42], [41, 60], [43, 45, 63, 46], [48, 51], [49, 61], [52, 55], [53, 56], [59, 58], [62, 64, 67, 65], [68, 74], [66, 71, 69, 70], [72, 73, 76], [79, 75], [77, 78], [83, 80, 86], [81, 82, 85, 84], [87, 88]]
162: [[25, 36, 22, 7, 1, 2], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 13], [23, 21], [16, 18], [17, 27], [20, 19], [50, 26], [30, 24], [29, 28, 31, 57, 35, 47, 40], [34, 33], [54, 32, 39], [37, 44], [38, 42], [41, 60], [43, 45], [63, 46], [48, 51], [49, 61, 52], [55, 53, 56, 59], [58, 62], [64, 67], [65, 68, 74], [66, 71, 69], [70, 72, 73], [76, 79, 75], [77, 78, 83, 80], [86, 81, 82, 85, 84, 87, 88]]
163: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5, 6], [10, 9], [8, 11, 15], [14, 13, 23], [21, 16], [18, 17], [27, 20, 19], [50, 26], [30, 24], [29, 28], [31, 57], [35, 47, 40, 34], [33, 54], [32, 39], [37, 44], [38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49], [61, 52], [55, 53, 56], [59, 58, 62], [64, 67, 65, 68], [74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87], [88]]
164: [[25, 36], [22, 7, 1, 2, 12, 3], [4, 5, 6, 10, 9], [8, 11, 15, 14, 13, 23, 21, 16, 18, 17, 27, 20, 19, 50, 26, 30, 24, 29, 28, 31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
165: [[25, 36, 22, 7, 1, 2, 12], [3, 4, 5, 6, 10, 9], [8, 11, 15, 14, 13], [23, 21], [16, 18, 17, 27, 20, 19], [50, 26, 30, 24, 29], [28, 31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
166: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10], [9, 8, 11, 15], [14, 13], [23, 21], [16, 18, 17], [27, 20, 19, 50], [26, 30, 24, 29], [28, 31, 57], [35, 47], [40, 34, 33, 54], [32, 39], [37, 44], [38, 42, 41], [60, 43], [45, 63], [46, 48], [51, 49], [61, 52, 55], [53, 56], [59, 58, 62], [64, 67], [65, 68, 74], [66, 71], [69, 70, 72], [73, 76], [79, 75], [77, 78, 83, 80], [86, 81], [82, 85], [84, 87, 88]]
167: [[25, 36], [22, 7], [1, 2, 12, 3], [4, 5], [6, 10], [9, 8, 11, 15], [14, 13], [23, 21, 16, 18], [17, 27], [20, 19], [50, 26], [30, 24], [29, 28, 31, 57, 35], [47, 40, 34, 33, 54, 32], [39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65], [68, 74], [66, 71, 69, 70, 72, 73, 76], [79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
168: [[25, 36], [22, 7], [1, 2, 12, 3], [4, 5], [6, 10, 9, 8], [11, 15], [14, 13, 23, 21], [16, 18], [17, 27], [20, 19], [50, 26], [30, 24], [29, 28], [31, 57], [35, 47], [40, 34], [33, 54], [32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63], [46, 48], [51, 49, 61], [52, 55, 53], [56, 59], [58, 62, 64], [67, 65, 68, 74, 66, 71, 69], [70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
169: [[25, 36], [22, 7], [1, 2], [12, 3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 13], [23, 21], [16, 18, 17], [27, 20, 19], [50, 26], [30, 24], [29, 28], [31, 57], [35, 47, 40], [34, 33], [54, 32], [39, 37], [44, 38], [42, 41], [60, 43], [45, 63], [46, 48], [51, 49], [61, 52, 55], [53, 56], [59, 58], [62, 64, 67], [65, 68], [74, 66, 71], [69, 70], [72, 73], [76, 79, 75], [77, 78], [83, 80], [86, 81], [82, 85], [84, 87, 88]]
170: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10], [9, 8, 11], [15, 14, 13], [23, 21, 16], [18, 17], [27, 20, 19], [50, 26, 30], [24, 29], [28, 31], [57, 35], [47, 40, 34], [33, 54], [32, 39, 37], [44, 38], [42, 41], [60, 43, 45], [63, 46], [48, 51], [49, 61], [52, 55], [53, 56], [59, 58, 62], [64, 67, 65], [68, 74, 66], [71, 69], [70, 72, 73], [76, 79, 75], [77, 78, 83], [80, 86, 81, 82], [85, 84, 87, 88]]
171: [[25, 36, 22, 7], [1, 2], [12, 3, 4], [5, 6, 10, 9], [8, 11, 15], [14, 13, 23], [21, 16], [18, 17, 27], [20, 19, 50, 26, 30, 24, 29, 28, 31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75], [77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
172: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 13], [23, 21], [16, 18], [17, 27], [20, 19], [50, 26, 30], [24, 29], [28, 31], [57, 35], [47, 40, 34], [33, 54, 32], [39, 37], [44, 38], [42, 41, 60], [43, 45, 63], [46, 48], [51, 49], [61, 52, 55, 53], [56, 59], [58, 62, 64, 67], [65, 68], [74, 66], [71, 69], [70, 72, 73], [76, 79], [75, 77, 78, 83], [80, 86, 81], [82, 85], [84, 87, 88]]
173: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5, 6], [10, 9], [8, 11, 15], [14, 13], [23, 21], [16, 18, 17, 27, 20, 19, 50, 26, 30, 24, 29], [28, 31], [57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41], [60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64], [67], [65, 68], [74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
174: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15, 14, 13], [23, 21], [16, 18], [17, 27], [20, 19], [50, 26], [30, 24, 29], [28, 31], [57, 35, 47], [40, 34, 33], [54, 32], [39, 37], [44, 38, 42], [41, 60, 43, 45], [63, 46], [48, 51], [49, 61, 52], [55, 53], [56, 59, 58], [62, 64], [67, 65], [68, 74, 66], [71, 69, 70], [72, 73], [76, 79], [75, 77, 78, 83], [80, 86, 81, 82], [85, 84, 87, 88]]
175: [[25, 36], [22, 7], [1, 2], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 13], [23, 21], [16, 18], [17, 27], [20, 19], [50, 26, 30], [24, 29, 28], [31, 57], [35, 47, 40], [34, 33, 54], [32, 39, 37], [44, 38], [42, 41, 60], [43, 45, 63], [46, 48], [51, 49, 61], [52, 55], [53, 56, 59], [58, 62, 64], [67, 65, 68], [74, 66], [71, 69, 70], [72, 73, 76], [79, 75], [77, 78], [83, 80], [86, 81], [82, 85, 84], [87, 88]]
