0: [[36, 2, 12, 22, 45, 70], [3, 6, 10, 7, 11, 4], [17, 67, 8, 9, 76, 28], [60, 1, 30, 29, 13, 16], [50, 57, 19, 18, 21, 31], [24, 15, 59, 41, 27, 14], [20, 58, 23, 25, 35, 53, 5], [49, 38, 54, 43, 63, 32, 42], [39, 62, 26, 34, 33, 37], [40, 46, 47, 48, 52, 51, 61], [55, 56, 81, 64, 65, 80], [74, 72, 66, 69, 71, 73, 77], [75, 44, 68, 78, 86, 84], [83, 79, 82, 85, 87, 88]]
153: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
154: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
155: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
156: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
157: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
158: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
159: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
160: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
161: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
162: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
163: [[37, 2, 12, 22, 13, 70], [3, 6, 5, 7, 14, 4], [17, 75, 8, 11, 76, 28], [61, 1, 31, 25, 9, 16], [50, 56, 10, 15, 20, 18], [26, 19, 59, 21, 27, 30], [52, 23, 57, 24, 35, 53], [29, 48, 38, 54, 43, 47, 41], [42, 39, 62, 32, 34, 49, 33], [36, 55, 40, 44, 45, 51, 46], [58, 60, 81, 65, 69, 66], [67, 73, 64, 71, 63, 72, 77], [74, 78, 68, 79, 82, 84], [83, 80, 86, 85, 87, 88]]
164: [[38, 7, 12, 22, 13, 70, 3, 6, 1, 5, 14, 4, 23, 72, 10, 11, 76, 28, 8, 9, 15, 25], [18, 16, 50, 19, 17, 29, 20, 30, 26, 24, 59, 21, 2, 27, 37, 34, 44, 49, 35, 31, 33, 39], [40, 36, 43, 63, 41, 42, 47, 46, 62, 32, 45, 54, 48, 51, 52, 53, 60, 55, 61, 57, 56, 81], [69, 74, 82, 58, 73, 68, 64, 67, 65, 71, 66, 75, 77, 79, 86, 84, 83, 78, 80, 85, 87, 88]]
165: [[39, 1, 12, 22, 37, 70], [3, 6, 10, 5, 14, 4], [17, 2, 7, 9, 76, 28], [29, 8, 30, 25, 11, 16], [50, 26, 19, 15, 21, 18], [20, 13, 59, 27, 23, 24], [36, 34, 31, 40, 35, 53, 41], [32, 38, 54, 43, 63, 46, 42], [45, 62, 56, 47, 33, 48], [44, 49, 57, 51, 52, 55, 61], [58, 60, 81, 68, 65, 64], [74, 72, 66, 69, 67, 71, 73], [75, 79, 77, 78, 82, 84], [83, 80, 86, 85, 87, 88]]
166: [[39, 9, 12, 22, 45, 70, 3, 6, 2, 1, 15, 4, 23, 8, 7, 10, 76, 28, 61, 5, 13, 29], [31, 16, 50, 14, 19, 18, 21, 20, 26, 24, 59, 43, 27, 30, 33, 25, 11, 17, 35, 37, 36, 32], [38, 40, 41, 47, 44, 42, 46, 62, 48, 34, 49, 55, 56, 51, 63, 52, 60, 53, 54, 57, 72, 81], [68, 58, 80, 66, 73, 64, 69, 71, 65, 78, 75, 67, 77, 79, 82, 84, 83, 74, 86, 85, 87, 88]]
167: [[37, 11, 44, 22, 5, 70, 3, 6, 1, 2, 15, 4, 23, 7, 8, 9, 12, 28, 31, 13, 10, 29], [19, 16, 50, 27, 14, 18, 20, 17, 24, 21, 59, 25, 63, 30, 26, 58, 35, 34, 36, 39, 56, 32], [38, 41, 43, 47, 33, 42, 45, 62, 40, 48, 46, 51, 60, 53, 61, 49, 52, 54, 55, 57, 64, 81], [69, 67, 66, 71, 72, 68, 65, 73, 76, 74, 75, 78, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
168: [[36, 10, 44, 22, 13, 70, 3, 6, 1, 2, 11, 4, 23, 73, 8, 7, 12, 28, 60, 5, 15, 29], [9, 16, 50, 49, 17, 18, 20, 19, 24, 26, 59, 41, 31, 14, 21, 58, 34, 51, 35, 37, 25, 27], [38, 30, 43, 47, 32, 42, 39, 46, 33, 40, 45, 53, 48, 52, 54, 56, 57, 55, 61, 62, 63, 81], [65, 75, 82, 67, 64, 66, 71, 69, 72, 74, 76, 77, 68, 79, 86, 84, 83, 78, 80, 85, 87, 88]]
169: [[38, 9, 44, 22, 37, 70, 3, 6, 5, 2, 11, 4, 23, 8, 10, 15, 12, 28, 17, 13, 14, 29], [7, 16, 50, 19, 18, 20, 21, 25, 24, 27, 59, 30, 31, 34, 1, 42, 39, 41, 35, 47, 49, 33], [51, 36, 43, 63, 32, 52, 45, 46, 26, 48, 53, 54, 40, 55, 56, 58, 60, 57, 61, 62, 64, 81], [68, 74, 80, 65, 72, 66, 69, 67, 73, 71, 75, 76, 77, 78, 86, 84, 83, 82, 79, 85, 87, 88]]
170: [[37, 3, 12, 22, 5, 70, 7, 6, 9, 13, 11, 4, 17, 1, 8, 14, 19, 28, 61, 21, 15, 25], [29, 16, 50, 18, 23, 2, 20, 27, 26, 10, 59, 34, 31, 30, 36, 39, 40, 41, 35, 53, 44, 48], [38, 54, 43, 47, 33, 42, 45, 62, 24, 32, 49, 51, 55, 46, 63, 56, 52, 57, 58, 60, 65, 81], [64, 67, 80, 66, 73, 68, 69, 71, 72, 74, 75, 76, 77, 78, 86, 84, 83, 79, 82, 85, 87, 88]]
171: [[38, 1, 12, 22, 45, 70], [3, 6, 10, 2, 11, 4], [17, 66, 5, 9, 76, 28], [60, 13, 14, 29, 15, 16], [50, 25, 18, 7, 20, 23], [24, 8, 59, 27, 31, 30], [32, 58, 40, 19, 35, 37, 21], [33, 26, 54, 43, 47, 41, 42], [39, 62, 44, 34, 48, 49], [36, 46, 57, 56, 51, 55, 61], [52, 53, 81, 64, 68, 80], [63, 73, 65, 69, 71, 67, 74], [75, 72, 77, 79, 82, 84], [83, 78, 86, 85, 87, 88]]
172: [[36, 1, 44, 22, 13, 70, 3, 6, 2, 7, 11, 4, 19, 73, 10, 8, 12, 28, 61, 9, 15, 25], [17, 16, 50, 48, 14, 18, 20, 29, 24, 26, 59, 43, 27, 30, 52, 21, 23, 31, 35, 37, 5, 49], [38, 33, 34, 63, 41, 42, 39, 46, 40, 32, 45, 51, 53, 47, 54, 56, 60, 57, 58, 55, 80, 81], [68, 65, 64, 74, 62, 66, 71, 67, 72, 79, 75, 69, 76, 77, 82, 84, 83, 78, 86, 85, 87, 88]]
173: [[37, 10, 44, 22, 5, 70, 3, 6, 1, 7, 14, 4, 23, 9, 8, 11, 12, 28, 29, 2, 31, 25], [13, 16, 50, 15, 19, 18, 21, 17, 26, 20, 59, 41, 27, 24, 30, 34, 32, 57, 35, 53, 33, 48], [38, 36, 43, 63, 39, 42, 45, 46, 58, 40, 49, 51, 56, 55, 47, 54, 52, 60, 61, 62, 67, 81], [69, 75, 66, 68, 72, 64, 71, 65, 73, 77, 74, 76, 79, 78, 86, 84, 83, 80, 82, 85, 87, 88]]
174: [[36, 2, 44, 22, 5, 70], [3, 6, 9, 7, 10, 4], [17, 67, 8, 11, 12, 28], [13, 15, 30, 25, 1, 16], [50, 59, 18, 19, 20, 29], [24, 21, 23, 26, 31, 14], [27, 42, 52, 32, 35, 53, 37], [49, 38, 33, 43, 63, 41, 34], [39, 46, 56, 48, 40, 45], [47, 54, 51, 57, 58, 55, 61], [60, 62, 81, 65, 69, 66], [75, 72, 64, 71, 74, 73, 76], [77, 79, 68, 78, 86, 84], [83, 80, 82, 85, 87, 88]]
175: [[38, 8, 44, 22, 45, 70], [3, 6, 2, 1, 14, 4], [23, 74, 10, 9, 76, 28], [7, 11, 30, 29, 12, 16], [50, 57, 19, 13, 21, 15], [24, 17, 59, 18, 27, 20], [52, 42, 32, 51, 35, 37, 5], [33, 25, 36, 43, 63, 40, 26], [39, 46, 58, 31, 49, 53], [34, 55, 41, 47, 60, 48, 61], [54, 72, 81, 69, 56, 66], [62, 64, 67, 71, 65, 73, 78], [75, 68, 77, 79, 82, 84], [83, 80, 86, 85, 87, 88]]
