0: [[73], [3, 24, 5], [4, 36], [9], [1, 31, 48, 13, 23], [2, 17, 12, 22], [11, 21, 6, 34], [7, 18], [29, 27], [38, 16], [19], [49, 59], [14, 15, 63], [56, 45], [20, 32, 42], [35, 30], [40], [25], [47, 26, 28, 37, 33], [51, 57], [41, 46, 60], [50], [52, 53], [55, 54, 58], [62, 43], [66], [44, 69, 39, 8, 10], [61, 64, 67], [65], [70, 68, 72], [71, 74], [75, 77, 78], [80, 76], [79, 82], [84, 86], [81, 87], [83, 85, 88]]
153: [[73, 22, 3, 24, 4, 36, 1, 2, 10, 13, 12], [20, 7, 9, 6, 17, 5, 8, 11, 15, 23, 31, 18, 16, 26, 14, 25, 58, 19, 29, 21, 27, 61, 37, 35, 33, 50, 34, 46, 28], [40, 32, 43, 30, 39, 42, 56, 44, 47, 38, 62, 51, 52, 48, 41, 45, 49, 53, 54, 57, 55, 59, 60, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
154: [[73, 22, 3, 24, 4, 36, 1, 2, 21, 12, 13], [20, 7, 9, 6, 17, 5, 8, 11, 10, 31, 15, 18, 16, 26, 14, 40, 57, 63, 19, 29, 27, 23, 37, 39, 25, 49, 34, 46, 28], [30, 32, 43, 33, 35, 42, 41, 47, 51, 38, 44, 45, 48, 50, 53, 55, 52, 56, 59, 54, 61, 60, 62, 58, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
155: [[73, 22, 3, 24, 12, 4, 6, 1, 17, 13, 2], [20, 7, 9, 11, 16, 5, 8, 10, 27, 23, 15, 19, 26, 18, 14, 56, 59, 25, 21, 28, 29, 41, 47, 35, 31, 33, 38, 30, 34], [40, 32, 43, 36, 37, 42, 39, 44, 48, 63, 52, 54, 45, 50, 49, 55, 60, 46, 53, 51, 57, 62, 58, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
156: [[73, 22, 3, 24, 12, 4, 6, 2, 8, 13, 1], [20, 7, 9, 11, 17, 5, 16, 18, 27, 21, 15, 28, 29, 26, 30, 10, 58, 51, 23, 31, 25, 33, 39, 34, 36, 19, 40, 60, 14], [44, 32, 35, 43, 37, 38, 46, 41, 42, 45, 61, 56, 59, 52, 48, 53, 47, 49, 55, 62, 50, 57, 54, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
157: [[73, 22, 3, 9, 4, 36, 5, 2, 7, 14, 12], [21, 6, 17, 16, 8, 18, 11, 19, 27, 31, 20, 34, 30, 1, 56, 58, 23, 25, 26, 28, 47, 49, 29, 24, 32, 46, 15, 13], [40, 33, 42, 37, 38, 43, 39, 41, 44, 45, 48, 51, 50, 52, 35, 53, 54, 62, 55, 57, 59, 60, 61, 66, 72, 63, 64, 10], [67, 65, 70, 68, 69, 71, 78, 75, 74, 76, 82, 77, 79, 80, 84, 81, 86, 87, 83, 85, 88]]
158: [[73, 22, 3, 24, 12, 4, 6, 1, 21, 2, 13], [20, 7, 9, 14, 17, 5, 8, 10, 11, 23, 31, 15, 26, 18, 16, 56, 58, 19, 28, 27, 25, 44, 47, 33, 49, 29, 40, 62, 30], [34, 32, 35, 43, 37, 38, 42, 46, 36, 39, 52, 41, 45, 50, 53, 48, 51, 55, 57, 61, 54, 60, 59, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
159: [[73, 22, 3, 24, 4, 36, 32, 2, 5, 12, 29], [20, 7, 9, 6, 17, 1, 8, 10, 27, 19, 15, 14, 16, 26, 18, 23, 57, 53, 11, 25, 13, 21, 37, 28, 49, 31, 42, 44, 30], [40, 33, 35, 41, 39, 38, 46, 34, 43, 45, 47, 50, 48, 58, 52, 51, 54, 60, 55, 63, 56, 62, 59, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
160: [[73, 22, 3, 24, 4, 36, 2, 1, 6, 13, 11], [20, 7, 9, 10, 17, 5, 8, 12, 19, 27, 15, 21, 16, 26, 14, 56, 58, 18, 23, 29, 25, 28, 45, 35, 39, 31, 44, 30, 33], [40, 32, 34, 42, 37, 47, 38, 41, 54, 62, 48, 61, 52, 49, 43, 46, 51, 50, 53, 57, 55, 59, 60, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
161: [[73, 3, 24, 20, 12, 36, 1, 2, 15, 56, 5], [6, 7, 25, 8, 22, 9, 16, 10, 39, 11, 18, 21, 13, 14, 17, 19, 26, 27, 23, 31, 30, 57, 45, 50, 33, 42, 34, 28, 44], [41, 43, 29, 60, 32, 37, 35, 38, 40, 47, 63, 51, 48, 52, 55, 54, 46, 59, 49, 53, 58, 62, 61, 68, 4, 72, 64], [67, 65, 70, 66, 77, 69, 74, 71, 75, 78, 80, 76, 79, 82, 84, 86, 81, 87, 83, 85, 88]]
162: [[73, 22, 3, 24, 12, 4, 6, 2, 8, 13, 28], [20, 7, 9, 10, 17, 5, 1, 15, 11, 27, 31, 21, 16, 26, 14, 56, 58, 29, 18, 19, 23, 45, 37, 33, 49, 25, 44, 30, 34], [40, 32, 35, 38, 39, 46, 41, 36, 47, 43, 42, 48, 54, 52, 50, 62, 55, 51, 53, 57, 59, 60, 63, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
163: [[73, 22, 3, 24, 4, 36, 32, 1, 8, 13, 28], [20, 7, 9, 6, 17, 5, 2, 11, 19, 27, 15, 21, 16, 26, 10, 14, 57, 59, 18, 23, 25, 31, 37, 39, 30, 34, 38, 12, 29], [40, 35, 43, 33, 41, 44, 45, 42, 62, 47, 48, 51, 50, 46, 49, 60, 55, 53, 61, 52, 54, 58, 56, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
164: [[73, 22, 9, 1, 4, 36, 3, 8, 25, 37, 13], [21, 6, 14, 12, 15, 11, 16, 2, 20, 7, 19, 31, 17, 26, 18, 10, 57, 59, 28, 29, 27, 24, 45, 5, 33, 23, 35, 46, 58], [30, 39, 34, 38, 40, 32, 41, 43, 42, 47, 52, 49, 50, 48, 51, 53, 54, 63, 55, 60, 44, 68, 62, 56, 66, 61, 64], [67, 65, 70, 69, 72, 71, 78, 75, 77, 76, 74, 80, 79, 82, 84, 86, 81, 87, 83, 85, 88]]
165: [[73, 22, 3, 24, 4, 36, 6, 1, 17, 13, 2], [20, 7, 9, 10, 14, 5, 8, 11, 19, 27, 15, 16, 18, 26, 23, 56, 59, 29, 21, 25, 28, 41, 45, 35, 49, 31, 44, 12, 30], [40, 32, 43, 37, 33, 38, 34, 46, 42, 57, 53, 58, 55, 48, 51, 39, 63, 47, 52, 50, 61, 60, 62, 54, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
166: [[73, 22, 3, 24, 4, 36, 32, 1, 21, 12, 28], [20, 7, 9, 10, 17, 5, 8, 11, 2, 23, 31, 6, 18, 13, 15, 60, 57, 16, 19, 25, 29, 61, 45, 33, 49, 42, 38, 14, 26], [40, 27, 35, 37, 41, 62, 30, 34, 58, 43, 47, 54, 39, 51, 48, 44, 46, 50, 52, 53, 55, 56, 59, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
167: [[73, 22, 3, 24, 4, 36, 32, 1, 17, 13, 2], [20, 7, 9, 11, 5, 8, 6, 10, 27, 31, 15, 16, 14, 26, 18, 60, 59, 21, 29, 19, 25, 45, 39, 33, 49, 23, 38, 12, 30], [40, 28, 35, 46, 37, 42, 34, 41, 47, 43, 44, 52, 58, 50, 48, 51, 53, 56, 54, 57, 62, 61, 55, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
168: [[73, 3, 25, 24, 4, 2, 9, 5, 15, 8, 28], [22, 7, 1, 14, 17, 12, 13, 18, 43, 19, 26, 29, 20, 54, 16, 21, 49, 59, 6, 23, 63, 30, 45, 52, 33, 10, 34, 46, 11], [31, 32, 58, 27, 37, 35, 51, 40, 36, 42, 53, 38, 39, 41, 50, 47, 62, 60, 48, 56, 55, 57, 61, 44, 66, 71, 64], [67, 65, 70, 68, 77, 69, 74, 72, 75, 78, 81, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
169: [[73, 18, 5, 13, 4, 7, 9, 1, 21, 10, 29], [23, 6, 11, 12, 14, 17, 16, 2, 3, 19, 31, 15, 20, 62, 22, 25, 49, 59, 26, 28, 53, 24, 45, 30, 33, 27, 35, 32, 34], [8, 36, 42, 50, 37, 41, 38, 57, 43, 46, 63, 54, 52, 44, 47, 51, 48, 58, 55, 56, 60, 61, 39, 40, 78, 68, 64], [67, 65, 70, 66, 72, 71, 69, 75, 74, 77, 80, 76, 79, 82, 84, 86, 81, 87, 83, 85, 88]]
170: [[73, 18, 5, 20, 4, 36, 10, 1, 14, 57, 13], [23, 2, 17, 7, 8, 9, 11, 15, 3, 16, 31, 25, 19, 34, 24, 30, 49, 22, 26, 21, 27, 56, 45, 55, 33, 32, 28, 6, 58], [29, 47, 46, 35, 37, 38, 39, 40, 44, 41, 61, 48, 50, 63, 42, 43, 51, 52, 53, 59, 60, 54, 62, 12, 66, 71, 64], [67, 65, 70, 68, 77, 69, 78, 72, 74, 75, 82, 76, 79, 81, 84, 80, 85, 87, 83, 86, 88]]
171: [[73, 22, 8, 20, 4, 36, 10, 1, 31, 32, 13], [2, 3, 9, 6, 23, 5, 11, 7, 51, 15, 14, 17, 27, 18, 24, 19, 49, 21, 25, 26, 55, 40, 37, 53, 16, 34, 46, 30, 28], [57, 41, 35, 12, 39, 42, 38, 33, 44, 61, 45, 58, 52, 48, 47, 54, 43, 56, 62, 50, 60, 59, 63, 69, 66, 29, 64], [67, 65, 70, 68, 72, 71, 78, 74, 75, 76, 82, 77, 79, 80, 84, 86, 81, 87, 83, 85, 88]]
172: [[73], [22, 3, 9], [4, 7], [10], [1, 30, 5, 29, 23], [2, 8, 6, 17], [15, 13, 12, 18], [31, 16], [27, 20], [39, 25], [19], [49, 59], [14, 26, 63], [56, 47], [28, 32, 34], [35, 62], [33], [24], [36, 46, 11, 37, 43], [55, 57], [40, 38, 52], [50], [53, 41], [54, 42, 44], [45, 58], [86], [60, 21, 48, 51, 74], [61, 64, 67], [65], [70, 68, 72], [71, 78], [75, 66, 76], [69, 77], [79, 82], [84, 80], [85, 87], [83, 81, 88]]
173: [[73], [3, 18, 28], [12, 4], [36], [2, 7, 24, 9, 22], [10, 1, 6, 17], [5, 8, 14, 43], [19, 30], [13, 26], [62, 16], [23], [48, 59], [11, 15, 63], [57, 45], [54, 32, 42], [34, 20], [21], [41], [40, 25, 27, 29, 39], [35, 31], [33, 37, 38], [50], [55, 53], [44, 46, 52], [60, 47], [49], [51, 56, 58, 61, 76], [81, 64, 67], [65], [70, 66, 77], [69, 74], [71, 68, 72], [80, 75], [79, 82], [84, 78], [86, 87], [83, 85, 88]]
174: [[73], [22, 2, 5], [12, 36], [1], [3, 17, 61, 13, 21], [6, 25, 4, 8], [15, 20, 9, 14], [7, 23], [16, 18], [10, 19], [24], [56, 59], [29, 27, 30], [53, 45], [31, 32, 57], [35, 28], [34], [40], [39, 11, 42, 38, 33], [41, 43], [44, 46, 62], [47], [52, 49], [55, 50, 48], [51, 37], [71], [58, 60, 54, 26, 72], [63, 64, 67], [65], [70, 66, 68], [69, 78], [79, 75, 74], [80, 76], [77, 82], [84, 86], [81, 87], [83, 85, 88]]
175: [[73], [18, 3, 28], [12, 4], [32], [5, 25, 17, 21, 20], [7, 6, 9, 23], [1, 8, 2, 51], [15, 30], [10, 11], [26, 13], [14], [57, 31], [16, 19, 27], [58, 45], [39, 22, 33], [35, 36], [50], [56], [42, 24, 62, 37, 29], [46, 41], [34, 38, 52], [60], [53, 48], [55, 40, 43], [44, 63], [47], [49, 54, 59, 61, 68], [66, 64, 67], [65], [70, 69, 77], [71, 78], [74, 75, 80], [72, 76], [79, 82], [84, 81], [85, 87], [83, 86, 88]]
176: [[73], [3, 19, 9], [4, 36], [1], [5, 28, 7, 13, 23], [6, 17, 12, 16], [11, 25, 10, 2], [14, 30], [15, 26], [34, 18], [24], [59, 61], [20, 21, 31], [22, 47], [27, 41, 42], [33, 29], [32], [8], [38, 35, 53, 39, 37], [51, 62], [40, 43, 60], [50], [54, 44], [55, 46, 48], [56, 49], [66], [45, 52, 57, 58, 63], [68, 64, 67], [65], [70, 71, 76], [69, 74], [79, 77, 75], [72, 78], [80, 82], [84, 81], [86, 87], [83, 85, 88]]
177: [[73], [7, 9, 5], [4, 36], [1], [10, 29, 11, 14, 20], [12, 13, 16, 19], [3, 25, 6, 42], [15, 2], [18, 27], [23, 17], [21], [56, 22], [24, 26, 63], [45, 28], [30, 32, 59], [39, 58], [8], [31], [33, 34, 35, 37, 43], [38, 40], [41, 44, 60], [50], [52, 53], [46, 47, 48], [62, 49], [51], [54, 55, 57, 61, 76], [81, 64, 67], [65], [70, 66, 72], [71, 74], [79, 68, 69], [75, 77], [78, 82], [84, 86], [80, 87], [83, 85, 88]]
