0: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33], [32, 35], [46, 42, 38], [40, 56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82], [78, 80, 77], [85], [83, 81, 86], [84, 87, 88]]
153: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15], [18, 11, 17], [28, 12], [13, 22, 24, 16, 23, 19, 20, 29, 21], [59, 25, 27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
154: [[39, 10], [9, 37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
155: [[39, 10], [9, 37], [7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64], [69, 73, 76], [66, 75, 71], [74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
156: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17], [28, 12, 13], [22, 24, 16], [23, 19], [20, 29, 21, 59, 25, 27, 31, 26, 58], [62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56], [45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
157: [[39, 10], [9], [37, 7, 4], [3, 1, 6], [5, 8, 2], [68, 14, 41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
158: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13], [22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69], [73], [76, 66, 75], [71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
159: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8, 2], [68, 14], [41, 15], [18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73, 76], [66, 75, 71], [74, 72, 79], [82, 78, 80], [77, 85, 83], [81, 86, 84], [87, 88]]
160: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22, 24, 16, 23, 19, 20, 29, 21, 59, 25, 27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86], [84, 87, 88]]
161: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73, 76], [66, 75, 71], [74, 72, 79], [82, 78, 80], [77, 85, 83], [81, 86, 84], [87, 88]]
162: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12], [13, 22, 24], [16, 23, 19], [20, 29, 21, 59, 25, 27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
163: [[39, 10], [9, 37], [7, 4, 3], [1, 6], [5, 8, 2], [68, 14, 41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23], [19, 20, 29], [21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35], [46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77], [85, 83, 81], [86, 84], [87, 88]]
164: [[39, 10], [9, 37], [7, 4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33], [32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
165: [[39, 10], [9, 37, 7], [4, 3, 1, 6], [5, 8, 2], [68, 14, 41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57, 67], [70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81], [86, 84, 87, 88]]
166: [[39], [10, 9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41], [15, 18], [11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58], [62, 34, 30], [33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53], [49, 48, 61], [50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71], [74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
167: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8, 2], [68, 14, 41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19, 20, 29, 21, 59, 25, 27, 31, 26, 58, 62, 34, 30], [33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
168: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8, 2, 68, 14, 41, 15, 18, 11, 17, 28, 12, 13, 22, 24, 16, 23, 19, 20, 29, 21, 59, 25, 27, 31, 26, 58], [62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47], [36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
169: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8, 2], [68, 14, 41], [15, 18, 11], [17, 28, 12], [13, 22], [24, 16], [23, 19, 20], [29, 21, 59], [25, 27], [31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
170: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8, 2], [68, 14, 41], [15, 18, 11], [17, 28, 12], [13, 22], [24, 16, 23, 19, 20, 29, 21, 59, 25, 27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43], [52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
171: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11], [17, 28, 12, 13, 22, 24, 16, 23, 19, 20, 29, 21, 59, 25, 27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
172: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15, 18, 11, 17, 28, 12, 13, 22, 24, 16, 23, 19, 20, 29, 21, 59, 25, 27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
173: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57], [67, 70, 65], [64, 69, 73], [76, 66], [75, 71, 74], [72, 79], [82, 78, 80], [77, 85, 83], [81, 86, 84], [87, 88]]
174: [[39, 10], [9, 37], [7, 4, 3, 1, 6, 5, 8, 2, 68, 14, 41, 15, 18, 11, 17, 28, 12, 13, 22, 24, 16, 23, 19, 20, 29, 21, 59, 25], [27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
175: [[39, 10, 9], [37, 7, 4, 3, 1, 6, 5, 8, 2, 68, 14, 41, 15, 18, 11, 17, 28, 12, 13, 22, 24, 16, 23, 19, 20, 29, 21, 59, 25, 27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40], [56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
