0: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10], [87, 18, 65], [2, 86], [23, 13, 70], [24, 12], [42, 5, 38], [22, 50], [49, 1, 19], [46, 7, 45], [69, 88, 8, 79], [80, 14, 41, 15], [4, 3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62, 43], [71, 72], [48, 61], [68, 77], [63, 73, 76], [84, 67, 82], [81, 74]]
153: [[53, 55], [39, 30], [58, 85, 78], [11, 47], [27, 83], [10, 87, 18], [65, 2], [86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7, 45], [69, 88], [8, 79, 80], [14, 41], [15, 4, 3], [16, 34, 37], [26, 75, 29], [9, 20, 31], [33, 6], [57, 35], [51, 52, 64], [21, 17], [32, 54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62], [43, 71, 72], [48, 61, 68], [77, 63, 73], [76, 84, 67], [82, 81, 74]]
154: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10], [87, 18], [65, 2], [86, 23, 13], [70, 24, 12, 42, 5, 38, 22, 50, 49, 1, 19, 46, 7, 45, 69, 88, 8, 79, 80, 14, 41, 15, 4], [3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
155: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27, 83], [10, 87, 18], [65, 2], [86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7], [45, 69, 88], [8, 79], [80, 14, 41], [15, 4], [3, 16], [34, 37], [26, 75, 29], [9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32], [54, 28, 25], [36, 56, 66], [59, 44], [40, 60, 62], [43, 71], [72, 48], [61, 68, 77], [63, 73, 76], [84, 67], [82, 81, 74]]
156: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10], [87, 18, 65], [2, 86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50, 49, 1, 19, 46, 7, 45, 69, 88, 8, 79, 80, 14, 41, 15, 4, 3, 16, 34, 37, 26], [75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
157: [[53, 55, 39], [30, 58], [85, 78, 11], [47, 27, 83], [10, 87, 18], [65, 2, 86], [23, 13], [70, 24, 12, 42], [5, 38, 22, 50, 49, 1, 19, 46, 7, 45, 69, 88, 8, 79, 80, 14, 41], [15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
158: [[53, 55], [39, 30, 58], [85, 78, 11], [47, 27, 83], [10, 87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79], [80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
159: [[53, 55], [39, 30, 58], [85, 78, 11], [47, 27, 83], [10, 87, 18], [65, 2], [86, 23, 13], [70, 24], [12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79, 80], [14, 41], [15, 4], [3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
160: [[53, 55, 39], [30, 58, 85], [78, 11, 47], [27, 83, 10], [87, 18, 65], [2, 86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7, 45], [69, 88, 8], [79, 80], [14, 41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17], [32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
161: [[53, 55, 39], [30, 58], [85, 78, 11], [47, 27], [83, 10, 87], [18, 65, 2], [86, 23, 13], [70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7, 45], [69, 88, 8], [79, 80], [14, 41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73], [76, 84, 67, 82, 81, 74]]
162: [[53, 55, 39], [30, 58, 85], [78, 11, 47], [27, 83, 10], [87, 18, 65], [2, 86, 23], [13, 70, 24], [12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79], [80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75, 29], [9, 20, 31], [33, 6, 57], [35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63], [73, 76, 84, 67, 82, 81, 74]]
163: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27, 83], [10, 87, 18], [65, 2], [86, 23, 13], [70, 24, 12], [42, 5], [38, 22], [50, 49], [1, 19, 46], [7, 45, 69], [88, 8, 79], [80, 14], [41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
164: [[53, 55], [39, 30, 58], [85, 78], [11, 47, 27], [83, 10], [87, 18], [65, 2, 86], [23, 13, 70], [24, 12], [42, 5], [38, 22, 50, 49, 1, 19, 46, 7, 45, 69, 88, 8, 79, 80, 14, 41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
165: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10, 87], [18, 65, 2, 86], [23, 13, 70, 24, 12, 42, 5, 38, 22, 50, 49, 1, 19, 46, 7, 45, 69, 88, 8, 79, 80, 14, 41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
166: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83, 10], [87, 18, 65], [2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79, 80], [14, 41], [15, 4], [3, 16], [34, 37, 26], [75, 29, 9], [20, 31], [33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
167: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10, 87], [18, 65], [2, 86, 23], [13, 70, 24], [12, 42], [5, 38, 22], [50, 49, 1], [19, 46], [7, 45, 69, 88, 8, 79, 80, 14, 41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
168: [[53, 55], [39, 30], [58, 85, 78], [11, 47, 27], [83, 10, 87], [18, 65], [2, 86, 23, 13, 70, 24, 12, 42, 5, 38, 22, 50, 49, 1, 19, 46, 7, 45, 69, 88, 8, 79, 80, 14, 41, 15, 4, 3, 16, 34, 37], [26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
169: [[53, 55, 39], [30, 58, 85], [78, 11, 47], [27, 83, 10], [87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42, 5, 38, 22, 50, 49, 1, 19, 46, 7, 45, 69, 88, 8, 79, 80, 14, 41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
170: [[53, 55], [39, 30], [58, 85, 78], [11, 47, 27], [83, 10], [87, 18, 65], [2, 86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1], [19, 46], [7, 45, 69], [88, 8, 79], [80, 14, 41], [15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
171: [[53, 55, 39], [30, 58, 85], [78, 11, 47, 27, 83, 10, 87, 18, 65, 2, 86, 23, 13, 70, 24, 12, 42, 5, 38, 22, 50, 49, 1, 19, 46, 7, 45, 69, 88, 8, 79, 80, 14, 41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
172: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27, 83], [10, 87, 18], [65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38, 22, 50, 49, 1, 19, 46, 7, 45, 69, 88, 8, 79, 80, 14, 41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
173: [[53, 55], [39, 30, 58, 85, 78, 11, 47, 27, 83, 10, 87, 18, 65, 2, 86, 23, 13, 70, 24, 12, 42, 5, 38, 22, 50, 49, 1, 19, 46, 7, 45, 69, 88, 8, 79, 80, 14, 41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35], [51, 52, 64], [21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67], [82, 81, 74]]
174: [[53, 55], [39, 30], [58, 85, 78], [11, 47, 27], [83, 10], [87, 18, 65], [2, 86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1], [19, 46], [7, 45, 69, 88, 8, 79, 80, 14, 41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
175: [[53, 55], [39, 30], [58, 85, 78], [11, 47], [27, 83, 10, 87, 18, 65, 2, 86, 23, 13, 70, 24, 12, 42, 5, 38, 22, 50, 49, 1, 19, 46, 7, 45, 69, 88, 8, 79, 80, 14, 41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
