0: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36, 42, 38], [35, 63, 57], [45, 47, 40, 46], [61, 48, 55], [51, 54, 49], [53, 52, 60, 59], [62, 58, 80], [70, 69, 64, 65], [66, 68, 75], [71, 72, 77], [73, 76, 78], [79, 82, 83], [81, 84, 85, 86], [87, 88]]
153: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1], [3, 2, 4], [5, 6, 8, 9], [10, 29, 28], [12, 22], [13, 16], [23, 24], [18, 19, 20], [50, 26, 25], [27, 30, 31, 56], [33, 32, 43, 39], [34, 44, 36, 42], [38, 35, 63, 40], [45, 47, 46, 48], [61, 53, 49, 51, 54, 52, 55, 57, 58, 59, 60, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83], [81], [84, 85, 86, 87, 88]]
154: [[11, 17, 21], [74, 15, 41, 14], [67, 37, 7], [1, 3], [2, 4, 5], [6, 8, 9], [10, 29], [28, 12, 22, 13, 16, 23, 24, 18, 19, 20, 50, 26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 52, 61, 48, 51, 53, 54, 49, 57, 55, 60, 62, 59, 58, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
155: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1, 3], [2, 4, 5, 6, 8, 9, 10, 29, 28, 12, 22, 13, 16, 23, 24, 18, 19, 20], [50, 26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 47, 45, 46, 48, 61, 53, 51, 49, 52, 54, 55, 57, 59, 58, 60, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71], [72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
156: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6, 8, 9], [10, 29, 28], [12, 22, 13], [16, 23], [24, 18, 19], [20, 50, 26], [25, 27, 30], [31, 56, 33, 32], [43, 39, 34, 44], [36, 42, 38, 35], [63, 40, 45], [47, 46, 48], [61, 49, 54, 51], [53, 52, 55], [57, 59, 60, 62], [58, 80, 70], [69, 64, 65], [66, 68, 75], [71, 72, 77], [73, 76, 78], [79, 82, 83, 81], [84], [85, 86, 87, 88]]
157: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6], [8, 9, 10], [29, 28, 12], [22, 13, 16], [23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56], [33, 32, 43, 39], [34, 44, 36], [42, 38, 35, 63], [40, 45, 47], [46, 53, 59, 48], [55, 51, 52, 49], [54, 58, 62], [57, 60, 61], [80, 70, 69, 64], [65], [66, 68, 75], [71, 72, 77, 73], [76, 78, 79], [82, 83], [81, 84, 85], [86, 87, 88]]
158: [[11, 17, 21], [74, 15, 41], [14], [67, 37, 7], [1, 3, 2], [4, 5], [6, 8, 9], [10, 29, 28], [12, 22, 13], [16, 23, 24], [18, 19, 20], [50, 26], [25, 27, 30], [31, 56, 33], [32, 43, 39], [34], [44, 36, 42], [38], [35, 63, 40, 47], [45, 46, 52, 61], [48, 55, 53, 62], [49, 51, 54, 58], [59, 57, 60], [80, 70, 69, 64], [65, 66, 68], [75, 71, 72, 77], [73, 76, 78, 79], [82, 83, 81, 84], [85, 86, 87, 88]]
159: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6, 8, 9], [10], [29, 28, 12, 22], [13, 16, 23, 24], [18, 19, 20], [50, 26, 25], [27, 30, 31], [56], [33, 32, 43, 39], [34, 44, 36, 42], [38, 35], [63, 40, 45, 47], [46, 49, 57], [52, 48, 51, 54], [60, 59, 53], [55, 58, 62, 61], [80, 70, 69, 64], [65, 66, 68], [75, 71, 72, 77], [73, 76, 78], [79, 82, 83], [81, 84], [85, 86, 87, 88]]
160: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7], [1, 3, 2], [4, 5, 6, 8], [9, 10, 29, 28], [12, 22, 13, 16], [23, 24, 18, 19], [20, 50, 26], [25, 27, 30], [31, 56, 33, 32], [43, 39, 34, 44], [36, 42, 38, 35], [63, 40, 45, 47], [46, 48, 53, 49], [55, 51, 52], [54, 59], [57, 60, 61, 62], [58, 80, 70], [69, 64, 65], [66, 68, 75, 71], [72, 77, 73], [76, 78, 79, 82], [83, 81, 84], [85], [86, 87, 88]]
161: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6], [8, 9, 10, 29], [28, 12, 22, 13], [16, 23, 24], [18, 19, 20], [50, 26, 25], [27], [30, 31, 56], [33, 32, 43, 39], [34, 44, 36, 42], [38, 35, 63], [40, 45, 47, 46], [55, 61, 52], [48, 49, 51, 53], [57, 62, 54, 58], [59, 60, 80], [70, 69, 64], [65, 66, 68, 75], [71, 72, 77], [73, 76, 78], [79, 82, 83], [81, 84, 85], [86, 87, 88]]
162: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6, 8, 9], [10, 29, 28, 12], [22, 13, 16], [23, 24, 18], [19, 20, 50, 26], [25, 27, 30], [31, 56, 33], [32, 43, 39], [34, 44, 36], [42, 38, 35], [63, 57, 45], [47, 46, 40, 48], [53, 51, 49, 52], [54, 62, 59, 60], [58, 55, 61, 80], [70, 69, 64], [65, 66, 68, 75], [71, 72, 77, 73], [76, 78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
163: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6, 8, 9], [10, 29, 28, 12], [22, 13, 16], [23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 47, 45, 46, 49, 61, 48, 55, 52, 54, 51], [53, 60, 57, 58, 59, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
164: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6, 8, 9], [10, 29, 28], [12, 22, 13], [16, 23, 24], [18, 19, 20], [50, 26, 25], [27, 30, 31, 56], [33, 32, 43], [39], [34, 44, 36], [42, 38, 35], [63, 40, 45], [47, 46, 49, 53], [48, 55, 59, 54], [51, 52, 57, 60], [61, 62, 58], [80, 70, 69, 64], [65, 66, 68], [75, 71, 72, 77], [73, 76, 78, 79], [82, 83, 81, 84], [85, 86, 87, 88]]
165: [[11, 17, 21], [74, 15], [41, 14, 67, 37], [7, 1, 3, 2], [4, 5, 6, 8], [9, 10, 29, 28], [12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27, 30], [31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 48, 61, 49, 54, 51, 52, 53, 55, 57, 59, 58, 62, 60], [80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
166: [[11, 17, 21], [74, 15, 41], [14], [67, 37, 7], [1, 3], [2, 4, 5], [6, 8], [9, 10, 29, 28], [12, 22, 13], [16, 23, 24], [18, 19], [20, 50], [26, 25, 27, 30], [31, 56, 33, 32], [43, 39], [34, 44, 36, 42], [38, 35, 63], [40, 45, 47, 46], [55, 61, 53], [48, 54, 52], [49, 58, 59], [57, 51], [62, 60, 80, 70, 69], [64, 65, 66, 68], [75, 71, 72, 77, 73], [76, 78, 79, 82, 83, 81, 84, 85, 86, 87], [88]]
167: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6, 8, 9], [10, 29, 28], [12, 22], [13, 16], [23, 24, 18], [19, 20, 50], [26, 25], [27, 30], [31, 56, 33], [32, 43, 39], [34, 44, 36, 42], [38, 35, 63, 40], [45, 48, 46, 47, 61, 49, 51, 53, 54, 52, 55, 57, 58, 59, 60, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76], [78], [79, 82, 83, 81, 84, 85, 86, 87, 88]]
168: [[11, 17, 21, 74], [15], [41, 14, 67, 37], [7, 1, 3], [2, 4, 5], [6, 8, 9], [10], [29, 28, 12, 22], [13, 16, 23, 24], [18, 19, 20], [50, 26, 25], [27, 30, 31, 56], [33, 32, 43, 39], [34, 44, 36], [42, 38, 35], [63, 40, 45, 47], [46, 49], [61, 51, 52, 48, 53, 55, 58, 59, 62, 54, 57, 60, 80, 70, 69, 64, 65, 66, 68], [75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
169: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6], [8, 9, 10], [29, 28, 12], [22, 13, 16], [23, 24, 18], [19], [20, 50, 26, 25], [27, 30, 31], [56, 33, 32], [43, 39, 34], [44, 36, 42], [38, 35], [63, 40, 45, 47], [46, 52, 61, 53], [49, 48, 51], [62, 59, 60, 55], [58, 54, 57, 80], [70, 69, 64], [65, 66, 68], [75, 71, 72], [77, 73, 76], [78, 79, 82], [83, 81, 84], [85], [86, 87, 88]]
170: [[11, 17, 21], [74, 15, 41], [14, 67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29, 28, 12], [22, 13], [16, 23, 24, 18, 19, 20, 50, 26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 47, 45, 46, 48, 57, 52, 51, 49, 54, 62, 59, 53, 55, 58, 60, 61, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
171: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1, 3, 2, 4, 5, 6, 8, 9, 10, 29, 28, 12, 22, 13, 16, 23, 24, 18, 19, 20, 50, 26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 54, 61, 48, 53, 49, 51, 52, 55, 58, 57, 60, 59, 62], [80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
172: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5, 6], [8], [9, 10, 29, 28], [12, 22, 13], [16, 23, 24], [18, 19, 20], [50], [26, 25, 27, 30], [31, 56, 33, 32], [43, 39, 34], [44, 36, 42], [38, 35, 63, 40], [45, 47, 46, 48], [61, 51], [52, 53, 62, 49], [55, 54, 58, 59], [60, 57, 80], [70, 69, 64, 65], [66, 68, 75, 71], [72, 77, 73, 76], [78, 79, 82, 83], [81, 84, 85], [86, 87, 88]]
173: [[11, 17], [21, 74, 15], [41, 14, 67], [37, 7, 1], [3, 2, 4], [5, 6, 8], [9], [10, 29, 28, 12], [22, 13, 16, 23], [24, 18, 19], [20, 50, 26], [25, 27, 30, 31], [56, 33, 32, 43], [39, 34, 44], [36, 42, 38], [35, 63, 40], [45, 47, 46], [52, 48, 54, 51], [49, 53, 57], [55, 59, 58, 61], [62, 60, 80, 70], [69, 64, 65], [66, 68, 75, 71], [72, 77, 73], [76, 78, 79, 82], [83, 81, 84, 85], [86, 87, 88]]
174: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4], [5], [6, 8, 9], [10, 29], [28, 12], [22, 13, 16], [23, 24, 18], [19, 20, 50], [26, 25, 27, 30], [31, 56, 33], [32, 43, 39, 34], [44, 36, 42], [38, 35, 63, 40], [45, 47, 46, 48], [61, 49, 55, 51], [53, 52, 54], [57, 58], [59, 62, 60, 80], [70, 69, 64], [65, 66, 68, 75], [71, 72, 77, 73], [76, 78, 79], [82, 83, 81, 84], [85, 86, 87, 88]]
175: [[11, 17, 21], [74, 15, 41], [14, 67, 37, 7, 1, 3, 2, 4, 5, 6, 8, 9, 10, 29, 28, 12, 22, 13, 16, 23, 24, 18, 19, 20, 50, 26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 47, 45, 46, 49, 61, 51, 48, 52, 53, 54, 59, 58, 55, 57, 62, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
