0: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47, 43], [38, 42, 45, 49], [35, 51, 57], [48, 61, 53], [52, 55, 59], [62, 56, 58], [63, 64, 65], [69, 67, 70, 66], [76, 68, 73, 71], [74, 77, 75, 72], [78, 83, 84, 80], [79, 82], [81, 87, 85], [86, 88]]
153: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22, 11], [17, 21], [24, 29, 13], [23, 16, 28, 27, 18, 41, 60, 25, 20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
154: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2], [7, 12, 22, 11], [17, 21, 24, 29], [13, 23, 16, 28], [27, 18, 41, 60], [25, 20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
155: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12], [22, 11, 17], [21, 24, 29, 13], [23, 16, 28], [27, 18, 41], [60, 25, 20, 30], [46, 33, 26], [31, 32, 44], [40, 54, 37, 34], [36, 47, 43], [38, 42, 45, 49], [35, 51, 57, 48], [61, 53, 52], [55, 59, 62, 56], [58, 63, 64], [65, 69, 67, 70], [66, 76, 68, 73], [71, 74, 77], [75, 72, 78], [83, 84, 80, 79], [82, 81, 87], [85, 86, 88]]
156: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11], [17, 21, 24], [29, 13], [23, 16], [28, 27, 18], [41, 60, 25], [20, 30, 46], [33, 26, 31], [32, 44, 40, 54], [37, 34, 36], [47, 43, 38, 42], [45, 49, 35], [51, 57, 48], [61, 53, 52, 55], [59, 62, 56, 58], [63, 64, 65], [69, 67, 70, 66], [76, 68, 73, 71], [74, 77, 75], [72, 78, 83], [84, 80, 79, 82, 81, 87, 85, 86, 88]]
157: [[50, 5], [19, 39, 10], [9, 6, 3], [1, 8, 14], [4, 15, 2], [7, 12], [22, 11, 17], [21, 24, 29], [13, 23, 16], [28, 27, 18], [41, 60], [25, 20, 30], [46, 33], [26, 31, 32], [44, 40, 54, 37], [34, 36], [47, 43, 38, 42], [45, 49, 35, 51], [57, 48, 61], [53, 52, 55, 59], [62, 56, 58], [63, 64, 65], [69, 67, 70], [66, 76, 68, 73], [71, 74, 77, 75], [72, 78, 83, 84], [80, 79, 82], [81, 87, 85], [86, 88]]
158: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11], [17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20, 30], [46, 33], [26, 31, 32, 44], [40, 54, 37, 34], [36, 47, 43, 38], [42, 45, 49, 35], [51, 57, 48], [61, 53, 52], [55, 59, 62, 56], [58, 63, 64, 65], [69, 67, 70, 66], [76, 68, 73], [71, 74, 77], [75, 72, 78, 83], [84, 80, 79, 82], [81, 87], [85, 86, 88]]
159: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12], [22, 11, 17], [21, 24, 29], [13, 23, 16], [28, 27], [18, 41, 60, 25, 20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64], [65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
160: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22], [11, 17, 21, 24, 29, 13, 23, 16, 28, 27, 18, 41, 60, 25, 20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
161: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11], [17, 21, 24], [29, 13, 23, 16], [28, 27, 18, 41], [60, 25, 20, 30], [46, 33, 26], [31, 32, 44], [40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53], [52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
162: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8, 14], [4, 15, 2], [7, 12, 22, 11], [17, 21, 24, 29], [13, 23, 16], [28, 27, 18], [41, 60, 25, 20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
163: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15], [2, 7, 12], [22, 11, 17, 21, 24, 29, 13, 23, 16, 28, 27, 18, 41, 60, 25, 20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
164: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8, 14], [4, 15, 2, 7], [12, 22, 11, 17], [21, 24, 29, 13], [23, 16, 28], [27, 18, 41, 60], [25, 20, 30], [46, 33, 26], [31, 32, 44, 40], [54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70], [66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
165: [[50, 5, 19, 39], [10, 9, 6], [3, 1, 8, 14], [4, 15, 2, 7], [12, 22, 11], [17, 21, 24], [29, 13, 23, 16, 28, 27, 18], [41, 60, 25, 20, 30, 46, 33, 26, 31], [32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77], [75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
166: [[50, 5, 19], [39, 10], [9, 6, 3, 1], [8, 14, 4], [15, 2, 7, 12], [22, 11, 17], [21, 24, 29], [13, 23, 16], [28, 27, 18, 41], [60, 25, 20, 30], [46, 33, 26, 31], [32, 44, 40, 54], [37, 34, 36, 47], [43, 38, 42, 45], [49, 35, 51], [57, 48], [61, 53, 52, 55], [59, 62, 56, 58], [63, 64, 65, 69], [67, 70, 66, 76], [68, 73, 71], [74, 77, 75, 72], [78, 83, 84, 80], [79, 82, 81, 87], [85, 86, 88]]
167: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11, 17], [21, 24, 29], [13, 23, 16, 28], [27, 18, 41], [60, 25, 20], [30, 46, 33], [26, 31, 32, 44], [40, 54, 37, 34], [36, 47, 43, 38], [42, 45, 49, 35], [51, 57, 48], [61, 53, 52], [55, 59, 62, 56], [58, 63, 64], [65, 69, 67, 70], [66, 76, 68, 73], [71, 74, 77, 75], [72, 78], [83, 84, 80, 79], [82, 81, 87], [85, 86, 88]]
168: [[50, 5], [19, 39, 10], [9, 6, 3], [1, 8], [14, 4, 15], [2, 7, 12], [22, 11], [17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20, 30], [46, 33, 26], [31, 32, 44, 40], [54, 37, 34], [36, 47], [43, 38, 42], [45, 49, 35], [51, 57, 48], [61, 53, 52], [55, 59], [62, 56], [58, 63], [64, 65, 69, 67], [70, 66, 76], [68, 73, 71, 74], [77, 75, 72], [78, 83, 84, 80], [79, 82, 81, 87], [85, 86, 88]]
169: [[50, 5, 19, 39], [10, 9, 6, 3], [1, 8, 14, 4], [15, 2, 7], [12, 22, 11], [17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41], [60, 25, 20, 30], [46, 33, 26, 31], [32, 44, 40, 54], [37, 34, 36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48], [61, 53, 52, 55, 59, 62, 56], [58, 63, 64, 65, 69, 67, 70], [66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
170: [[50, 5, 19], [39, 10, 9], [6, 3], [1, 8, 14], [4, 15], [2, 7, 12], [22, 11, 17], [21, 24, 29, 13], [23, 16, 28], [27, 18, 41, 60], [25, 20, 30, 46], [33, 26, 31, 32], [44, 40, 54, 37], [34, 36], [47, 43, 38], [42, 45, 49, 35], [51, 57], [48, 61, 53, 52, 55, 59, 62, 56, 58], [63, 64, 65, 69, 67, 70, 66, 76], [68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
171: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7, 12, 22, 11, 17, 21, 24, 29, 13, 23, 16, 28, 27, 18, 41, 60, 25, 20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34], [36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
172: [[50, 5, 19], [39, 10], [9, 6, 3, 1, 8, 14, 4, 15, 2, 7], [12, 22, 11, 17], [21, 24, 29, 13], [23, 16, 28, 27, 18, 41, 60, 25, 20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
173: [[50, 5, 19, 39], [10, 9, 6, 3], [1, 8, 14], [4, 15, 2], [7, 12, 22], [11, 17, 21, 24, 29, 13, 23, 16, 28, 27, 18, 41, 60, 25], [20, 30, 46, 33, 26], [31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
174: [[50, 5, 19], [39, 10, 9], [6, 3], [1, 8, 14], [4, 15, 2, 7, 12, 22, 11, 17, 21, 24, 29, 13, 23, 16, 28, 27, 18, 41, 60, 25, 20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
175: [[50, 5, 19, 39], [10, 9, 6, 3], [1, 8, 14], [4, 15, 2, 7], [12, 22, 11, 17], [21, 24, 29, 13], [23, 16, 28, 27], [18, 41, 60, 25, 20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
