0: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50], [21, 17, 20, 59], [27, 26], [31, 29], [30, 36, 33, 35], [32, 42, 38], [34, 39, 37], [47, 40], [60, 41], [43, 44], [45, 46, 56], [54, 49], [48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68], [67, 65, 70], [64, 74], [77, 69, 66], [79, 71, 72, 75, 73, 76, 78, 82], [85, 84], [81, 80], [83, 87, 86, 88]]
153: [[15, 14], [5, 6], [3, 9, 10, 4], [7, 1], [2, 24, 8], [11, 28], [12, 22, 13], [23, 16], [25, 18], [19, 50, 21, 17], [20, 59, 27, 26, 31, 29, 30, 36, 33, 35, 32, 42, 38, 34, 39, 37, 47, 40, 60], [41, 43, 44, 45, 46], [56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
154: [[15, 14], [5, 6, 3], [9, 10, 4], [7, 1], [2, 24, 8], [11, 28], [12, 22, 13], [23, 16], [25, 18, 19], [50, 21], [17, 20], [59, 27], [26, 31, 29], [30, 36, 33], [35, 32], [42, 38, 34], [39, 37, 47], [40, 60, 41], [43, 44], [45, 46, 56], [54, 49], [48, 51, 53], [52, 55], [57, 63, 58], [61, 62], [68, 67, 65], [70, 64, 74, 77], [69, 66, 79, 71], [72, 75], [73, 76], [78, 82, 85], [84, 81, 80], [83, 87, 86, 88]]
155: [[15, 14], [5, 6], [3, 9], [10, 4, 7], [1, 2], [24, 8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21, 17], [20, 59, 27, 26, 31, 29, 30, 36, 33, 35, 32, 42, 38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57], [63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
156: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28], [12, 22], [13, 23, 16, 25, 18, 19, 50, 21, 17, 20, 59, 27, 26, 31, 29, 30, 36, 33, 35, 32, 42, 38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80], [83, 87, 86, 88]]
157: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22, 13, 23], [16, 25], [18], [19, 50, 21, 17, 20, 59, 27, 26, 31, 29, 30, 36, 33, 35, 32, 42, 38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
158: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22, 13, 23, 16, 25, 18, 19], [50, 21, 17, 20, 59, 27, 26, 31, 29, 30, 36, 33, 35, 32, 42, 38, 34, 39, 37, 47, 40, 60, 41, 43, 44], [45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
159: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28], [12, 22], [13, 23, 16], [25, 18, 19], [50, 21], [17, 20], [59, 27, 26], [31, 29, 30], [36, 33], [35, 32], [42, 38, 34], [39, 37], [47, 40, 60], [41, 43, 44, 45], [46, 56, 54], [49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
160: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2], [24, 8, 11], [28, 12], [22, 13], [23, 16, 25], [18, 19], [50, 21, 17], [20, 59], [27, 26, 31, 29], [30, 36, 33], [35, 32, 42, 38, 34], [39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
161: [[15, 14, 5], [6, 3, 9], [10, 4, 7], [1, 2], [24, 8, 11, 28], [12, 22, 13], [23, 16], [25, 18], [19, 50, 21], [17, 20], [59, 27], [26, 31, 29], [30, 36, 33], [35, 32], [42, 38, 34], [39, 37, 47], [40, 60, 41], [43, 44], [45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69], [66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
162: [[15, 14], [5, 6, 3], [9, 10, 4], [7, 1], [2, 24], [8, 11], [28, 12, 22, 13, 23, 16, 25, 18, 19, 50, 21], [17, 20, 59], [27, 26], [31, 29, 30], [36, 33, 35, 32, 42, 38, 34, 39], [37, 47], [40, 60], [41, 43, 44, 45], [46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
163: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22], [13, 23, 16], [25, 18], [19, 50, 21], [17, 20, 59], [27, 26, 31], [29, 30], [36, 33], [35, 32, 42], [38, 34, 39], [37, 47], [40, 60], [41, 43], [44, 45, 46], [56, 54], [49, 48, 51], [53, 52], [55, 57, 63], [58, 61], [62, 68, 67], [65, 70, 64], [74, 77], [69, 66], [79, 71, 72], [75, 73, 76], [78, 82], [85, 84, 81], [80, 83, 87], [86, 88]]
164: [[15, 14], [5, 6, 3], [9, 10, 4], [7, 1, 2], [24, 8], [11, 28, 12, 22], [13, 23, 16, 25], [18, 19, 50, 21, 17], [20, 59, 27], [26, 31, 29], [30, 36, 33], [35, 32, 42], [38, 34, 39], [37, 47], [40, 60], [41, 43], [44, 45], [46, 56, 54], [49, 48, 51], [53, 52, 55], [57, 63], [58, 61], [62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
165: [[15, 14], [5, 6], [3, 9, 10, 4, 7, 1, 2, 24, 8, 11, 28, 12, 22, 13, 23, 16, 25, 18, 19, 50, 21, 17, 20, 59, 27, 26, 31, 29, 30, 36, 33, 35], [32, 42, 38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
166: [[15, 14], [5, 6, 3, 9], [10, 4, 7], [1, 2], [24, 8], [11, 28, 12], [22, 13], [23, 16], [25, 18, 19], [50, 21, 17], [20, 59], [27, 26, 31], [29, 30, 36], [33, 35, 32], [42, 38], [34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61], [62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
167: [[15, 14], [5, 6, 3, 9], [10, 4, 7], [1, 2], [24, 8], [11, 28, 12], [22, 13], [23, 16], [25, 18, 19], [50, 21, 17], [20, 59], [27, 26, 31], [29, 30, 36], [33, 35, 32], [42, 38], [34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61], [62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
168: [[15, 14], [5, 6], [3, 9], [10, 4], [7, 1, 2], [24, 8, 11], [28, 12, 22], [13, 23, 16, 25], [18, 19], [50, 21], [17, 20], [59, 27, 26], [31, 29], [30, 36, 33], [35, 32, 42], [38, 34], [39, 37, 47], [40, 60], [41, 43, 44], [45, 46, 56], [54, 49], [48, 51, 53], [52, 55, 57, 63], [58, 61, 62], [68, 67], [65, 70], [64, 74], [77, 69, 66], [79, 71], [72, 75, 73, 76], [78, 82], [85, 84, 81, 80, 83, 87, 86, 88]]
169: [[15, 14], [5, 6, 3], [9, 10, 4], [7, 1], [2, 24, 8], [11, 28, 12], [22, 13, 23], [16, 25], [18, 19], [50, 21], [17, 20, 59], [27, 26], [31, 29, 30], [36, 33, 35], [32, 42], [38, 34, 39], [37, 47], [40, 60], [41, 43, 44], [45, 46, 56], [54, 49], [48, 51], [53, 52], [55, 57], [63, 58], [61, 62], [68, 67], [65, 70], [64, 74, 77], [69, 66, 79, 71], [72, 75], [73, 76, 78], [82, 85, 84], [81, 80, 83], [87, 86, 88]]
170: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2], [24, 8, 11], [28, 12], [22, 13], [23, 16, 25], [18, 19], [50, 21, 17], [20, 59, 27], [26, 31], [29, 30], [36, 33], [35, 32, 42], [38, 34, 39], [37, 47, 40, 60], [41, 43, 44, 45, 46, 56, 54], [49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76], [78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
171: [[15, 14], [5, 6, 3, 9, 10, 4, 7, 1, 2, 24, 8, 11, 28, 12, 22, 13, 23, 16, 25, 18, 19, 50, 21, 17, 20, 59, 27, 26, 31, 29, 30, 36, 33, 35, 32, 42, 38, 34, 39, 37, 47, 40, 60, 41], [43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
172: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22, 13], [23, 16, 25], [18, 19], [50, 21, 17, 20], [59, 27, 26], [31, 29], [30, 36, 33], [35, 32, 42], [38, 34], [39, 37, 47], [40, 60], [41, 43, 44], [45, 46], [56, 54], [49, 48], [51, 53, 52], [55, 57], [63, 58, 61], [62, 68, 67], [65, 70], [64, 74], [77, 69], [66, 79, 71], [72, 75, 73], [76, 78, 82, 85], [84, 81, 80, 83, 87, 86, 88]]
173: [[15, 14], [5, 6, 3], [9, 10], [4, 7, 1, 2, 24, 8, 11, 28, 12, 22, 13, 23, 16, 25, 18, 19, 50, 21, 17, 20, 59, 27, 26, 31, 29, 30, 36, 33, 35, 32, 42, 38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
174: [[15, 14], [5, 6], [3, 9], [10, 4], [7, 1, 2], [24, 8], [11, 28, 12], [22, 13], [23, 16], [25, 18], [19, 50, 21], [17, 20, 59], [27, 26], [31, 29, 30], [36, 33], [35, 32, 42], [38, 34, 39], [37, 47], [40, 60], [41, 43], [44, 45, 46], [56, 54], [49, 48, 51], [53, 52, 55], [57, 63], [58, 61, 62], [68, 67, 65], [70, 64, 74], [77, 69], [66, 79, 71], [72, 75, 73], [76, 78], [82, 85, 84], [81, 80, 83], [87, 86, 88]]
175: [[15, 14, 5], [6, 3], [9, 10, 4], [7, 1], [2, 24, 8], [11, 28], [12, 22, 13], [23, 16], [25, 18, 19], [50, 21], [17, 20], [59, 27, 26], [31, 29], [30, 36, 33], [35, 32], [42, 38, 34], [39, 37, 47], [40, 60, 41], [43, 44, 45], [46, 56, 54], [49, 48, 51], [53, 52, 55], [57, 63], [58, 61], [62, 68], [67, 65, 70], [64, 74], [77, 69, 66], [79, 71, 72], [75, 73], [76, 78, 82], [85, 84], [81, 80, 83], [87, 86], [88]]
