0: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
153: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
154: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
155: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
156: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
157: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
158: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
159: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
160: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
161: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
162: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
163: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
164: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
165: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
166: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
167: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
168: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
169: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
170: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
171: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
172: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
173: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
174: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
175: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
