0: [[50, 11, 47, 40, 71, 75], [16, 35, 77, 51, 57, 72], [87, 17, 55, 21], [67, 6, 33, 56, 74], [5, 64, 54], [14, 48, 13, 23], [38, 19], [62, 60, 43], [3, 85, 18], [28, 1, 24, 2, 12, 22], [20, 4, 29], [25, 27, 61, 73], [34, 37], [32], [42], [7, 46], [36, 78, 45, 63], [52, 49, 58], [59, 65, 68, 31], [9, 53, 10, 39], [69, 44, 76, 79, 8], [70, 80, 84, 81], [82, 30, 26, 83, 66], [41, 86, 88, 15]]
153: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
154: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
155: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
156: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
157: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
158: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
159: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
160: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
161: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 17, 18, 8, 50, 35, 34, 10, 40, 11, 52, 20, 44, 27, 32, 58, 55, 59, 21, 30], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 31, 47, 45, 48, 49, 53, 33, 39, 54, 62, 51, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
162: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 18, 33, 50, 10, 11, 20, 40, 17, 52, 21, 44, 27, 30, 58, 55, 35, 31, 32], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 34, 47, 45, 48, 49, 53, 39, 51, 54, 61, 59, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
163: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 17, 8, 10, 50, 35, 11, 33, 32, 18, 20, 21, 28, 26, 58, 59, 55, 30, 25, 31], [15, 24, 16, 19, 34, 39, 46, 40, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 44, 54, 62, 51, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
164: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 58, 35, 48, 33, 40, 16, 11, 21, 20, 31, 46, 59, 18, 55, 24, 30], [15, 32, 34, 19, 28, 26, 39, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 44, 49, 53, 52, 50, 54, 62, 51, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
165: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 16, 26, 33, 8, 10, 56, 34, 32, 11, 17, 18, 20, 21, 61, 27, 51, 47, 30, 35], [15, 24, 31, 19, 28, 39, 46, 25, 38, 43, 37, 57, 41, 42, 29, 40, 44, 45, 48, 49, 53, 52, 50, 54, 58, 55, 63, 59, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
166: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 11, 24, 10, 35, 58, 34, 32, 17, 56, 15, 18, 20, 44, 27, 63, 59, 30, 21], [26, 28, 16, 19, 40, 43, 46, 25, 38, 31, 37, 57, 41, 42, 29, 33, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 51, 39, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
167: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 51, 26, 33, 40, 11, 18, 17, 32, 31, 20, 21, 52, 34, 63, 43, 30, 35], [15, 24, 16, 19, 28, 39, 46, 25, 38, 44, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 58, 50, 54, 62, 55, 59, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
168: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 26, 10, 18, 35, 58, 33, 32, 48, 40, 21, 11, 15, 44, 59, 51, 63, 24, 46], [17, 20, 16, 19, 28, 27, 30, 25, 38, 43, 37, 57, 41, 31, 29, 34, 47, 45, 39, 49, 53, 52, 50, 54, 62, 55, 42, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
169: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 16, 26, 35, 18, 33, 42, 34, 32, 39, 20, 11, 44, 10, 49, 30, 51, 43, 15, 46], [8, 24, 17, 19, 28, 21, 31, 25, 38, 40, 37, 57, 41, 58, 29, 27, 47, 45, 48, 59, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
170: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 26, 35, 10, 33, 40, 34, 11, 20, 28, 17, 18, 15, 37, 30, 27, 63, 21, 31], [32, 24, 16, 19, 39, 44, 46, 25, 38, 43, 51, 57, 41, 42, 29, 58, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 59, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
171: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 49, 18, 17, 58, 34, 32, 20, 60, 11, 16, 26, 44, 30, 27, 59, 31, 35], [15, 24, 21, 19, 28, 33, 46, 25, 38, 43, 37, 57, 41, 47, 29, 39, 40, 45, 42, 48, 53, 52, 50, 54, 62, 55, 51, 56, 63, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
172: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 19, 50, 35, 34, 33, 40, 21, 11, 25, 44, 15, 17, 62, 31, 51, 26, 18], [20, 24, 16, 30, 28, 32, 46, 39, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 58, 54, 59, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
173: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 16, 10, 19, 26, 35, 40, 34, 32, 38, 8, 11, 20, 17, 45, 31, 27, 63, 18, 42], [15, 24, 21, 30, 28, 33, 46, 25, 39, 43, 37, 57, 41, 44, 29, 51, 47, 58, 48, 49, 53, 52, 50, 54, 61, 55, 59, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
174: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 16, 26, 10, 11, 35, 56, 34, 40, 17, 8, 29, 18, 27, 42, 58, 63, 51, 20, 21], [15, 24, 30, 19, 28, 31, 46, 25, 38, 43, 37, 57, 41, 32, 33, 39, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 44, 59, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
175: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 51, 50, 33, 34, 11, 32, 49, 52, 17, 18, 20, 53, 31, 19, 47, 21, 42], [15, 24, 16, 30, 28, 26, 46, 25, 38, 43, 37, 57, 41, 35, 29, 27, 39, 45, 48, 40, 44, 58, 59, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
176: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 10, 11, 19, 26, 35, 40, 33, 17, 18, 20, 21, 28, 15, 57, 63, 27, 47, 8, 42], [30, 24, 16, 31, 32, 34, 46, 25, 38, 43, 37, 39, 41, 44, 29, 51, 58, 45, 48, 49, 53, 52, 50, 54, 62, 55, 59, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
177: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 16, 26, 33, 50, 8, 10, 34, 32, 48, 40, 31, 11, 17, 38, 18, 55, 51, 20, 21], [15, 24, 30, 19, 28, 35, 46, 25, 39, 43, 37, 57, 41, 42, 29, 27, 47, 45, 44, 49, 53, 52, 58, 54, 62, 59, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
