0: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8, 11], [13, 12, 22, 16], [18, 21, 17], [23, 24], [19, 50], [20, 28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78, 77], [79, 82], [83, 81, 85, 80], [86, 84, 87, 88]]
153: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10], [9, 27, 8], [11, 13, 12], [22, 16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77, 79, 82], [83, 81, 85, 80], [86, 84, 87, 88]]
154: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12], [22, 16, 18], [21, 17, 23, 24], [19, 50, 20], [28, 29, 25, 26, 41, 60, 31, 30, 33, 32, 39, 34, 35, 40, 47, 38, 42, 37, 43, 46, 44, 45, 53, 56, 49], [54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
155: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77, 79], [82, 83, 81], [85, 80, 86], [84, 87, 88]]
156: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43], [46, 44, 45], [53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
157: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9, 27], [8, 11, 13], [12, 22, 16], [18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26], [41, 60, 31, 30, 33], [32, 39, 34, 35, 40, 47, 38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
158: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12], [22, 16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79], [82, 83, 81], [85, 80, 86], [84, 87, 88]]
159: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
160: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23], [24, 19, 50], [20, 28, 29], [25, 26], [41, 60, 31, 30, 33, 32, 39, 34, 35, 40, 47, 38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
161: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64], [65, 68, 72, 66, 69, 76, 70, 75, 73, 74], [78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
162: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18], [21, 17], [23, 24, 19], [50, 20, 28, 29, 25, 26, 41, 60, 31, 30, 33, 32, 39, 34, 35, 40, 47, 38, 42, 37, 43], [46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
163: [[36, 2], [1, 14, 15], [5, 3, 4], [7, 6, 10], [9, 27, 8], [11, 13, 12], [22, 16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86], [84, 87, 88]]
164: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8], [11, 13, 12], [22, 16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38], [42, 37, 43], [46, 44], [45, 53, 56], [49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
165: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8], [11, 13, 12], [22, 16, 18, 21], [17, 23, 24, 19], [50, 20, 28], [29, 25], [26, 41], [60, 31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48], [61, 51], [59, 57, 58], [62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
166: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8], [11, 13, 12], [22, 16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74, 78], [77, 79, 82], [83, 81], [85, 80], [86, 84, 87, 88]]
167: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10], [9, 27, 8], [11, 13, 12], [22, 16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58], [62, 63, 67], [71, 64], [65, 68, 72], [66, 69, 76], [70, 75], [73, 74, 78], [77, 79, 82], [83, 81], [85, 80], [86, 84], [87, 88]]
168: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10], [9, 27, 8], [11, 13], [12, 22, 16], [18, 21, 17], [23, 24, 19, 50, 20, 28, 29, 25, 26, 41, 60, 31, 30, 33, 32, 39, 34, 35, 40, 47, 38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52], [48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
169: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8], [11, 13, 12], [22, 16], [18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77], [79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
170: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24, 19], [50, 20, 28, 29, 25, 26, 41, 60, 31, 30, 33, 32, 39, 34, 35, 40, 47, 38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67], [71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
171: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23], [24, 19, 50, 20, 28, 29, 25, 26, 41, 60, 31, 30, 33, 32, 39, 34, 35, 40, 47, 38, 42, 37, 43, 46, 44, 45, 53], [56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
172: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24, 19, 50, 20, 28, 29, 25, 26, 41, 60, 31, 30, 33, 32, 39, 34, 35, 40, 47, 38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
173: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8], [11, 13, 12], [22, 16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38], [42, 37, 43], [46, 44, 45], [53, 56], [49, 54], [55, 52, 48], [61, 51, 59], [57, 58], [62, 63], [67, 71, 64], [65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
174: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8], [11, 13], [12, 22, 16, 18, 21, 17, 23, 24, 19, 50, 20, 28], [29, 25, 26, 41, 60, 31, 30, 33, 32, 39, 34, 35, 40, 47, 38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
175: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11, 13], [12, 22], [16, 18, 21], [17, 23, 24, 19], [50, 20, 28, 29, 25, 26, 41, 60, 31, 30, 33, 32, 39, 34, 35, 40, 47, 38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
